"artifactName","packageName","dependentArtifactName","dependentPackageName","forwardToBackwardBalance","numberForward","numberBackward","someForwardDependencies","backwardDependencies","Source Cypher File: Cyclic_Dependencies/Cyclic_Dependencies.cypher"
"axon-messaging-5.0.3","org.axonframework.messaging.core.annotation","axon-messaging-5.0.3","org.axonframework.messaging.core",0.9591836734693877,48,1,"SourceIdParameterResolverFactory$SourceIdParameterResolver->Context$ResourceKey,SourceIdParameterResolverFactory$SourceIdParameterResolver->LegacyResources,MessageIdentifierParameterResolverFactory$MessageIdentifierParameterResolver->Message,InterceptorChainParameterResolverFactory->MessageHandlerInterceptorChain,InterceptorChainParameterResolverFactory->Message,InterceptorChainParameterResolverFactory->MessageStream,InterceptorChainParameterResolverFactory->Context$ResourceKey,AnnotatedHandlerInspector->Message,AnnotatedHandlerInspector->MessageStream","SimpleHandlerAttributes->HandlerAttributes",""
"axon-messaging-5.0.3","org.axonframework.messaging.eventhandling","axon-messaging-5.0.3","org.axonframework.messaging.core",0.9428571428571428,34,1,"EventHandlerRegistry->QualifiedName,DelegatingEventHandlingComponent->QualifiedName,DelegatingEventHandlingComponent->Message,DelegatingEventHandlingComponent->MessageStream$Empty,EventHandlingComponent->QualifiedName,TerminalEventMessage->MessageType,EventBus->SubscribableEventSource,SimpleEventHandlingComponent->MessageType,SimpleEventHandlingComponent->MessageStream$Empty","SubscribableEventSource->EventMessage",""
"axon-messaging-5.0.3","org.axonframework.messaging.eventhandling.annotation","axon-messaging-5.0.3","org.axonframework.messaging.core.annotation",0.9310344827586207,28,1,"Event->Message,AnnotatedEventHandlingComponent->MessageHandlingMember,AnnotatedEventHandlingComponent->AnnotatedHandlerInspector,AnnotatedEventHandlingComponent->ParameterResolverFactory,AnnotatedEventHandlingComponent->HandlerDefinition,TimestampParameterResolverFactory$TimestampParameterResolver->ParameterResolver,EventHandlingMember->MessageHandlingMember,MethodSequencingPolicyEventHandlerDefinition$SequencingPolicyEventMessageHandlingMember->UnsupportedHandlerException,MethodSequencingPolicyEventHandlerDefinition$SequencingPolicyEventMessageHandlingMember->WrappedMessageHandlingMember","HandlerTypeResolver->EventHandler",""
"axon-messaging-5.0.3","org.axonframework.messaging.commandhandling.annotation","axon-messaging-5.0.3","org.axonframework.messaging.core.annotation",0.875,15,1,"MethodCommandHandlerDefinition$MethodCommandHandlingMember->WrappedMessageHandlingMember,MethodCommandHandlerDefinition$MethodCommandHandlingMember->MessageHandlingMember,CommandHandler->MessageHandler,Command->Message,CommandDispatcherParameterResolverFactoryConfigurationEnhancer->ParameterResolverFactory,CommandDispatcherParameterResolverFactory$1->ParameterResolver,CommandDispatcherParameterResolverFactory->ParameterResolver,CommandDispatcherParameterResolverFactory->ParameterResolverFactory,AnnotatedCommandHandlingComponent->MessageHandlingMember","HandlerTypeResolver->CommandHandler",""
"axon-messaging-5.0.3","org.axonframework.messaging.queryhandling.annotation","axon-messaging-5.0.3","org.axonframework.messaging.core.annotation",0.8571428571428571,13,1,"QueryHandler->MessageHandler,MethodQueryHandlerDefinition->HandlerEnhancerDefinition,MethodQueryHandlerDefinition->MessageHandlingMember,QueryResponse->Message,QueryHandlingMember->MessageHandlingMember,MethodQueryHandlerDefinition$MethodQueryHandlingMember->MessageHandlingMember,MethodQueryHandlerDefinition$MethodQueryHandlingMember->UnsupportedHandlerException,MethodQueryHandlerDefinition$MethodQueryHandlingMember->WrappedMessageHandlingMember,AnnotatedQueryHandlingComponent->MessageHandlingMember","HandlerTypeResolver->QueryHandler",""
"axon-modelling-5.0.3","org.axonframework.modelling.annotation","axon-modelling-5.0.3","org.axonframework.modelling",0.8461538461538461,12,1,"AnnotationBasedEntityIdResolverDefinition->EntityIdResolver,AnnotationBasedEntityIdResolver->EntityIdResolutionException,AnnotationBasedEntityIdResolver->EntityIdResolver,AnnotationBasedEntityEvolvingComponent->EntityEvolvingComponent,AnnotationBasedEntityEvolvingComponent->StateEvolvingException,InjectEntity->EntityIdResolver,InjectEntityParameterResolverFactory->PropertyBasedEntityIdResolver,InjectEntityParameterResolverFactory->EntityIdResolver,InjectEntityParameterResolver->EntityIdResolutionException","PropertyBasedEntityIdResolver->TargetEntityIdMemberMismatchException",""
"axon-messaging-5.0.3","org.axonframework.messaging.core.unitofwork.transaction","axon-messaging-5.0.3","org.axonframework.messaging.core.unitofwork",0.6666666666666666,5,1,"TransactionalExecutorProvider->ProcessingContext,TransactionManager->ProcessingLifecycle$Phase,TransactionManager->ProcessingLifecycle$ErrorHandler,TransactionManager->ProcessingLifecycle,TransactionManager->ProcessingContext","TransactionalUnitOfWorkFactory->TransactionManager",""
"axon-messaging-5.0.3","org.axonframework.messaging.eventhandling.processing.streaming.pooled","axon-messaging-5.0.3","org.axonframework.messaging.eventhandling.configuration",0.6666666666666666,15,3,"PooledStreamingEventProcessorModule->DefaultEventHandlingComponentsConfigurer,PooledStreamingEventProcessorModule->EventProcessorModule$CustomizationPhase,PooledStreamingEventProcessorModule->EventProcessorConfiguration,PooledStreamingEventProcessorModule->EventProcessorModule$EventHandlingPhase,PooledStreamingEventProcessorModule->EventProcessorModule,PooledStreamingEventProcessorModule->EventHandlingComponentsConfigurer$CompletePhase,PooledStreamingEventProcessorModule->EventHandlingComponentsConfigurer$RequiredComponentPhase,PooledStreamingEventProcessorModule->EventProcessorCustomization,PooledStreamingEventProcessorConfiguration->EventProcessorConfiguration","EventProcessorModule->PooledStreamingEventProcessorModule,EventProcessorModule->PooledStreamingEventProcessorConfiguration,EventProcessingConfigurer->PooledStreamingEventProcessorsConfigurer",""
"axon-messaging-5.0.3","org.axonframework.messaging.eventhandling.processing.subscribing","axon-messaging-5.0.3","org.axonframework.messaging.eventhandling.configuration",0.6666666666666666,15,3,"SubscribingEventProcessorsConfigurer->EventProcessingConfigurer,SubscribingEventProcessorsConfigurer->EventHandlingComponentsConfigurer$RequiredComponentPhase,SubscribingEventProcessorsConfigurer->EventProcessorModule$CustomizationPhase,SubscribingEventProcessorsConfigurer->EventProcessorModule$EventHandlingPhase,SubscribingEventProcessorsConfigurer->EventProcessorModule,SubscribingEventProcessorsConfigurer->EventHandlingComponentsConfigurer$CompletePhase,SubscribingEventProcessorConfiguration->EventProcessorConfiguration,SubscribingEventProcessorModule->EventProcessorModule$EventHandlingPhase,SubscribingEventProcessorModule->DefaultEventHandlingComponentsConfigurer","EventProcessorModule->SubscribingEventProcessorModule,EventProcessorModule->SubscribingEventProcessorConfiguration,EventProcessingConfigurer->SubscribingEventProcessorsConfigurer",""
"axon-common-5.0.3","org.axonframework.common.configuration","axon-common-5.0.3","org.axonframework.common.infra",0.5294117647058824,13,4,"DefaultAxonApplication$AxonConfigurationImpl->ComponentDescriptor,AbstractComponent->ComponentDescriptor,DecoratedComponent->ComponentDescriptor,Components->DescribableComponent,Components->ComponentDescriptor,InstantiatedComponentDefinition->ComponentDescriptor,DefaultComponentRegistry->ComponentDescriptor,Component->DescribableComponent,LazyInitializedComponentDefinition->ComponentDescriptor","FilesystemStyleComponentDescriptor->Component$Identifier,FilesystemStyleComponentDescriptor->Component,JacksonComponentDescriptor->Component,JacksonComponentDescriptor->Component$Identifier",""
"axon-messaging-5.0.3","org.axonframework.messaging.core.interception.annotation","axon-messaging-5.0.3","org.axonframework.messaging.core.annotation",0.5,15,5,"MessageInterceptingMember->MessageHandlingMember,MessageHandlerInterceptorDefinition$ResultHandlingInterceptorMember->InterceptorChainParameterResolverFactory,MessageHandlerInterceptorDefinition$ResultHandlingInterceptorMember->MessageHandlingMember,MessageHandlerInterceptorDefinition$ResultHandlingInterceptorMember->WrappedMessageHandlingMember,MessageHandlerInterceptorDefinition->MessageHandlingMember,MessageHandlerInterceptorDefinition->HandlerEnhancerDefinition,ResultParameterResolverFactory$ExceptionResultParameterResolver->ParameterResolver,ResultHandler->HasHandlerAttributes,NoMoreInterceptors->MessageHandlingMember","AnnotatedHandlerInspector->MessageInterceptingMember,AnnotatedHandlerInspector->NoMoreInterceptors,AnnotatedHandlerInspector->MessageHandlerInterceptorMemberChain,ChainedMessageHandlerInterceptorMember->NoMoreInterceptors,ChainedMessageHandlerInterceptorMember->MessageHandlerInterceptorMemberChain",""
"axon-server-connector-5.0.3","org.axonframework.axonserver.connector.event","axon-server-connector-5.0.3","org.axonframework.axonserver.connector",0.42857142857142855,5,2,"EventProcessorControlService->AxonServerConfiguration$Eventhandling$ProcessorSettings,EventProcessorControlService->AxonServerConnectionManager,EventProcessorControlService->AxonServerConfiguration$Eventhandling,AggregateBasedAxonServerEventStorageEngine->MetadataConverter,AxonServerEventStorageEngineFactory->AxonServerConnectionManager","AxonServerConfigurationEnhancer->EventProcessorControlService,AxonServerConfigurationEnhancer->AxonServerEventStorageEngineFactory",""
"axon-server-connector-5.0.3","org.axonframework.axonserver.connector","axon-server-connector-5.0.3","org.axonframework.axonserver.connector.command",0.3333333333333333,4,2,"ErrorCode->AxonServerCommandDispatchException,ErrorCode->AxonServerNonTransientRemoteCommandHandlingException,ErrorCode->AxonServerRemoteCommandHandlingException,AxonServerConfigurationEnhancer->AxonServerCommandBusConnector","CommandConverter->MetadataConverter,AxonServerCommandBusConnector->AxonServerConfiguration",""
"axon-messaging-5.0.3","org.axonframework.messaging.core.configuration","axon-messaging-5.0.3","org.axonframework.messaging.eventhandling.configuration",0.3333333333333333,2,1,"MessagingConfigurer->EventBusConfigurationDefaults,MessagingConfigurer->EventProcessingConfigurer","EventProcessingConfigurer->MessagingConfigurer",""
