"fileDistanceAsFewestChangeDirectoryCommands","numberOfDependencies","numberOfDependencyUsers","numberOfDependencyProviders","examples","Source Cypher File: Internal_Dependencies/Set_file_distance_as_shortest_contains_path_for_dependencies.cypher"
0,2125,881,921,"/axon-eventsourcing-5.0.3.jar uses /axon-conversion-5.0.3.jar,/axon-spring-boot-autoconfigure-5.0.3.jar uses /axon-conversion-5.0.3.jar,/axon-messaging-5.0.3.jar uses /axon-conversion-5.0.3.jar,/axon-modelling-5.0.3.jar uses /axon-conversion-5.0.3.jar",""
1,100,86,41,"/org/axonframework/conversion/jackson2 uses /org/axonframework/conversion,/org/axonframework/conversion/avro uses /org/axonframework/conversion,/org/axonframework/conversion/jackson uses /org/axonframework/conversion,/org/axonframework/conversion/converter uses /org/axonframework/conversion",""
2,2138,631,420,"/org/axonframework/conversion/avro/AvroConverter.class uses /org/axonframework/conversion/ChainingContentTypeConverter.class,/org/axonframework/conversion/jackson/JacksonConverter.class uses /org/axonframework/conversion/ChainingContentTypeConverter.class,/org/axonframework/conversion/jackson2/Jackson2Converter.class uses /org/axonframework/conversion/ChainingContentTypeConverter.class,/org/axonframework/conversion/converter/BlobToInputStreamConverter.class uses /org/axonframework/conversion/ContentTypeConverter.class",""
4,2104,679,322,"/org/axonframework/messaging/eventhandling/conversion uses /org/axonframework/conversion,/org/axonframework/messaging/core/configuration uses /org/axonframework/conversion,/org/axonframework/messaging/commandhandling/gateway uses /org/axonframework/conversion,/org/axonframework/messaging/eventhandling/processing/streaming/token/store/jpa uses /org/axonframework/conversion",""
