"nodeLabel","nodesWithThatLabel","nodesWithThatLabelPercent","Source Cypher File: Overview/Node_label_count.cypher"
"Git",107157,96.79596039890157,""
"Change",86830,78.4343835814424,""
"Update",57800,52.21130221130221,""
"Create",16910,15.274967480849833,""
"Commit",11176,10.095389507154213,""
"Delete",8703,7.861504552681023,""
"File",5869,5.301524786818904,""
"Rename",3315,2.9944717444717446,""
"Tag",1703,1.538336464807053,""
"Person",1631,1.473298164474635,""
"TS",1591,1.4371657754010696,""
"Json",1445,1.3052825552825553,""
"Author",1261,1.139073565544154,""
"Type",1075,0.9710579563520739,""
"Value",806,0.7280676398323458,""
"Key",668,0.6034108975285446,""
"Scalar",603,0.5446957652840005,""
"NPM",464,0.4191357132533603,""
"Committer",370,0.3342245989304813,""
"Dependency",338,0.30531868767162884,""
"Primitive",291,0.26286313051018934,""
"Declared",290,0.26195982078335023,""
"ExternalDeclaration",215,0.19421159127041482,""
"Object",175,0.15807920219684926,""
"Literal",156,0.14091631738690563,""
"Union",119,0.1074938574938575,""
"ObjectMember",103,0.09304090186443127,""
"Copy",102,0.09213759213759214,""
"Script",91,0.08220118514236162,""
"Function",85,0.07678132678132678,""
"Property",65,0.058715132244544006,""
"Directory",50,0.04516548634195693,""
"Branch",40,0.03613238907356554,""
"FunctionParameter",40,0.03613238907356554,""
"Parameter",33,0.02980922098569157,""
"Package",29,0.02619598207833502,""
"Local",28,0.025292672351495883,""
"Variable",24,0.021679433444139324,""
"jQAssistant",20,0.01806619453678277,""
"Concept",19,0.017162884809943633,""
"Rule",19,0.017162884809943633,""
"Interface",17,0.015356265356265357,""
"Intersection",17,0.015356265356265357,""
"TypeAlias",16,0.01445295562942622,""
"Array",12,0.010839716722069662,""
"ExternalModule",11,0.009936406995230525,""
"NotIdentified",11,0.009936406995230525,""
"EnumMember",8,0.00722647781471311,""
"Call",6,0.005419858361034831,""
"Engine",6,0.005419858361034831,""
"Member",6,0.005419858361034831,""
"Module",6,0.005419858361034831,""
"Project",6,0.005419858361034831,""
"TypeParameterReference",6,0.005419858361034831,""
"Complex",5,0.004516548634195693,""
"TypeParameter",4,0.003613238907356555,""
"Tuple",3,0.0027099291805174155,""
"Enum",2,0.0018066194536782774,""
"Analyze",1,0.0009033097268391387,""
"Class",1,0.0009033097268391387,""
"Constructor",1,0.0009033097268391387,""
"Method",1,0.0009033097268391387,""
"Repository",1,0.0009033097268391387,""
"Scan",1,0.0009033097268391387,""
"Task",1,0.0009033097268391387,""
