"artifactName","packageName","communityId","numberOfTypesInPackage","numberOfTypesInCommunity","numberOfTypes","Source Cypher File: Community_Detection/Type_communities_with_few_members_in_foreign_packages.cypher"
"axon-messaging-5.0.3","org.axonframework.messaging.queryhandling",6,22,146,1,""
"axon-messaging-5.0.3","org.axonframework.messaging.commandhandling",6,18,146,1,""
"axon-messaging-5.0.3","org.axonframework.messaging.eventhandling.configuration",6,14,146,1,""
"axon-modelling-5.0.3","org.axonframework.modelling.annotation",6,10,146,1,""
"axon-eventsourcing-5.0.3","org.axonframework.eventsourcing.annotation.reflection",6,6,146,1,""
"axon-messaging-5.0.3","org.axonframework.messaging.eventhandling.gateway",6,5,146,1,""
"axon-common-5.0.3","org.axonframework.common.lifecycle",6,4,146,1,""
"axon-messaging-5.0.3","org.axonframework.messaging.core.configuration.reflection",6,3,146,1,""
"axon-test-5.0.3","org.axonframework.test.matchers",1,23,133,1,""
"axon-messaging-5.0.3","org.axonframework.messaging.core.interception",1,21,133,1,""
"axon-server-connector-5.0.3","org.axonframework.axonserver.connector.util",1,12,133,1,""
"axon-server-connector-5.0.3","org.axonframework.axonserver.connector.query",1,11,133,1,""
"axon-eventsourcing-5.0.3","org.axonframework.eventsourcing.annotation",1,10,133,1,""
"axon-messaging-5.0.3","org.axonframework.messaging.eventhandling.replay.annotation",1,10,133,1,""
"axon-server-connector-5.0.3","org.axonframework.axonserver.connector.command",1,6,133,1,""
"axon-messaging-5.0.3","org.axonframework.messaging.eventhandling.gateway",1,5,133,1,""
"axon-messaging-5.0.3","org.axonframework.messaging.core.conversion",1,2,133,1,""
"axon-test-5.0.3","org.axonframework.test.fixture",2,32,107,1,""
"axon-common-5.0.3","org.axonframework.common",2,31,107,1,""
"axon-modelling-5.0.3","org.axonframework.modelling",2,16,107,1,""
"axon-messaging-5.0.3","org.axonframework.messaging.core.retry",2,13,107,1,""
"axon-modelling-5.0.3","org.axonframework.modelling.annotation",2,10,107,1,""
"axon-conversion-5.0.3","org.axonframework.conversion",2,9,107,1,""
"axon-common-5.0.3","org.axonframework.common.infra",2,8,107,1,""
"axon-messaging-5.0.3","org.axonframework.messaging.eventhandling.conversion",2,2,107,1,""
