"localClusteringCoefficient","memberCount","memberNameExamples","Source Cypher File: Community_Detection/Community_Detection_10d_LocalClusteringCoefficient_Stream_Aggregated.cypher"
1,125,"org.axonframework.conversion.ChainedConverter$RouteCalculator,org.axonframework.messaging.core.FailedMessageStream,org.axonframework.messaging.core.ConcatenatingMessageStream,org.axonframework.messaging.core.DelayedMessageStream$Single,org.axonframework.messaging.core.IteratorMessageStream,org.axonframework.messaging.core.OnErrorContinueMessageStream,org.axonframework.messaging.core.SingleValueMessageStream,org.axonframework.messaging.monitoring.MultiMessageMonitor$1,org.axonframework.messaging.commandhandling.distributed.PayloadConvertingCommandBusConnector$ConvertingResultMessageCallback",""
0.95,1,"org.axonframework.messaging.eventstreaming.TagAndTypeFilteredEventCriteria",""
0.9,2,"org.axonframework.messaging.core.interception.annotation.NoMoreInterceptors,org.axonframework.messaging.core.annotation.ChainedMessageHandlerInterceptorMember",""
0.83,21,"org.axonframework.conversion.avro.AvroConverterStrategyConfiguration,org.axonframework.messaging.core.FilteringMessageStream,org.axonframework.messaging.monitoring.configuration.DefaultMessageMonitorRegistry$1,org.axonframework.messaging.core.OnNextMessageStream$Single,org.axonframework.messaging.core.FilteringMessageStream$Single,org.axonframework.messaging.core.MappedMessageStream$Single,org.axonframework.messaging.eventhandling.EventHandlerRegistry,org.axonframework.messaging.core.AbstractMessage,org.axonframework.messaging.eventhandling.processing.streaming.pooled.WorkPackage$BatchProcessingEntry",""
0.82,1,"org.axonframework.messaging.eventstreaming.AnyEvent",""
0.8,11,"org.axonframework.messaging.core.CloseCallbackMessageStream,org.axonframework.messaging.core.MessageStreamUtils,org.axonframework.messaging.core.TruncateFirstMessageStream,org.axonframework.messaging.core.IgnoredEntriesMessageStream,org.axonframework.messaging.monitoring.configuration.MessageMonitorFactory,org.axonframework.messaging.core.retry.RetryScheduler,org.axonframework.messaging.core.retry.RetryScheduler$Dispatcher,org.axonframework.messaging.eventhandling.processing.streaming.pooled.WorkPackage$ProcessingEntry,org.axonframework.messaging.core.interception.DispatchInterceptorFactory",""
0.79,1,"org.axonframework.messaging.eventstreaming.OrEventCriteria",""
0.76,1,"org.axonframework.messaging.core.DefaultMessageDispatchInterceptorChain$InterceptingDispatcher",""
0.73,1,"org.axonframework.messaging.core.QueueMessageStream",""
0.72,1,"org.axonframework.messaging.eventstreaming.TagFilteredEventCriteria",""
0.71,2,"org.axonframework.messaging.eventhandling.processing.streaming.pooled.WorkPackage$EventFilter,org.axonframework.messaging.eventhandling.processing.streaming.pooled.WorkPackage$BatchProcessor",""
0.7,9,"org.axonframework.messaging.core.OnNextMessageStream,org.axonframework.messaging.core.MappedMessageStream,org.axonframework.messaging.commandhandling.tracing.CommandBusSpanFactory,org.axonframework.messaging.eventstreaming.OrEventCriteriaBuilder,org.axonframework.messaging.eventhandling.configuration.EventProcessorCustomization,org.axonframework.messaging.eventstreaming.EventTypeRestrictableOrEventCriteria,org.axonframework.messaging.core.FluxMessageStream,org.axonframework.messaging.core.annotation.PayloadParameterResolver,org.axonframework.common.configuration.DecoratorDefinition$CompletedDecoratorDefinition",""
0.68,1,"org.axonframework.messaging.eventhandling.configuration.EventProcessorModule$CustomizationPhase",""
0.67,97,"org.axonframework.conversion.ChainedConverter$Route,org.axonframework.conversion.avro.DefaultSchemaIncompatibilityChecker,org.axonframework.messaging.core.EmptyMessageStream,org.axonframework.messaging.monitoring.configuration.DefaultMessageMonitorRegistry$3,org.axonframework.messaging.monitoring.configuration.DefaultMessageMonitorRegistry$4,org.axonframework.messaging.monitoring.configuration.DefaultMessageMonitorRegistry$2,org.axonframework.messaging.monitoring.configuration.DefaultMessageMonitorRegistry$5,org.axonframework.messaging.monitoring.NoOpMessageMonitorCallback,org.axonframework.messaging.core.CompletionCallbackMessageStream$Single",""
0.64,3,"org.axonframework.messaging.core.MessageDecorator,org.axonframework.messaging.eventstreaming.TrackingTokenSource,org.axonframework.common.configuration.ApplicationConfigurer",""
0.62,4,"org.axonframework.messaging.core.GenericResultMessage,org.axonframework.messaging.eventstreaming.EventCriterion,org.axonframework.eventsourcing.configuration.EventSourcedEntityModule$EntityFactoryPhase,org.axonframework.modelling.entity.PolymorphicEntityMetamodel$Builder",""
0.61,3,"org.axonframework.messaging.eventhandling.configuration.EventProcessorModule$EventHandlingPhase,org.axonframework.messaging.queryhandling.interception.InterceptingQueryBus$InterceptingHandler,org.axonframework.messaging.queryhandling.interception.QueryMessageHandlerInterceptorChain$InterceptingHandler",""
0.6,26,"org.axonframework.messaging.core.ResultMessage,org.axonframework.messaging.commandhandling.DuplicateCommandHandlerSubscriptionException,org.axonframework.messaging.eventhandling.processing.streaming.pooled.WorkPackage$DefaultProcessingEntry,org.axonframework.messaging.core.annotation.MultiHandlerEnhancerDefinition,org.axonframework.messaging.core.MonoUtils,org.axonframework.messaging.core.annotation.DefaultParameterResolverFactory$MetadataParameterResolver,org.axonframework.messaging.core.annotation.DefaultParameterResolverFactory$AnnotatedMetadataParameterResolver,org.axonframework.messaging.core.sequencing.RoutingKeySequencingPolicy,org.axonframework.test.fixture.AxonTestPhase$When$Command",""
0.58,2,"org.axonframework.messaging.core.MessageDispatchInterceptorChain,org.axonframework.modelling.entity.PolymorphicEntityMetamodelBuilder",""
0.57,7,"org.axonframework.messaging.commandhandling.distributed.CommandBusConnector$Handler,org.axonframework.update.UpdateCheckerHttpClient,org.axonframework.common.configuration.ComponentFactory,org.axonframework.modelling.entity.child.ListEntityChildMetamodel$Builder,org.axonframework.modelling.entity.child.ListEntityChildMetamodel,org.axonframework.modelling.entity.child.SingleEntityChildMetamodel,org.axonframework.modelling.entity.child.SingleEntityChildMetamodel$Builder",""
0.56,4,"org.axonframework.messaging.commandhandling.interception.CommandMessageHandlerInterceptorChain$InterceptingHandler,org.axonframework.messaging.commandhandling.interception.InterceptingCommandBus$InterceptingHandler,org.axonframework.messaging.eventhandling.interception.EventMessageHandlerInterceptorChain,org.axonframework.modelling.entity.ConcreteEntityMetamodel$Builder",""
0.54,5,"org.axonframework.messaging.core.unitofwork.transaction.TransactionalExecutorProvider,org.axonframework.messaging.queryhandling.QueryHandlingComponent,org.axonframework.messaging.queryhandling.interception.InterceptingQueryBus$SubscribeToUpdatesInterceptingDispatcher,org.axonframework.messaging.queryhandling.interception.InterceptingQueryBus$SubscriptionQueryInterceptingDispatcher,org.axonframework.test.util.RecordingMessageMonitor$1",""
