"artifactName","dependentArtifactName","packageName","dependentPackage.fqn","dependentTypes","dependentPackageTypes","typeUsagePercentage","dependentTypeNames","Source Cypher File: Internal_Dependencies/How_many_classes_compared_to_all_existing_in_the_same_package_are_used_by_dependent_packages_across_different_artifacts.cypher"
"axon-test-5.0.1","axon-messaging-5.0.1","org.axonframework.test.matchers","org.axonframework.messaging.core",1,80,0.0125,"org.axonframework.messaging.core.Message",""
"axon-eventsourcing-5.0.1","axon-messaging-5.0.1","org.axonframework.eventsourcing.configuration","org.axonframework.messaging.core",1,80,0.0125,"org.axonframework.messaging.core.MessageTypeResolver",""
"axon-modelling-5.0.1","axon-messaging-5.0.1","org.axonframework.modelling.repository","org.axonframework.messaging.core",1,80,0.0125,"org.axonframework.messaging.core.Context$ResourceKey",""
"axon-eventsourcing-5.0.1","axon-messaging-5.0.1","org.axonframework.eventsourcing.configuration","org.axonframework.messaging.core.annotation",1,50,0.02,"org.axonframework.messaging.core.annotation.ParameterResolverFactory",""
"axon-spring-boot-autoconfigure-5.0.1","axon-messaging-5.0.1","org.axonframework.extension.springboot.autoconfig","org.axonframework.messaging.core.annotation",1,50,0.02,"org.axonframework.messaging.core.annotation.HandlerEnhancerDefinition",""
"axon-messaging-5.0.1","axon-common-5.0.1","org.axonframework.messaging.core.unitofwork","org.axonframework.common.configuration",1,46,0.021739130434782608,"org.axonframework.common.configuration.ComponentNotFoundException",""
"axon-messaging-5.0.1","axon-common-5.0.1","org.axonframework.messaging.core","org.axonframework.common.configuration",1,46,0.021739130434782608,"org.axonframework.common.configuration.Configuration",""
"axon-eventsourcing-5.0.1","axon-common-5.0.1","org.axonframework.eventsourcing.annotation","org.axonframework.common.configuration",1,46,0.021739130434782608,"org.axonframework.common.configuration.Configuration",""
"axon-modelling-5.0.1","axon-common-5.0.1","org.axonframework.modelling.entity.annotation","org.axonframework.common.configuration",1,46,0.021739130434782608,"org.axonframework.common.configuration.Configuration",""
"axon-eventsourcing-5.0.1","axon-common-5.0.1","org.axonframework.eventsourcing.annotation.reflection","org.axonframework.common.configuration",1,46,0.021739130434782608,"org.axonframework.common.configuration.Configuration",""
"axon-metrics-micrometer-5.0.1","axon-messaging-5.0.1","org.axonframework.extension.metrics.micrometer","org.axonframework.messaging.core",2,80,0.025,"org.axonframework.messaging.core.Metadata,org.axonframework.messaging.core.Message",""
"axon-tracing-opentelemetry-5.0.1","axon-messaging-5.0.1","org.axonframework.extension.tracing.opentelemetry","org.axonframework.messaging.core",2,80,0.025,"org.axonframework.messaging.core.Metadata,org.axonframework.messaging.core.Message",""
"axon-messaging-5.0.1","axon-common-5.0.1","org.axonframework.messaging.commandhandling.configuration","org.axonframework.common",1,34,0.029411764705882353,"org.axonframework.common.FutureUtils",""
"axon-messaging-5.0.1","axon-common-5.0.1","org.axonframework.messaging.queryhandling.configuration","org.axonframework.common",1,34,0.029411764705882353,"org.axonframework.common.FutureUtils",""
"axon-modelling-5.0.1","axon-common-5.0.1","org.axonframework.modelling.repository","org.axonframework.common",1,34,0.029411764705882353,"org.axonframework.common.FutureUtils",""
"axon-messaging-5.0.1","axon-common-5.0.1","org.axonframework.messaging.commandhandling.retry","org.axonframework.common",1,34,0.029411764705882353,"org.axonframework.common.FutureUtils",""
"axon-messaging-5.0.1","axon-common-5.0.1","org.axonframework.messaging.queryhandling.annotation","org.axonframework.common",1,34,0.029411764705882353,"org.axonframework.common.ReflectionUtils",""
"axon-eventsourcing-5.0.1","axon-common-5.0.1","org.axonframework.eventsourcing.annotation","org.axonframework.common",1,34,0.029411764705882353,"org.axonframework.common.ReflectionUtils",""
