"codeUnitName","shortCodeUnitName","propertyName","propertyValue","Source Cypher File: scripts/../cypher/Dependencies_Projection/Dependencies_8_Stream_Mutated.cypher"
"react-router-7.17.0/cli","cli","embeddingsHashGNN","0,0.3061862289905548,0,0.3061862289905548,0,0.6123724579811096,0,0,0,0,0,0.3061862289905548,0.6123724579811096,0.3061862289905548,0.3061862289905548,-0.3061862289905548,-0.3061862289905548,0.3061862289905548,0,0.3061862289905548,0.3061862289905548,-0.6123724579811096,0.3061862289905548,-0.3061862289905548,-0.9185586869716644,0.3061862289905548,0,0.3061862289905548,-0.6123724579811096,0,-0.6123724579811096,0.3061862289905548",""
"react-router-7.17.0/cli","cli","embeddingsHashGNN","0.3061862289905548,-0.3061862289905548,0.3061862289905548,0.3061862289905548,-0.3061862289905548,-0.3061862289905548,0.6123724579811096,-0.3061862289905548,0,0,0,0,0.6123724579811096,0.3061862289905548,0,0.3061862289905548,0,0,0,-0.3061862289905548,0.3061862289905548,0.3061862289905548,-0.3061862289905548,0,-0.3061862289905548,-0.6123724579811096,-0.3061862289905548,-0.3061862289905548,0,-0.3061862289905548,-0.3061862289905548,0.3061862289905548",""
"react-router-7.17.0/copy-template","copy-template","embeddingsHashGNN","1.2247449159622192,2.7556760609149933,0,0,-0.3061862289905548,-0.3061862289905548,0.3061862289905548,0.9185586869716644,-0.3061862289905548,0.6123724579811096,0.9185586869716644,-0.6123724579811096,-2.1433036029338837,0,-0.9185586869716644,0.3061862289905548,-1.2247449159622192,0,-1.2247449159622192,-0.6123724579811096,0.3061862289905548,-0.9185586869716644,-0.3061862289905548,0,0,1.2247449159622192,-0.9185586869716644,-0.3061862289905548,0.3061862289905548,-1.2247449159622192,-0.6123724579811096,0.9185586869716644",""
"react-router-7.17.0/create-react-router","create-react-router","embeddingsHashGNN","1.530931144952774,2.4494898319244385,-0.3061862289905548,-0.9185586869716644,-0.3061862289905548,-0.3061862289905548,0.6123724579811096,0.9185586869716644,-0.3061862289905548,0.6123724579811096,0.6123724579811096,-0.3061862289905548,-1.8371173739433289,-0.3061862289905548,-1.2247449159622192,0.3061862289905548,-0.9185586869716644,-0.3061862289905548,-1.2247449159622192,-0.9185586869716644,-0.3061862289905548,-0.6123724579811096,-0.3061862289905548,0.3061862289905548,0,1.530931144952774,-0.9185586869716644,-0.3061862289905548,0,-1.2247449159622192,-0.3061862289905548,0.3061862289905548",""
"react-router-7.17.0/loading-indicator","loading-indicator","embeddingsHashGNN","0.9185586869716644,2.1433036029338837,-0.3061862289905548,0,0,-0.3061862289905548,0.3061862289905548,0.9185586869716644,-0.6123724579811096,0.6123724579811096,0.9185586869716644,-0.3061862289905548,-1.530931144952774,0,-1.2247449159622192,0,-0.6123724579811096,-0.3061862289905548,-0.6123724579811096,-0.3061862289905548,0.3061862289905548,-0.3061862289905548,0,0.3061862289905548,0,1.2247449159622192,-1.2247449159622192,0.3061862289905548,0.3061862289905548,-1.2247449159622192,-0.6123724579811096,0.6123724579811096",""
"react-router-7.17.0/prompt","prompt","embeddingsHashGNN","1.2247449159622192,2.1433036029338837,-0.6123724579811096,-0.6123724579811096,-0.9185586869716644,-0.6123724579811096,0.3061862289905548,1.2247449159622192,-0.3061862289905548,0.9185586869716644,0.9185586869716644,-0.3061862289905548,-1.2247449159622192,0.3061862289905548,-1.2247449159622192,0.3061862289905548,-1.2247449159622192,0.3061862289905548,-1.530931144952774,-0.9185586869716644,0,-0.3061862289905548,-0.3061862289905548,0.3061862289905548,-0.3061862289905548,0.9185586869716644,-0.9185586869716644,-0.3061862289905548,0,-1.2247449159622192,-0.9185586869716644,0.9185586869716644",""
"react-router-7.17.0/prompts-confirm","prompts-confirm","embeddingsHashGNN","1.530931144952774,2.1433036029338837,-1.2247449159622192,-0.6123724579811096,-0.6123724579811096,-0.6123724579811096,0.6123724579811096,1.2247449159622192,0,1.2247449159622192,0.9185586869716644,0,-1.530931144952774,0.6123724579811096,-0.9185586869716644,0.3061862289905548,-0.9185586869716644,0,-1.530931144952774,-0.9185586869716644,0,-0.6123724579811096,-0.3061862289905548,0.3061862289905548,-0.3061862289905548,1.2247449159622192,-0.6123724579811096,-0.3061862289905548,0.3061862289905548,-1.2247449159622192,-1.2247449159622192,0.9185586869716644",""
"react-router-7.17.0/prompts-multi-select","prompts-multi-select","embeddingsHashGNN","1.530931144952774,2.1433036029338837,-0.6123724579811096,-0.3061862289905548,0,-0.6123724579811096,0.3061862289905548,1.2247449159622192,-0.3061862289905548,1.2247449159622192,0.9185586869716644,-0.3061862289905548,-2.4494898319244385,0.3061862289905548,-0.9185586869716644,0.3061862289905548,-1.2247449159622192,0,-0.9185586869716644,0,0,-0.6123724579811096,0,0.9185586869716644,0,1.530931144952774,-1.2247449159622192,-0.3061862289905548,0.3061862289905548,-1.2247449159622192,-0.9185586869716644,0.9185586869716644",""
"react-router-7.17.0/prompts-prompt-base","prompts-prompt-base","embeddingsHashGNN","1.2247449159622192,2.1433036029338837,-0.3061862289905548,-0.3061862289905548,-0.9185586869716644,-0.6123724579811096,0.3061862289905548,1.2247449159622192,-0.6123724579811096,0.9185586869716644,1.2247449159622192,-0.3061862289905548,-1.2247449159622192,0.3061862289905548,-0.9185586869716644,0.6123724579811096,-1.2247449159622192,0.3061862289905548,-1.530931144952774,-0.3061862289905548,0,-0.3061862289905548,-0.3061862289905548,0.6123724579811096,0,0.6123724579811096,-1.2247449159622192,-0.3061862289905548,0.3061862289905548,-1.2247449159622192,-0.6123724579811096,0.9185586869716644",""
"react-router-7.17.0/prompts-select","prompts-select","embeddingsHashGNN","1.530931144952774,1.8371173739433289,-0.9185586869716644,-0.6123724579811096,0,-0.6123724579811096,0.3061862289905548,1.2247449159622192,0,0.9185586869716644,0.6123724579811096,0,-2.1433036029338837,0.3061862289905548,-0.9185586869716644,0.3061862289905548,-1.2247449159622192,0,-0.9185586869716644,-0.3061862289905548,0,-0.6123724579811096,0,0.6123724579811096,-0.3061862289905548,1.530931144952774,-1.2247449159622192,-0.3061862289905548,0.3061862289905548,-1.2247449159622192,-0.9185586869716644,0.9185586869716644",""
