"projectName","shortCodeUnitName","codeUnitName","pageRank","articleRank","normalizedPageRankToArticleRankDifference","rank","Source Cypher File: /home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/domains/anomaly-detection/labels/AnomalyDetectionArchetypeAuthority.cypher"
"axon-common-5.0.0","common","org.axonframework.common",10.752701366010337,5.732229941160213,0,1,""
"axon-common-5.0.0","io","org.axonframework.common.io",0.37754922528108265,0.2007170630389551,0.012375990116329005,2,""
"axon-messaging-5.0.0","processing","org.axonframework.messaging.eventhandling.processing",0.23835210842108662,0.19451362139696643,0.00035881616128596167,3,""
"axon-spring-boot-autoconfigure-5.0.0","actuator","org.axonframework.extension.springboot.actuator",0.20229127659574472,0.17323027300047442,0.0007704141214992764,4,""
"axon-common-5.0.0","caching","org.axonframework.common.caching",0.15000000000000002,0.15000000000000002,0,5,""
"axon-common-5.0.0","digest","org.axonframework.common.digest",0.15000000000000002,0.15000000000000002,0,6,""
"axon-spring-boot-autoconfigure-5.0.0","autoconfig","org.axonframework.extension.springboot.autoconfig",0.15000000000000002,0.15000000000000002,0,7,""
"axon-messaging-5.0.0","retry","org.axonframework.messaging.commandhandling.retry",0.15000000000000002,0.15000000000000002,0,8,""
"axon-test-5.0.0","fixture","org.axonframework.test.fixture",0.15000000000000002,0.15000000000000002,0,9,""
"axon-common-5.0.0","lock","org.axonframework.common.lock",0.15000000000000002,0.15000000000000002,0,10,""
