"codeFileExtension","firstThreeCodeFileLabels","codeFileCount","codeFileExamples","Source Cypher File: domains/git-history/queries/statistics/List_unresolved_git_files.cypher"
"jar","File,Artifact",11,"/axon-modelling-5.1.2.jar,/axon-test-5.1.2.jar,/axon-messaging-5.1.2.jar,/axon-server-connector-5.1.2.jar,/axon-metrics-micrometer-5.1.2.jar,/axon-common-5.1.2.jar",""
"MF","File,Java",1,"/META-INF/MANIFEST.MF",""
"class","Type,File",1095,"/java/lang/Object.class,/java/lang/invoke/MethodHandles$Lookup.class,/java/util/Map.class,/java/lang/Class.class,/org/axonframework/common/property/Property.class,/java/lang/String.class",""
"xml","File,Maven",11,"/META-INF/maven/org.axonframework/axon-modelling/pom.xml,/META-INF/maven/org.axonframework/axon-test/pom.xml,/META-INF/maven/org.axonframework/axon-messaging/pom.xml,/META-INF/maven/io.axoniq.framework/axon-server-connector/pom.xml,/META-INF/maven/org.axonframework.extensions.metrics/axon-metrics-micrometer/pom.xml,/META-INF/maven/org.axonframework/axon-common/pom.xml",""
"properties","File,Java",10,"/META-INF/maven/org.axonframework/axon-test/pom.properties,/META-INF/maven/org.axonframework/axon-messaging/pom.properties,/META-INF/maven/io.axoniq.framework/axon-server-connector/pom.properties,/META-INF/maven/org.axonframework.extensions.metrics/axon-metrics-micrometer/pom.properties,/META-INF/maven/org.axonframework/axon-common/pom.properties,/META-INF/maven/org.axonframework/axon-update/pom.properties",""
