"codeUnitName","shortCodeUnitName","propertyName","propertyValue","Source Cypher File: scripts/../cypher/Dependencies_Projection/Dependencies_8_Stream_Mutated.cypher"
"react-router-7.13.2/cli","cli","embeddingsNode2Vec","-0.015575107,0.0053440905,0.015594472,0.011703459,0.01101375,-0.0132770715,0.0049813637,0.009033711,0.0042534666,-0.015211541,-0.003338857,-0.011244252,0.007135085,0.0033763521,-0.009509388,0.009864782,-0.009757353,0.013016461,-0.014715412,0.015295266,0.009134592,0.0031871994,0.008242108,0.008611552,0.012690615,0.013829458,-0.0040045218,-0.0069069876,-0.0048107402,-0.0095262965,0.011078301,-0.010127409",""
"react-router-7.13.2/copy-template","copy-template","embeddingsNode2Vec","-2.152824,-0.2953898,0.01134306,0.011413622,0.110096894,0.111337274,-0.3902638,0.0542192,-0.4565028,1.7878276,-0.13697885,-0.31038138,0.51430976,0.36272928,0.123248786,0.05408133,0.09004831,0.04207409,0.62769526,0.12229354,-0.43596053,-0.22448696,-0.3314652,-0.008634931,-0.38667545,-0.037311677,0.2656615,-0.18996534,-0.06430429,-0.2742145,0.1299643,-0.55424684",""
"react-router-7.13.2/create-react-router","create-react-router","embeddingsNode2Vec","-2.7032611,-0.470307,0.07064137,-0.13851552,0.14907855,0.123782605,-0.5079835,0.09068961,-0.5540356,2.3961027,-0.18902494,-0.3516224,0.83849305,0.357556,0.08590397,0.1493033,0.1767509,0.086718895,0.90982115,0.09652603,-0.50330585,-0.31919223,-0.31809425,-0.09415425,-0.61682975,-0.026634771,0.19800773,-0.18458536,-0.16795169,-0.30497083,0.07075918,-0.59734297",""
"react-router-7.13.2/loading-indicator","loading-indicator","embeddingsNode2Vec","-2.2718687,-0.31693527,0.02067558,-0.040633023,0.11127268,0.113840245,-0.4038259,0.06138076,-0.49246994,1.9463885,-0.14984189,-0.32260406,0.57289463,0.38345796,0.10108787,0.07003675,0.09247686,0.062044125,0.709484,0.1209021,-0.4361831,-0.2546362,-0.3258332,-0.030465089,-0.45993105,-0.05556262,0.24476227,-0.2049411,-0.121964864,-0.27736315,0.13434282,-0.59537905",""
"react-router-7.13.2/prompt","prompt","embeddingsNode2Vec","-2.5783095,-0.35270542,0.008331965,-0.029915597,0.101222195,0.1148629,-0.43185738,0.07533204,-0.5262874,2.1830416,-0.16913973,-0.39066333,0.60500634,0.42962673,0.13407755,0.0812854,0.11231758,0.03901673,0.79554933,0.12875949,-0.48462948,-0.2789507,-0.3882546,0.0069542425,-0.48297456,-0.052356362,0.2657205,-0.2526492,-0.19458531,-0.28807196,0.17283991,-0.66938794",""
"react-router-7.13.2/prompts-confirm","prompts-confirm","embeddingsNode2Vec","-2.8605065,-0.47399876,0.110691085,0.009358282,0.24771577,0.16761562,-0.50217307,0.0922744,-0.56843996,2.2482135,-0.18908446,-0.37779295,0.6644805,0.47403795,0.15506676,0.084464215,0.09954353,0.12294706,0.7235279,0.15642524,-0.527816,-0.3471548,-0.38014436,-0.05670029,-0.58386534,-0.036310315,0.3291659,-0.15228516,-0.023852868,-0.37169442,0.1053819,-0.68672484",""
"react-router-7.13.2/prompts-multi-select","prompts-multi-select","embeddingsNode2Vec","-2.7388434,-0.46931136,0.091674864,-0.004145128,0.20092925,0.16132359,-0.51831347,0.10532563,-0.5687481,2.2235596,-0.2133143,-0.33453333,0.6871436,0.47450468,0.15764564,0.058113374,0.0704497,0.05747439,0.79060555,0.1260723,-0.55177206,-0.3277418,-0.32820883,-0.05778091,-0.59755355,-0.010440163,0.31481776,-0.14333084,-0.015633998,-0.41039714,0.07377502,-0.61949724",""
"react-router-7.13.2/prompts-prompt-base","prompts-prompt-base","embeddingsNode2Vec","-2.7707686,-0.3772359,0.07609682,0.031605124,0.15365405,0.04495575,-0.47594237,0.11458197,-0.53458077,2.3922293,-0.16592018,-0.46699515,0.63061893,0.4959753,0.10196593,0.114854455,0.13959828,0.16345954,0.8117249,0.19484769,-0.42908588,-0.44468194,-0.38058448,-0.06952496,-0.6635389,-0.05721156,0.34372228,-0.33073932,-0.1725748,-0.29423553,0.17704916,-0.7155439",""
"react-router-7.13.2/prompts-select","prompts-select","embeddingsNode2Vec","-2.813537,-0.48736238,0.12206663,0.023694662,0.24166277,0.1999603,-0.51136786,0.08646561,-0.5894309,2.232889,-0.21439327,-0.32719228,0.69060546,0.47981372,0.14382319,0.0592605,0.07249694,0.060993854,0.7045376,0.14601551,-0.5679117,-0.3220722,-0.36360094,-0.06558321,-0.5393062,-0.008992937,0.31413507,-0.1270207,0.02570837,-0.42284656,0.072098896,-0.65160966",""
"react-router-7.13.2/prompts-text","prompts-text","embeddingsNode2Vec","-2.842109,-0.50681436,0.1371533,0.015320291,0.2292396,0.16487528,-0.49869153,0.08638007,-0.5759266,2.2805696,-0.22123858,-0.3482939,0.71080333,0.46460545,0.14283909,0.090429924,0.085775115,0.07561087,0.7723133,0.12049063,-0.5526587,-0.35754535,-0.34919572,-0.07535038,-0.607589,-0.003749024,0.30012193,-0.13854232,-0.02050569,-0.412349,0.0640186,-0.6247072",""
"react-router-7.13.2/utils","utils","embeddingsNode2Vec","-2.9345963,-0.37809977,0.051747676,0.04429193,0.17741084,0.1609784,-0.45125785,0.106584035,-0.595269,2.258728,-0.21722808,-0.4207699,0.5471301,0.56899834,0.19891505,0.044587914,0.06656399,0.09439646,0.7500655,0.20117244,-0.5700358,-0.2860227,-0.513835,0.056237474,-0.44770682,-0.06873522,0.33686605,-0.2465114,-0.17481358,-0.3519963,0.24354406,-0.7934835",""
"react-router-7.13.2/binaryTypes","binaryTypes","embeddingsNode2Vec","-1.600522,-0.8537888,-0.88653237,-0.89138025,0.00074609247,0.8004972,-0.49136823,0.24223448,0.34447312,0.3478971,-0.60130554,0.22438627,-0.108852156,-0.15519315,0.98429376,0.604152,0.7333083,1.0927513,2.3331885,1.1437831,0.0714075,-0.49743164,-0.07272589,0.30723724,-0.1732736,0.063291885,0.5175941,0.40845376,-0.49294868,-0.39099786,0.76729405,-0.7700394",""
"react-router-7.13.2/react-router-architect","react-router-architect","embeddingsNode2Vec","-1.9475148,-0.9712358,-0.9044629,-1.0108714,-0.019997463,0.91512275,-0.51919746,0.3521474,0.43800142,0.28692058,-0.6763691,0.19471309,-0.12912506,-0.19161642,1.0737737,0.6404672,0.75652105,1.2617824,2.4211435,1.1585125,0.07391229,-0.54142666,-0.049752317,0.21199434,-0.24867913,0.16374527,0.44384798,0.6233801,-0.45995027,-0.38762063,0.7930221,-0.8760992",""
"react-router-7.13.2/server","server","embeddingsNode2Vec","-1.8483101,-0.9829874,-0.9742983,-0.9709486,-0.061831743,0.89748496,-0.53446704,0.25029743,0.46351278,0.32460508,-0.60240537,0.15413973,-0.13234597,-0.27621382,1.0895534,0.701728,0.80579674,1.2046692,2.5366755,1.1350617,0.12893969,-0.52225953,-0.018812316,0.22453292,-0.26820412,0.17965886,0.5062621,0.54058963,-0.45387876,-0.38536248,0.8370616,-0.9225786",""
"react-router-7.13.2/arcTableSessionStorage","arcTableSessionStorage","embeddingsNode2Vec","-0.9985342,-0.4719489,-0.6124418,-0.5605068,0.013757974,0.4428914,-0.326277,0.16381235,0.17634986,0.2660596,-0.37470078,0.13468993,-0.114077635,-0.0458533,0.6253407,0.32176465,0.44534627,0.6378452,1.3969231,0.719811,0.0055022635,-0.2890798,-0.07446211,0.22555767,-0.07570652,-0.039712857,0.32139054,0.26312467,-0.29209018,-0.17333943,0.4940157,-0.49665338",""
"react-router-7.13.2/react-router-express","react-router-express","embeddingsNode2Vec","-1.4151393,-0.60486525,0.59638584,0.43231753,0.5325876,0.31763303,0.4771288,-1.1451367,-0.5278148,1.6061416,-0.39327902,0.8481476,0.91901475,0.1543326,-0.33990696,0.7786989,0.3050565,-0.14605135,1.9776058,0.562666,0.59532434,-0.62447065,-0.6165908,0.41550708,-0.49267828,-0.3533958,1.0869921,-1.3360416,-1.3239357,-1.5579736,0.39738163,-0.3019236",""
"react-router-7.13.2/server","server","embeddingsNode2Vec","-1.2608451,-0.5620602,0.5896774,0.4697263,0.5061502,0.31299764,0.48240325,-1.1129044,-0.5852608,1.6667634,-0.44931084,0.8811346,0.9693149,0.21494806,-0.37427765,0.75318897,0.30254057,-0.20521995,1.9689893,0.63095015,0.5781563,-0.61952907,-0.62879896,0.44077817,-0.4378523,-0.35679325,1.1424015,-1.4581906,-1.320074,-1.6273808,0.331388,-0.22410871",""
"react-router-7.13.2/react-router-node","react-router-node","embeddingsNode2Vec","-1.6933609,0.69025683,-0.64323044,-0.5238178,0.16381481,0.3970335,-0.12581514,-0.8093503,-0.7606347,0.7666441,-0.475821,-0.080696136,0.04138008,0.24824876,0.5864515,0.108591795,0.7788045,0.005320059,2.1867428,0.7987551,0.1860243,-0.4945615,-0.13838388,1.0733417,-0.57766336,-1.2638967,0.8033457,0.94593596,-1.0248435,0.22897659,1.4086746,-0.77799624",""
"react-router-7.13.2/server","server","embeddingsNode2Vec","-1.6090014,0.76892656,-0.5812162,-0.5047384,0.1843934,0.46965942,-0.043540496,-0.83752054,-0.8176532,0.7447139,-0.5320296,0.015317985,0.09787473,0.2952334,0.4995915,0.053953208,0.7355014,-0.048285417,2.1761637,0.83839047,0.19316141,-0.47520897,-0.20345683,1.0980533,-0.5611315,-1.2855192,0.8324603,0.9007011,-1.1155847,0.13201062,1.3808812,-0.7286959",""
"react-router-7.13.2/stream","stream","embeddingsNode2Vec","-1.0155611,0.2959452,-0.44613543,-0.4048966,0.115527324,0.2832612,-0.13963863,-0.36489224,-0.3643951,0.4157079,-0.37580296,0.032911915,-0.08255428,0.1793754,0.46886912,0.13335145,0.48763576,0.14053468,1.4810579,0.59984064,0.09090968,-0.3880107,-0.18393645,0.66993093,-0.2935557,-0.74530965,0.5245784,0.5403147,-0.69005597,0.057337593,0.86638784,-0.4624135",""
