"codeUnitName","shortCodeUnitName","propertyName","propertyValue","Source Cypher File: scripts/../cypher/Dependencies_Projection/Dependencies_8_Stream_Mutated.cypher"
"react-router-7.13.2/cli","cli","embeddingsHashGNN","0.3061862289905548,0,0,0.6123724579811096,-0.6123724579811096,0,0.3061862289905548,0,-0.3061862289905548,0,0.3061862289905548,0.3061862289905548,-0.9185586869716644,0,0.3061862289905548,0.3061862289905548,0,0.3061862289905548,0,0,-0.3061862289905548,0,0,-0.3061862289905548,-0.3061862289905548,0,0.6123724579811096,-0.3061862289905548,-0.3061862289905548,0,-0.3061862289905548,0.3061862289905548",""
"react-router-7.13.2/copy-template","copy-template","embeddingsHashGNN","0.3061862289905548,0.9185586869716644,0.3061862289905548,0,-1.2247449159622192,0.3061862289905548,1.2247449159622192,-0.6123724579811096,-0.6123724579811096,-0.3061862289905548,0.9185586869716644,-0.6123724579811096,-0.3061862289905548,-1.2247449159622192,-0.3061862289905548,0.9185586869716644,-0.3061862289905548,1.2247449159622192,-1.2247449159622192,-0.3061862289905548,-0.6123724579811096,-0.3061862289905548,0.6123724579811096,0,-0.3061862289905548,1.2247449159622192,-0.6123724579811096,-0.3061862289905548,0,-1.530931144952774,0,1.8371173739433289",""
"react-router-7.13.2/create-react-router","create-react-router","embeddingsHashGNN","0.6123724579811096,0.6123724579811096,0.6123724579811096,-0.3061862289905548,-1.8371173739433289,0,0.9185586869716644,-1.530931144952774,-0.3061862289905548,-0.3061862289905548,1.530931144952774,-0.3061862289905548,-0.6123724579811096,-0.6123724579811096,-0.6123724579811096,0.9185586869716644,-0.6123724579811096,0.9185586869716644,-1.2247449159622192,-0.3061862289905548,-0.6123724579811096,0,0.3061862289905548,0.3061862289905548,0,0.9185586869716644,-0.3061862289905548,-0.3061862289905548,0,-1.530931144952774,0,1.8371173739433289",""
"react-router-7.13.2/loading-indicator","loading-indicator","embeddingsHashGNN","0.6123724579811096,0.9185586869716644,0.3061862289905548,0,-1.530931144952774,0.3061862289905548,0.9185586869716644,-0.9185586869716644,-0.6123724579811096,-0.6123724579811096,1.2247449159622192,-0.6123724579811096,-0.3061862289905548,-0.9185586869716644,-0.3061862289905548,0.9185586869716644,0,0.9185586869716644,-1.2247449159622192,-0.3061862289905548,-0.6123724579811096,-0.3061862289905548,0.3061862289905548,0,-0.3061862289905548,1.2247449159622192,-0.3061862289905548,0,0,-1.8371173739433289,0,1.8371173739433289",""
"react-router-7.13.2/prompt","prompt","embeddingsHashGNN","0.6123724579811096,0.9185586869716644,0.3061862289905548,-0.3061862289905548,-2.1433036029338837,-0.3061862289905548,1.2247449159622192,-1.530931144952774,0,0,1.530931144952774,0.3061862289905548,-0.6123724579811096,0,-0.6123724579811096,1.8371173739433289,-0.9185586869716644,0.3061862289905548,-1.2247449159622192,-0.6123724579811096,-0.6123724579811096,0,-0.3061862289905548,0,0,0.9185586869716644,-0.3061862289905548,-0.3061862289905548,0,-1.8371173739433289,-0.9185586869716644,1.8371173739433289",""
"react-router-7.13.2/prompts-confirm","prompts-confirm","embeddingsHashGNN","-0.3061862289905548,0,-0.6123724579811096,-0.3061862289905548,-2.1433036029338837,-0.6123724579811096,1.530931144952774,-1.530931144952774,0.3061862289905548,-0.3061862289905548,1.2247449159622192,0.3061862289905548,-0.6123724579811096,0.3061862289905548,-1.2247449159622192,1.8371173739433289,-0.6123724579811096,0.3061862289905548,-0.9185586869716644,-0.6123724579811096,-0.9185586869716644,0,0,0,-0.6123724579811096,0.9185586869716644,-0.3061862289905548,0.3061862289905548,0,-1.2247449159622192,-0.3061862289905548,1.530931144952774",""
"react-router-7.13.2/prompts-multi-select","prompts-multi-select","embeddingsHashGNN","0.3061862289905548,0,0,-0.3061862289905548,-2.1433036029338837,-0.6123724579811096,1.530931144952774,-1.530931144952774,0,0.3061862289905548,1.530931144952774,0.6123724579811096,-0.6123724579811096,0.6123724579811096,-1.2247449159622192,1.530931144952774,-1.2247449159622192,0.3061862289905548,-0.9185586869716644,-0.9185586869716644,-0.9185586869716644,0,-0.3061862289905548,0,0,0.6123724579811096,-0.3061862289905548,0,-0.3061862289905548,-1.530931144952774,-0.6123724579811096,1.530931144952774",""
"react-router-7.13.2/prompts-prompt-base","prompts-prompt-base","embeddingsHashGNN","0.3061862289905548,0,-0.3061862289905548,-0.6123724579811096,-1.8371173739433289,-0.3061862289905548,1.530931144952774,-1.530931144952774,-0.3061862289905548,0.3061862289905548,0.9185586869716644,0.3061862289905548,-0.6123724579811096,0.6123724579811096,-0.3061862289905548,1.8371173739433289,-0.6123724579811096,0.3061862289905548,-0.6123724579811096,-0.9185586869716644,-0.9185586869716644,0,-0.6123724579811096,0,0,0.3061862289905548,0.3061862289905548,-0.3061862289905548,-0.3061862289905548,-1.2247449159622192,-1.2247449159622192,1.530931144952774",""
"react-router-7.13.2/prompts-select","prompts-select","embeddingsHashGNN","0.3061862289905548,0,0,-0.3061862289905548,-2.1433036029338837,-0.6123724579811096,1.530931144952774,-1.530931144952774,0,0.3061862289905548,1.530931144952774,0.6123724579811096,-0.6123724579811096,0.6123724579811096,-1.2247449159622192,1.530931144952774,-1.2247449159622192,0.3061862289905548,-0.9185586869716644,-0.9185586869716644,-0.9185586869716644,0,-0.3061862289905548,0,0,0.6123724579811096,-0.3061862289905548,0,-0.3061862289905548,-1.530931144952774,-0.6123724579811096,1.530931144952774",""
"react-router-7.13.2/prompts-text","prompts-text","embeddingsHashGNN","0.3061862289905548,0,-0.3061862289905548,0,-1.8371173739433289,-0.3061862289905548,1.530931144952774,-1.530931144952774,0.3061862289905548,-0.3061862289905548,1.530931144952774,0.3061862289905548,-0.6123724579811096,0.6123724579811096,-1.2247449159622192,1.8371173739433289,-0.9185586869716644,0.3061862289905548,-0.9185586869716644,-0.9185586869716644,-0.3061862289905548,-0.3061862289905548,-0.3061862289905548,0,-0.3061862289905548,0.6123724579811096,-0.3061862289905548,0,0,-1.530931144952774,-0.3061862289905548,1.2247449159622192",""
