"relationshipType","nodesWithThatRelationshipType","nodesWithThatRelationshipTypePercent","Source Cypher File: Overview/Relationship_type_count.cypher"
"CONTAINS_CHANGE",85539,19.594049789717698,""
"MODIFIES",85539,19.594049789717698,""
"CONTAINS",74181,16.992321718175905,""
"UPDATES",56742,12.99764520473891,""
"COMMITTED",21352,4.891010546184224,""
"CREATES",19875,4.552680526667827,""
"DELETES",11772,2.696561265908612,""
"HAS_PARENT",11742,2.689689295302321,""
"HAS_COMMIT",10676,2.445505273092112,""
"DEPENDS_ON",9942,2.2773710589248575,""
"HAS_FILE",6191,1.4181456674515984,""
"OF_TYPE",5795,1.3274356554485565,""
"HAS_TYPE_ARGUMENT",5506,1.2612356719412858,""
"CHANGED_TOGETHER_WITH",3722,0.8525824865538443,""
"REFERENCES",3383,0.7749292187027552,""
"RENAMES",2850,0.6528372075976507,""
"DECLARES",2327,0.5330358533613099,""
"HAS_MEMBER",2025,0.46385801592464654,""
"HAS_KEY",1928,0.44163864429763877,""
"HAS_VALUE",1928,0.44163864429763877,""
"EXPORTS",1898,0.43476667369134775,""
"HAS_NEW_NAME",1688,0.3866628794473103,""
"HAS_PARAMETER",1535,0.3516158293552259,""
"HAS_AUTHOR",1290,0.2954947360705156,""
"HAS_TAG",1213,0.27785667818103515,""
"ON_COMMIT",1213,0.27785667818103515,""
"RETURNS",1108,0.2538047810590165,""
"DECLARES_DEV_DEPENDENCY",454,0.10399582184187138,""
"DECLARES_DEPENDENCY",400,0.09162627475054747,""
"HAS_COMMITTER",361,0.08269271296236909,""
"INITIALIZED_WITH",268,0.0613896040828668,""
"CONSTRAINED_BY",233,0.0533723050421939,""
"RESOLVES_TO",231,0.05291417366844116,""
"DECLARES_SCRIPT",224,0.051310713860306584,""
"USES",178,0.040773692263993626,""
"IS_DESCRIBED_IN_NPM_PACKAGE",146,0.033443590283949824,""
"CONTAINS_VALUE",127,0.02909134223329882,""
"HAS",112,0.025655356930153292,""
"PROVIDED_BY_NPM_DEPENDENCY",106,0.02428096280889508,""
"HAS_ARGUMENT",104,0.02382283143514234,""
"CALLS",100,0.022906568687636866,""
"MEMBER",95,0.021761240253255022,""
"PARENT",95,0.021761240253255022,""
"COPIES",72,0.016492729455098547,""
"COPY_OF",42,0.009620758848807483,""
"EXTENDS",38,0.00870449610130201,""
"DECLARES_ENGINE",31,0.0071010362931674285,""
"REQUIRES_CONCEPT",28,0.006413839232538323,""
"DECLARES_PEER_DEPENDENCY",27,0.006184773545661953,""
"INCLUDES_CONCEPT",19,0.004352248050651005,""
"HAS_EXPORT",15,0.0034359853031455303,""
"CONTAINS_PROJECT",11,0.002519722555640055,""
"DESCRIBED_BY_GETTER",11,0.002519722555640055,""
"HAS_CONFIG",11,0.002519722555640055,""
"HAS_NPM_PACKAGE",11,0.002519722555640055,""
"HAS_ROOT",11,0.002519722555640055,""
"IN_REPOSITORY",11,0.002519722555640055,""
"HAS_BUG_TRACKER",9,0.0020615911818873183,""
"REQUIRES",5,0.0011453284343818434,""
"HAS_BINARY",3,0.000687197060629106,""
"HAS_HEAD",2,0.00045813137375273733,""
"HAS_OVERRIDES",2,0.00045813137375273733,""
"DESCRIBED_BY_SETTER",1,0.00022906568687636867,""
"HAS_BRANCH",1,0.00022906568687636867,""
"IMPLEMENTS",1,0.00022906568687636867,""
