"codeUnitName","shortCodeUnitName","projectName","betweenness","degree","incomingDependencies","outgoingDependencies","Source Cypher File: /home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/domains/anomaly-detection/queries/AnomalyDetectionSilentCoordinators.cypher"
"org.axonframework.messaging.queryhandling.annotation.AnnotatedQueryHandlingComponent","AnnotatedQueryHandlingComponent","axon-messaging-5.0.2",385.54761904761904,24,1,23,""
"org.axonframework.modelling.annotation.AnnotationBasedEntityEvolvingComponent","AnnotationBasedEntityEvolvingComponent","axon-modelling-5.0.2",351,18,1,17,""
"org.axonframework.eventsourcing.EventSourcingRepository","EventSourcingRepository","axon-eventsourcing-5.0.2",348,17,1,16,""
"org.axonframework.messaging.core.EmptyMessageStream","EmptyMessageStream","axon-messaging-5.0.2",323.7136904761905,7,1,6,""
"org.axonframework.messaging.eventhandling.processing.streaming.pooled.PooledStreamingEventProcessor","PooledStreamingEventProcessor","axon-messaging-5.0.2",309,36,1,35,""
"org.axonframework.messaging.eventhandling.processing.streaming.pooled.PooledStreamingEventProcessorsConfigurer","PooledStreamingEventProcessorsConfigurer","axon-messaging-5.0.2",281.41190476190474,17,1,16,""
"org.axonframework.messaging.core.annotation.MultiHandlerDefinition","MultiHandlerDefinition","axon-messaging-5.0.2",201,9,1,8,""
"org.axonframework.common.configuration.DecoratedComponent","DecoratedComponent","axon-common-5.0.2",193.83333333333334,9,1,8,""
"org.axonframework.test.fixture.AxonTestThenCommand","AxonTestThenCommand","axon-test-5.0.2",172.5,15,1,14,""
"org.axonframework.common.configuration.DecoratorDefinition$2","DecoratorDefinition$2","axon-common-5.0.2",166.33333333333326,6,1,5,""
"org.axonframework.common.configuration.DecoratorDefinition$1","DecoratorDefinition$1","axon-common-5.0.2",166.33333333333326,6,1,5,""
"org.axonframework.test.fixture.AxonTestThenEvent","AxonTestThenEvent","axon-test-5.0.2",166,12,1,11,""
"org.axonframework.messaging.eventhandling.processing.subscribing.SubscribingEventProcessorsConfigurer","SubscribingEventProcessorsConfigurer","axon-messaging-5.0.2",164.91190476190476,15,1,14,""
"org.axonframework.common.configuration.ComponentDefinition$2","ComponentDefinition$2","axon-common-5.0.2",161.7555555555556,8,1,7,""
"org.axonframework.common.configuration.ComponentDefinition$1","ComponentDefinition$1","axon-common-5.0.2",161.7555555555556,7,1,6,""
"org.axonframework.messaging.core.ConversionCache","ConversionCache","axon-messaging-5.0.2",159,4,1,3,""
"org.axonframework.eventsourcing.annotation.reflection.AnnotationBasedEventSourcedEntityFactoryDefinition","AnnotationBasedEventSourcedEntityFactoryDefinition","axon-eventsourcing-5.0.2",151.08333333333331,8,1,7,""
"org.axonframework.messaging.queryhandling.configuration.SimpleQueryHandlingModule","SimpleQueryHandlingModule","axon-messaging-5.0.2",147.41666666666669,17,1,16,""
"org.axonframework.messaging.commandhandling.configuration.SimpleCommandHandlingModule","SimpleCommandHandlingModule","axon-messaging-5.0.2",145.41666666666666,17,1,16,""
"org.axonframework.common.configuration.DefaultComponentRegistry$LocalConfiguration","DefaultComponentRegistry$LocalConfiguration","axon-common-5.0.2",129.53333333333333,10,1,9,""
