"codeUnitName","shortCodeUnitName","projectName","betweenness","articleRank","degree","incomingDependencies","outgoingDependencies","Source Cypher File: /home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/domains/anomaly-detection/queries/AnomalyDetectionDependencyHungryOrchestrators.cypher"
"org.axonframework.messaging.core.Message","Message","axon-messaging-5.0.2",9877.165223665223,8.617383296312372,221,215,6,""
"org.axonframework.messaging.core.unitofwork.ProcessingContext","ProcessingContext","axon-messaging-5.0.2",6728.058730158731,7.092706770613975,230,225,5,""
"org.axonframework.common.TypeReference","TypeReference","axon-common-5.0.2",1366,4.844291667165815,43,41,2,""
"org.axonframework.conversion.Converter","Converter","axon-conversion-5.0.2",742,4.426069520951846,37,36,1,""
"org.axonframework.messaging.core.MessageStream","MessageStream","axon-messaging-5.0.2",9538.269607353428,3.368849730780013,153,132,21,""
"org.axonframework.messaging.core.Context","Context","axon-messaging-5.0.2",2032.4333333333336,3.2574839373630873,28,24,4,""
"org.axonframework.messaging.eventhandling.EventMessage","EventMessage","axon-messaging-5.0.2",1994.3698412698411,2.8956391983139373,139,136,3,""
"org.axonframework.messaging.core.QualifiedName","QualifiedName","axon-messaging-5.0.2",4734.209574738986,2.1156342793147718,72,69,3,""
"org.axonframework.common.infra.DescribableComponent","DescribableComponent","axon-common-5.0.2",644.75,1.7539541925592246,47,46,1,""
"org.axonframework.messaging.commandhandling.CommandMessage","CommandMessage","axon-messaging-5.0.2",744.1119047619048,1.7279703563415485,75,72,3,""
"org.axonframework.messaging.core.annotation.MessageHandlingMember","MessageHandlingMember","axon-messaging-5.0.2",1261.52619047619,1.4010420777241634,42,38,4,""
"org.axonframework.common.AxonNonTransientException","AxonNonTransientException","axon-common-5.0.2",584.3666666666669,1.376772217474876,16,15,1,""
"org.axonframework.messaging.core.MessageStream$Single","MessageStream$Single","axon-messaging-5.0.2",1359.044047619048,1.3342156369412057,53,45,8,""
"org.axonframework.messaging.core.MessageType","MessageType","axon-messaging-5.0.2",4144.367697988287,1.249822898420832,58,55,3,""
"org.axonframework.messaging.core.Metadata","Metadata","axon-messaging-5.0.2",642,1.2102650112849476,39,38,1,""
"org.axonframework.messaging.eventstreaming.EventCriteria","EventCriteria","axon-messaging-5.0.2",1376.5944444444444,1.1804072120079432,36,28,8,""
"org.axonframework.common.AxonConfigurationException","AxonConfigurationException","axon-common-5.0.2",1107.3666666666663,1.1125994185295716,24,23,1,""
"org.axonframework.common.BuilderUtils","BuilderUtils","axon-common-5.0.2",486.590909090909,0.9308790128524949,35,32,3,""
"org.axonframework.messaging.core.annotation.ParameterResolver","ParameterResolver","axon-messaging-5.0.2",410.8666666666667,0.890070956074971,48,47,1,""
"org.axonframework.messaging.commandhandling.CommandResultMessage","CommandResultMessage","axon-messaging-5.0.2",620.0166666666665,0.8003820038008668,41,37,4,""
