"codeUnitName","shortCodeUnitName","propertyName","propertyValue","Source Cypher File: scripts/../cypher/Dependencies_Projection/Dependencies_8_Stream_Mutated.cypher"
"axon-modelling-5.1.2","axon-modelling-5.1.2","embeddingsFastRandomProjection","0.018711321,-1.3436887,-0.06835469,-0.8432864,-0.31876123,0.18730712,-0.3115529,0.85098386,0.24642715,0.10960951,-0.23696706,-0.0070744054,-0.19821194,-0.31524616,0.28076988,-0.13310544",""
"axon-server-connector-5.1.2","axon-server-connector-5.1.2","embeddingsFastRandomProjection","0.01747075,-1.3348267,-0.06558071,-0.83462846,-0.32217544,0.18094534,-0.31580174,0.84383065,0.25680295,0.11621267,-0.23167112,-0.0069809975,-0.20547004,-0.3219839,0.29313523,-0.12842517",""
"axon-update-5.1.2","axon-update-5.1.2","embeddingsFastRandomProjection","0.031584844,-1.2338248,-0.071167454,-0.63420814,-0.152219,0.18056141,-0.45037138,0.6151061,0.06627518,0.25923693,-0.22672601,-0.0014535869,-0.035530195,-0.115322486,0.07842399,-0.13605961",""
"axon-common-5.1.2","axon-common-5.1.2","embeddingsFastRandomProjection","0.014444609,-1.2848256,-0.057063803,-0.7882236,-0.32972327,0.16878973,-0.3221932,0.7995174,0.26070407,0.14820968,-0.20297146,-0.0053584934,-0.22711799,-0.3313148,0.29414418,-0.11137515",""
"axon-test-5.1.2","axon-test-5.1.2","embeddingsFastRandomProjection","0.018318547,-1.3061396,-0.066911146,-0.82180953,-0.31133273,0.18512943,-0.29801574,0.8291648,0.23489329,0.10441093,-0.2289767,-0.006757916,-0.19367129,-0.30680022,0.2671502,-0.12980951",""
"axon-tracing-opentelemetry-5.1.2","axon-tracing-opentelemetry-5.1.2","embeddingsFastRandomProjection","0.016445689,-1.2204887,-0.059304908,-0.7473306,-0.2894926,0.1678921,-0.30424973,0.75441515,0.21906008,0.13042422,-0.20478566,-0.0053723487,-0.18483943,-0.28566855,0.2485819,-0.11503059",""
"axon-eventsourcing-5.1.2","axon-eventsourcing-5.1.2","embeddingsFastRandomProjection","0.017881675,-1.3398838,-0.06673003,-0.8410904,-0.32759267,0.1922893,-0.303981,0.8506838,0.2399,0.11364869,-0.2271505,-0.005755643,-0.2097502,-0.3232636,0.27239656,-0.1286538",""
"axon-metrics-micrometer-5.1.2","axon-metrics-micrometer-5.1.2","embeddingsFastRandomProjection","0.017582085,-1.2742089,-0.06423932,-0.79615915,-0.3043517,0.17933042,-0.29743898,0.8035494,0.2293267,0.11131306,-0.22012019,-0.006293444,-0.19126447,-0.30010965,0.26055002,-0.12455943",""
"axon-conversion-5.1.2","axon-conversion-5.1.2","embeddingsFastRandomProjection","0.017465055,-1.3153033,-0.06535927,-0.82479167,-0.31912652,0.18453184,-0.30297747,0.83436227,0.2420987,0.1113557,-0.22601876,-0.006044039,-0.20322242,-0.31667814,0.27596867,-0.12680086",""
"axon-messaging-5.1.2","axon-messaging-5.1.2","embeddingsFastRandomProjection","0.019005563,-1.3010643,-0.054802194,-0.70067006,-0.27220935,0.16245395,-0.445166,0.7022644,0.2013121,0.27759725,-0.19339037,-0.0017118831,-0.1760897,-0.2620734,0.22722931,-0.10630514",""
"axoniq-spring-boot-autoconfigure-5.1.2","axoniq-spring-boot-autoconfigure-5.1.2","embeddingsFastRandomProjection","0.022048507,-1.3898916,-0.071302146,-0.82672924,-0.30047572,0.20628527,-0.36159858,0.8345901,0.19133933,0.16788179,-0.2354782,-0.00076666055,-0.17644894,-0.2866109,0.22047374,-0.13349299",""
