"codeUnitName","shortCodeUnitName","propertyName","propertyValue","Source Cypher File: scripts/../cypher/Dependencies_Projection/Dependencies_8_Stream_Mutated.cypher"
"org.axonframework.modelling","modelling","embeddingsNode2Vec","0.683514,0.05648322,-0.22555402,0.37224254,0.22077031,-0.39790067,-0.5902798,0.18557817,-0.30484334,0.35176122,-0.332576,0.0664598,0.26983958,-0.34849483,-0.76407325,-0.37601405,0.18366541,0.013929316,0.37292784,0.12666424,-0.2961317,0.14228572,-0.040265337,-0.031988036,0.32816985,0.19274084,-0.115925714,0.6208603,0.38759124,-0.29270872,-0.35475677,0.22046873",""
"org.axonframework.modelling.annotation","annotation","embeddingsNode2Vec","0.47637278,-0.06827613,-0.08202234,0.30150473,0.24619515,-0.3457732,-0.34935838,-0.07841496,-0.07131433,0.39240098,-0.05121719,0.12350731,0.055935677,-0.390447,-0.65246344,-0.270157,-0.083535954,-0.37445685,0.2903679,-0.01954622,-0.6483748,0.22525705,-0.046854947,-0.083552144,0.39621532,0.08835051,-0.24800189,0.203691,0.39372024,-0.4368147,-0.41396958,0.27761567",""
"org.axonframework.modelling.entity","entity","embeddingsNode2Vec","0.43710542,0.22766979,0.032093965,0.15388253,0.17278032,-0.39044678,-0.5625686,0.016199408,-0.024926983,0.42813915,0.060986016,0.15777686,0.14132264,-0.26763692,-0.27053705,-0.24433883,0.021445518,-0.0062781535,0.21648683,-0.18766378,-0.16642787,0.08949668,-0.027547946,-0.05178356,0.20699446,0.13090315,-0.16048661,0.15000772,0.6363277,-0.114515476,-0.31140924,0.48106992",""
"org.axonframework.modelling.entity.annotation","annotation","embeddingsNode2Vec","0.4503082,0.11423785,-0.1440437,0.374077,-0.015209327,-0.36006728,-0.46094644,-0.15164551,0.117694035,0.48055017,0.13421401,0.32330096,-0.0011555057,-0.312282,-0.34141558,-0.17231588,-3.3554592e-05,-0.08321111,0.17769611,-0.06576124,-0.5665512,0.12012667,0.042482298,-0.03859607,0.14272179,0.072522715,-0.34892237,-0.09552421,0.54353744,-0.081124954,-0.31916365,0.38143483",""
"org.axonframework.modelling.entity.child","child","embeddingsNode2Vec","0.6177717,0.18920057,-0.05657848,0.29619172,-0.08629549,-0.36968246,-0.5638464,-0.038669568,0.14287154,0.509998,0.049068082,0.3007453,0.018165026,-0.30509248,-0.40670675,-0.24733785,0.0403641,0.07558293,0.28667894,-0.20475303,-0.38954383,0.021168418,0.12806608,-0.10212753,0.08322059,-0.03157563,-0.34765595,0.1806148,0.663156,0.04184867,-0.22074518,0.46737203",""
"org.axonframework.modelling.configuration","configuration","embeddingsNode2Vec","0.23645608,0.058547627,-0.08491188,0.14688398,0.3190111,-0.57252276,-0.73712575,-0.016722554,-0.6818772,0.28396454,0.16456164,0.024151636,0.48131445,0.19634679,-0.2815131,-0.09102869,0.03666111,0.013914574,-0.0036000896,0.118676774,-0.18116964,0.057767812,-0.22337353,0.102628,0.3407372,0.32944852,-0.1776791,0.120311946,0.34796143,-0.3585583,-0.39096385,0.3171793",""
"org.axonframework.modelling.repository","repository","embeddingsNode2Vec","0.3456553,0.124342635,-0.2096184,0.261136,0.32978764,-0.5888512,-0.82397676,0.23567505,-0.4237932,0.19550546,-0.26312268,-0.032401208,0.39822468,-0.16572054,-0.58352697,-0.47843763,0.13196887,0.00068182533,0.18852705,0.17093256,-0.16310687,0.23801346,-0.255116,-0.0317121,0.48366252,0.37489614,-0.025319137,0.65464586,0.42370102,-0.3429147,-0.3340289,0.11865083",""
"org.axonframework.test","test","embeddingsNode2Vec","-0.66373503,0.17600232,-0.23854344,-0.008051068,0.43534037,-0.029412445,-0.7801311,0.016416324,-0.16771129,-0.082808234,-0.7064112,0.5246949,0.0759353,-0.6579855,-0.080900386,-0.40181485,-0.23358646,-0.17793818,0.52941316,-0.14855576,-0.48344588,0.029282644,-0.24824987,0.17133918,0.331939,0.29260492,-0.16016378,0.3125127,0.6971055,0.003899257,0.18298408,0.8949065",""
"org.axonframework.test.fixture","fixture","embeddingsNode2Vec","-0.43486753,0.12852503,-0.15252617,0.054531965,0.28918594,-0.120107055,-0.6896067,0.12578048,-0.09097411,-0.06250387,-0.5233394,0.26473477,-0.0072155255,-0.57913905,-0.0025998496,-0.19553964,0.08130933,-0.0037968971,0.37165707,-0.13892592,-0.4353467,0.027667604,-0.16564155,0.21652299,0.21837704,0.12273161,-0.1047162,0.2924229,0.6181703,-0.025074383,0.17267722,0.6923974",""
"org.axonframework.test.extension","extension","embeddingsNode2Vec","-0.43458554,0.023756292,-0.16790494,0.16373491,0.5637175,-0.12632617,-0.92705446,-0.10214927,-0.3371513,0.021201938,-0.5475287,0.53250456,0.09159611,-0.5192628,-0.033752616,-0.312983,-0.239177,-0.17553532,0.41799864,-0.18176283,-0.29742172,-0.01938402,-0.21419266,0.21129934,0.12231135,0.3044727,-0.181146,0.17484811,0.6775983,0.059435543,0.12365566,0.59310883",""
"org.axonframework.test.util","util","embeddingsNode2Vec","-0.21144949,0.10787417,-0.02729464,0.10583434,0.35752484,-0.20129377,-0.66316366,-0.050329655,0.086995356,0.07904743,-0.09073552,-0.10902078,0.21498953,-0.4134989,-0.105881736,-0.28460285,-0.07061979,-0.05021254,0.1855956,-0.19580117,-0.36678886,0.038055357,-0.087376736,0.109443575,0.39360046,0.16038567,0.03225073,-0.032745842,0.46471184,-0.036304537,-0.19136214,0.86464673",""
"org.axonframework.test.matchers","matchers","embeddingsNode2Vec","-0.4497832,0.25080493,-0.2771285,-0.00971276,0.30374816,0.013903702,-0.7781597,-0.1135204,-0.14662586,-0.007610822,-0.5441477,0.33835593,-0.033452187,-0.42707753,-0.045379233,-0.25030333,0.04299824,-0.066413164,0.31060785,-0.31136605,-0.4098445,-0.123678684,-0.15287228,0.06121058,0.41613472,0.36253184,-0.20172538,0.26409492,0.6703748,0.07814659,0.09553874,0.8196374",""
