"codeUnitName","shortCodeUnitName","propertyName","propertyValue","Source Cypher File: scripts/../cypher/Dependencies_Projection/Dependencies_8_Stream_Mutated.cypher"
"org.axonframework.eventsourcing.EventSourcingRepository","EventSourcingRepository","embeddingsNode2Vec","0.23642512,0.3671408,-0.10459029,-0.38442922,-0.06257639,0.4872139,-0.38049948,-0.025961755,-0.5174656,0.6207745,-0.06350855,-0.16735189,-0.1258062,-0.29388458,0.1683957,-0.29975685,-0.18702666,-0.41746294,-0.3285131,-0.0065999916,0.3463691,0.40130424,-0.16567801,0.3129255,0.52633697,0.07827504,0.116640136,-0.044937186,0.095468,0.929404,0.05289373,-0.07258718,-0.53759235,-0.35801902,0.11194181,-0.2909852,0.025335101,-0.33550963,-0.03230834,0.36857128,-0.41541186,0.06661641,0.4476891,-0.33340248,0.008184642,0.06566653,0.047373794,0.28278196,0.78416085,-0.56879085,0.02200739,-0.065925024,-0.51001096,-0.36713248,-0.062275745,-0.13108583,-0.5135593,-0.4155442,0.2378215,0.034661554,0.2643908,-0.11790195,0.6277047,0.13446802",""
"org.axonframework.eventsourcing.EventSourcingRepository$EventSourcedEntity","EventSourcingRepository$EventSourcedEntity","embeddingsNode2Vec","0.3296537,0.34156758,-0.15416026,-0.66121763,0.020994477,0.72507685,-0.54068094,-0.12963694,-0.5846973,0.3406674,-0.18876353,-0.19938314,-0.040197063,-0.31456843,0.25696528,-0.28638217,-0.17794695,-0.6749018,-0.21851493,0.12959325,0.4032958,0.39099556,-0.2063988,0.41387677,0.6928219,0.19793548,-0.015764358,-0.44205877,-0.089058384,0.92855865,0.101713955,-0.025358867,-0.5757684,-0.30848077,0.1133227,-0.48058048,0.19085573,-0.40323192,0.010961374,0.33785835,-0.35159445,-0.06871327,0.38120836,-0.4070305,-0.3050258,0.38398957,-0.081359304,0.14803018,0.8471481,-0.54748744,-0.14848794,-0.21656933,-0.38698462,-0.31405458,-0.06829795,-0.012836568,-0.52008563,-0.21463545,0.3624034,0.13666737,0.24043097,-0.086781524,0.53885674,0.11321649",""
"org.axonframework.eventsourcing.eventstore.EventStore","EventStore","embeddingsNode2Vec","0.24571359,0.3756584,0.033330407,-0.05365939,-0.07232048,0.5572624,-0.32390735,-0.17107292,-0.2034059,0.7707488,-0.38861486,-0.09844084,-0.37147543,-0.42203978,0.37118617,-0.0145956455,0.1584235,-0.15881012,-0.14645447,0.17409621,0.34040943,0.057407178,-0.12507086,0.16014656,0.48691165,0.11931105,0.08002512,0.06154307,-0.05103036,0.23757763,0.09080347,-0.06807712,-0.59180003,0.053614452,0.12881738,-0.19296919,0.19659838,-0.59826684,-0.057103854,0.12525104,-0.5092883,-0.003960451,0.4222263,0.13951164,0.3769382,-0.43792307,0.40470946,0.24402682,0.45707574,-0.9591597,0.15878676,-0.16880143,-0.23525828,-0.24232355,-0.42382854,-0.0052494267,-0.8749895,-0.24889103,0.5819209,-0.26724663,0.42883766,-0.22499299,0.58779544,-0.1279916",""
"org.axonframework.eventsourcing.handler.SourcingHandler","SourcingHandler","embeddingsNode2Vec","0.5609613,0.17529443,-0.20060153,-0.17091115,-0.08512807,0.46998036,-0.3943069,0.33078897,-0.21300521,0.35778835,-0.27108112,-0.13575591,-0.39897397,-0.5795867,0.40176287,-0.5878854,0.04787762,-0.37978768,-0.5518178,-0.25179604,0.12483622,0.42682976,-0.1800446,0.18449183,0.29066527,-0.4091435,-0.109481245,-0.08067424,-0.088285476,0.8195755,0.41571286,-0.1681524,-0.1817841,-0.07114188,0.14233358,0.013475402,-0.35307437,-0.2845213,0.38357785,0.28852254,-0.8214374,-0.026023012,-0.02818434,-0.28005496,-0.12975238,-0.2796353,0.26707986,0.36143258,0.759116,-0.33447164,0.03116487,0.034192663,-0.47936586,-0.5809471,0.005385456,-0.20776378,-0.80106145,-0.48439226,-0.0034912135,0.13243452,0.47090462,-0.20054615,0.0028469875,-0.14378414",""
"org.axonframework.eventsourcing.handler.InitializingEntityEvolver","InitializingEntityEvolver","embeddingsNode2Vec","0.2840755,0.29398972,-0.37494594,-0.2799582,-0.16824861,0.9870438,-0.2699756,0.35629636,-0.23156789,0.3492289,-0.12732376,-0.27581468,-0.0028133437,-0.498319,0.10696755,-0.13123786,-0.20792623,-0.4731969,-0.51753986,-0.028377011,0.12799938,0.15439987,-0.16627817,0.2057527,0.69922775,0.20127243,0.07588256,0.10965837,0.027447343,0.76017916,0.21422178,-0.28999874,-0.36429128,-0.11606886,-0.031194111,-0.44081482,-0.18975042,-0.0914331,0.23025735,0.09008861,-0.4667733,0.27649784,0.13236806,-0.45598775,-0.10933009,-0.40872005,0.52048796,0.24449603,0.4165753,-0.38911933,0.08404053,0.2480644,-0.5703108,-0.20098229,-0.3825013,-0.034659084,-0.5911824,-0.21813121,0.06328582,0.15518947,0.6487271,-0.29825798,0.60461503,-0.1267984",""
"org.axonframework.eventsourcing.EventSourcedEntityFactory","EventSourcedEntityFactory","embeddingsNode2Vec","0.19614439,0.17122291,-0.19429384,-0.31216618,0.1444858,0.47695258,-0.24459055,-0.210582,-0.16034952,0.6588531,0.14245252,-0.103380635,0.16535102,-0.018946672,-0.24661796,0.22155625,0.20923656,-0.20320936,-0.3877665,0.09205473,-0.20559074,0.35405973,-0.097747825,0.12630896,0.42531905,0.061917722,0.03930277,-0.07351481,-0.029216267,0.85305005,0.32623824,0.1681881,-0.568696,-0.07547985,-0.09450777,-0.35593402,-0.13710897,-0.2893179,0.19261713,0.0655473,0.0010512347,0.5060645,-0.0068855314,-0.6154291,-0.21579055,-0.011476363,0.2727299,-0.00032032383,0.3445268,-0.4532676,0.0067388755,0.35311106,-0.18686351,-0.43399823,-0.19250235,0.002742046,-0.64408696,-0.81897897,0.05305726,0.32033795,0.5126418,-0.3156027,0.6806695,0.06848962",""
"org.axonframework.eventsourcing.CriteriaResolver","CriteriaResolver","embeddingsNode2Vec","0.5141922,0.21279311,-0.50746316,0.24133968,-0.18178876,0.62393177,-0.524966,-0.08468508,0.009481736,0.6392642,-0.54335654,-0.42849323,0.15147088,-0.05774227,-0.029496532,-0.3166671,-0.074725755,-0.117447905,-0.03902099,0.11711342,-0.07989316,0.3329026,-0.2955485,0.32513586,0.8026374,-0.43992168,0.64792144,-0.15358967,0.38111758,0.26052278,0.35702753,0.20411119,-0.31426018,-0.18610495,0.23687379,0.13319863,-0.063808985,-0.4970129,0.12504363,-0.173491,-0.15031695,-0.1218473,0.20551383,-0.34493443,-0.17448692,0.13611196,0.38990864,0.5772377,0.16495718,-0.80828506,0.36400834,0.0920539,-0.24063234,-0.4529028,-0.5411317,-0.03365951,-0.9340247,-0.71385336,-0.03664162,0.19508652,0.5296675,-0.31471556,0.56400883,0.39314827",""
"org.axonframework.eventsourcing.handler.SimpleSourcingHandler","SimpleSourcingHandler","embeddingsNode2Vec","0.49577242,0.50172603,-0.34514433,-0.039129917,-0.2908048,0.16310076,-0.6102709,0.08756768,-0.2530107,0.44107533,-0.40098515,-0.27122912,-0.43839923,-0.25503466,0.3793592,-0.40424442,-0.06696069,-0.49025336,0.06620629,0.20853566,0.2858274,0.26907536,-0.21383043,0.12703986,0.67956364,-0.2040709,0.3683316,0.11416998,0.34108084,0.6370914,0.11527473,-0.19695881,-0.3487188,0.055882916,0.07355696,-0.18909119,0.04183934,-0.5329324,0.33987606,0.15820748,-0.28289038,-0.151854,0.031367324,-0.23711273,-0.17923251,-0.07386287,0.44126433,0.25929332,0.35915607,-0.31522954,0.19406256,-0.11511414,-0.25138453,-0.2744235,-0.5832913,0.21362276,-0.6207126,-0.60582113,-0.114292406,-0.029469717,0.59864193,-0.39198127,0.2729987,0.2447069",""
"org.axonframework.eventsourcing.eventstore.EventStoreTransaction","EventStoreTransaction","embeddingsNode2Vec","0.91244435,0.74319226,0.16688886,0.37690642,0.35985848,0.45533794,-0.23887503,0.087834105,-0.3640136,0.4093642,-0.63554394,-0.16397426,0.011432045,-0.18197863,0.65235114,0.16476783,0.032221887,-0.11105119,-0.097326264,-0.029253962,0.5156745,-0.29104957,-0.4829055,-0.016251741,0.13820365,-0.1410568,-0.063920096,0.3859168,-0.22701055,0.6109099,-0.061802424,-0.021215059,-0.41177705,0.11064633,0.28410912,-0.008346839,-0.2128261,-0.66248125,-0.19891034,0.13049006,-0.24114063,-0.18958326,0.04099292,0.14300747,0.22536671,-0.034549367,0.4347563,0.36486414,0.42868614,-0.355874,0.11522704,-0.6072834,-0.0177527,-0.074721076,-0.6263466,0.19045132,-0.63337594,-0.020187527,0.2894866,-0.16063668,0.3034241,-0.70234644,0.3455246,-0.2796068",""
"org.axonframework.eventsourcing.annotation.CriteriaResolverDefinition","CriteriaResolverDefinition","embeddingsNode2Vec","0.33627534,0.8833526,-0.4883053,0.21042177,-0.4771791,0.52045846,-0.46261737,-0.5747451,0.47125667,0.6560776,0.05605759,-0.24489905,0.3244308,0.089478284,-0.10434381,0.25408292,0.08223845,-0.022778627,-0.46497735,-0.08992075,-0.31784537,0.4791494,-0.49801567,0.10513913,0.4244481,-0.48877606,0.65968275,-0.000251598,0.2292401,0.059695512,0.10077442,0.45802024,-0.3660815,-0.2420258,-0.09875854,0.34912348,-0.3481015,-0.42564374,0.30712956,-0.059424844,-0.0028667757,0.50893515,0.037982833,-0.0051691774,-0.84343284,0.5034436,0.2178053,-0.024520522,0.035016704,-0.6992078,0.21125722,0.2887105,-0.027067775,-0.43390632,-0.44678357,0.0687261,-1.0756172,-0.48500136,-0.24972147,0.5455695,0.39551207,0.006187164,0.60686153,0.21808568",""
