"codeUnitName","shortCodeUnitName","propertyName","propertyValue","Source Cypher File: scripts/../cypher/Dependencies_Projection/Dependencies_8_Stream_Mutated.cypher"
"org.axonframework.messaging.commandhandling","commandhandling","embeddingsFastRandomProjection","0.10350106,-0.058485106,-0.43565303,0.23423025,0.12962532,-0.11479679,-0.5921236,0.26361883,0.11820945,0.14851393,0.20162639,0.031257935,-0.041875754,-0.45075673,-0.14080304,0.2267991,0.18601736,0.29828244,0.32038224,0.84095526,0.35009873,0.7587341,-0.08601538,-0.015689133,-0.31347734,-0.23890539,0.08513506,-0.20036377,0.24424961,-0.49117056,-0.7612176,-0.030024026",""
"org.axonframework.messaging.commandhandling.interception","interception","embeddingsFastRandomProjection","0.05417247,-0.020075874,-0.47322965,0.23314053,0.020329133,-0.0008157119,-0.5141125,0.43572986,0.22859871,0.020839706,0.21747208,-0.009122694,-0.027611788,-0.4123962,-0.22491644,0.17992868,0.15665391,0.24298495,0.27142185,0.72038066,0.24965706,0.69364506,0.025869742,0.10351084,-0.30274993,-0.13609362,0.10950194,-0.059894755,0.27034408,-0.47641432,-0.64293003,-0.10309823",""
"org.axonframework.messaging.commandhandling.retry","retry","embeddingsFastRandomProjection","0.03428556,-0.024016665,-0.5236865,0.25393957,0.093362704,-0.020012699,-0.5960984,0.4273895,0.24367532,0.091750376,0.29142824,-0.0016707405,-0.07337538,-0.39878872,-0.2024355,0.17975745,0.23109981,0.25563544,0.23901114,0.7568513,0.30699974,0.70855784,-0.06255565,0.10028213,-0.2890621,-0.16326925,0.08436335,-0.06544502,0.27166903,-0.4642355,-0.70229375,-0.079072535",""
"org.axonframework.messaging.commandhandling.tracing","tracing","embeddingsFastRandomProjection","-0.03228148,-0.016181057,-0.51278925,0.26434574,0.14510444,-0.0015130341,-0.6348454,0.45758858,0.23164979,0.11193797,0.30507672,-0.020493202,-0.03695508,-0.29758668,-0.15080689,0.14656076,0.23979357,0.20067392,0.14577267,0.8207778,0.27013537,0.8065028,-0.17589837,0.07018366,-0.23909405,-0.14013821,0.04067083,-0.06304012,0.33018613,-0.4447402,-0.6827222,-0.048650496",""
"org.axonframework.messaging.commandhandling.gateway","gateway","embeddingsFastRandomProjection","0.08071666,-0.00820231,-0.46509114,0.20996115,0.014902517,-0.014106788,-0.50619084,0.43252873,0.2029106,0.019761443,0.21274579,-0.010443194,-0.019618027,-0.40916958,-0.22310936,0.17166299,0.1479542,0.24726793,0.2716264,0.7497041,0.24453461,0.680954,0.06890103,0.08981889,-0.3094205,-0.13641721,0.1015228,-0.062697634,0.28275794,-0.5101576,-0.62406427,-0.091944575",""
"org.axonframework.messaging.commandhandling.annotation","annotation","embeddingsFastRandomProjection","0.08400734,-0.013880888,-0.43154156,0.25898135,0.014310367,-0.20016137,-0.71097016,0.38180584,0.18608454,0.1421898,0.26776505,-0.04490836,0.013151116,-0.27634156,-0.1557078,0.16181423,0.18911877,0.2334447,0.33669192,0.95352954,0.20610878,0.75266683,-0.15264514,0.112392575,-0.26910406,-0.088618025,0.19556999,-0.08203527,0.3327691,-0.2147476,-0.70538455,-0.10164177",""
"org.axonframework.messaging.commandhandling.configuration","configuration","embeddingsFastRandomProjection","0.04124944,-0.12687624,-0.4068442,0.22289099,-0.015130296,-0.057939805,-0.77952296,0.23758738,0.3012895,0.13587147,0.17537835,0.016686082,-0.14938812,-0.27697992,-0.122279495,0.0019656792,0.11433871,0.16270038,0.38208318,0.9316553,0.14538336,0.58684504,-0.05269642,0.019368708,-0.21813005,-0.19581458,-0.052992694,0.03398055,0.24157235,-0.386385,-0.5947455,-0.015081521",""
"org.axonframework.messaging.eventhandling","eventhandling","embeddingsFastRandomProjection","0.010424266,-0.13206956,-0.62763107,0.37873334,0.093318194,0.13390668,-0.47534844,0.04472921,0.41427338,0.06562073,0.16526078,-0.32948622,0.11065401,-0.26238173,-0.48810703,0.10515091,0.20398882,0.031093927,0.46044946,0.5452856,0.4372159,0.82622755,-0.0762784,-0.049181595,-0.3992199,-0.17035754,0.28391734,-0.0886692,0.092583075,-0.18201713,-0.77489734,-0.021552213",""
"org.axonframework.messaging.eventhandling.conversion","conversion","embeddingsFastRandomProjection","0.14526917,-0.116369605,-0.41889897,0.2527467,0.0137630645,-0.05174052,-0.49378437,0.07503627,0.31680763,0.055684205,0.030749574,-0.26346442,0.15178561,-0.105163865,-0.41559163,-0.07877294,-0.05360502,-0.16726151,0.4615314,0.9675328,0.24128559,0.68731886,0.10126795,-0.09091824,-0.20423478,-0.11980517,0.24657187,0.06850306,0.17028952,-0.2992611,-0.49211666,-0.16118106",""
"org.axonframework.messaging.eventhandling.interception","interception","embeddingsFastRandomProjection","0.077460356,-0.0031112991,-0.5621538,0.32770103,0.07231655,0.19252115,-0.5634948,0.15721162,0.44411403,0.021657947,0.09724188,-0.20545003,0.12093812,-0.27763495,-0.51792496,0.21868749,0.24880084,0.13866854,0.33542484,0.5845989,0.31086636,0.71697605,-0.02498483,0.0045822114,-0.43598676,-0.08303125,0.21141449,-0.08522178,0.11174685,-0.06642366,-0.8260467,-0.0046039764",""
