"artifactName","packageName","communityId","numberOfTypesInPackage","numberOfTypesInCommunity","numberOfTypes","Source Cypher File: Community_Detection/Type_communities_with_few_members_in_foreign_packages.cypher"
"axon-messaging-4.12.0","org.axonframework.queryhandling",10,47,174,1,""
"axon-eventsourcing-4.12.0","org.axonframework.eventsourcing",10,41,174,1,""
"axon-modelling-4.12.0","org.axonframework.modelling.command.inspection",10,26,174,1,""
"axon-server-connector-4.12.0","org.axonframework.axonserver.connector.command",10,11,174,1,""
"axon-spring-boot-autoconfigure-4.12.0","org.axonframework.springboot.util",10,9,174,1,""
"axon-modelling-4.12.0","org.axonframework.modelling.saga.repository.jpa",10,7,174,1,""
"axon-messaging-4.12.0","org.axonframework.eventhandling.deadletter.legacyjpa",10,6,174,1,""
"axon-messaging-4.12.0","org.axonframework.serialization.upcasting",10,6,174,1,""
"axon-messaging-4.12.0","org.axonframework.messaging.correlation",10,4,174,1,""
"axon-server-connector-4.12.0","org.axonframework.axonserver.connector.event.util",10,3,174,1,""
"axon-modelling-4.12.0","org.axonframework.modelling.command",3,56,160,1,""
"axon-messaging-4.12.0","org.axonframework.commandhandling.gateway",3,34,160,1,""
"axon-messaging-4.12.0","org.axonframework.serialization",3,33,160,1,""
"axon-modelling-4.12.0","org.axonframework.modelling.command.inspection",3,26,160,1,""
"axon-messaging-4.12.0","org.axonframework.eventhandling.pooled",3,22,160,1,""
"axon-test-4.12.0","org.axonframework.test.saga",3,21,160,1,""
"axon-modelling-4.12.0","org.axonframework.modelling.saga.repository",3,15,160,1,""
"axon-messaging-4.12.0","org.axonframework.deadline",3,13,160,1,""
"axon-messaging-4.12.0","org.axonframework.serialization.upcasting.event",3,12,160,1,""
"axon-messaging-4.12.0","org.axonframework.messaging.interceptors",3,8,160,1,""
"axon-messaging-4.12.0","org.axonframework.eventhandling.scheduling.quartz",3,6,160,1,""
"axon-messaging-4.12.0","org.axonframework.monitoring",3,6,160,1,""
"axon-messaging-4.12.0","org.axonframework.messaging",4,34,137,1,""
"axon-spring-boot-autoconfigure-4.12.0","org.axonframework.springboot",4,28,137,1,""
"axon-disruptor-4.12.0","org.axonframework.disruptor.commandhandling",4,22,137,1,""
"axon-test-4.12.0","org.axonframework.test.saga",4,21,137,1,""
"axon-messaging-4.12.0","org.axonframework.messaging.interceptors",4,8,137,1,""
"axon-spring-boot-autoconfigure-4.12.0","org.axonframework.springboot.autoconfig.legacyjpa",4,2,137,1,""
"axon-spring-boot-autoconfigure-4.12.0","org.axonframework.springboot.autoconfig",2,41,136,1,""
"axon-messaging-4.12.0","org.axonframework.messaging",2,34,136,1,""
"axon-messaging-4.12.0","org.axonframework.common",2,27,136,1,""
"axon-server-connector-4.12.0","org.axonframework.axonserver.connector.command",2,11,136,1,""
"axon-messaging-4.12.0","org.axonframework.util",2,3,136,1,""
"axon-messaging-4.12.0","org.axonframework.messaging.annotation",13,54,134,1,""
"axon-server-connector-4.12.0","org.axonframework.axonserver.connector",13,30,134,1,""
"axon-eventsourcing-4.12.0","org.axonframework.eventsourcing",12,41,127,1,""
"axon-spring-boot-autoconfigure-4.12.0","org.axonframework.springboot.autoconfig",12,41,127,1,""
"axon-test-4.12.0","org.axonframework.test.matchers",12,24,127,1,""
"axon-eventsourcing-4.12.0","org.axonframework.eventsourcing.eventstore.legacyjpa",12,10,127,1,""
"axon-eventsourcing-4.12.0","org.axonframework.eventsourcing.eventstore.jpa",12,6,127,1,""
"axon-eventsourcing-4.12.0","org.axonframework.eventsourcing",14,41,105,1,""
"axon-spring-boot-autoconfigure-4.12.0","org.axonframework.springboot.autoconfig",14,41,105,1,""
"axon-messaging-4.12.0","org.axonframework.common",14,27,105,1,""
"axon-modelling-4.12.0","org.axonframework.modelling.command.inspection",14,26,105,1,""
"axon-test-4.12.0","org.axonframework.test.matchers",14,24,105,1,""
"axon-messaging-4.12.0","org.axonframework.messaging.correlation",14,4,105,1,""
"axon-messaging-4.12.0","org.axonframework.messaging.interceptors.legacyvalidation",14,2,105,1,""
"axon-spring-boot-autoconfigure-4.12.0","org.axonframework.springboot.autoconfig",7,41,103,1,""
"axon-messaging-4.12.0","org.axonframework.messaging",7,34,103,1,""
"axon-messaging-4.12.0","org.axonframework.common.jdbc",7,18,103,1,""
"axon-messaging-4.12.0","org.axonframework.common.jpa",7,4,103,1,""
"axon-messaging-4.12.0","org.axonframework.common.legacyjpa",7,4,103,1,""
"axon-spring-boot-autoconfigure-4.12.0","org.axonframework.springboot.autoconfig.legacyjpa",7,2,103,1,""
"axon-test-4.12.0","org.axonframework.test.server",7,2,103,1,""
"axon-messaging-4.12.0","org.axonframework.queryhandling",9,47,96,1,""
"axon-modelling-4.12.0","org.axonframework.modelling.saga",9,33,96,1,""
"axon-eventsourcing-4.12.0","org.axonframework.eventsourcing.eventstore",9,30,96,1,""
"axon-modelling-4.12.0","org.axonframework.modelling.saga.repository",9,15,96,1,""
"axon-messaging-4.12.0","org.axonframework.common.caching",9,14,96,1,""
"axon-eventsourcing-4.12.0","org.axonframework.eventsourcing.conflictresolution",9,9,96,1,""
"axon-messaging-4.12.0","org.axonframework.messaging.interceptors",9,8,96,1,""
"axon-test-4.12.0","org.axonframework.test",9,4,96,1,""
"axon-messaging-4.12.0","org.axonframework.messaging.interceptors.legacyvalidation",9,2,96,1,""
"axon-eventsourcing-4.12.0","org.axonframework.eventsourcing.eventstore",11,30,77,1,""
"axon-messaging-4.12.0","org.axonframework.eventhandling.tokenstore",11,7,77,1,""
"axon-server-connector-4.12.0","org.axonframework.axonserver.connector.processor",11,3,77,1,""
"axon-spring-boot-autoconfigure-4.12.0","org.axonframework.springboot",0,28,71,1,""
"axon-messaging-4.12.0","org.axonframework.common",0,27,71,1,""
"axon-test-4.12.0","org.axonframework.test.server",0,2,71,1,""
"axon-modelling-4.12.0","org.axonframework.modelling.saga",16,33,53,1,""
"axon-messaging-4.12.0","org.axonframework.deadline.annotation",16,5,53,1,""
"axon-test-4.12.0","org.axonframework.test",16,4,53,1,""
"axon-test-4.12.0","org.axonframework.test.utils",16,4,53,1,""
"axon-messaging-4.12.0","org.axonframework.eventhandling",17,99,26,1,""
"axon-messaging-4.12.0","org.axonframework.queryhandling",17,47,26,1,""
"axon-messaging-4.12.0","org.axonframework.commandhandling",17,31,26,1,""
"axon-messaging-4.12.0","org.axonframework.commandhandling.distributed",17,26,26,1,""
"axon-eventsourcing-4.12.0","org.axonframework.eventsourcing.eventstore.jpa",17,6,26,1,""
"axon-spring-boot-autoconfigure-4.12.0","org.axonframework.springboot.autoconfig",8,41,20,1,""
"axon-eventsourcing-4.12.0","org.axonframework.eventsourcing.eventstore.legacyjpa",8,10,20,1,""
"axon-messaging-4.12.0","org.axonframework.common.jdbc",15,18,7,1,""
"axon-messaging-4.12.0","org.axonframework.common",10,27,174,2,""
"axon-messaging-4.12.0","org.axonframework.commandhandling.distributed",10,26,174,2,""
"axon-server-connector-4.12.0","org.axonframework.axonserver.connector.query",10,21,174,2,""
"axon-messaging-4.12.0","org.axonframework.eventhandling.deadletter.jpa",10,9,174,2,""
"axon-server-connector-4.12.0","org.axonframework.axonserver.connector.query.subscription",10,6,174,2,""
"axon-eventsourcing-4.12.0","org.axonframework.eventsourcing",3,41,160,2,""
"axon-modelling-4.12.0","org.axonframework.modelling.saga",3,33,160,2,""
"axon-server-connector-4.12.0","org.axonframework.axonserver.connector.event.axon",3,32,160,2,""
"axon-messaging-4.12.0","org.axonframework.messaging.deadletter",3,19,160,2,""
"axon-spring-boot-autoconfigure-4.12.0","org.axonframework.springboot.util",3,9,160,2,""
"axon-messaging-4.12.0","org.axonframework.messaging.correlation",3,4,160,2,""
"axon-server-connector-4.12.0","org.axonframework.axonserver.connector.processor",3,3,160,2,""
"axon-messaging-4.12.0","org.axonframework.util",3,3,160,2,""
"axon-messaging-4.12.0","org.axonframework.eventhandling",2,99,136,2,""
"axon-modelling-4.12.0","org.axonframework.modelling.command",2,56,136,2,""
"axon-eventsourcing-4.12.0","org.axonframework.eventsourcing",2,41,136,2,""
"axon-modelling-4.12.0","org.axonframework.modelling.saga",2,33,136,2,""
"axon-messaging-4.12.0","org.axonframework.queryhandling.annotation",2,4,136,2,""
"axon-messaging-4.12.0","org.axonframework.messaging",13,34,134,2,""
"axon-messaging-4.12.0","org.axonframework.eventhandling.replay",12,10,127,2,""
"axon-messaging-4.12.0","org.axonframework.queryhandling.annotation",12,4,127,2,""
"axon-modelling-4.12.0","org.axonframework.modelling.saga",14,33,105,2,""
"axon-messaging-4.12.0","org.axonframework.lifecycle",14,9,105,2,""
"axon-test-4.12.0","org.axonframework.test",14,4,105,2,""
"axon-eventsourcing-4.12.0","org.axonframework.eventsourcing",7,41,103,2,""
"axon-messaging-4.12.0","org.axonframework.serialization",7,33,103,2,""
"axon-messaging-4.12.0","org.axonframework.common",7,27,103,2,""
"axon-eventsourcing-4.12.0","org.axonframework.eventsourcing.eventstore.legacyjpa",7,10,103,2,""
"axon-spring-boot-autoconfigure-4.12.0","org.axonframework.springboot.util",7,9,103,2,""
"axon-messaging-4.12.0","org.axonframework.eventhandling",9,99,96,2,""
"axon-messaging-4.12.0","org.axonframework.common",9,27,96,2,""
"axon-test-4.12.0","org.axonframework.test.matchers",9,24,96,2,""
"axon-eventsourcing-4.12.0","org.axonframework.eventsourcing",11,41,77,2,""
"axon-server-connector-4.12.0","org.axonframework.axonserver.connector.event.axon",11,32,77,2,""
"axon-server-connector-4.12.0","org.axonframework.axonserver.connector.event.util",0,3,71,2,""
"axon-messaging-4.12.0","org.axonframework.deadline",16,13,53,2,""
"axon-modelling-4.12.0","org.axonframework.modelling.command",17,56,26,2,""
"axon-server-connector-4.12.0","org.axonframework.axonserver.connector.command",17,11,26,2,""
"axon-spring-boot-autoconfigure-4.12.0","org.axonframework.springboot.autoconfig",6,41,23,2,""
"axon-spring-boot-autoconfigure-4.12.0","org.axonframework.springboot.autoconfig",5,41,13,2,""
"axon-messaging-4.12.0","org.axonframework.messaging.annotation",10,54,174,3,""
"axon-eventsourcing-4.12.0","org.axonframework.eventsourcing.eventstore",10,30,174,3,""
"axon-server-connector-4.12.0","org.axonframework.axonserver.connector",3,30,160,3,""
"axon-messaging-4.12.0","org.axonframework.common.jpa",4,4,137,3,""
"axon-messaging-4.12.0","org.axonframework.common.legacyjpa",4,4,137,3,""
"axon-messaging-4.12.0","org.axonframework.lifecycle",2,9,136,3,""
"axon-test-4.12.0","org.axonframework.test.utils",13,4,134,3,""
"axon-messaging-4.12.0","org.axonframework.eventhandling",12,99,127,3,""
"axon-messaging-4.12.0","org.axonframework.tracing",12,18,127,3,""
"axon-messaging-4.12.0","org.axonframework.queryhandling",14,47,105,3,""
"axon-messaging-4.12.0","org.axonframework.commandhandling",14,31,105,3,""
"axon-modelling-4.12.0","org.axonframework.modelling.command.inspection",9,26,96,3,""
"axon-test-4.12.0","org.axonframework.test.aggregate",16,19,53,3,""
"axon-server-connector-4.12.0","org.axonframework.axonserver.connector.query",17,21,26,3,""
"axon-spring-boot-autoconfigure-4.12.0","org.axonframework.springboot",5,28,13,3,""
"axon-server-connector-4.12.0","org.axonframework.axonserver.connector.event.axon",10,32,174,4,""
"axon-messaging-4.12.0","org.axonframework.lifecycle",3,9,160,4,""
"axon-spring-boot-autoconfigure-4.12.0","org.axonframework.springboot.autoconfig",4,41,137,4,""
"axon-modelling-4.12.0","org.axonframework.modelling.saga.repository.jdbc",4,10,137,4,""
"axon-server-connector-4.12.0","org.axonframework.axonserver.connector",2,30,136,4,""
"axon-server-connector-4.12.0","org.axonframework.axonserver.connector.query.subscription",2,6,136,4,""
"axon-test-4.12.0","org.axonframework.test.saga",13,21,134,4,""
"axon-messaging-4.12.0","org.axonframework.commandhandling",12,31,127,4,""
"axon-modelling-4.12.0","org.axonframework.modelling.saga.repository",12,15,127,4,""
"axon-messaging-4.12.0","org.axonframework.deadline.annotation",12,5,127,4,""
"axon-messaging-4.12.0","org.axonframework.serialization.upcasting.event",7,12,103,4,""
"axon-eventsourcing-4.12.0","org.axonframework.eventsourcing.eventstore.jpa",7,6,103,4,""
"axon-messaging-4.12.0","org.axonframework.common.lock",9,11,96,4,""
"axon-spring-boot-autoconfigure-4.12.0","org.axonframework.springboot.util",0,9,71,4,""
"axon-messaging-4.12.0","org.axonframework.common",17,27,26,4,""
"axon-server-connector-4.12.0","org.axonframework.axonserver.connector.event.axon",8,32,20,4,""
"axon-server-connector-4.12.0","org.axonframework.axonserver.connector.util",10,30,174,5,""
"axon-messaging-4.12.0","org.axonframework.eventhandling.scheduling.quartz",10,6,174,5,""
"axon-modelling-4.12.0","org.axonframework.modelling.saga",4,33,137,5,""
"axon-messaging-4.12.0","org.axonframework.common",4,27,137,5,""
"axon-messaging-4.12.0","org.axonframework.eventhandling.deadletter.legacyjpa",4,6,137,5,""
"axon-messaging-4.12.0","org.axonframework.monitoring",2,6,136,5,""
"axon-messaging-4.12.0","org.axonframework.tracing",14,18,105,5,""
"axon-messaging-4.12.0","org.axonframework.messaging.interceptors",14,8,105,5,""
"axon-messaging-4.12.0","org.axonframework.serialization.upcasting",7,6,103,5,""
"axon-messaging-4.12.0","org.axonframework.messaging",17,34,26,5,""
"axon-server-connector-4.12.0","org.axonframework.axonserver.connector",17,30,26,5,""
"axon-messaging-4.12.0","org.axonframework.eventhandling",10,99,174,6,""
"axon-messaging-4.12.0","org.axonframework.messaging",3,34,160,6,""
"axon-messaging-4.12.0","org.axonframework.messaging.unitofwork",3,14,160,6,""
"axon-messaging-4.12.0","org.axonframework.eventhandling.tokenstore",4,7,137,6,""
"axon-modelling-4.12.0","org.axonframework.modelling.saga.repository.jpa",4,7,137,6,""
"axon-disruptor-4.12.0","org.axonframework.disruptor.commandhandling",9,22,96,6,""
"axon-eventsourcing-4.12.0","org.axonframework.eventsourcing.eventstore.legacyjpa",11,10,77,6,""
"axon-messaging-4.12.0","org.axonframework.eventhandling",8,99,20,6,""
"axon-modelling-4.12.0","org.axonframework.modelling.saga.repository.jdbc",15,10,7,6,""
"axon-messaging-4.12.0","org.axonframework.serialization.upcasting.event",10,12,174,7,""
"axon-messaging-4.12.0","org.axonframework.eventhandling.deadletter.jpa",4,9,137,7,""
"axon-server-connector-4.12.0","org.axonframework.axonserver.connector.command",13,11,134,7,""
"axon-messaging-4.12.0","org.axonframework.messaging",14,34,105,7,""
"axon-messaging-4.12.0","org.axonframework.common.jdbc",14,18,105,7,""
"axon-spring-boot-autoconfigure-4.12.0","org.axonframework.springboot.autoconfig",10,41,174,8,""
"axon-messaging-4.12.0","org.axonframework.commandhandling.gateway",4,34,137,8,""
"axon-messaging-4.12.0","org.axonframework.messaging.unitofwork",14,14,105,8,""
"axon-messaging-4.12.0","org.axonframework.eventhandling.replay",14,10,105,8,""
"axon-messaging-4.12.0","org.axonframework.eventhandling",7,99,103,8,""
"axon-eventsourcing-4.12.0","org.axonframework.eventsourcing.conflictresolution",7,9,103,8,""
"axon-eventsourcing-4.12.0","org.axonframework.eventsourcing.eventstore",8,30,20,8,""
"axon-spring-boot-autoconfigure-4.12.0","org.axonframework.springboot.autoconfig",3,41,160,9,""
"axon-messaging-4.12.0","org.axonframework.common.jdbc",4,18,137,9,""
"axon-modelling-4.12.0","org.axonframework.modelling.saga.repository",4,15,137,9,""
"axon-spring-boot-autoconfigure-4.12.0","org.axonframework.springboot",2,28,136,9,""
"axon-messaging-4.12.0","org.axonframework.common",12,27,127,9,""
"axon-server-connector-4.12.0","org.axonframework.axonserver.connector.event.axon",7,32,103,9,""
"axon-server-connector-4.12.0","org.axonframework.axonserver.connector.util",0,30,71,9,""
"axon-messaging-4.12.0","org.axonframework.deadline",10,13,174,10,""
"axon-spring-boot-autoconfigure-4.12.0","org.axonframework.springboot",3,28,160,10,""
"axon-server-connector-4.12.0","org.axonframework.axonserver.connector.util",2,30,136,10,""
"axon-messaging-4.12.0","org.axonframework.tracing",2,18,136,10,""
"axon-messaging-4.12.0","org.axonframework.messaging",10,34,174,11,""
"axon-spring-boot-autoconfigure-4.12.0","org.axonframework.springboot.autoconfig",0,41,71,11,""
"axon-server-connector-4.12.0","org.axonframework.axonserver.connector.event.axon",0,32,71,11,""
"axon-modelling-4.12.0","org.axonframework.modelling.command",12,56,127,12,""
"axon-messaging-4.12.0","org.axonframework.eventhandling",14,99,105,13,""
"axon-disruptor-4.12.0","org.axonframework.disruptor.commandhandling",13,22,134,15,""
"axon-server-connector-4.12.0","org.axonframework.axonserver.connector",0,30,71,15,""
"axon-test-4.12.0","org.axonframework.test.saga",16,21,53,15,""
"axon-server-connector-4.12.0","org.axonframework.axonserver.connector.query",2,21,136,16,""
"axon-test-4.12.0","org.axonframework.test.aggregate",9,19,96,16,""
"axon-messaging-4.12.0","org.axonframework.messaging.deadletter",4,19,137,17,""
"axon-eventsourcing-4.12.0","org.axonframework.eventsourcing.eventstore",7,30,103,17,""
"axon-modelling-4.12.0","org.axonframework.modelling.command",13,56,134,19,""
"axon-modelling-4.12.0","org.axonframework.modelling.saga",12,33,127,20,""
"axon-modelling-4.12.0","org.axonframework.modelling.command.inspection",12,26,127,20,""
"axon-modelling-4.12.0","org.axonframework.modelling.command",9,56,96,20,""
"axon-test-4.12.0","org.axonframework.test.matchers",16,24,53,20,""
"axon-messaging-4.12.0","org.axonframework.eventhandling.pooled",11,22,77,21,""
"axon-messaging-4.12.0","org.axonframework.eventhandling",3,99,160,22,""
"axon-messaging-4.12.0","org.axonframework.messaging.annotation",12,54,127,22,""
"axon-messaging-4.12.0","org.axonframework.commandhandling",13,31,134,23,""
"axon-messaging-4.12.0","org.axonframework.commandhandling.distributed",13,26,134,23,""
"axon-messaging-4.12.0","org.axonframework.commandhandling.gateway",13,34,134,25,""
"axon-messaging-4.12.0","org.axonframework.messaging.annotation",14,54,105,28,""
"axon-messaging-4.12.0","org.axonframework.serialization",10,33,174,30,""
"axon-eventsourcing-4.12.0","org.axonframework.eventsourcing",9,41,96,30,""
"axon-messaging-4.12.0","org.axonframework.eventhandling",11,99,77,36,""
"axon-messaging-4.12.0","org.axonframework.queryhandling",2,47,136,41,""
