"name","shortName","louvainId","louvainIntermediateIds","leidenId","leidenIntermediateIds","leidenModularity","weaklyConnectedComponentId","labelPropagationId","kCoreDecompositionValue","maximumKCutId","incomingDependencies","outgoingDependencies","Source Cypher File: Community_Detection/Community_Detection_Summary.cypher"
"org.axonframework.actuator.axonserver.AxonServerStatusAggregator","AxonServerStatusAggregator",0,"308,303,309",0,"308,5,6,7",,0,0,2,65,1,1,""
"org.axonframework.actuator.HealthStatus","HealthStatus",0,"308,303,309",0,"308,5,6,7",,0,0,2,56,2,,""
"org.axonframework.actuator.axonserver.AxonServerHealthIndicator","AxonServerHealthIndicator",0,"308,303,309",0,"308,5,6,7",,0,0,2,46,1,2,""
"org.axonframework.springboot.DistributedCommandBusProperties","DistributedCommandBusProperties",1,"5,6,6",1,"5,325,50,11",,0,2,2,33,1,2,""
"org.axonframework.springboot.DistributedCommandBusProperties$JGroupsProperties","DistributedCommandBusProperties$JGroupsProperties",1,"6,6,6",1,"7,325,50,11",,0,3,2,4,2,1,""
"org.axonframework.springboot.service.connection.PropertiesAxonServerConnectionDetails","PropertiesAxonServerConnectionDetails",0,"9,303,309",0,"1385,5,6,7",,0,4,2,95,1,2,""
"org.axonframework.springboot.service.connection.AxonServerDockerComposeConnectionDetailsFactory","AxonServerDockerComposeConnectionDetailsFactory",0,"9,303,309",0,"1385,5,6,7",,0,4,1,61,,1,""
"org.axonframework.springboot.service.connection.AxonServerTestContainerConnectionDetailsFactory$AxonServerContainerConnectionDetails","AxonServerTestContainerConnectionDetailsFactory$AxonServerContainerConnectionDetails",0,"13,303,309",0,"13,5,6,7",,0,5,2,68,1,2,""
"org.axonframework.springboot.service.connection.AxonServerTestContainerConnectionDetailsFactory","AxonServerTestContainerConnectionDetailsFactory",0,"13,303,309",0,"13,5,6,7",,0,5,2,55,,3,""
"org.axonframework.springboot.TracingProperties$CommandBusProperties","TracingProperties$CommandBusProperties",2,"267,475,220",2,"267,10,3,30",,0,6,2,75,2,,""
"org.axonframework.springboot.MetricsProperties$Micrometer","MetricsProperties$Micrometer",3,"274,303,309",3,"274,3,51,12",,0,7,2,24,2,,""
"org.axonframework.springboot.TokenStoreProperties","TokenStoreProperties",4,"1246,148,680",4,"1246,275,28,13",,0,1,3,36,3,,""
"org.axonframework.springboot.SerializerProperties","SerializerProperties",5,"31,286,286",3,"31,6,24,8",,0,8,3,58,4,1,""
"org.axonframework.springboot.TagsConfigurationProperties","TagsConfigurationProperties",0,"9,303,309",0,"1385,5,6,7",,0,4,5,0,4,1,""
"org.axonframework.springboot.TimeoutProperties$MessageHandlerTimeoutProperties","TimeoutProperties$MessageHandlerTimeoutProperties",6,"23,215,427",5,"23,332,37,24",,0,9,3,48,2,2,""
"org.axonframework.springboot.TracingProperties$SagaManagerProperties","TracingProperties$SagaManagerProperties",2,"267,475,220",2,"267,10,3,30",,0,6,2,14,2,,""
"org.axonframework.springboot.TracingProperties$EventProcessorProperties","TracingProperties$EventProcessorProperties",2,"267,475,220",2,"267,10,3,30",,0,6,2,17,2,,""
"org.axonframework.springboot.autoconfig.UpdateCheckerAutoConfiguration$TestEnvironmentCondition","UpdateCheckerAutoConfiguration$TestEnvironmentCondition",7,"616,1365,1365",6,"280,226,5,33",,0,10,2,43,1,1,""
"org.axonframework.springboot.autoconfig.legacyjpa.JpaJavaxEventStoreAutoConfiguration","JpaJavaxEventStoreAutoConfiguration",8,"553,571,428",7,"553,33,22,15",,0,11,10,48,,16,""
"org.axonframework.springboot.autoconfig.legacyjpa.JpaJavaxAutoConfiguration","JpaJavaxAutoConfiguration",4,"1246,148,680",4,"1246,275,28,13",,0,12,9,1,1,22,""
"org.axonframework.springboot.autoconfig.JpaAutoConfiguration","JpaAutoConfiguration",4,"1246,148,680",4,"1246,275,28,13",,0,1,9,17,4,20,""
"org.axonframework.springboot.autoconfig.AxonServerAutoConfiguration$DefaultConnectionManagerConfiguration","AxonServerAutoConfiguration$DefaultConnectionManagerConfiguration",0,"9,303,309",0,"1385,5,6,7",,0,4,5,12,1,5,""
"org.axonframework.springboot.autoconfig.AxonTimeoutAutoConfiguration","AxonTimeoutAutoConfiguration",6,"23,215,427",5,"23,332,37,24",,0,9,3,65,,5,""
"org.axonframework.springboot.autoconfig.AvroSerializerAutoConfiguration","AvroSerializerAutoConfiguration",14,"78,79,79",0,"78,312,62,9",,0,23,2,75,,3,""
"org.axonframework.springboot.autoconfig.AvroSerializerAutoConfiguration$OnMissingDefaultSchemaStoreCondition","AvroSerializerAutoConfiguration$OnMissingDefaultSchemaStoreCondition",14,"79,79,79",0,"80,312,62,9",,0,23,2,2,2,1,""
"org.axonframework.springboot.autoconfig.AxonDbSchedulerAutoConfiguration","AxonDbSchedulerAutoConfiguration",2,"92,92,92",10,"94,120,12,27",,0,16,10,0,,17,""
"org.axonframework.springboot.autoconfig.XStreamAutoConfiguration$XStreamConfiguredCondition$EventsXStreamCondition","XStreamAutoConfiguration$XStreamConfiguredCondition$EventsXStreamCondition",3,"96,40,92",10,"96,310,58,6",,0,24,2,70,1,1,""
"org.axonframework.springboot.autoconfig.AxonAutoConfiguration$1","AxonAutoConfiguration$1",5,"31,286,286",3,"31,6,24,8",,0,8,3,13,1,2,""
"org.axonframework.springboot.autoconfig.XStreamAutoConfiguration$XStreamConfiguredCondition$GeneralDefaultCondition","XStreamAutoConfiguration$XStreamConfiguredCondition$GeneralDefaultCondition",3,"96,40,92",10,"96,310,58,6",,0,24,2,44,1,1,""
"org.axonframework.springboot.autoconfig.XStreamAutoConfiguration$XStreamConfiguredCondition$MessagesXStreamCondition","XStreamAutoConfiguration$XStreamConfiguredCondition$MessagesXStreamCondition",3,"96,40,92",10,"96,310,58,6",,0,24,2,26,1,1,""
