"localClusteringCoefficient","memberCount","memberNameExamples","Source Cypher File: Community_Detection/Community_Detection_10d_LocalClusteringCoefficient_Stream_Aggregated.cypher"
1,187,"org.axonframework.springboot.TracingProperties$CommandBusProperties,org.axonframework.springboot.MetricsProperties$Micrometer,org.axonframework.springboot.TokenStoreProperties,org.axonframework.springboot.TracingProperties$SagaManagerProperties,org.axonframework.springboot.TracingProperties$EventProcessorProperties,org.axonframework.springboot.util.legacyjpa.ContainerManagedEntityManagerProvider,org.axonframework.springboot.util.jpa.ContainerManagedEntityManagerProvider,org.axonframework.eventhandling.scheduling.dbscheduler.DbSchedulerBinaryEventData,org.axonframework.springboot.autoconfig.AxonAutoConfiguration$1",""
0.9,8,"org.axonframework.messaging.annotation.ClasspathHandlerEnhancerDefinition,org.axonframework.eventsourcing.eventstore.EmbeddedEventStore$1,org.axonframework.eventsourcing.eventstore.legacyjpa.EmbeddedEventStore$1,org.axonframework.commandhandling.distributed.commandfilter.CommandNameFilter,org.axonframework.eventhandling.deadletter.jdbc.DeadLetterJdbcConverter,org.axonframework.eventhandling.pooled.WorkPackage$ProcessingEntry,org.axonframework.axonserver.connector.event.axon.PersistentStreamConnection$SegmentConnection$RetryState,org.axonframework.axonserver.connector.event.axon.PersistentStreamConnection$SegmentConnection$ProcessingState",""
0.87,1,"org.axonframework.queryhandling.GenericSubscriptionQueryMessage",""
0.86,2,"org.axonframework.config.MessageMonitorFactory,org.axonframework.modelling.command.inspection.AnnotatedAggregate$LazyIdentifierDomainEventMessage",""
0.83,20,"org.axonframework.axonserver.connector.event.axon.DefaultPersistentStreamMessageSourceFactory,org.axonframework.test.matchers.AllFieldsFilter,org.axonframework.test.saga.WhenAggregateEventPublisher,org.axonframework.test.saga.GivenAggregateEventPublisher,org.axonframework.eventhandling.DirectEventProcessingStrategy,org.axonframework.config.EventProcessingModule$InstanceProcessingGroupSelector,org.axonframework.config.EventProcessingModule$TypeProcessingGroupSelector,org.axonframework.config.EventProcessingModule$ProcessingGroupSelector,org.axonframework.config.EventProcessingModule$InstanceToTypeProcessingGroupSelectorAdapter",""
0.81,1,"org.axonframework.eventsourcing.eventstore.legacyjpa.EmbeddedEventStore$EventProducer",""
0.8,7,"org.axonframework.test.saga.SagaTestFixture$StubAwareCommandGatewayFactory$Builder,org.axonframework.test.aggregate.AggregateTestFixture$DefaultRepositoryProvider,org.axonframework.config.EventProcessingModule$1,org.axonframework.commandhandling.gateway.CommandGatewayFactory$CompositeCallback,org.axonframework.messaging.deadletter.ShouldEnqueue,org.axonframework.eventhandling.pooled.WorkPackage$EventFilter,org.axonframework.eventhandling.pooled.Coordinator$EventFilter",""
0.76,3,"org.axonframework.eventsourcing.eventstore.EmbeddedEventStore$Node,org.axonframework.eventsourcing.eventstore.EmbeddedEventStore$EventProducer,org.axonframework.eventsourcing.eventstore.legacyjpa.EmbeddedEventStore$Node",""
0.73,3,"org.axonframework.springboot.EventProcessorProperties$ProcessorSettings,org.axonframework.commandhandling.AsynchronousCommandBus,org.axonframework.commandhandling.distributed.commandfilter.DenyCommandNameFilter",""
0.71,1,"org.axonframework.queryhandling.DefaultQueryUpdateEmitterSpanFactory$Builder",""
