"artifactName","dependencyTypeIsInterface","artifactDependencies","artifactDependencyPackages","dependentPackagesRate","minPackageSpread","maxPackageSpread","avgPackageSpread","stdPackageSpread","per5PackageSpread","minPackageCount","maxPackageCount","avgPackageCount","stdPackageCount","per5PackageCount","minTypeSpread","maxTypeSpread","avgTypeSpread","stdTypeSpread","per5TypeSpread","Source Cypher File: Artifact_Dependencies/Usage_and_spread_of_internal_artifact_dependents.cypher"
"axon-eventsourcing-4.11.0",false,2,14,72.22222222222221,44.44444444444444,100,72.22222222222223,39.2837100659193,44.44444444444444,4,9,6.5,3.5355339059327378,4,9.022556390977442,33.08270676691729,21.052631578947366,17.013095487195127,9.022556390977442,""
"axon-eventsourcing-4.11.0",true,1,17,100,100,100,100,0,100,9,9,9,0,9,56.39097744360902,56.39097744360902,56.39097744360902,0,56.39097744360902,""
"axon-modelling-4.11.0",false,1,14,90,90,90,90,0,90,9,9,9,0,9,50,50,50,0,50,""
"axon-modelling-4.11.0",true,1,15,90,90,90,90,0,90,9,9,9,0,9,56.9620253164557,56.9620253164557,56.9620253164557,0,56.9620253164557,""
"axon-server-connector-4.11.0",false,3,23,33.333333333333336,18.181818181818183,63.63636363636364,33.33333333333333,26.243194054073896,18.181818181818183,2,7,3.6666666666666665,2.8867513459481287,2,2.112676056338028,33.098591549295776,12.910798122065728,17.497319393036832,3.52112676056338,""
"axon-server-connector-4.11.0",true,2,20,54.54545454545455,36.36363636363637,72.72727272727273,54.54545454545455,25.712973861329,36.36363636363637,4,8,6,2.8284271247461903,4,7.746478873239436,42.25352112676056,25,24.40016357615551,7.746478873239436,""
"axon-spring-boot-autoconfigure-4.11.0",true,4,30,33.33333333333333,22.22222222222222,55.55555555555556,33.333333333333336,15.713484026367723,22.22222222222222,2,5,3,1.4142135623730951,2,5.6818181818181825,23.863636363636367,13.920454545454547,9.061267965080068,6.818181818181818,""
"axon-spring-boot-autoconfigure-4.11.0",false,5,47,26.666666666666668,22.22222222222222,33.33333333333333,26.666666666666664,6.085806194501844,22.22222222222222,2,3,2.4,0.5477225575051661,2,4.545454545454546,17.045454545454547,9.090909090909092,4.753750150761793,7.954545454545455,""
"axon-test-4.11.0",true,2,13,56.25,25,87.5,56.25,44.19417382415922,25,2,7,4.5,3.5355339059327378,2,13.793103448275861,40.229885057471265,27.01149425287356,18.69362754860988,13.793103448275861,""
"axon-test-4.11.0",false,2,13,68.75,37.5,100,68.75,44.19417382415922,37.5,3,8,5.5,3.5355339059327378,3,12.643678160919539,33.33333333333333,22.988505747126432,14.629795472825121,12.643678160919539,""
