"sourceProject","sourceScan","sourceRootProject","isDifferentTargetProject","isDifferentTargetScan","isDifferentTargetRootProject","distance","distanceTotalPairCount","distanceTotalSourceCount","distanceTotalTargetCount","pairCount","sourceNodeCount","targetNodeCount","examples","exampleProjects","exampleScans","Source Cypher File: domains/internal-dependencies/queries/path-finding/Path_Finding_5_All_pairs_shortest_path_distribution_per_project.cypher"
,,,,,,1,11,6,4,11,6,4,"/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/./source/react-router-7.13.2/packages/react-router-serve/package.json -> /home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/./source/react-router-7.13.2/packages/react-router-express/package.json,/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/./source/react-router-7.13.2/packages/react-router-express/package.json -> /home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/./source/react-router-7.13.2/packages/react-router-node/package.json,/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/./source/react-router-7.13.2/packages/react-router-dev/package.json -> /home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/./source/react-router-7.13.2/packages/react-router-node/package.json,/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/./source/react-router-7.13.2/packages/react-router-serve/package.json -> /home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/./source/react-router-7.13.2/packages/react-router-node/package.json","","",""
,,,,,,2,1,1,1,1,1,1,"/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/./source/react-router-7.13.2/packages/react-router-dev/package.json -> /home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/./source/react-router-7.13.2/packages/react-router-express/package.json","","",""
