"dependencyName","usingPackageCount","dependencyVersionCount","packageNameExamples","dependencyVersionExamples","packageDirectory","Source Cypher File: External_Dependencies/Package_json_dependencies_occurrence.cypher"
"@testing-library/jest-dom",1,0,"@remix-run/react-router","","react-router-6.30.1",""
"babel-eslint",1,0,"@remix-run/react-router","","react-router-6.30.1",""
"rollup",1,0,"@remix-run/react-router","","react-router-6.30.1",""
"@changesets/cli",1,0,"@remix-run/react-router","","react-router-6.30.1",""
"jest-environment-jsdom",1,0,"@remix-run/react-router","","react-router-6.30.1",""
"typescript",1,0,"@remix-run/react-router","","react-router-6.30.1",""
"type-fest",1,0,"@remix-run/react-router","","react-router-6.30.1",""
"@types/react-test-renderer",1,0,"@remix-run/react-router","","react-router-6.30.1",""
"@octokit/graphql",1,0,"@remix-run/react-router","","react-router-6.30.1",""
"@types/semver",1,0,"@remix-run/react-router","","react-router-6.30.1",""
"chalk",1,0,"@remix-run/react-router","","react-router-6.30.1",""
"@octokit/rest",1,0,"@remix-run/react-router","","react-router-6.30.1",""
"@babel/preset-react",1,0,"@remix-run/react-router","","react-router-6.30.1",""
"@rollup/plugin-babel",1,0,"@remix-run/react-router","","react-router-6.30.1",""
"@testing-library/react",1,0,"@remix-run/react-router","","react-router-6.30.1",""
"@babel/preset-typescript",1,0,"@remix-run/react-router","","react-router-6.30.1",""
"@manypkg/get-packages",1,0,"@remix-run/react-router","","react-router-6.30.1",""
"@remix-run/web-fetch",1,0,"@remix-run/react-router","","react-router-6.30.1",""
"@octokit/plugin-paginate-rest",1,0,"@remix-run/react-router","","react-router-6.30.1",""
"@types/react-native",1,0,"@remix-run/react-router","","react-router-6.30.1",""
"abort-controller",1,0,"@remix-run/react-router","","react-router-6.30.1",""
"eslint-plugin-flowtype",1,0,"@remix-run/react-router","","react-router-6.30.1",""
"@ampproject/filesize",1,0,"@remix-run/react-router","","react-router-6.30.1",""
"unified",1,0,"@remix-run/react-router","","react-router-6.30.1",""
"eslint-plugin-react",1,0,"@remix-run/react-router","","react-router-6.30.1",""
"@types/jest",1,0,"@remix-run/react-router","","react-router-6.30.1",""
"remark-parse",1,0,"@remix-run/react-router","","react-router-6.30.1",""
"remark-gfm",1,0,"@remix-run/react-router","","react-router-6.30.1",""
"eslint-plugin-import",1,0,"@remix-run/react-router","","react-router-6.30.1",""
"eslint",1,0,"@remix-run/react-router","","react-router-6.30.1",""
"@typescript-eslint/eslint-plugin",1,0,"@remix-run/react-router","","react-router-6.30.1",""
"@rollup/plugin-typescript",1,0,"@remix-run/react-router","","react-router-6.30.1",""
"eslint-config-react-app",1,0,"@remix-run/react-router","","react-router-6.30.1",""
"unist-util-remove",1,0,"@remix-run/react-router","","react-router-6.30.1",""
"babel-jest",1,0,"@remix-run/react-router","","react-router-6.30.1",""
"semver",1,0,"@remix-run/react-router","","react-router-6.30.1",""
"@types/react",1,0,"@remix-run/react-router","","react-router-6.30.1",""
"fs-extra",1,0,"@remix-run/react-router","","react-router-6.30.1",""
"@ungap/url-search-params",1,0,"react-router-native","","react-router-6.30.1/packages/react-router-native",""
