"internalModuleName","externalModuleName","numberOfExternalDeclarationCaller","numberOfExternalDeclarationCalls","numberOfAllElementsInInternalModule","numberOfAllExternalDeclarationsUsedInInternalModule","numberOfAllExternalModulesUsedInInternalModule","externalDeclarationRate","externalDeclarationNames","Source Cypher File: External_Dependencies/External_module_usage_per_internal_module_sorted_for_Typescript.cypher"
"server","@remix-run/router",37,40,6,29,2,483.33333333333337,"Action,Action.Pop,Router.future,RouterState.historyAction,RouterState.location,FutureConfig.v7_relativeSplatPath,StaticHandlerContext.errors,Router.routes,StaticHandlerContext.loaderData,UNSAFE_invariant,StaticHandlerContext.actionData,StaticHandlerContext.basename,UNSAFE_mapRouteProperties,RouteObject,StaticHandler,createStaticHandler,UNSAFE_convertRoutesToDataRoutes,IDLE_NAVIGATION,StaticHandlerContext.matches,StaticHandlerContext.location,StaticHandlerContext,IDLE_BLOCKER,RevalidationState,AgnosticDataRouteObject.id,AgnosticDataRouteMatch.route,Router,IDLE_FETCHER",""
"server","@types/react",3,3,6,29,2,483.33333333333337,"React.JSX.Element,React.ReactNode",""
"react-router-dom","@remix-run/router",141,201,63,117,2,185.7142857142857,"HashHistory,HashHistory.location,HashHistory.listen,UNSAFE_logV6DeprecationWarnings,createHashHistory,HashHistory.action,UNSAFE_NavigationContext,HTMLFormMethod,Router.fetch,Router.navigate,FormEncType,UNSAFE_useRouteId,createRouter,RouteObject,UNSAFE_mapRouteProperties,createBrowserHistory,Router.initialize,Router,UNSAFE_warning,useHref,stripBasename,useNavigation,Location.hash,Location.pathname,Navigation.state,useMatches,useLocation,GetScrollRestorationKeyFunction,Router.enableScrollRestoration,Location.key,BrowserHistory.action,BrowserHistory,BrowserHistory.location,BrowserHistory.listen,NavigateOptions,JsonObject,JsonValue,To,matchPath,useResolvedPath,Path.pathname,UNSAFE_invariant,RouterState.initialized,Router.createHref,RouterState.historyAction,Router.window,ViewTransitionOpts.nextLocation,RouterState.fetchers,FutureConfig.v7_relativeSplatPath,ViewTransitionOpts.currentLocation,RouterProviderProps,FutureConfig.v7_partialHydration,Router.subscribe,RouterProps,RouterSubscriber,Router.future,Router.encodeLocation,Router.state,RouterState,Router.basename,Router.routes,RouterState.location,Fetcher.data,useBlocker,BlockerBlocked.reset,BlockerFunction,BlockerBlocked.proceed,Blocker.state,History.location,History.action,History.listen,RouterState.navigation,UNSAFE_DataRouterStateContext,Navigation.location,Navigator.encodeLocation,FutureConfig,History,HTMLFormMethod.toLowerCase,UNSAFE_RouteContext,joinPaths,Location.search,RouteMatch.route,RouteContextObject.matches,RouteObject.index,createPath,Router.getFetcher,RouteObject.id,IDLE_FETCHER,Router.deleteFetcher,useNavigate",""
"react-router-dom","@types/react",83,128,63,117,2,185.7142857142857,"React.useCallback,React.useEffect,React.useState,React.useRef,React.MutableRefObject.current,React.JSX.Element,React.useLayoutEffect,React.useContext,React.ReactNode,React.RefAttributes,React.ForwardRefExoticComponent,React.MouseEvent.defaultPrevented,React.forwardRef,React.createContext,React.Context,React.useMemo,React.ReactElement,React.FormEvent.currentTarget,React.ForwardedRef,React.FormEvent.defaultPrevented,React.FormEvent.preventDefault,React.CSSProperties,React.ReactPortal,React.ForwardRefExoticComponent.displayName,React.MouseEvent,React.MouseEvent.preventDefault,React.AnchorHTMLAttributes",""
"react-router-native","@types/react-native",11,14,17,24,4,141.1764705882353,"Linking,LinkingStatic.removeEventListener,LinkingStatic.getInitialURL,LinkingStatic.addEventListener,BackHandlerStatic.removeEventListener,BackHandlerStatic.addEventListener,BackHandler,GestureResponderEvent,TouchableHighlightProps,GestureResponderEvent.defaultPrevented",""
"react-router-native","@remix-run/router",9,10,17,24,4,141.1764705882353,"useNavigate,MemoryRouterProps,NavigateOptions,Location.search,useLocation,To",""
"react-router-native","@types/react",9,14,17,24,4,141.1764705882353,"React.useEffect,React.JSX.Element,React.useRef,React.MutableRefObject.current,React.useCallback,React.useMemo,React.ReactNode",""
"react-router-native","@ungap/url-search-params",2,4,17,24,4,141.1764705882353,"url-search-params",""
"react-router","@remix-run/router",8,10,7,9,2,128.57142857142858,"InitialEntry,createRouter,Router.initialize,Router,DataStrategyFunction,createMemoryHistory,UNSAFE_warning,AgnosticPatchRoutesOnNavigationFunctionArgs",""
"react-router","@types/react",1,3,7,9,2,128.57142857142858,"React.createElement",""
