"artifactName","packageName","typeName","sumEffectiveLinesOfMethodCode","maxEffectiveLinesOfMethodCode","methodWithMaxEffectiveLinesOfMethodCode","maxCyclomaticComplexity","methodWithMaxCyclomaticComplexity","Source Cypher File: Overview/Effective_lines_of_method_code_per_type.cypher"
"axon-server-connector-5.0.1","org.axonframework.axonserver.connector","AxonServerConnectionManager$Builder",76,42,"build",12,"build",""
"axon-common-5.0.1","org.axonframework.common.configuration","DefaultAxonApplication$AxonConfigurationImpl",75,26,"invokeLifecycleHandlers",7,"invokeLifecycleHandlers",""
"axon-messaging-5.0.1","org.axonframework.messaging.eventhandling.processing.streaming.token","GapAwareTrackingToken",74,10,"advanceTo",7,"covers",""
"axon-common-5.0.1","org.axonframework.common.jdbc","JdbcUtils",74,15,"executeQuery",6,"executeQuery",""
"axon-test-5.0.1","org.axonframework.test.server","AxonServerContainer",73,14,"equals",12,"equals",""
"axon-messaging-5.0.1","org.axonframework.messaging.eventhandling.processing.streaming.segmenting","TrackerStatus",73,19,"split",8,"equals",""
"axon-server-connector-5.0.1","org.axonframework.axonserver.connector.command","CommandConverter",72,20,"convertResultMessage",5,"convertResultMessage",""
"axon-messaging-5.0.1","org.axonframework.messaging.eventhandling.processing.streaming.token","ReplayToken",72,12,"advancedTo",7,"equals",""
"axon-eventsourcing-5.0.1","org.axonframework.eventsourcing","EventSourcingRepository",72,10,"<init>",4,"createEntityIfNullFromLoad",""
"axon-eventsourcing-5.0.1","org.axonframework.eventsourcing.eventstore.jpa","SQLErrorCodesResolver",71,16,"loadKeyViolationCodes",8,"loadKeyViolationCodes",""
"axon-eventsourcing-5.0.1","org.axonframework.eventsourcing.configuration","SimpleEventSourcedEntityModule",71,8,"lambda$registerComponents$1",2,"lambda$registerComponents$1",""
"axon-eventsourcing-5.0.1","org.axonframework.eventsourcing.eventstore.inmemory","InMemoryEventStorageEngine",70,12,"tokenAt",3,"firstToken",""
"axon-server-connector-5.0.1","org.axonframework.axonserver.connector.command","AxonServerCommandBusConnector",69,12,"handle",2,"dispatch",""
"axon-modelling-5.0.1","org.axonframework.modelling.configuration","SimpleStateBasedEntityModule",69,6,"registerCommandHandlingComponentIfModelIsPresent",3,"validate",""
"axon-messaging-5.0.1","org.axonframework.messaging.eventhandling.annotation","MethodSequencingPolicyEventHandlerDefinition$SequencingPolicyEventMessageHandlingMember",69,15,"parseParameters",58,"parseParameter",""
"axon-modelling-5.0.1","org.axonframework.modelling.repository","AccessSerializingRepository",68,17,"awaitTurn",3,"awaitTurn",""
"axon-messaging-5.0.1","org.axonframework.messaging.eventhandling.processing.subscribing","SubscribingEventProcessorModule",68,7,"registerEventProcessor",2,"registerEventHandlingComponents",""
"axon-common-5.0.1","org.axonframework.common.annotation","AnnotationUtils",68,12,"findAnnotationAttributes",8,"collectAttributes",""
"axon-common-5.0.1","org.axonframework.common.infra","JacksonComponentDescriptor",67,12,"describeProperty",4,"describeObject",""
"axon-eventsourcing-5.0.1","org.axonframework.eventsourcing.eventstore","DefaultEventStoreTransaction",67,9,"<init>",3,"lambda$updateAppendPosition$4",""
"axon-update-5.0.1","org.axonframework.update.api","UpdateCheckResponse",65,21,"fromRequest",17,"fromRequest",""
"axon-messaging-5.0.1","org.axonframework.messaging.eventhandling.configuration","EventProcessorConfiguration",64,16,"<init>",1,"streaming",""
"axon-messaging-5.0.1","org.axonframework.messaging.core","Metadata",64,7,"mergedWith",4,"from",""
"axon-conversion-5.0.1","org.axonframework.conversion","ChainingContentTypeConverter",64,16,"convert",7,"convert",""
"axon-modelling-5.0.1","org.axonframework.modelling.entity.child","FieldChildEntityFieldDefinition",62,13,"evolveParentBasedOnChildInput",8,"evolveParentBasedOnChildInput",""
"axon-messaging-5.0.1","org.axonframework.messaging.queryhandling.gateway","DefaultQueryGateway",62,8,"query",3,"asQueryMessage",""
"axon-common-5.0.1","org.axonframework.common.infra","FilesystemStyleComponentDescriptor$TreeRenderer",62,11,"renderMap",7,"renderProperty",""
"axon-messaging-5.0.1","org.axonframework.messaging.core.interception","DefaultDispatchInterceptorRegistry",61,8,"resolveInterceptors",4,"resolveInterceptors",""
"axon-update-5.0.1","org.axonframework.update","UpdateChecker",61,18,"run",6,"start",""
"axon-test-5.0.1","org.axonframework.test.matchers","DeepEqualsMatcher",60,21,"matchingFields",8,"matchingFields",""
"axon-conversion-5.0.1","org.axonframework.conversion.avro","AvroUtil",60,15,"fingerprint",8,"fingerprint",""
"axon-spring-boot-autoconfigure-5.0.1","org.axonframework.extension.springboot.autoconfig","ConverterAutoConfiguration",59,29,"buildConverter",9,"buildConverter",""
"axon-modelling-5.0.1","org.axonframework.modelling.entity","PolymorphicEntityMetamodel",59,17,"<init>",6,"handleCreate",""
"axon-server-connector-5.0.1","org.axonframework.axonserver.connector.query","AxonServerQueryBusConnector",58,10,"<init>",3,"disconnect",""
"axon-messaging-5.0.1","org.axonframework.messaging.tracing","Span",58,9,"runConsumer",4,"runConsumer",""
"axon-conversion-5.0.1","org.axonframework.conversion.avro","SpecificRecordBaseConverterStrategy",57,19,"convertFromSingleObjectEncoded",9,"convertFromSingleObjectEncoded",""
"axon-test-5.0.1","org.axonframework.test.fixture","AxonTestThenCommand",55,13,"resultMessagePayload",3,"exceptionSatisfies",""
"axon-tracing-opentelemetry-5.0.1","org.axonframework.extension.tracing.opentelemetry","OpenTelemetrySpanFactory",55,9,"createHandlerSpan",2,"formatName",""
"axon-modelling-5.0.1","org.axonframework.modelling","SimpleStateManager",55,9,"loadManagedEntity",4,"lambda$loadManagedEntity$4",""
"axon-messaging-5.0.1","org.axonframework.messaging.queryhandling","SimpleQueryUpdateEmitter",55,6,"<init>",3,"asUpdateMessage",""
"axon-messaging-5.0.1","org.axonframework.messaging.core","DelayedMessageStream",55,11,"createSingle",6,"error",""
"axon-messaging-5.0.1","org.axonframework.messaging.core.interception","DefaultHandlerInterceptorRegistry",55,8,"resolveInterceptors",4,"resolveInterceptors",""
"axon-update-5.0.1","org.axonframework.update","LoggingUpdateCheckerReporter",55,14,"report",6,"report",""
"axon-common-5.0.1","org.axonframework.common.configuration","DefaultComponentRegistry$LocalConfiguration",55,11,"getComponents",5,"fromFactory",""
"axon-eventsourcing-5.0.1","org.axonframework.eventsourcing.eventstore","ContinuousMessageStream",55,10,"peek",6,"peek",""
"axon-test-5.0.1","org.axonframework.test.fixture","AxonTestGiven",54,8,"<init>",2,"command",""
"axon-test-5.0.1","org.axonframework.test.fixture","AxonTestWhen",54,8,"<init>",2,"command",""
"axon-messaging-5.0.1","org.axonframework.messaging.eventhandling.processing.streaming.token.store.inmemory","InMemoryTokenStore",54,8,"lambda$initializeTokenSegments$0",4,"fetchToken",""
"axon-messaging-5.0.1","org.axonframework.messaging.eventhandling.processing.subscribing","SubscribingEventProcessor",54,11,"process",6,"process",""
"axon-messaging-5.0.1","org.axonframework.messaging.core.unitofwork","ResourceOverridingProcessingContext",53,5,"<init>",3,"containsResource",""
"axon-messaging-5.0.1","org.axonframework.messaging.commandhandling","SimpleCommandBus",52,14,"handle",4,"subscribe",""
"axon-messaging-5.0.1","org.axonframework.messaging.eventhandling.processing.streaming.pooled","MergeTask",52,10,"task",2,"task",""
"axon-eventsourcing-5.0.1","org.axonframework.eventsourcing.annotation","AnnotationBasedEventCriteriaResolver",52,21,"<init>",2,"<init>",""
"axon-eventsourcing-5.0.1","org.axonframework.eventsourcing.annotation.reflection","AnnotationBasedEventSourcedEntityFactory$ScannedEntityCreator",52,9,"<init>",7,"constructEntityWithArguments",""
"axon-eventsourcing-5.0.1","org.axonframework.eventsourcing.configuration","AnnotatedEventSourcedEntityModule",52,11,"buildMetaModel",2,"buildMetaModel",""
"axon-test-5.0.1","org.axonframework.test.fixture","CommandValidator",51,26,"assertDispatchedEqualTo",9,"assertDispatchedEqualTo",""
"axon-messaging-5.0.1","org.axonframework.messaging.eventhandling.processing.streaming.pooled","Coordinator$Builder",51,10,"<init>",1,"clock",""
"axon-messaging-5.0.1","org.axonframework.messaging.eventhandling.processing.streaming.segmenting","Segment",51,10,"splitBalanced",6,"equals",""
"axon-conversion-5.0.1","org.axonframework.conversion.json","JacksonConverter",51,29,"convert",17,"convert",""
"axon-server-connector-5.0.1","org.axonframework.axonserver.connector.query","FlowControlledResponseSender",50,16,"sendResponses",6,"responseSendingLoop",""
"axon-update-5.0.1","org.axonframework.update.configuration","PropertyFileUsagePropertyProvider",50,17,"load",7,"load",""
"axon-server-connector-5.0.1","org.axonframework.axonserver.connector.util","PriorityExecutorService",48,6,"lambda$submit$0",2,"createPriorityRunnable",""
"axon-server-connector-5.0.1","org.axonframework.axonserver.connector.event","AxonServerEventStorageEngine",48,8,"appendEvents",2,"stream",""
"axon-messaging-5.0.1","org.axonframework.messaging.commandhandling.annotation","AnnotationRoutingStrategy",48,11,"createLegacyResolver",6,"getRoutingKey",""
"axon-messaging-5.0.1","org.axonframework.messaging.eventhandling.processing.streaming.pooled","SplitTask",47,9,"<init>",2,"task",""
"axon-spring-boot-autoconfigure-5.0.1","org.axonframework.extension.springboot","EventProcessorProperties$ProcessorSettings",46,9,"<init>",2,"processorMode",""
"axon-update-5.0.1","org.axonframework.update.detection","TestEnvironmentDetector",46,41,"isTestClass",41,"isTestClass",""
"axon-server-connector-5.0.1","org.axonframework.axonserver.connector","TopologyChange",45,13,"<init>",9,"mapToType",""
"axon-server-connector-5.0.1","org.axonframework.axonserver.connector.event","EventProcessorControlService$AxonProcessorInstructionHandler",44,8,"mergeSegment",4,"mergeSegment",""
"axon-spring-boot-autoconfigure-5.0.1","org.axonframework.extension.springboot.autoconfig","InterceptorAutoConfiguration",44,17,"registerHandlerInterceptors",9,"registerHandlerInterceptors",""
"axon-spring-boot-autoconfigure-5.0.1","org.axonframework.extension.springboot.autoconfig","AxonServerAutoConfiguration",44,7,"topologyChangeListenerConfigurerModule",3,"clientName",""
"axon-modelling-5.0.1","org.axonframework.modelling.annotation","AnnotationBasedEntityEvolvingComponent",44,21,"evolve",5,"evolve",""
"axon-modelling-5.0.1","org.axonframework.modelling.repository","SimpleRepository",44,9,"persist",2,"persist",""
"axon-messaging-5.0.1","org.axonframework.messaging.monitoring.configuration","DefaultMessageMonitorRegistry",44,7,"resolveMonitor",5,"resolveMonitor",""
"axon-messaging-5.0.1","org.axonframework.messaging.commandhandling","SimpleCommandHandlingComponent",44,18,"handle",4,"subscribe",""
"axon-messaging-5.0.1","org.axonframework.messaging.eventhandling","SimpleEventHandlingComponent",44,11,"handle",4,"handle",""
"axon-eventsourcing-5.0.1","org.axonframework.eventsourcing.eventstore","StorageEngineBackedEventStore",44,13,"publish",3,"publish",""
"axon-tracing-opentelemetry-5.0.1","org.axonframework.extension.tracing.opentelemetry","OpenTelemetrySpan",43,12,"end",4,"end",""
"axon-messaging-5.0.1","org.axonframework.messaging.eventhandling.annotation","AnnotatedEventHandlingComponent",43,9,"registerHandler",1,"lambda$interceptedEventHandler$2",""
"axon-messaging-5.0.1","org.axonframework.messaging.eventhandling.processing.streaming.token.store.jdbc","JdbcTokenEntry",43,8,"<init>",4,"mayClaim",""
"axon-messaging-5.0.1","org.axonframework.messaging.eventhandling.processing.streaming.pooled","PooledStreamingEventProcessorsConfigurer",43,5,"<init>",1,"defaultProcessor",""
"axon-messaging-5.0.1","org.axonframework.messaging.core","MessageStream",43,3,"just",2,"just",""
"axon-eventsourcing-5.0.1","org.axonframework.eventsourcing.annotation","AnnotationBasedEventCriteriaResolver$WrappedEventCriteriaBuilderMethod",43,30,"<init>",11,"<init>",""
"axon-eventsourcing-5.0.1","org.axonframework.eventsourcing.eventstore.inmemory","InMemoryEventStorageEngine$MapBackedMessageStream",43,14,"next",5,"next",""
"axon-server-connector-5.0.1","org.axonframework.axonserver.connector.event","EventProcessorInfoUtils",42,17,"describeStreaming",2,"buildSegmentStatus",""
"axon-messaging-5.0.1","org.axonframework.messaging.commandhandling.gateway","CommandResult",42,7,"lambda$resultAs$0",6,"rethrowUnwrappedExecutionException",""
"axon-messaging-5.0.1","org.axonframework.messaging.core","FluxMessageStream",42,10,"<init>",4,"next",""
"axon-common-5.0.1","org.axonframework.common.lock","PessimisticLockFactory$DisposableLock",42,17,"lock",10,"lock",""
"axon-messaging-5.0.1","org.axonframework.messaging.commandhandling.annotation","AnnotatedCommandHandlingComponent",41,10,"<init>",2,"lambda$registerHandler$0",""
"axon-messaging-5.0.1","org.axonframework.messaging.queryhandling.distributed","DistributedQueryBus",41,9,"<init>",2,"lambda$completeSubscriptions$2",""
"axon-messaging-5.0.1","org.axonframework.messaging.core","QueueMessageStream",41,7,"<init>",3,"setCallback",""
"axon-messaging-5.0.1","org.axonframework.messaging.core.annotation","HandlerComparator",41,12,"depthOf",5,"depthOf",""
"axon-messaging-5.0.1","org.axonframework.messaging.core.retry","AsyncRetryScheduler$RetryTask",41,10,"lambda$run$1",3,"lambda$run$1",""
"axon-server-connector-5.0.1","org.axonframework.axonserver.connector","AxonServerConfiguration$Builder",40,6,"<init>",1,"clientId",""
"axon-messaging-5.0.1","org.axonframework.messaging.queryhandling","SimpleQueryHandlingComponent",40,14,"handle",4,"subscribe",""
"axon-server-connector-5.0.1","org.axonframework.axonserver.connector","AxonServerConnectionManager",39,10,"<init>",3,"isConnected",""
"axon-messaging-5.0.1","org.axonframework.messaging.eventhandling.processing.streaming.token.store.jpa","TokenEntry",39,9,"<init>",4,"mayClaim",""
"axon-messaging-5.0.1","org.axonframework.messaging.eventhandling.processing.subscribing","SubscribingEventProcessorsConfigurer",39,5,"<init>",1,"lambda$build$3",""
"axon-messaging-5.0.1","org.axonframework.messaging.queryhandling.interception","InterceptingQueryBus",39,13,"<init>",3,"dispatchQuery",""
"axon-modelling-5.0.1","org.axonframework.modelling.entity","PolymorphicEntityMetamodel$Builder",38,13,"addConcreteType",6,"addConcreteType",""
"axon-messaging-5.0.1","org.axonframework.messaging.queryhandling.annotation","AnnotatedQueryHandlingComponent",38,10,"lambda$constructQueryHandlerFor$1",3,"lambda$constructQueryHandlerFor$1",""
"axon-common-5.0.1","org.axonframework.common.jdbc","ConnectionWrapperFactory",38,16,"lambda$wrap$0",12,"lambda$wrap$0",""
"axon-eventsourcing-5.0.1","org.axonframework.eventsourcing.eventstore.jpa","AggregateEventEntry",38,13,"<init>",2,"<init>",""
"axon-server-connector-5.0.1","org.axonframework.axonserver.connector.util","ProcessingInstructionUtils",37,4,"getProcessingInstructionString",1,"clientSupportsQueryStreaming",""
"axon-common-5.0.1","org.axonframework.common.lock","PessimisticLockFactory",37,9,"obtainLock",3,"obtainLock",""
"axon-eventsourcing-5.0.1","org.axonframework.eventsourcing.eventstore","AggregateBasedConsistencyMarker",37,7,"from",8,"from",""
"axon-messaging-5.0.1","org.axonframework.messaging.eventhandling","SimpleEventBus",36,10,"processEventsInPhase",3,"registerEventPublishingHooks",""
"axon-messaging-5.0.1","org.axonframework.messaging.tracing","MultiSpanFactory",36,5,"propagateContext",2,"propagateContext",""
"axon-common-5.0.1","org.axonframework.common.configuration","AbstractComponent",36,6,"initLifecycle",2,"initLifecycle",""
"axon-server-connector-5.0.1","org.axonframework.axonserver.connector.query","AbstractQueryResponseMessageStream",35,9,"errorIfPresent",5,"errorIfPresent",""
"axon-server-connector-5.0.1","org.axonframework.axonserver.connector.event","TaggedEventConverter",35,8,"convertEventMessage",3,"convertPayload",""
"axon-server-connector-5.0.1","org.axonframework.axonserver.connector.event","SourcingEventMessageStream",35,8,"peek",3,"peek",""
"axon-test-5.0.1","org.axonframework.test.matchers","ListMatcher",35,18,"describeTo",7,"describeTo",""
"axon-spring-boot-autoconfigure-5.0.1","org.axonframework.extension.springboot.util","AbstractQualifiedBeanCondition",35,23,"getMatchOutcome",4,"getMatchOutcome",""
"axon-messaging-5.0.1","org.axonframework.messaging.commandhandling","GenericCommandMessage",35,8,"withConvertedPayload",2,"priority",""
"axon-messaging-5.0.1","org.axonframework.messaging.eventhandling","GenericEventMessage",35,8,"withConvertedPayload",4,"andMetadata",""
"axon-messaging-5.0.1","org.axonframework.messaging.queryhandling.annotation","MethodQueryHandlerDefinition$MethodQueryHandlingMember",35,11,"<init>",4,"canHandle",""
"axon-messaging-5.0.1","org.axonframework.messaging.core","GenericMessage",35,6,"<init>",6,"payloadAs",""
"axon-messaging-5.0.1","org.axonframework.messaging.core.interception.annotation","MessageHandlerInterceptorDefinition$ResultHandlingInterceptorMember",35,9,"<init>",4,"handleSync",""
"axon-eventsourcing-5.0.1","org.axonframework.eventsourcing.configuration","EventSourcingConfigurer",35,4,"<init>",1,"registerEntity",""
"axon-messaging-5.0.1","org.axonframework.messaging.eventhandling.processing.streaming.pooled","WorkPackage$Builder",34,5,"<init>",1,"lambda$new$0",""
"axon-metrics-micrometer-5.0.1","org.axonframework.extension.metrics.micrometer","CapacityMonitor",34,9,"<init>",1,"buildMonitor",""
"axon-common-5.0.1","org.axonframework.common.configuration","DefaultAxonApplication",34,8,"<init>",3,"registerLifecycleHandler",""
"axon-test-5.0.1","org.axonframework.test.util","RecordingCommandBus",33,6,"asCommandResultMessage",3,"isSubscribed",""
"axon-modelling-5.0.1","org.axonframework.modelling.entity.child","AbstractEntityChildMetamodel",33,9,"evolve",4,"canHandle",""
"axon-messaging-5.0.1","org.axonframework.messaging.commandhandling.distributed","DistributedCommandBus$DistributedHandler",33,9,"handle",2,"handle",""
"axon-messaging-5.0.1","org.axonframework.messaging.eventhandling.processing","ProcessorEventHandlingComponents",33,7,"handle",3,"handle",""
"axon-messaging-5.0.1","org.axonframework.messaging.eventhandling.processing.streaming.pooled","ClaimTask",33,20,"task",5,"task",""
"axon-messaging-5.0.1","org.axonframework.messaging.core","CompletionCallbackMessageStream",33,6,"<init>",4,"invokeCompletionHandlerIfCompleted",""
"axon-messaging-5.0.1","org.axonframework.messaging.core.timeout","UnitOfWorkTimeoutInterceptorBuilder",33,8,"initializeTimeoutIfNotInitialized",2,"initializeTimeoutIfNotInitialized",""
"axon-common-5.0.1","org.axonframework.common","CollectionUtils",33,13,"asCollection",7,"asCollection",""
"axon-common-5.0.1","org.axonframework.common.caching","EhCacheAdapter",33,6,"computeIfPresent",3,"computeIfPresent",""
"axon-common-5.0.1","org.axonframework.common.configuration","Components",33,8,"getComponentsAssignableTo",3,"getComponentsAssignableTo",""
"axon-eventsourcing-5.0.1","org.axonframework.eventsourcing.eventstore.jpa","JpaPollingEventCoordinator",33,15,"lambda$startCoordination$0",7,"lambda$startCoordination$0",""
"axon-server-connector-5.0.1","org.axonframework.axonserver.connector.event","ConditionConverter",32,6,"convertEventCriterion",1,"convertStreamingCondition",""
"axon-modelling-5.0.1","org.axonframework.modelling.entity","ConcreteEntityMetamodel$Builder",32,8,"creationalCommandHandler",3,"creationalCommandHandler",""
"axon-messaging-5.0.1","org.axonframework.messaging.eventhandling.processing.streaming.token","GlobalSequenceTrackingToken",32,6,"equals",5,"equals",""
"axon-messaging-5.0.1","org.axonframework.messaging.core.unitofwork","UnitOfWork",32,7,"<init>",4,"safe",""
"axon-update-5.0.1","org.axonframework.update.api","UpdateCheckRequest",32,8,"toQueryString",2,"toQueryString",""
"axon-common-5.0.1","org.axonframework.common.configuration","DecoratedComponent",32,10,"lambda$doResolve$0",4,"lambda$doResolve$0",""
"axon-server-connector-5.0.1","org.axonframework.axonserver.connector.event","AxonServerMessageStream",31,10,"toSimpleEntry",2,"next",""
"axon-test-5.0.1","org.axonframework.test.fixture","AxonTestFixture",31,14,"<init>",5,"<init>",""
"axon-messaging-5.0.1","org.axonframework.messaging.commandhandling.configuration","SimpleCommandHandlingModule",31,5,"<init>",1,"registerCommandHandlingComponent",""
"axon-messaging-5.0.1","org.axonframework.messaging.eventhandling.configuration","EventProcessingConfigurer",31,6,"<init>",1,"lambda$build$0",""
"axon-messaging-5.0.1","org.axonframework.messaging.queryhandling.tracing","DefaultQueryBusSpanFactory",31,5,"<init>",2,"createStreamingQuerySpan",""
"axon-messaging-5.0.1","org.axonframework.messaging.queryhandling.configuration","SimpleQueryHandlingModule",31,5,"<init>",1,"<init>",""
"axon-messaging-5.0.1","org.axonframework.messaging.core","ConcatenatingMessageStream",31,6,"lambda$setCallback$0",6,"lambda$setCallback$0",""
"axon-messaging-5.0.1","org.axonframework.messaging.core","MessageDecorator",31,13,"describeTo",1,"describeTo",""
"axon-messaging-5.0.1","org.axonframework.messaging.core.unitofwork.transaction","TransactionManager",31,8,"executeInTransaction",1,"lambda$registerHandlers$5",""
"axon-eventsourcing-5.0.1","org.axonframework.eventsourcing.eventstore.jpa","AggregateBasedJpaEventStorageEngineConfiguration",31,9,"<init>",1,"gapCleaningThreshold",""
"axon-eventsourcing-5.0.1","org.axonframework.eventsourcing.eventstore.jpa","GapAwareTrackingTokenOperations",31,20,"withGapsCleaned",8,"withGapsCleaned",""
"axon-spring-boot-autoconfigure-5.0.1","org.axonframework.extension.springboot.autoconfig","AxonTimeoutAutoConfiguration$AxonTimeoutConfigurerModule",30,6,"lambda$enhance$1",1,"toString",""
"axon-modelling-5.0.1","org.axonframework.modelling.annotation","AnnotationBasedEntityIdResolver",30,9,"resolve",3,"resolve",""
"axon-modelling-5.0.1","org.axonframework.modelling.entity","EntityCommandHandlingComponent",30,9,"loadFromRepository",4,"loadFromRepository",""
"axon-messaging-5.0.1","org.axonframework.messaging.eventhandling.processing.subscribing","SubscribingEventProcessorConfiguration",30,3,"eventSource",1,"spanFactory",""
"axon-messaging-5.0.1","org.axonframework.messaging.core","SingleValueMessageStream",30,5,"next",4,"next",""
"axon-messaging-5.0.1","org.axonframework.messaging.core.annotation","AnnotatedHandlerAttributes",30,9,"constructHandlerAttributesFor",6,"equals",""
"axon-messaging-5.0.1","org.axonframework.messaging.core.annotation","ClasspathParameterResolverFactory",30,13,"findDelegates",5,"findDelegates",""
"axon-messaging-5.0.1","org.axonframework.messaging.core.annotation","ClasspathHandlerEnhancerDefinition",30,13,"findDelegates",5,"findDelegates",""
"axon-messaging-5.0.1","org.axonframework.messaging.core.annotation","ClasspathHandlerDefinition",30,13,"findDelegates",5,"findDelegates",""
