"nodeLabels","nodesWithThatLabels","nodesWithThatLabelsPercent","Source Cypher File: Overview/Node_label_combination_count.cypher"
"Git,Update,Change",259019,51.79137007118292,""
"Git,Change,Create",82087,16.413460769415337,""
"Git,Change,Delete",50533,10.10417499800048,""
"Git,Change,Rename",24069,4.81264496520835,""
"File,Git",16055,3.2102295449092217,""
"Git,Commit",15712,3.14164600495881,""
"Java,ByteCode,Parameter",9258,1.8511557226265696,""
"Java,ByteCode,Member,Method",8914,1.7823722306646406,""
"Java,ByteCode,Bound",6308,1.2612972886507237,""
"Java,Value,ByteCode,Annotation",5351,1.069943213628729,""
"Java,ByteCode,ParameterizedType,Bound",4854,0.970567063904663,""
"Xml,Element",2404,0.480684635687435,""
"Java,ByteCode,Member,Field",2197,0.4392945693033672,""
"Xml,Text",1612,0.3223226425657842,""
"Java,ByteCode,Member,Constructor,Method",1577,0.3153243221626809,""
"Java,ByteCode,Bound,WildcardType",969,0.19375349916020154,""
"Java,ByteCode,Member,Method,Lambda",851,0.17015916180116772,""
"Java,ByteCode,Bound,TypeVariable",831,0.16616012157082302,""
"Type,File,Java,ByteCode,JavaType",689,0.1377669359353755,""
"Type,File,Java,Class,ByteCode",651,0.13016875949772055,""
"Json,Key",544,0.10877389426537631,""
"Value,Json,Scalar",534,0.10677437415020395,""
"Git,Change,Copy",478,0.09557706150523873,""
"Type,File,Java,ByteCode,ResolvedDuplicateType",467,0.09337758937854915,""
"Java,ByteCode,Member,Method,GenericDeclaration",456,0.09117811725185955,""
"Java,Value,ByteCode,Primitive",326,0.0651843557546189,""
"Author,Git,Person",303,0.060585459489722465,""
"Type,File,Java,ByteCode,ExternalType",302,0.06038550747820523,""
"Committer,Git,Person",246,0.04918819483324002,""
"Maven,Dependency",194,0.038790690234343755,""
"Type,File,Java,ByteCode,Interface",188,0.03759097816524034,""
"Value,Array",177,0.03539150603855075,""
"Package,File,Directory,Java",143,0.02859313764696473,""
"Git,Tag",143,0.02859313764696473,""
"Java,Value,ByteCode,Enum",140,0.027993281612413025,""
"Value,Json,Object",135,0.026993521554826844,""
"Value,Property",128,0.025593857474206193,""
"Type,File,Java,Class,ByteCode,GenericDeclaration",125,0.02499400143965448,""
"Java,ByteCode,Bound,GenericArrayType",103,0.020595057186275294,""
"Type,File,Java,ByteCode,Throwable,JavaType",99,0.01979524914020635,""
"Artifact,Maven",96,0.019195393105654643,""
"Value,ManifestEntry",88,0.017595777013516754,""
"Java,Value,Class,ByteCode",82,0.01639606494441334,""
"Type,File,Java,ByteCode,Interface,GenericDeclaration",78,0.015596256898344396,""
"Type,File,Java,ByteCode,ExternalType,ExternalAnnotation",63,0.01259697672558586,""
"File,Directory",55,0.010997360633447972,""
"Type,File,Java,ByteCode,Record",52,0.010397504598896264,""
"Xml,Namespace",44,0.008797888506758377,""
"Type,File,Java,Class,ByteCode,Throwable",42,0.008397984483723905,""
"Type,File,Java,ByteCode,Annotation",42,0.008397984483723905,""
"Type,File,Java,ByteCode,PrimitiveType",39,0.007798128449172198,""
"Xml,Attribute",22,0.004398944253379188,""
"Maven,Plugin",20,0.003999040230344717,""
"Maven,Configuration",20,0.003999040230344717,""
"jQAssistant,Rule,Concept",19,0.0037990882188274817,""
"Type,File,Java,ByteCode,Enum",17,0.00339918419579301,""
"File,Java,Properties",13,0.002599376149724066,""
"Maven,PluginExecution",13,0.002599376149724066,""
"Maven,ExecutionGoal",13,0.002599376149724066,""
"File,Java,ServiceLoader",12,0.0023994241382068304,""
"File,Artifact,Jar,Archive,Zip,Java",11,0.002199472126689594,""
"File,Java,Manifest",11,0.002199472126689594,""
"Java,ManifestSection",11,0.002199472126689594,""
"Type,File,Java,ByteCode,Void",11,0.002199472126689594,""
"Type,File,Java,ByteCode,Throwable,ResolvedDuplicateType",11,0.002199472126689594,""
"File,Maven,Xml,Pom,Document",11,0.002199472126689594,""
"Maven,Scm",11,0.002199472126689594,""
"Java,ByteCode,Member,Constructor,Method,GenericDeclaration",9,0.001799568103655123,""
"Value,Json,Array",8,0.001599616092137887,""
"Type,File,Java,ByteCode,Throwable,ExternalType",8,0.001599616092137887,""
"Maven,Exclusion",4,0.0007998080460689435,""
"Type,File,Java,ByteCode,GenericDeclaration,Record",4,0.0007998080460689435,""
"File",3,0.0005998560345517076,""
"File,Json",2,0.00039990402303447176,""
"Repository,File,Git",1,0.00019995201151723588,""
"Git,Branch",1,0.00019995201151723588,""
"Analyze,Task,jQAssistant",1,0.00019995201151723588,""
