"name","shortName","louvainId","louvainIntermediateIds","leidenId","leidenIntermediateIds","leidenModularity","stronglyConnectedComponentId","weaklyConnectedComponentId","labelPropagationId","kCoreDecompositionValue","maximumKCutId","communityFastRpHdbscanLabel","incomingDependencies","outgoingDependencies","Source Cypher File: domains/graph-algorithms/queries/community-detection/Community_Detection_Summary.cypher"
"./dom-export.ts","dom-export",0,"23,23",0,"23,34",,0,0,0,6,6,,19,0,""
"./index-react-server-client.ts","react-router",0,"23,23",0,"23,34",,0,0,0,4,0,,9,4,""
"./index-react-server.ts","react-router",1,"22,22",1,"22,32",,0,0,0,8,3,,109,4,""
"./index.ts","react-router",2,"16,36",2,"16,26",,0,0,0,8,4,,377,13,""
"./tsup.config.rsc.ts","tsup",3,"4,4",3,"4,35",,1,1,1,0,17,,0,4,""
"./tsup.config.ts","tsup",4,"5,5",4,"5,36",,2,2,2,0,17,,0,5,""
"./lib/actions.ts","actions",2,"36,36",2,"36,26",,3,0,0,3,6,,3,0,""
"./lib/context.ts","context",2,"16,36",2,"16,26",,0,0,0,5,1,,12,10,""
"./lib/errors.ts","errors",2,"16,36",1,"22,32",,0,0,0,4,16,,2,0,""
"./lib/href.ts","href",5,"45,45",5,"45,33",,4,0,3,2,6,,2,0,""
"./lib/dom/dom.ts","dom",1,"22,22",1,"22,32",,0,0,0,4,7,,6,0,""
"./lib/dom/ssr/entry.ts","entry",2,"36,36",2,"36,26",,0,0,0,8,12,,13,0,""
"./lib/dom/ssr/fog-of-war.ts","fog-of-war",2,"16,36",2,"16,26",,0,0,0,8,1,,6,5,""
"./lib/dom/ssr/links.ts","links",6,"35,35",6,"35,38",,5,0,0,5,0,,0,9,""
"./lib/dom/ssr/markup.ts","markup",2,"36,36",2,"36,26",,6,0,0,1,14,,1,0,""
"./lib/dom/ssr/routeModules.ts","routeModules",6,"35,35",6,"35,38",,0,0,0,8,16,,27,6,""
"./lib/router/history.ts","history",2,"16,36",2,"16,26",,0,0,0,8,8,,40,0,""
"./lib/router/instrumentation.ts","instrumentation",1,"22,22",1,"22,32",,0,0,0,8,1,,14,0,""
"./lib/router/links.ts","links",2,"16,36",2,"16,26",,0,0,0,4,13,,6,0,""
"./lib/router/navigation.ts","navigation",2,"16,36",2,"16,26",,0,0,0,3,19,,1,0,""
