"sourceProject","sourceScan","sourceRootProject","isDifferentTargetProject","isDifferentTargetScan","isDifferentTargetRootProject","distance","distanceTotalPairCount","distanceTotalSourceCount","distanceTotalTargetCount","pairCount","sourceNodeCount","targetNodeCount","examples","exampleProjects","exampleScans","Source Cypher File: Path_Finding/Path_Finding_5_All_pairs_shortest_path_distribution_per_project.cypher"
"axon-messaging-5.0.3",,,true,,,4,535,89,52,111,58,6,"/org/axonframework/messaging/monitoring -> /org/axonframework/common/io,/org/axonframework/messaging/monitoring/interception -> /org/axonframework/common/io,/org/axonframework/messaging/monitoring/configuration -> /org/axonframework/common/io,/org/axonframework/messaging/commandhandling -> /org/axonframework/common/io","axon-messaging-5.0.3 -> axon-common-5.0.3","",""
"axon-messaging-5.0.3",,,true,,,5,118,32,32,23,20,3,"/org/axonframework/messaging/eventhandling/conversion -> /org/axonframework/common/io,/org/axonframework/messaging/eventhandling/processing/streaming -> /org/axonframework/common/io,/org/axonframework/messaging/eventhandling/processing/streaming/token/store -> /org/axonframework/common/io,/org/axonframework/messaging/eventhandling/processing/streaming/token/store/inmemory -> /org/axonframework/common/io","axon-messaging-5.0.3 -> axon-common-5.0.3","",""
"axon-metrics-micrometer-5.0.3",,,false,,,1,764,114,101,2,2,2,"/org/axonframework/extension/metrics/micrometer/springboot -> /org/axonframework/extension/metrics/micrometer,/org/axonframework/extension/metrics/micrometer -> /org/axonframework/extension/metrics/micrometer/reservoir","axon-metrics-micrometer-5.0.3 -> axon-metrics-micrometer-5.0.3","",""
"axon-metrics-micrometer-5.0.3",,,false,,,2,937,103,93,1,1,1,"/org/axonframework/extension/metrics/micrometer/springboot -> /org/axonframework/extension/metrics/micrometer/reservoir","axon-metrics-micrometer-5.0.3 -> axon-metrics-micrometer-5.0.3","",""
"axon-metrics-micrometer-5.0.3",,,true,,,1,764,114,101,11,2,10,"/org/axonframework/extension/metrics/micrometer -> /org/axonframework/common,/org/axonframework/extension/metrics/micrometer -> /org/axonframework/common/configuration,/org/axonframework/extension/metrics/micrometer/springboot -> /org/axonframework/common/configuration,/org/axonframework/extension/metrics/micrometer -> /org/axonframework/messaging/monitoring","axon-metrics-micrometer-5.0.3 -> axon-common-5.0.3,axon-metrics-micrometer-5.0.3 -> axon-messaging-5.0.3,axon-metrics-micrometer-5.0.3 -> axon-spring-boot-autoconfigure-5.0.3","",""
"axon-metrics-micrometer-5.0.3",,,true,,,2,937,103,93,49,2,43,"/org/axonframework/extension/metrics/micrometer/springboot -> /org/axonframework/common,/org/axonframework/extension/metrics/micrometer -> /org/axonframework/common/annotation,/org/axonframework/extension/metrics/micrometer/springboot -> /org/axonframework/common/annotation,/org/axonframework/extension/metrics/micrometer/springboot -> /org/axonframework/common/jdbc","axon-metrics-micrometer-5.0.3 -> axon-common-5.0.3,axon-metrics-micrometer-5.0.3 -> axon-eventsourcing-5.0.3,axon-metrics-micrometer-5.0.3 -> axon-conversion-5.0.3,axon-metrics-micrometer-5.0.3 -> axon-messaging-5.0.3","",""
"axon-metrics-micrometer-5.0.3",,,true,,,3,888,94,68,32,2,26,"/org/axonframework/extension/metrics/micrometer/springboot -> /org/axonframework/test/server,/org/axonframework/extension/metrics/micrometer/springboot -> /org/axonframework/common/io,/org/axonframework/extension/metrics/micrometer -> /org/axonframework/common/util,/org/axonframework/extension/metrics/micrometer/springboot -> /org/axonframework/common/util","axon-metrics-micrometer-5.0.3 -> axon-test-5.0.3,axon-metrics-micrometer-5.0.3 -> axon-common-5.0.3,axon-metrics-micrometer-5.0.3 -> axon-eventsourcing-5.0.3,axon-metrics-micrometer-5.0.3 -> axon-messaging-5.0.3","",""
"axon-metrics-micrometer-5.0.3",,,true,,,4,535,89,52,16,2,13,"/org/axonframework/extension/metrics/micrometer -> /org/axonframework/common/io,/org/axonframework/extension/metrics/micrometer/springboot -> /org/axonframework/common/property,/org/axonframework/extension/metrics/micrometer -> /org/axonframework/common/tx,/org/axonframework/extension/metrics/micrometer/springboot -> /org/axonframework/eventsourcing","axon-metrics-micrometer-5.0.3 -> axon-common-5.0.3,axon-metrics-micrometer-5.0.3 -> axon-eventsourcing-5.0.3,axon-metrics-micrometer-5.0.3 -> axon-messaging-5.0.3,axon-metrics-micrometer-5.0.3 -> axon-modelling-5.0.3","",""
"axon-metrics-micrometer-5.0.3",,,true,,,5,118,32,32,6,2,6,"/org/axonframework/extension/metrics/micrometer -> /org/axonframework/common/function,/org/axonframework/extension/metrics/micrometer/springboot -> /org/axonframework/messaging/eventhandling/interception,/org/axonframework/extension/metrics/micrometer/springboot -> /org/axonframework/messaging/eventhandling/processing/errorhandling,/org/axonframework/extension/metrics/micrometer/springboot -> /org/axonframework/messaging/eventhandling/configuration","axon-metrics-micrometer-5.0.3 -> axon-common-5.0.3,axon-metrics-micrometer-5.0.3 -> axon-messaging-5.0.3,axon-metrics-micrometer-5.0.3 -> axon-modelling-5.0.3","",""
"axon-metrics-micrometer-5.0.3",,,true,,,6,62,7,13,2,1,2,"/org/axonframework/extension/metrics/micrometer/springboot -> /org/axonframework/messaging/eventhandling/processing/streaming/pooled,/org/axonframework/extension/metrics/micrometer/springboot -> /org/axonframework/messaging/core/configuration","axon-metrics-micrometer-5.0.3 -> axon-messaging-5.0.3","",""
"axon-metrics-micrometer-5.0.3",,,true,,,7,8,1,8,8,1,8,"/org/axonframework/extension/metrics/micrometer/springboot -> /org/axonframework/messaging/monitoring/interception,/org/axonframework/extension/metrics/micrometer/springboot -> /org/axonframework/messaging/commandhandling/interception,/org/axonframework/extension/metrics/micrometer/springboot -> /org/axonframework/messaging/commandhandling/configuration,/org/axonframework/extension/metrics/micrometer/springboot -> /org/axonframework/messaging/eventhandling/replay","axon-metrics-micrometer-5.0.3 -> axon-messaging-5.0.3","",""
"axon-modelling-5.0.3",,,false,,,1,764,114,101,17,6,6,"/org/axonframework/modelling/annotation -> /org/axonframework/modelling,/org/axonframework/modelling/entity -> /org/axonframework/modelling,/org/axonframework/modelling/entity/annotation -> /org/axonframework/modelling,/org/axonframework/modelling/entity/child -> /org/axonframework/modelling","axon-modelling-5.0.3 -> axon-modelling-5.0.3","",""
"axon-modelling-5.0.3",,,false,,,2,937,103,93,9,6,5,"/org/axonframework/modelling/entity -> /org/axonframework/modelling/annotation,/org/axonframework/modelling/entity/child -> /org/axonframework/modelling/annotation,/org/axonframework/modelling/configuration -> /org/axonframework/modelling/annotation,/org/axonframework/modelling/annotation -> /org/axonframework/modelling/entity","axon-modelling-5.0.3 -> axon-modelling-5.0.3","",""
"axon-modelling-5.0.3",,,false,,,3,888,94,68,5,4,3,"/org/axonframework/modelling -> /org/axonframework/modelling/entity,/org/axonframework/modelling/entity -> /org/axonframework/modelling/entity/annotation,/org/axonframework/modelling/entity/child -> /org/axonframework/modelling/entity/annotation,/org/axonframework/modelling/configuration -> /org/axonframework/modelling/entity/annotation","axon-modelling-5.0.3 -> axon-modelling-5.0.3","",""
"axon-modelling-5.0.3",,,true,,,1,764,114,101,51,7,19,"/org/axonframework/modelling -> /org/axonframework/common,/org/axonframework/modelling/annotation -> /org/axonframework/common,/org/axonframework/modelling/entity/annotation -> /org/axonframework/common,/org/axonframework/modelling/entity/child -> /org/axonframework/common","axon-modelling-5.0.3 -> axon-common-5.0.3,axon-modelling-5.0.3 -> axon-conversion-5.0.3,axon-modelling-5.0.3 -> axon-messaging-5.0.3","",""
"axon-modelling-5.0.3",,,true,,,2,937,103,93,81,7,35,"/org/axonframework/modelling/entity -> /org/axonframework/common,/org/axonframework/modelling -> /org/axonframework/common/annotation,/org/axonframework/modelling/annotation -> /org/axonframework/common/annotation,/org/axonframework/modelling/entity -> /org/axonframework/common/annotation","axon-modelling-5.0.3 -> axon-common-5.0.3,axon-modelling-5.0.3 -> axon-conversion-5.0.3,axon-modelling-5.0.3 -> axon-messaging-5.0.3","",""
"axon-modelling-5.0.3",,,true,,,3,888,94,68,52,7,20,"/org/axonframework/modelling/annotation -> /org/axonframework/common/io,/org/axonframework/modelling/entity/annotation -> /org/axonframework/common/io,/org/axonframework/modelling -> /org/axonframework/common/util,/org/axonframework/modelling/entity -> /org/axonframework/common/util","axon-modelling-5.0.3 -> axon-common-5.0.3,axon-modelling-5.0.3 -> axon-messaging-5.0.3","",""
"axon-modelling-5.0.3",,,true,,,4,535,89,52,37,7,18,"/org/axonframework/modelling -> /org/axonframework/common/io,/org/axonframework/modelling/entity -> /org/axonframework/common/io,/org/axonframework/modelling/entity/child -> /org/axonframework/common/io,/org/axonframework/modelling/configuration -> /org/axonframework/common/io","axon-modelling-5.0.3 -> axon-common-5.0.3,axon-modelling-5.0.3 -> axon-messaging-5.0.3","",""
"axon-server-connector-5.0.3",,,false,,,1,764,114,101,10,5,5,"/org/axonframework/axonserver/connector/util -> /org/axonframework/axonserver/connector,/org/axonframework/axonserver/connector/query -> /org/axonframework/axonserver/connector,/org/axonframework/axonserver/connector/event -> /org/axonframework/axonserver/connector,/org/axonframework/axonserver/connector/command -> /org/axonframework/axonserver/connector","axon-server-connector-5.0.3 -> axon-server-connector-5.0.3","",""
"axon-server-connector-5.0.3",,,false,,,2,937,103,93,10,4,4,"/org/axonframework/axonserver/connector/event -> /org/axonframework/axonserver/connector/util,/org/axonframework/axonserver/connector/util -> /org/axonframework/axonserver/connector/query,/org/axonframework/axonserver/connector/event -> /org/axonframework/axonserver/connector/query,/org/axonframework/axonserver/connector/command -> /org/axonframework/axonserver/connector/query","axon-server-connector-5.0.3 -> axon-server-connector-5.0.3","",""
"axon-server-connector-5.0.3",,,true,,,1,764,114,101,45,5,24,"/org/axonframework/axonserver/connector -> /org/axonframework/common,/org/axonframework/axonserver/connector/util -> /org/axonframework/common,/org/axonframework/axonserver/connector/query -> /org/axonframework/common,/org/axonframework/axonserver/connector/event -> /org/axonframework/common","axon-server-connector-5.0.3 -> axon-common-5.0.3,axon-server-connector-5.0.3 -> axon-eventsourcing-5.0.3,axon-server-connector-5.0.3 -> axon-messaging-5.0.3,axon-server-connector-5.0.3 -> axon-modelling-5.0.3","",""
"axon-server-connector-5.0.3",,,true,,,2,937,103,93,68,5,36,"/org/axonframework/axonserver/connector/util -> /org/axonframework/common/io,/org/axonframework/axonserver/connector/util -> /org/axonframework/common/annotation,/org/axonframework/axonserver/connector -> /org/axonframework/common/util,/org/axonframework/axonserver/connector/query -> /org/axonframework/common/util","axon-server-connector-5.0.3 -> axon-common-5.0.3,axon-server-connector-5.0.3 -> axon-eventsourcing-5.0.3,axon-server-connector-5.0.3 -> axon-conversion-5.0.3,axon-server-connector-5.0.3 -> axon-messaging-5.0.3","",""
"axon-server-connector-5.0.3",,,true,,,3,888,94,68,87,5,39,"/org/axonframework/axonserver/connector -> /org/axonframework/common/io,/org/axonframework/axonserver/connector/query -> /org/axonframework/common/io,/org/axonframework/axonserver/connector/command -> /org/axonframework/common/io,/org/axonframework/axonserver/connector/event -> /org/axonframework/common/util","axon-server-connector-5.0.3 -> axon-common-5.0.3,axon-server-connector-5.0.3 -> axon-eventsourcing-5.0.3,axon-server-connector-5.0.3 -> axon-conversion-5.0.3,axon-server-connector-5.0.3 -> axon-messaging-5.0.3","",""
"axon-server-connector-5.0.3",,,true,,,4,535,89,52,62,5,35,"/org/axonframework/axonserver/connector/event -> /org/axonframework/common/io,/org/axonframework/axonserver/connector -> /org/axonframework/common/tx,/org/axonframework/axonserver/connector/query -> /org/axonframework/common/function,/org/axonframework/axonserver/connector/event -> /org/axonframework/common/function","axon-server-connector-5.0.3 -> axon-common-5.0.3,axon-server-connector-5.0.3 -> axon-eventsourcing-5.0.3,axon-server-connector-5.0.3 -> axon-conversion-5.0.3,axon-server-connector-5.0.3 -> axon-messaging-5.0.3","",""
"axon-server-connector-5.0.3",,,true,,,5,118,32,32,32,4,20,"/org/axonframework/axonserver/connector/util -> /org/axonframework/common/tx,/org/axonframework/axonserver/connector -> /org/axonframework/common/function,/org/axonframework/axonserver/connector -> /org/axonframework/conversion/jackson,/org/axonframework/axonserver/connector -> /org/axonframework/messaging/monitoring/interception","axon-server-connector-5.0.3 -> axon-common-5.0.3,axon-server-connector-5.0.3 -> axon-conversion-5.0.3,axon-server-connector-5.0.3 -> axon-messaging-5.0.3,axon-server-connector-5.0.3 -> axon-modelling-5.0.3","",""
"axon-server-connector-5.0.3",,,true,,,6,62,7,13,31,3,11,"/org/axonframework/axonserver/connector/util -> /org/axonframework/common/function,/org/axonframework/axonserver/connector/util -> /org/axonframework/conversion/jackson,/org/axonframework/axonserver/connector/query -> /org/axonframework/conversion/jackson,/org/axonframework/axonserver/connector/command -> /org/axonframework/conversion/jackson","axon-server-connector-5.0.3 -> axon-common-5.0.3,axon-server-connector-5.0.3 -> axon-conversion-5.0.3,axon-server-connector-5.0.3 -> axon-messaging-5.0.3","",""
"axon-spring-boot-autoconfigure-5.0.3",,,false,,,1,764,114,101,6,2,6,"/org/axonframework/extension/springboot/autoconfig -> /org/axonframework/extension/springboot,/org/axonframework/extension/springboot/autoconfig -> /org/axonframework/extension/springboot/service/connection,/org/axonframework/extension/springboot/actuator/axonserver -> /org/axonframework/extension/springboot/actuator,/org/axonframework/extension/springboot/autoconfig -> /org/axonframework/extension/springboot/actuator/axonserver","axon-spring-boot-autoconfigure-5.0.3 -> axon-spring-boot-autoconfigure-5.0.3","",""
"axon-spring-boot-autoconfigure-5.0.3",,,false,,,2,937,103,93,1,1,1,"/org/axonframework/extension/springboot/autoconfig -> /org/axonframework/extension/springboot/actuator","axon-spring-boot-autoconfigure-5.0.3 -> axon-spring-boot-autoconfigure-5.0.3","",""
"axon-spring-boot-autoconfigure-5.0.3",,,true,,,1,764,114,101,37,5,32,"/org/axonframework/extension/springboot/service/connection -> /org/axonframework/test/server,/org/axonframework/extension/springboot/autoconfig -> /org/axonframework/common,/org/axonframework/extension/springboot -> /org/axonframework/common/annotation,/org/axonframework/extension/springboot/autoconfig -> /org/axonframework/common/jdbc","axon-spring-boot-autoconfigure-5.0.3 -> axon-test-5.0.3,axon-spring-boot-autoconfigure-5.0.3 -> axon-common-5.0.3,axon-spring-boot-autoconfigure-5.0.3 -> axon-eventsourcing-5.0.3,axon-spring-boot-autoconfigure-5.0.3 -> axon-conversion-5.0.3","",""
"axon-spring-boot-autoconfigure-5.0.3",,,true,,,2,937,103,93,62,5,36,"/org/axonframework/extension/springboot/autoconfig -> /org/axonframework/test/server,/org/axonframework/extension/springboot -> /org/axonframework/common,/org/axonframework/extension/springboot/service/connection -> /org/axonframework/common,/org/axonframework/extension/springboot/actuator/axonserver -> /org/axonframework/common","axon-spring-boot-autoconfigure-5.0.3 -> axon-test-5.0.3,axon-spring-boot-autoconfigure-5.0.3 -> axon-common-5.0.3,axon-spring-boot-autoconfigure-5.0.3 -> axon-eventsourcing-5.0.3,axon-spring-boot-autoconfigure-5.0.3 -> axon-messaging-5.0.3","",""
"axon-spring-boot-autoconfigure-5.0.3",,,true,,,3,888,94,68,53,3,31,"/org/axonframework/extension/springboot -> /org/axonframework/common/util,/org/axonframework/extension/springboot/actuator/axonserver -> /org/axonframework/common/util,/org/axonframework/extension/springboot -> /org/axonframework/common/property,/org/axonframework/extension/springboot/actuator/axonserver -> /org/axonframework/common/property","axon-spring-boot-autoconfigure-5.0.3 -> axon-common-5.0.3,axon-spring-boot-autoconfigure-5.0.3 -> axon-eventsourcing-5.0.3,axon-spring-boot-autoconfigure-5.0.3 -> axon-conversion-5.0.3,axon-spring-boot-autoconfigure-5.0.3 -> axon-messaging-5.0.3","",""
"axon-spring-boot-autoconfigure-5.0.3",,,true,,,4,535,89,52,33,3,20,"/org/axonframework/extension/springboot -> /org/axonframework/common/io,/org/axonframework/extension/springboot/actuator/axonserver -> /org/axonframework/common/io,/org/axonframework/extension/springboot -> /org/axonframework/common/tx,/org/axonframework/extension/springboot -> /org/axonframework/eventsourcing","axon-spring-boot-autoconfigure-5.0.3 -> axon-common-5.0.3,axon-spring-boot-autoconfigure-5.0.3 -> axon-eventsourcing-5.0.3,axon-spring-boot-autoconfigure-5.0.3 -> axon-messaging-5.0.3,axon-spring-boot-autoconfigure-5.0.3 -> axon-modelling-5.0.3","",""
"axon-spring-boot-autoconfigure-5.0.3",,,true,,,5,118,32,32,19,3,10,"/org/axonframework/extension/springboot/actuator/axonserver -> /org/axonframework/common/tx,/org/axonframework/extension/springboot -> /org/axonframework/common/function,/org/axonframework/extension/springboot -> /org/axonframework/messaging/monitoring/configuration,/org/axonframework/extension/springboot/actuator/axonserver -> /org/axonframework/messaging/monitoring/configuration","axon-spring-boot-autoconfigure-5.0.3 -> axon-common-5.0.3,axon-spring-boot-autoconfigure-5.0.3 -> axon-messaging-5.0.3,axon-spring-boot-autoconfigure-5.0.3 -> axon-modelling-5.0.3","",""
"axon-spring-boot-autoconfigure-5.0.3",,,true,,,6,62,7,13,29,3,11,"/org/axonframework/extension/springboot/actuator/axonserver -> /org/axonframework/common/function,/org/axonframework/extension/springboot -> /org/axonframework/conversion/jackson,/org/axonframework/extension/springboot/actuator/axonserver -> /org/axonframework/conversion/jackson,/org/axonframework/extension/springboot -> /org/axonframework/messaging/monitoring/interception","axon-spring-boot-autoconfigure-5.0.3 -> axon-common-5.0.3,axon-spring-boot-autoconfigure-5.0.3 -> axon-conversion-5.0.3,axon-spring-boot-autoconfigure-5.0.3 -> axon-messaging-5.0.3","",""
"axon-test-5.0.3",,,false,,,1,764,114,101,6,3,4,"/org/axonframework/test/fixture -> /org/axonframework/test,/org/axonframework/test/extension -> /org/axonframework/test,/org/axonframework/test/matchers -> /org/axonframework/test,/org/axonframework/test/extension -> /org/axonframework/test/fixture","axon-test-5.0.3 -> axon-test-5.0.3","",""
