"codeUnitName","shortCodeUnitName","projectName","betweenness","localClusteringCoefficient","degree","incomingDependencies","outgoingDependencies","Source Cypher File: /home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/domains/anomaly-detection/queries/AnomalyDetectionFragileStructuralBridges.cypher"
"org.axonframework.messaging.Message","Message","axon-messaging-4.11.2",5991.607142857144,0.028206880838459784,210,207,3,""
"org.axonframework.serialization.Serializer","Serializer","axon-messaging-4.11.2",1759.666666666666,0.04392224409448819,128,125,3,""
"org.axonframework.messaging.MetaData","MetaData","axon-messaging-4.11.2",1741,0.04205851619644723,90,88,2,""
"org.axonframework.common.ReflectionUtils","ReflectionUtils","axon-messaging-4.11.2",1080,0.034408602150537634,31,27,4,""
"org.axonframework.eventhandling.EventMessage","EventMessage","axon-messaging-4.11.2",764.8333333333333,0.029785661492978566,165,164,1,""
"org.axonframework.common.BuilderUtils","BuilderUtils","axon-messaging-4.11.2",724.4499999999999,0.024336283185840708,113,110,3,""
"org.axonframework.commandhandling.CommandMessage","CommandMessage","axon-messaging-4.11.2",561.7666666666667,0.04012204424103737,115,114,1,""
"org.axonframework.common.AxonConfigurationException","AxonConfigurationException","axon-messaging-4.11.2",544.3666666666667,0.04036353916065223,87,86,1,""
