"artifactName","packageName","dependentArtifactName","dependentPackageName","forwardToBackwardBalance","numberForward","numberBackward","someForwardDependencies","backwardDependencies","Source Cypher File: Cyclic_Dependencies/Cyclic_Dependencies.cypher"
"axon-messaging-4.10.3","org.axonframework.eventhandling","axon-messaging-4.10.3","org.axonframework.tracing",0.9,19,1,"EventProcessorSpanFactory->Span,AbstractEventBus$Builder->SpanFactory,AbstractEventBus$Builder->NoOpSpanFactory,AbstractEventBus->Span,AbstractEventBus->SpanScope,DefaultEventProcessorSpanFactory->NoOpSpanFactory$NoOpSpan,DefaultEventProcessorSpanFactory->Span,DefaultEventProcessorSpanFactory->SpanFactory,AbstractEventProcessor->Span","NestingSpanFactory->EventMessage",""
"axon-messaging-4.10.3","org.axonframework.queryhandling","axon-messaging-4.10.3","org.axonframework.messaging.responsetypes",0.8823529411764706,16,1,"StreamingQueryMessage->ResponseType,GenericStreamingQueryMessage->ResponseType,GenericStreamingQueryMessage->PublisherResponseType,QueryGateway->ResponseTypes,QueryGateway->ResponseType,SimpleQueryUpdateEmitter->OptionalResponseType,SimpleQueryUpdateEmitter->PublisherResponseType,SimpleQueryUpdateEmitter->ResponseType,SimpleQueryUpdateEmitter->MultipleInstancesResponseType","ConvertingResponseMessage->QueryResponseMessage",""
"axon-messaging-4.10.3","org.axonframework.queryhandling","axon-messaging-4.10.3","org.axonframework.tracing",0.875,15,1,"DefaultQueryBusSpanFactory$Builder->SpanFactory,SimpleQueryUpdateEmitter->Span,DefaultQueryBusSpanFactory->SpanFactory,DefaultQueryBusSpanFactory->Span,DefaultQueryUpdateEmitterSpanFactory->Span,DefaultQueryUpdateEmitterSpanFactory->SpanFactory,SimpleQueryUpdateEmitter$Builder->SpanFactory,SimpleQueryUpdateEmitter$Builder->NoOpSpanFactory,SimpleQueryBus->SpanScope","SpanUtils->QueryMessage",""
"axon-messaging-4.10.3","org.axonframework.eventhandling","axon-messaging-4.10.3","org.axonframework.messaging",0.8571428571428571,39,3,"EventBus->SubscribableMessageSource,EventBus->MessageDispatchInterceptorSupport,AnnotationEventHandlerAdapter->Message,ReplayToken->Message,TrackingTokenParameterResolverFactory$TrackingTokenParameterResolver->Message,GenericDomainEventMessage->GenericMessage,GenericDomainEventMessage->Message,GenericDomainEventMessage->MetaData,EventMessageHandler->Message","Headers->EventMessage,Headers->DomainEventMessage,StreamableMessageSource->TrackingToken",""
"axon-messaging-4.10.3","org.axonframework.eventhandling","axon-messaging-4.10.3","org.axonframework.messaging.annotation",0.84,23,2,"AnnotationEventHandlerAdapter->ParameterResolverFactory,AnnotationEventHandlerAdapter->HandlerDefinition,AnnotationEventHandlerAdapter->ClasspathParameterResolverFactory,AnnotationEventHandlerAdapter->AnnotatedHandlerInspector,AnnotationEventHandlerAdapter->MessageHandlingMember,AnnotationEventHandlerAdapter->MessageHandlerInterceptorMemberChain,AnnotationEventHandlerAdapter->ClasspathHandlerDefinition,TimestampParameterResolverFactory->ParameterResolver,TimestampParameterResolverFactory->AbstractAnnotatedParameterResolverFactory","SourceIdParameterResolverFactory$SourceIdParameterResolver->DomainEventMessage,AggregateTypeParameterResolverFactory$AggregateTypeParameterResolver->DomainEventMessage",""
"axon-messaging-4.10.3","org.axonframework.deadline","axon-messaging-4.10.3","org.axonframework.tracing",0.8,9,1,"SimpleDeadlineManager->Span,DefaultDeadlineManagerSpanFactory->SpanFactory,DefaultDeadlineManagerSpanFactory->Span,SimpleDeadlineManager$DeadlineTask->SpanScope,SimpleDeadlineManager$DeadlineTask->Span,DefaultDeadlineManagerSpanFactory$Builder->SpanFactory,DeadlineManagerSpanFactory->Span,SimpleDeadlineManager$Builder->SpanFactory,SimpleDeadlineManager$Builder->NoOpSpanFactory","SpanUtils->DeadlineMessage",""
"axon-messaging-4.10.3","org.axonframework.commandhandling","axon-messaging-4.10.3","org.axonframework.tracing",0.7777777777777778,8,1,"DefaultCommandBusSpanFactory$Builder->SpanFactory,SimpleCommandBus->Span,AsynchronousCommandBus$Builder->SpanFactory,DefaultCommandBusSpanFactory->SpanFactory,DefaultCommandBusSpanFactory->Span,SimpleCommandBus$Builder->NoOpSpanFactory,SimpleCommandBus$Builder->SpanFactory,CommandBusSpanFactory->Span","SpanUtils->CommandMessage",""
"axon-eventsourcing-4.10.3","org.axonframework.eventsourcing","axon-eventsourcing-4.10.3","org.axonframework.eventsourcing.eventstore",0.7777777777777778,16,2,"AggregateSnapshotter$Builder->EventStore,AggregateCacheEntry->EventStore,AbstractSnapshotter$Builder->EventStore,AggregateSnapshotter->DomainEventStream,AbstractSnapshotter$CreateSnapshotTask->EventStore,AbstractSnapshotter$CreateSnapshotTask->DomainEventStream,EventSourcingRepository->DomainEventStream,EventSourcingRepository->EventStore,EventSourcedAggregate->DomainEventStream","AbstractEventStorageEngine->EventStreamUtils,DomainEventStream->EventStreamUtils",""
"axon-messaging-4.10.3","org.axonframework.commandhandling.callbacks","axon-messaging-4.10.3","org.axonframework.commandhandling",0.7333333333333333,13,2,"FailureLoggingCallback->CommandResultMessage,FailureLoggingCallback->CommandCallback,FailureLoggingCallback->CommandMessage,NoOpCallback->CommandResultMessage,NoOpCallback->CommandCallback,NoOpCallback->CommandMessage,LoggingCallback->CommandResultMessage,LoggingCallback->CommandCallback,LoggingCallback->CommandMessage","SimpleCommandBus$Builder->NoOpCallback,SimpleCommandBus$Builder->LoggingCallback",""
"axon-server-connector-4.10.3","org.axonframework.axonserver.connector.util","axon-server-connector-4.10.3","org.axonframework.axonserver.connector",0.6666666666666666,5,1,"FlowControllingStreamObserver->AxonServerConfiguration$FlowControlConfiguration,FlowControllingStreamObserver->AxonServerConfiguration,PriorityExecutorService->PriorityRunnable,PriorityExecutorService->PriorityCallable,ExecutorServiceBuilder->AxonServerConfiguration","ErrorCode->ExceptionSerializer",""
"axon-messaging-4.10.3","org.axonframework.eventhandling","axon-messaging-4.10.3","org.axonframework.serialization",0.6470588235294118,14,3,"AbstractSequencedDomainEventEntry->Serializer,AbstractDomainEventEntry->Serializer,EventUtils->LazyDeserializingObject,EventUtils->Serializer,EventUtils->SerializedMessage,TrackedDomainEventData->SerializedObject,GenericEventMessage->CachingSupplier,AbstractEventEntry->SerializedMetaData,AbstractEventEntry->SimpleSerializedType","AbstractXStreamSerializer->GenericDomainEventMessage,AbstractXStreamSerializer->GenericEventMessage,GapAwareTrackingTokenConverter->GapAwareTrackingToken",""
"axon-messaging-4.10.3","org.axonframework.messaging.unitofwork","axon-messaging-4.10.3","org.axonframework.messaging",0.6470588235294118,14,3,"BatchingUnitOfWork->ResultMessage,BatchingUnitOfWork->Message,BatchingUnitOfWork->GenericResultMessage,AbstractUnitOfWork->Message,AbstractUnitOfWork->MetaData,CurrentUnitOfWork->MetaData,ExecutionResult->ResultMessage,UnitOfWork->Message,UnitOfWork->ResultMessage","GenericMessage->CurrentUnitOfWork,MessageHandlerInterceptor->UnitOfWork,DefaultInterceptorChain->UnitOfWork",""
"axon-server-connector-4.10.3","org.axonframework.axonserver.connector.event.axon","axon-server-connector-4.10.3","org.axonframework.axonserver.connector",0.6153846153846154,21,5,"AxonServerEventStore$AxonIQEventStorageEngine$1->AxonServerConfiguration,AxonServerEventStore$AxonIQEventStorageEngine$1->AxonServerConnectionManager,AxonServerEventScheduler$Builder->AxonServerConnectionManager,EventBuffer->ErrorCode,EventBuffer->AxonServerException,AxonServerEventScheduler->AxonServerConnectionManager,AxonServerEventScheduler->ErrorCode,EventProcessorInfoConfiguration->AxonServerConnectionManager,EventProcessorInfoConfiguration->AxonServerConfiguration","ServerConnectorConfigurerModule->EventProcessorInfoConfiguration,ServerConnectorConfigurerModule->AxonServerEventStore,ServerConnectorConfigurerModule->AxonServerEventStoreFactory$Builder,ServerConnectorConfigurerModule->AxonServerEventStore$Builder,ServerConnectorConfigurerModule->AxonServerEventStoreFactory",""
