"artifactName","packageName","dependentArtifactName","dependentPackageName","forwardToBackwardBalance","numberForward","numberBackward","someForwardDependencies","backwardDependencies","Source Cypher File: domains/cyclic-dependencies/queries/Cyclic_Dependencies.cypher"
"axon-messaging-5.1.1","org.axonframework.messaging.eventhandling","axon-messaging-5.1.1","org.axonframework.messaging.eventhandling.replay",0.6,12,3,"SimpleEventHandlingComponent->ResetContext,SimpleEventHandlingComponent->ReplayStatusChangedHandler,SimpleEventHandlingComponent->ReplayStatusChanged,SimpleEventHandlingComponent->ResetHandler,SimpleEventHandlingComponent->ReplayStatusChangedHandlerRegistry,SimpleEventHandlingComponent->ResetHandlerRegistry,DelegatingEventHandlingComponent->ResetContext,DelegatingEventHandlingComponent->ReplayStatusChanged,EventHandlingComponent->ReplayStatusChanged","ReplayBlockingEventHandlingComponent->DelegatingEventHandlingComponent,ReplayBlockingEventHandlingComponent->EventMessage,ReplayBlockingEventHandlingComponent->EventHandlingComponent",""
"axon-messaging-5.1.1","org.axonframework.messaging.core.interception.annotation","axon-messaging-5.1.1","org.axonframework.messaging.core.annotation",0.5,15,5,"MessageInterceptingMember->MessageHandlingMember,MessageHandlerInterceptor->MessageHandler,MessageHandlerInterceptorMemberChain->MessageHandlingMember,MessageHandlerInterceptorDefinition$InterceptedMessageHandlingMember->MessageHandlingMember,MessageHandlerInterceptorDefinition$InterceptedMessageHandlingMember->WrappedMessageHandlingMember,ResultHandler->HasHandlerAttributes,MessageHandlerInterceptorDefinition->MessageHandlingMember,MessageHandlerInterceptorDefinition->HandlerEnhancerDefinition,ResultParameterResolverFactory$ExceptionResultParameterResolver->ParameterResolver","ChainedMessageHandlerInterceptorMember->MessageHandlerInterceptorMemberChain,ChainedMessageHandlerInterceptorMember->NoMoreInterceptors,AnnotatedHandlerInspector->MessageInterceptingMember,AnnotatedHandlerInspector->NoMoreInterceptors,AnnotatedHandlerInspector->MessageHandlerInterceptorMemberChain",""
"axon-eventsourcing-5.1.1","org.axonframework.eventsourcing.eventstore","axon-eventsourcing-5.1.1","org.axonframework.eventsourcing.snapshot.api",0.3333333333333333,2,1,"SnapshotCapableEventStorageEngine->Snapshot,SnapshotEventMessage->Snapshot","Snapshot->Position",""
"axon-messaging-5.1.1","org.axonframework.messaging.core.configuration","axon-messaging-5.1.1","org.axonframework.messaging.eventhandling.configuration",0.3333333333333333,2,1,"MessagingConfigurer->EventBusConfigurationDefaults,MessagingConfigurer->EventProcessingConfigurer","EventProcessingConfigurer->MessagingConfigurer",""
"axon-messaging-5.1.1","org.axonframework.messaging.eventhandling","axon-messaging-5.1.1","org.axonframework.messaging.core.sequencing",0.3333333333333333,4,2,"SimpleEventHandlingComponent->SequentialPolicy,SimpleEventHandlingComponent->HierarchicalSequencingPolicy,SimpleEventHandlingComponent->SequencingPolicy,SimpleEventHandlingComponent->SequentialPerAggregatePolicy","ExtractionSequencingPolicy->EventMessage,SequentialPerAggregatePolicy->EventMessage",""
"axon-eventsourcing-5.1.1","org.axonframework.eventsourcing.handler","axon-eventsourcing-5.1.1","org.axonframework.eventsourcing",0.25,5,3,"SimpleEntityLifecycleHandler->CriteriaResolver,SnapshottingEntityLifecycleHandler->CriteriaResolver,InitializingEntityEvolver->EntityMissingAfterLoadOrCreateException,InitializingEntityEvolver->EntityMissingAfterFirstEventException,InitializingEntityEvolver->EventSourcedEntityFactory","EventSourcingRepository->InitializingEntityEvolver,EventSourcingRepository->SimpleEntityLifecycleHandler,EventSourcingRepository->EntityLifecycleHandler",""
"axon-modelling-5.1.1","org.axonframework.modelling.entity.annotation","axon-modelling-5.1.1","org.axonframework.modelling.annotation",0.2,3,2,"AnnotatedEntityMetamodel->AnnotationBasedEntityEvolvingComponent,AnnotatedEntityIdResolverDefinition->AnnotationBasedEntityIdResolver,AnnotatedEntityIdResolverDefinition->EntityIdResolverDefinition","EntityIdResolverDefinition->AnnotatedEntityMetamodel,AnnotationBasedEntityIdResolverDefinition->AnnotatedEntityMetamodel",""
"axon-modelling-5.1.1","org.axonframework.modelling.entity.child","axon-modelling-5.1.1","org.axonframework.modelling.entity",0.14285714285714285,8,6,"ListEntityChildMetamodel->EntityMetamodel,AbstractEntityChildMetamodel->EntityMetamodel,AbstractEntityChildMetamodel->ChildEntityNotFoundException,EntityChildMetamodel->EntityMetamodel,SingleEntityChildMetamodel->EntityMetamodel,AbstractEntityChildMetamodel$Builder->EntityMetamodel,ListEntityChildMetamodel$Builder->EntityMetamodel,SingleEntityChildMetamodel$Builder->EntityMetamodel","PolymorphicEntityMetamodel$Builder->EntityChildMetamodel,ConcreteEntityMetamodel->EntityChildMetamodel,ConcreteEntityMetamodel->ChildAmbiguityException,PolymorphicEntityMetamodelBuilder->EntityChildMetamodel,ConcreteEntityMetamodel$Builder->EntityChildMetamodel,EntityMetamodelBuilder->EntityChildMetamodel",""
"axon-messaging-5.1.1","org.axonframework.messaging.core.unitofwork","axon-messaging-5.1.1","org.axonframework.messaging.core",0.1111111111111111,10,8,"UnitOfWork$UnitOfWorkProcessingContext->Context$ResourceKey,UnitOfWork$UnitOfWorkProcessingContext->ApplicationContext,ResourceOverridingProcessingContext->Context$ResourceKey,ProcessingContext->Context,ProcessingContext->Context$ResourceKey,ProcessingContext->ApplicationContext,LegacyMessageSupportingContext->Context$ResourceKey,LegacyMessageSupportingContext->Message,UnitOfWork->ApplicationContext","Message->ProcessingContext,MessageHandlerInterceptorChain->ProcessingContext,MessageDispatchInterceptor->ProcessingContext,MessageHandlerInterceptor->ProcessingContext,DefaultMessageDispatchInterceptorChain->ProcessingContext,MessageDispatchInterceptorChain->ProcessingContext,DefaultMessageDispatchInterceptorChain$InterceptingDispatcher->ProcessingContext,SubscribableEventSource->ProcessingContext",""
"axon-eventsourcing-5.1.1","org.axonframework.eventsourcing.annotation.reflection","axon-eventsourcing-5.1.1","org.axonframework.eventsourcing.annotation",0,1,1,"AnnotationBasedEventSourcedEntityFactoryDefinition->EventSourcedEntityFactoryDefinition","EventSourcedEntity->AnnotationBasedEventSourcedEntityFactoryDefinition",""
