"artifactName","packageName","dependentArtifactName","dependentPackageName","forwardToBackwardBalance","numberForward","numberBackward","someForwardDependencies","backwardDependencies","Source Cypher File: domains/cyclic-dependencies/queries/Cyclic_Dependencies.cypher"
"axon-messaging-5.1.1","org.axonframework.messaging.core.annotation","axon-messaging-5.1.1","org.axonframework.messaging.core",0.9591836734693877,48,1,"Message->Message,DefaultParameterResolverFactory$AnnotatedMetadataParameterResolver->Message,DefaultParameterResolverFactory$AnnotatedMetadataParameterResolver->Metadata,DefaultParameterResolverFactory$MetadataParameterResolver->Metadata,DefaultParameterResolverFactory$MetadataParameterResolver->Message,MessageStreamResolverUtils->MessageStream$Single,MessageStreamResolverUtils->MonoUtils,MessageStreamResolverUtils->MessageStream$Empty,MessageStreamResolverUtils->MessageTypeResolver","SimpleHandlerAttributes->HandlerAttributes",""
"axon-messaging-5.1.1","org.axonframework.messaging.eventhandling","axon-messaging-5.1.1","org.axonframework.messaging.core",0.9375,31,1,"NoHandlerForEventException->QualifiedName,GenericEventMessage->Message,GenericEventMessage->MessageType,GenericEventMessage->Metadata,GenericEventMessage->MessageDecorator,GenericEventMessage->GenericMessage,SimpleEventHandlingComponent->Message,SimpleEventHandlingComponent->MessageStream,SimpleEventHandlingComponent->QualifiedName","SubscribableEventSource->EventMessage",""
"axon-messaging-5.1.1","org.axonframework.messaging.eventhandling.annotation","axon-messaging-5.1.1","org.axonframework.messaging.core.annotation",0.9310344827586207,28,1,"EventHandlingMember->MessageHandlingMember,EventHandler->MessageHandler,EventAppenderParameterResolverFactory$1->ParameterResolver,Event->Message,AnnotatedEventHandlingComponent->ParameterResolverFactory,AnnotatedEventHandlingComponent->HandlerDefinition,AnnotatedEventHandlingComponent->AnnotatedHandlerInspector,AnnotatedEventHandlingComponent->MessageHandlingMember,MethodSequencingPolicyEventHandlerDefinition$SequencingPolicyEventMessageHandlingMember->WrappedMessageHandlingMember","HandlerTypeResolver->EventHandler",""
"axon-messaging-5.1.1","org.axonframework.messaging.commandhandling.annotation","axon-messaging-5.1.1","org.axonframework.messaging.core.annotation",0.875,15,1,"AnnotatedCommandHandlingComponent->ParameterResolverFactory,AnnotatedCommandHandlingComponent->AnnotatedHandlerInspector,AnnotatedCommandHandlingComponent->MessageHandlingMember,AnnotatedCommandHandlingComponent->HandlerDefinition,CommandHandler->MessageHandler,CommandHandlingMember->MessageHandlingMember,CommandDispatcherParameterResolverFactory$1->ParameterResolver,CommandDispatcherParameterResolverFactory->ParameterResolverFactory,CommandDispatcherParameterResolverFactory->ParameterResolver","HandlerTypeResolver->CommandHandler",""
"axon-messaging-5.1.1","org.axonframework.messaging.queryhandling.annotation","axon-messaging-5.1.1","org.axonframework.messaging.core.annotation",0.8571428571428571,13,1,"MethodQueryHandlerDefinition->MessageHandlingMember,MethodQueryHandlerDefinition->HandlerEnhancerDefinition,QueryResponse->Message,AnnotatedQueryHandlingComponent->ParameterResolverFactory,AnnotatedQueryHandlingComponent->MessageHandlingMember,AnnotatedQueryHandlingComponent->HandlerDefinition,AnnotatedQueryHandlingComponent->AnnotatedHandlerInspector,MethodQueryHandlerDefinition$MethodQueryHandlingMember->MessageHandlingMember,MethodQueryHandlerDefinition$MethodQueryHandlingMember->WrappedMessageHandlingMember","HandlerTypeResolver->QueryHandler",""
"axon-modelling-5.1.1","org.axonframework.modelling.annotation","axon-modelling-5.1.1","org.axonframework.modelling",0.8461538461538461,12,1,"EntityIdResolverDefinition->EntityIdResolver,AnnotationBasedEntityEvolvingComponent->EntityEvolvingComponent,AnnotationBasedEntityEvolvingComponent->StateEvolvingException,AnnotationBasedEntityIdResolver->EntityIdResolutionException,AnnotationBasedEntityIdResolver->EntityIdResolver,InjectEntity->EntityIdResolver,InjectEntityParameterResolver->EntityIdResolutionException,InjectEntityParameterResolver->EntityIdResolver,InjectEntityParameterResolver->StateManager","PropertyBasedEntityIdResolver->TargetEntityIdMemberMismatchException",""
"axon-messaging-5.1.1","org.axonframework.messaging.core.unitofwork.transaction","axon-messaging-5.1.1","org.axonframework.messaging.core.unitofwork",0.6666666666666666,5,1,"TransactionManager->ProcessingLifecycle$ErrorHandler,TransactionManager->ProcessingLifecycle$Phase,TransactionManager->ProcessingContext,TransactionManager->ProcessingLifecycle,TransactionalExecutorProvider->ProcessingContext","TransactionalUnitOfWorkFactory->TransactionManager",""
"axon-messaging-5.1.1","org.axonframework.messaging.eventhandling.processing.streaming.pooled","axon-messaging-5.1.1","org.axonframework.messaging.eventhandling.configuration",0.6666666666666666,15,3,"PooledStreamingEventProcessorConfiguration->EventProcessorConfiguration,PooledStreamingEventProcessorsConfigurer->EventHandlingComponentsConfigurer$RequiredComponentPhase,PooledStreamingEventProcessorsConfigurer->EventProcessingConfigurer,PooledStreamingEventProcessorsConfigurer->EventHandlingComponentsConfigurer$CompletePhase,PooledStreamingEventProcessorsConfigurer->EventProcessorModule$CustomizationPhase,PooledStreamingEventProcessorsConfigurer->EventProcessorModule$EventHandlingPhase,PooledStreamingEventProcessorsConfigurer->EventProcessorModule,PooledStreamingEventProcessorModule->EventProcessorConfiguration,PooledStreamingEventProcessorModule->DefaultEventHandlingComponentsConfigurer","EventProcessingConfigurer->PooledStreamingEventProcessorsConfigurer,EventProcessorModule->PooledStreamingEventProcessorModule,EventProcessorModule->PooledStreamingEventProcessorConfiguration",""
"axon-messaging-5.1.1","org.axonframework.messaging.eventhandling.processing.subscribing","axon-messaging-5.1.1","org.axonframework.messaging.eventhandling.configuration",0.6666666666666666,15,3,"SubscribingEventProcessorConfiguration->EventProcessorConfiguration,SubscribingEventProcessorsConfigurer->EventHandlingComponentsConfigurer$RequiredComponentPhase,SubscribingEventProcessorsConfigurer->EventProcessorModule$CustomizationPhase,SubscribingEventProcessorsConfigurer->EventProcessorModule,SubscribingEventProcessorsConfigurer->EventHandlingComponentsConfigurer$CompletePhase,SubscribingEventProcessorsConfigurer->EventProcessorModule$EventHandlingPhase,SubscribingEventProcessorsConfigurer->EventProcessingConfigurer,SubscribingEventProcessorModule->EventProcessorConfiguration,SubscribingEventProcessorModule->DefaultEventHandlingComponentsConfigurer","EventProcessingConfigurer->SubscribingEventProcessorsConfigurer,EventProcessorModule->SubscribingEventProcessorConfiguration,EventProcessorModule->SubscribingEventProcessorModule",""
"axon-common-5.1.1","org.axonframework.common.configuration","axon-common-5.1.1","org.axonframework.common.infra",0.6,16,4,"InstantiatedComponentDefinition->ComponentDescriptor,ConfigurationExtensions->ComponentDescriptor,ConfigurationExtensions->DescribableComponent,DecoratedComponent->ComponentDescriptor,Components->DescribableComponent,Components->ComponentDescriptor,LazyInitializedComponentDefinition->ComponentDescriptor,DefaultComponentRegistry->ComponentDescriptor,Component->DescribableComponent","JacksonComponentDescriptor->Component$Identifier,JacksonComponentDescriptor->Component,FilesystemStyleComponentDescriptor->Component$Identifier,FilesystemStyleComponentDescriptor->Component",""
