"dependencyArtifactName","dependencyTypeIsInterface","usedInArtifacts","usedInPackages","minPackageSpread","maxPackageSpread","avgPackageSpread","stdPackageSpread","per5PackageSpread","minPackageCount","maxPackageCount","avgPackageCount","stdPackageCount","per5PackageCount","minTypeSpread","maxTypeSpread","avgTypeSpread","stdTypeSpread","per5TypeSpread","Source Cypher File: Artifact_Dependencies/Usage_and_spread_of_internal_artifact_dependencies.cypher"
"axon-configuration-4.12.2",true,2,7,30,36.36363636363637,33.18181818181819,4.499770425732575,30,3,4,3.5,0.7071067811865476,3,7.482993197278911,18.681318681318682,13.082155939298797,7.91841188769865,7.482993197278911,""
"axon-configuration-4.12.2",false,2,4,18.181818181818183,20,19.090909090909093,1.2856486930664501,18.181818181818183,2,2,2,0,2,2.0408163265306123,6.593406593406594,4.317111459968603,3.2191674496718807,2.0408163265306123,""
"axon-eventsourcing-4.12.2",false,2,4,18.181818181818183,20,19.090909090909093,1.2856486930664501,18.181818181818183,2,2,2,0,2,3.401360544217687,7.692307692307693,5.54683411826269,3.0341578261275206,3.401360544217687,""
"axon-eventsourcing-4.12.2",true,1,2,20,20,20,0,20,2,2,2,0,2,6.593406593406594,6.593406593406594,6.593406593406594,0,6.593406593406594,""
"axon-messaging-4.12.2",true,5,39,60,100,82.04545454545455,15.718008306524297,87.5,6,9,7.8,1.3038404810405297,8,25.274725274725277,56.9620253164557,43.9347879245747,13.195781676497361,40.816326530612244,""
"axon-messaging-4.12.2",false,5,36,30,100,76.72727272727272,30.05917029806818,90,3,9,7.2,2.4899799195977463,8,18.681318681318682,50,33.41402957944311,11.116886321763213,33.08270676691729,""
"axon-modelling-4.12.2",true,2,4,20,25,22.5,3.5355339059327378,20,2,2,2,0,2,5.4945054945054945,13.793103448275861,9.643804471390677,5.867994887451834,5.4945054945054945,""
"axon-modelling-4.12.2",false,3,9,20,44.44444444444444,33.98148148148148,12.596336589391814,37.5,2,4,3,1,3,4.395604395604396,12.643678160919539,8.687279649167126,4.1342457691481265,9.022556390977442,""
"axon-server-connector-4.12.2",false,1,3,30,30,30,0,30,3,3,3,0,3,8.791208791208792,8.791208791208792,8.791208791208792,0,8.791208791208792,""
