"nodeLabels","nodesWithThatLabels","nodesWithThatLabelsPercent","Source Cypher File: Overview/Node_label_combination_count.cypher"
"Git,Change,Update",56066,27.54774644634759,""
"Type,TS,NotIdentified",54204,26.63286213351808,""
"Git,Change,Create",16851,8.279653896611194,""
"Type,TS,Declared",11186,5.49618470639682,""
"Git,Commit",10611,5.213661355227664,""
"Type,TS,Primitive",9037,4.440284390462012,""
"Git,Change,Delete",8886,4.366091301720198,""
"File,Git",6148,3.020788805196464,""
"Type,TS,Union",5555,2.729421244773318,""
"Type,TS,Literal",3383,1.6622199947917433,""
"Git,Change,Rename",2850,1.4003331318819003,""
"Type,TS,ObjectMember",1906,0.9365034910059306,""
"Json,Key",1894,0.9306073515032699,""
"Json,Value,Scalar",1642,0.8067884219473966,""
"Type,Object,TS",1528,0.7507750966721206,""
"Author,Git,Person",1283,0.6303955818261326,""
"Git,Tag",1202,0.5905966401831734,""
"TS,Parameter",1142,0.5611159426698703,""
"TS,ExternalDeclaration",1010,0.4962584081406033,""
"NPM,Dependency",865,0.4250133891501206,""
"TS,Property",596,0.29284159529881143,""
"TS,Function",553,0.27171376208094417,""
"Type,TS,FunctionParameter",470,0.2309321305208748,""
"Json,Value,Object",402,0.19752067333913118,""
"Type,TS,Function",400,0.19653798342202108,""
"Committer,Git,Person",361,0.17737553003837403,""
"TS,TypeAlias",332,0.16312652624027751,""
"TS,Variable",264,0.12971506905853392,""
"Value,TS,Declared",242,0.11890547997032276,""
"TS,TypeParameter",227,0.11153530559199698,""
"Value,TS,Literal",226,0.11104396063344192,""
"NPM,Script",218,0.1071132009650015,""
"TS,ExternalModule",179,0.08795074758135445,""
"Type,TS,TypeParameterReference",171,0.08401998791291401,""
"Type,TS,Intersection",169,0.08303729799580391,""
"File,TS,Local,Module",155,0.07615846857603317,""
"TS,Interface",142,0.0697709841148175,""
"TS,Method",121,0.05945273998516138,""
"Value,TS,Call",100,0.04913449585550527,""
"Value,TS,Member",95,0.04667777106273001,""
"Value,TS,ObjectMember",95,0.04667777106273001,""
"Value,TS,Function",89,0.043729701311399694,""
"Value,TS,Complex",88,0.04323835635284464,""
"File,Directory",72,0.0353768370159638,""
"Git,Change,Copy",72,0.0353768370159638,""
"Package,File,Json,NPM",60,0.029480697513303167,""
"Type,TS,Tuple",48,0.02358455801064253,""
"File,Directory,Local",43,0.021127833217867268,""
"Json,Value,Array",37,0.018179763466536953,""
"NPM,Engine",31,0.015231693715206635,""
"Value,Array,TS",29,0.01424900379809653,""
"Value,TS,Null",23,0.011300934046766213,""
"jQAssistant,Rule,Concept",19,0.009335554212546001,""
"Value,Object,TS",17,0.008352864295435896,""
"File,TS,Scan",13,0.006387484461215686,""
"TS,Class",12,0.005896139502660633,""
"Repository,NPM",11,0.00540479454410558,""
"Project,TS",11,0.00540479454410558,""
"File,Local",11,0.00540479454410558,""
"TS,Constructor",11,0.00540479454410558,""
"TS,Getter",11,0.00540479454410558,""
"TS,AccessorProperty",11,0.00540479454410558,""
"NPM,BugTracker",9,0.004422104626995475,""
"TS,EnumMember",9,0.004422104626995475,""
"File,NPM,Export",5,0.002456724792775264,""
"NPM,Binary",3,0.0014740348756651582,""
"TS,Enum",3,0.0014740348756651582,""
"NPM,Overrides",2,0.0009826899171101054,""
"File,TS,Local,Module,TestRelated,TestEnvironment",2,0.0009826899171101054,""
"Repository,File,Git",1,0.0004913449585550527,""
"Git,Branch",1,0.0004913449585550527,""
"TS,Setter",1,0.0004913449585550527,""
"Analyze,Task,jQAssistant",1,0.0004913449585550527,""
