"relationshipType","nodesWithThatRelationshipType","nodesWithThatRelationshipTypePercent","Source Cypher File: Overview/Relationship_type_count.cypher"
"CONTAINS_CHANGE",84725,19.56471539083247,""
"MODIFIES",84725,19.56471539083247,""
"CONTAINS",74066,17.10333679713659,""
"UPDATES",56066,12.946772889966516,""
"COMMITTED",21222,4.900588846553515,""
"CREATES",19773,4.565985452026325,""
"DELETES",11736,2.7100796674748873,""
"HAS_PARENT",11671,2.6950698533656623,""
"HAS_COMMIT",10611,2.4502944232767576,""
"DEPENDS_ON",9820,2.2676365315783396,""
"HAS_FILE",6148,1.4196974945156449,""
"OF_TYPE",5714,1.319478120309433,""
"HAS_TYPE_ARGUMENT",5484,1.2663664703844821,""
"CHANGED_TOGETHER_WITH",3608,0.8331601431705347,""
"REFERENCES",3349,0.7733518069506985,""
"RENAMES",2850,0.6581226186352616,""
"DECLARES",2281,0.5267290151252743,""
"HAS_MEMBER",2001,0.462071354347073,""
"HAS_KEY",1894,0.4373628911211177,""
"HAS_VALUE",1894,0.4373628911211177,""
"EXPORTS",1887,0.43574644960166264,""
"HAS_NEW_NAME",1688,0.38979332640572684,""
"HAS_PARAMETER",1500,0.3463803255975061,""
"HAS_AUTHOR",1283,0.29627063849440016,""
"HAS_TAG",1202,0.27756610091213485,""
"ON_COMMIT",1202,0.27756610091213485,""
"RETURNS",1085,0.25054843551552936,""
"DECLARES_DEV_DEPENDENCY",444,0.10252857637686179,""
"DECLARES_DEPENDENCY",394,0.0909825655236116,""
"HAS_COMMITTER",361,0.08336219836046646,""
"INITIALIZED_WITH",268,0.06188661817342108,""
"RESOLVES_TO",228,0.052649809490820924,""
"CONSTRAINED_BY",227,0.05241888927375592,""
"DECLARES_SCRIPT",218,0.05034060732017088,""
"USES",179,0.04133471885463572,""
"IS_DESCRIBED_IN_NPM_PACKAGE",144,0.03325251125736058,""
"CONTAINS_VALUE",127,0.029326867567255513,""
"HAS",112,0.025863064311280454,""
"PROVIDED_BY_NPM_DEPENDENCY",107,0.024708463225955435,""
"HAS_ARGUMENT",104,0.02401570257476042,""
"CALLS",100,0.023092021706500404,""
"MEMBER",95,0.02193742062117538,""
"PARENT",95,0.02193742062117538,""
"COPIES",72,0.01662625562868029,""
"COPY_OF",42,0.009698649116730169,""
"EXTENDS",38,0.008774968248470153,""
"DECLARES_ENGINE",31,0.0071585267290151244,""
"REQUIRES_CONCEPT",28,0.006465766077820114,""
"DECLARES_PEER_DEPENDENCY",27,0.006234845860755109,""
"INCLUDES_CONCEPT",19,0.004387484124235077,""
"HAS_EXPORT",15,0.0034638032559750607,""
"CONTAINS_PROJECT",11,0.0025401223877150442,""
"DESCRIBED_BY_GETTER",11,0.0025401223877150442,""
"HAS_CONFIG",11,0.0025401223877150442,""
"HAS_NPM_PACKAGE",11,0.0025401223877150442,""
"HAS_ROOT",11,0.0025401223877150442,""
"IN_REPOSITORY",11,0.0025401223877150442,""
"HAS_BUG_TRACKER",9,0.0020782819535850364,""
"REQUIRES",5,0.0011546010853250204,""
"HAS_BINARY",3,0.0006927606511950121,""
"HAS_HEAD",2,0.0004618404341300081,""
"HAS_OVERRIDES",2,0.0004618404341300081,""
"DESCRIBED_BY_SETTER",1,0.00023092021706500404,""
"HAS_BRANCH",1,0.00023092021706500404,""
"IMPLEMENTS",1,0.00023092021706500404,""
