"projectName","shortCodeUnitName","codeUnitName","nodeEmbeddingTop3SHAPValueSum","rank","Source Cypher File: /home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/domains/anomaly-detection/labels/AnomalyDetectionArchetypeBridge.cypher"
"axon-common-5.0.3","annotation","org.axonframework.common.annotation",-0.15000369134759464,1,""
"axon-common-5.0.3","configuration","org.axonframework.common.configuration",-0.1437703479694597,2,""
"axon-messaging-5.0.3","annotation","org.axonframework.messaging.core.annotation",-0.12076420859168706,3,""
"axon-common-5.0.3","common","org.axonframework.common",-0.11785982162731877,4,""
"axon-messaging-5.0.3","unitofwork","org.axonframework.messaging.core.unitofwork",-0.05592173169267249,5,""
"axon-messaging-5.0.3","core","org.axonframework.messaging.core",-0.027261729433907294,6,""
