"nodeCount","relationshipCount","projectCount","moduleCount","functionCount","objectCount","typeAliasCount","interfaceCount","classCount","methodCount","Source Cypher File: domains/overview/queries/overview/Overview_size_for_Typescript.cypher"
209251,450211,11,159,1333,1561,340,142,13,127,""
