"directoryPath","directoryName","directoryParentPath","directoryParentName","mainAuthor","secondAuthor","thirdAuthor","authorCount","fileCount","commitCount","lastCreationDate","lastModificationDate","lastCommitDate","daysSinceLastCommit","daysSinceLastCreation","daysSinceLastModification","maxCommitSha","maxFileRelativePath","directoryPathLength","combinedDirectoriesCount","Source Cypher File: GitLog/List_git_file_directories_with_commit_statistics.cypher"
"AxonFramework-5.0.2","AxonFramework-5.0.2","","","Steven van Beelen","Allard Buijze","Mitchell Herrijgers",115,2640,6018,"2026-01-16","2026-01-19","2026-01-19",35,37,35,"fff5f9f26176f13bcd2824e006f71d61da2ac8b1","AxonFramework-5.0.2/update/src/test/resources/META-INF/maven/org.axonframework/axon-modelling/pom.properties",1,1,""
"AxonFramework-5.0.2/.github",".github","AxonFramework-5.0.2","AxonFramework-5.0.2","Steven van Beelen","dependabot[bot]","Mitchell Herrijgers",26,16,694,"2025-12-01","2026-01-12","2026-01-12",42,83,41,"ffdb987d127fe126d7d345fa72b94c51bdb220cf","AxonFramework-5.0.2/.github/workflows/slack-release-notification.yml",2,1,""
"AxonFramework-5.0.2/.github/ISSUE_TEMPLATE","ISSUE_TEMPLATE","AxonFramework-5.0.2/.github",".github","Steven van Beelen","Mitchell Herrijgers","Allard Buijze",6,4,59,"2025-08-13","2026-01-12","2026-01-12",42,193,41,"fa509a0b37d60e0d49b0a95686836dc59e5dc146","AxonFramework-5.0.2/.github/ISSUE_TEMPLATE/4_documentation_change.md",3,1,""
"AxonFramework-5.0.2/.github/workflows","workflows","AxonFramework-5.0.2/.github",".github","Steven van Beelen","dependabot[bot]","Mitchell Herrijgers",26,8,668,"2025-12-01","2026-01-12","2026-01-12",42,83,41,"ffdb987d127fe126d7d345fa72b94c51bdb220cf","AxonFramework-5.0.2/.github/workflows/slack-release-notification.yml",3,1,""
"AxonFramework-5.0.2/.idea",".idea","AxonFramework-5.0.2","AxonFramework-5.0.2","Steven van Beelen","Mitchell Herrijgers","Allard Buijze",6,4,64,"2025-12-16","2025-12-16","2026-01-12",42,68,68,"fe926a4970bdf1e538e8e7fb8d147ffdc676e713","AxonFramework-5.0.2/.idea/inspectionProfiles/Project_Default.xml",2,1,""
"AxonFramework-5.0.2/.idea/copyright","copyright","AxonFramework-5.0.2/.idea",".idea","Steven van Beelen","Allard Buijze",,2,1,26,"2025-01-09","2025-01-09","2026-01-12",42,410,410,"fe926a4970bdf1e538e8e7fb8d147ffdc676e713","AxonFramework-5.0.2/.idea/copyright/Axon_Framework_copyright_template.xml",3,1,""
"AxonFramework-5.0.2/.idea/inspectionProfiles","inspectionProfiles","AxonFramework-5.0.2/.idea",".idea","Steven van Beelen","Mitchell Herrijgers","Allard Buijze",5,1,51,"2025-01-09","2025-08-22","2026-01-12",42,410,185,"fe926a4970bdf1e538e8e7fb8d147ffdc676e713","AxonFramework-5.0.2/.idea/inspectionProfiles/Project_Default.xml",3,1,""
"AxonFramework-5.0.2/.mvn/wrapper",".mvn/wrapper","AxonFramework-5.0.2","AxonFramework-5.0.2","Steven van Beelen","Allard Buijze","Jan Galinski",13,2,94,"2018-07-15","2026-01-12","2026-01-12",42,2779,41,"f89c41adfbfda2656db9987aaa87525f17308740","AxonFramework-5.0.2/.mvn/wrapper/maven-wrapper.properties",3,2,""
"AxonFramework-5.0.2/.run",".run","AxonFramework-5.0.2","AxonFramework-5.0.2","Steven van Beelen","Simon Zambrovski",,2,2,8,"2025-11-28","2025-11-28","2026-01-12",42,86,86,"e5ef80fb51d51f626a32d37be0a02c4596864da5","AxonFramework-5.0.2/.run/Example.run.xml",2,1,""
"AxonFramework-5.0.2/axon-5","axon-5","AxonFramework-5.0.2","AxonFramework-5.0.2","Steven van Beelen","Mitchell Herrijgers","Simon Zambrovski",8,9,667,"2024-01-03","2025-11-21","2026-01-12",42,781,93,"ff99ea6ad4081bfbf75e91e533004bd112f36696","AxonFramework-5.0.2/axon-5/reactive-native.md",2,1,""
"AxonFramework-5.0.2/axon-framework-bom","axon-framework-bom","AxonFramework-5.0.2","AxonFramework-5.0.2","Steven van Beelen","Allard Buijze","Simon Zambrovski",4,1,25,"2025-11-17","2026-01-19","2026-01-19",35,97,35,"fbd1ff331f71beea08fe018d000965e68a62b7c5","AxonFramework-5.0.2/axon-framework-bom/pom.xml",2,1,""
"AxonFramework-5.0.2/axon-server-connector/src","axon-server-connector/src","AxonFramework-5.0.2","AxonFramework-5.0.2","Steven van Beelen","Allard Buijze","Mitchell Herrijgers",25,59,886,"2026-01-05","2026-01-13","2026-01-13",41,48,40,"ffa09b102716aa57ebdee51492cc09b076ed9f27","AxonFramework-5.0.2/axon-server-connector/src/test/resources/junit-platform.properties",3,2,""
"AxonFramework-5.0.2/axon-server-connector/src/main","main","AxonFramework-5.0.2/axon-server-connector/src","src","Steven van Beelen","Allard Buijze","Mitchell Herrijgers",16,31,689,"2025-11-06","2026-01-12","2026-01-12",42,108,41,"ff444d0fecd3a54da633c9d7ed396973f6f4f642","AxonFramework-5.0.2/axon-server-connector/src/main/resources/META-INF/services/org.axonframework.common.configuration.ConfigurationEnhancer",4,1,""
"AxonFramework-5.0.2/axon-server-connector/src/main/java/org/axonframework/axonserver/connector","java/org/axonframework/axonserver/connector","AxonFramework-5.0.2/axon-server-connector/src/main","main","Steven van Beelen","Allard Buijze","Mitchell Herrijgers",16,30,679,"2025-11-06","2026-01-12","2026-01-12",42,108,41,"ff444d0fecd3a54da633c9d7ed396973f6f4f642","AxonFramework-5.0.2/axon-server-connector/src/main/java/org/axonframework/axonserver/connector/util/ProcessingInstructionUtils.java",9,5,""
"AxonFramework-5.0.2/axon-server-connector/src/main/java/org/axonframework/axonserver/connector/command","command","AxonFramework-5.0.2/axon-server-connector/src/main/java/org/axonframework/axonserver/connector","connector","Steven van Beelen","Simon Zambrovski","Mitchell Herrijgers",8,2,113,"2025-08-15","2025-11-21","2026-01-12",42,191,93,"fdddb8b6ce37c30237b25549ddefec5a1871a040","AxonFramework-5.0.2/axon-server-connector/src/main/java/org/axonframework/axonserver/connector/command/CommandConverter.java",10,1,""
"AxonFramework-5.0.2/axon-server-connector/src/main/java/org/axonframework/axonserver/connector/event","event","AxonFramework-5.0.2/axon-server-connector/src/main/java/org/axonframework/axonserver/connector","connector","Steven van Beelen","Allard Buijze","Mitchell Herrijgers",8,10,355,"2025-10-21","2026-01-09","2026-01-12",42,125,44,"ff444d0fecd3a54da633c9d7ed396973f6f4f642","AxonFramework-5.0.2/axon-server-connector/src/main/java/org/axonframework/axonserver/connector/event/TaggedEventConverter.java",10,1,""
"AxonFramework-5.0.2/axon-server-connector/src/main/java/org/axonframework/axonserver/connector/query","query","AxonFramework-5.0.2/axon-server-connector/src/main/java/org/axonframework/axonserver/connector","connector","Steven van Beelen","Allard Buijze","Simon Zambrovski",5,6,81,"2025-10-28","2025-11-21","2026-01-12",42,117,93,"f8f0f914ffcf1610aab0ee110a1d708ed10c1262","AxonFramework-5.0.2/axon-server-connector/src/main/java/org/axonframework/axonserver/connector/query/QueryUpdateMessageStream.java",10,1,""
