"communityId","conductance","modularity","memberCount","someMemberNamesShort","someMemberNames","Source Cypher File: Community_Detection/Community_Detection_9_Community_Metrics.cypher"
0,1,-0.003961804858191444,10,"statements,snapshotting,metamodel,inmemory,legacyjpa,processor,heartbeat,messaging,util","org.axonframework.eventsourcing.eventstore.jdbc.statements,org.axonframework.eventsourcing.snapshotting,org.axonframework.modelling.saga.metamodel,org.axonframework.modelling.saga.repository.inmemory,org.axonframework.modelling.saga.repository.legacyjpa,org.axonframework.axonserver.connector.processor,org.axonframework.axonserver.connector.heartbeat,org.axonframework.eventhandling.tokenstore.inmemory,org.axonframework.messaging",""
1,1,-0.009590203364123702,16,"connection,eventsourcing,jpa,util,saga,distributed,legacyjpa,dbscheduler,quartz","org.axonframework.springboot.service.connection,org.axonframework.eventsourcing,org.axonframework.modelling.saga.repository.jpa,org.axonframework.axonserver.connector.util,org.axonframework.test.saga,org.axonframework.commandhandling.distributed,org.axonframework.common.legacyjpa,org.axonframework.deadline.dbscheduler,org.axonframework.deadline.quartz",""
2,1,-0.004420365346987897,8,"legacyjpa,saga,subscription,matchers,commandhandling,jobrunr,xml,converters","org.axonframework.springboot.autoconfig.legacyjpa,org.axonframework.modelling.saga,org.axonframework.axonserver.connector.query.subscription,org.axonframework.test.matchers,org.axonframework.commandhandling,org.axonframework.deadline.jobrunr,org.axonframework.serialization.xml,org.axonframework.serialization.converters",""
3,1,-0.0036276881098285716,6,"axonserver,commandhandling,legacyjpa,repository,query,deadline","org.axonframework.actuator.axonserver,org.axonframework.disruptor.commandhandling,org.axonframework.eventsourcing.eventstore.legacyjpa,org.axonframework.modelling.saga.repository,org.axonframework.axonserver.connector.query,org.axonframework.deadline",""
4,1,-0.0038442196665570932,5,"axon,command,jdbc,interceptors","org.axonframework.axonserver.connector.event.axon,org.axonframework.axonserver.connector.command,org.axonframework.eventhandling.deadletter.jdbc,org.axonframework.eventhandling.tokenstore.jdbc,org.axonframework.messaging.interceptors",""
5,1,-0.007419785257182218,5,"connector,aggregate,annotation,digest,serialization","org.axonframework.axonserver.connector,org.axonframework.test.aggregate,org.axonframework.common.annotation,org.axonframework.common.digest,org.axonframework.serialization",""
6,1,-0.0011666550866087,5,"jdbc,legacyjpa,timeout,registration,tracing","org.axonframework.common.jdbc,org.axonframework.eventhandling.tokenstore.legacyjpa,org.axonframework.messaging.timeout,org.axonframework.queryhandling.registration,org.axonframework.tracing",""
7,1,-0.002240290722054288,5,"util,eventstore,jobrunr,annotation,avro","org.axonframework.springboot.util,org.axonframework.eventsourcing.eventstore,org.axonframework.eventhandling.scheduling.jobrunr,org.axonframework.messaging.annotation,org.axonframework.serialization.avro",""
8,1,-0.003996725842805935,2,"autoconfig,inspection","org.axonframework.springboot.autoconfig,org.axonframework.modelling.command.inspection",""
9,1,-0.0002869557977501116,7,"jpa,inmemory,eventscheduler,io,lifecycle,monitoring,event","org.axonframework.springboot.util.jpa,org.axonframework.eventsourcing.eventstore.inmemory,org.axonframework.test.eventscheduler,org.axonframework.common.io,org.axonframework.lifecycle,org.axonframework.monitoring,org.axonframework.serialization.upcasting.event",""
10,1,-0.0003040837822178951,6,"conflictresolution,jpa,checker,callbacks,deadletter,correlation","org.axonframework.eventsourcing.conflictresolution,org.axonframework.eventsourcing.eventstore.jpa,org.axonframework.axonserver.connector.heartbeat.connection.checker,org.axonframework.commandhandling.callbacks,org.axonframework.eventhandling.deadletter,org.axonframework.messaging.correlation",""
11,1,-0.002509974499682656,4,"command,test,pooled,dbscheduler","org.axonframework.modelling.command,org.axonframework.test,org.axonframework.eventhandling.pooled,org.axonframework.eventhandling.scheduling.dbscheduler",""
12,1,-0.0016241828091203719,7,"actuator,jdbc,utils,jpa,replay,responsetypes,unitofwork","org.axonframework.actuator,org.axonframework.eventsourcing.eventstore.jdbc,org.axonframework.test.utils,org.axonframework.common.jpa,org.axonframework.eventhandling.replay,org.axonframework.messaging.responsetypes,org.axonframework.messaging.unitofwork",""
13,1,-0.00023855062425420177,5,"legacyjpa,jdbc,source,property,transaction","org.axonframework.modelling.command.legacyjpa,org.axonframework.modelling.saga.repository.jdbc,org.axonframework.axonserver.connector.heartbeat.source,org.axonframework.common.property,org.axonframework.common.transaction",""
14,1,-0.0031509975161633746,6,"legacyjpa,config,util,deadline,server","org.axonframework.springboot.util.legacyjpa,org.axonframework.config,org.axonframework.axonserver.connector.event.util,org.axonframework.test.deadline,org.axonframework.test.server,org.axonframework.eventhandling.deadletter.legacyjpa",""
15,1,-0.0032638601771008465,7,"springboot,gateway,interceptors,scheduling,jpa,deadletter,queryhandling","org.axonframework.springboot,org.axonframework.eventhandling.gateway,org.axonframework.eventhandling.interceptors,org.axonframework.eventhandling.scheduling,org.axonframework.eventhandling.tokenstore.jpa,org.axonframework.messaging.deadletter,org.axonframework.queryhandling",""
16,1,-0.005068204008030496,2,"common,upcasting","org.axonframework.common,org.axonframework.serialization.upcasting",""
17,1,-2.0606292281512993e-05,4,"opentelemetry,caching,lock,stream","org.axonframework.tracing.opentelemetry,org.axonframework.common.caching,org.axonframework.common.lock,org.axonframework.common.stream",""
18,1,-0.000145641498272847,3,"gateway,java,json","org.axonframework.commandhandling.gateway,org.axonframework.eventhandling.scheduling.java,org.axonframework.serialization.json",""
19,1,-0.0061273257528982675,3,"commandfilter,annotation,eventhandling","org.axonframework.commandhandling.distributed.commandfilter,org.axonframework.deadline.annotation,org.axonframework.eventhandling",""
