"codeUnitName","shortCodeUnitName","nodeElementId","projectName","incomingDependencies","outgoingDependencies","communityId","clusteringCoefficient","articleRank","pageRank","pageToArticleRankDifference","betweenness","clusteringLabel","clusteringProbability","clusteringIsNoise","clusteringIsMedoid","clusteringSize","clusteringRadiusMax","clusteringRadiusAverage","clusteringNormalizedDistanceToMedoid","anomalyLabel","anomalyScore","anomalyTopFeature1","anomalyTopFeature2","anomalyTopFeature3","anomalyTopFeatureSHAPValue1","anomalyTopFeatureSHAPValue2","anomalyTopFeatureSHAPValue3","visualizationX","visualizationY","Source Cypher File: /home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/domains/anomaly-detection/features/AnomalyDetectionFeatures.cypher"
"org.axonframework.config.ConfigurerModule","ConfigurerModule","4:28caa9cc-84b1-4d96-a590-2dc86cf168e0:462","axon-configuration-4.12.1",10,1,0,0.2727272727272727,0.19153273417228514,0.19992361256133057,0.008390878389045425,5434.937445887445,-1,0,1,0,362,0,0,0,0,-0.055971049776078585,"","","",0,0,0,16.886018753051758,11.502805709838867,""
"org.axonframework.config.ModuleConfiguration","ModuleConfiguration","4:28caa9cc-84b1-4d96-a590-2dc86cf168e0:465","axon-configuration-4.12.1",10,1,0,0.37777777777777777,0.3364811964125477,0.5360052531214373,0.19952405670888962,1121.7023809523812,91,1,0,0,124,8.83571865502745,3.977540189317698,0.21767496271282705,0,-0.08672764380791304,"","","",0,0,0,17.80907440185547,11.343873977661133,""
"org.axonframework.config.DefaultConfigurer","DefaultConfigurer","4:28caa9cc-84b1-4d96-a590-2dc86cf168e0:524","axon-configuration-4.12.1",4,127,0,0.04429133858267716,0.2364024709583114,0.35901596225285126,0.12261349129453986,2252.9416666666666,91,1,0,0,124,8.83571865502745,3.977540189317698,0.24210601942806548,0,-0.037212309009845845,"","","",0,0,0,17.421043395996094,10.843456268310547,""
"org.axonframework.config.LifecycleHandlerInspector","LifecycleHandlerInspector","4:28caa9cc-84b1-4d96-a590-2dc86cf168e0:530","axon-configuration-4.12.1",2,12,6,0.11538461538461539,0.1735376960559183,0.1906789517540039,0.01714125569808561,605.6666666666666,91,1,0,0,124,8.83571865502745,3.977540189317698,0.28385220729632543,0,-0.10794936357772261,"","","",0,0,0,17.363737106323242,10.967225074768066,""
"org.axonframework.config.LifecycleOperations","LifecycleOperations","4:28caa9cc-84b1-4d96-a590-2dc86cf168e0:534","axon-configuration-4.12.1",3,1,0,0.3333333333333333,0.17401563480802523,0.1898985737094266,0.015882938901401356,76,91,0.8378762308141046,0,0,124,8.83571865502745,3.977540189317698,0.3072834104882044,0,-0.09786014686872885,"","","",0,0,0,17.891624450683594,11.304210662841797,""
"org.axonframework.config.EventProcessingConfiguration","EventProcessingConfiguration","4:28caa9cc-84b1-4d96-a590-2dc86cf168e0:542","axon-configuration-4.12.1",9,16,13,0.17333333333333334,0.2715639260268859,0.348946242128326,0.07738231610144009,2432.9083333333324,91,0.562555318328966,0,0,124,8.83571865502745,3.977540189317698,0.4336202759529092,0,-0.05814261251496444,"","","",0,0,0,17.942630767822266,12.134178161621094,""
"org.axonframework.config.AggregateConfiguration","AggregateConfiguration","4:28caa9cc-84b1-4d96-a590-2dc86cf168e0:551","axon-configuration-4.12.1",5,4,0,0.4722222222222222,0.2962692234864694,0.4253213148513663,0.12905209136489693,274.99999999999994,91,1,0,0,124,8.83571865502745,3.977540189317698,0.23120449478132943,0,-0.10687046621115809,"","","",0,0,0,17.8342342376709,11.332472801208496,""
"org.axonframework.config.AggregateConfigurer","AggregateConfigurer","4:28caa9cc-84b1-4d96-a590-2dc86cf168e0:883","axon-configuration-4.12.1",1,41,0,0.10452961672473868,0.15247847326770775,0.15416650183578637,0.00168802856807862,4839.556421356422,91,1,0,0,124,8.83571865502745,3.977540189317698,0.26466596131843223,0,-0.05555424509413642,"","","",0,0,0,17.2464542388916,10.703649520874023,""
"org.axonframework.config.Component","Component","4:28caa9cc-84b1-4d96-a590-2dc86cf168e0:884","axon-configuration-4.12.1",6,3,0,0.3055555555555556,0.30192831688554794,0.4048419629155673,0.10291364603001935,338.1666666666667,91,1,0,0,124,8.83571865502745,3.977540189317698,0.1794909515307356,0,-0.11166578275214167,"","","",0,0,0,17.246854782104492,10.677972793579102,""
"org.axonframework.config.Configuration","Configuration","4:28caa9cc-84b1-4d96-a590-2dc86cf168e0:925","axon-configuration-4.12.1",51,33,0,0.07949412827461608,1.492694758441695,2.785475919091684,1.292781160649989,7064.165476190475,91,1,0,1,124,8.83571865502745,3.977540189317698,0,1,0.01489481922708391,"articleRank","pageRank","degree",-0.2718834185921524,-0.15756983723534249,-0.13671947320751768,17.457195281982422,11.029670715332031,""
