"sourceLabels","relationshipType","targetLabels","relationshipCount","Source Cypher File: domains/overview/queries/overview/Node_labels_and_their_relationships.cypher"
"Class,GenericDeclaration,InternalJavaType,ConnectedInternalJavaType","DEPENDS_ON","ResolvedDuplicateType,JavaType",17,""
"Maven,Configuration","CONTAINS","Value,Array",17,""
"Member,Method,Lambda","RETURNS","ExternalType",17,""
"Interface,InternalJavaType,ConnectedInternalJavaType,Class","DECLARES","Member,Method",17,""
"Artifact,Jar,Archive,Zip","REQUIRES","ExternalType",17,""
"Member,Method","RETURNS","GenericDeclaration,Interface,InternalJavaType,ConnectedInternalJavaType",17,""
"Parameter","OF_TYPE","GenericDeclaration,Interface,InternalJavaType,ConnectedInternalJavaType",17,""
"Member,Field","OF_TYPE","Interface,InternalJavaType,ConnectedInternalJavaType,Class,GenericDeclaration",17,""
"Bound","OF_RAW_TYPE","Class,InternalJavaType,ConnectedInternalJavaType",17,""
"Class,InternalJavaType,ConnectedInternalJavaType","DEPENDS_ON","JavaType",16,""
"Record,InternalJavaType,ConnectedInternalJavaType,Class","DECLARES","Member,Field",16,""
"Member,Method","RETURNS","Throwable,JavaType,GenericDeclaration,Interface,InternalJavaType,ConnectedInternalJavaType,Class",16,""
"Class,GenericDeclaration,InternalJavaType,ConnectedInternalJavaType,Record,Interface","DECLARES","Member,Method",16,""
"Artifact,Jar,Archive,Zip","REQUIRES","ResolvedDuplicateType",16,""
"Bound,ParameterizedType","OF_RAW_TYPE","GenericDeclaration,Interface,InternalJavaType,ConnectedInternalJavaType",16,""
"Parameter","OF_TYPE","Interface,InternalJavaType,ConnectedInternalJavaType,Class",16,""
"GenericDeclaration,Interface,InternalJavaType,ConnectedInternalJavaType","DECLARES","GenericDeclaration,Member,Method",16,""
"Bound","OF_RAW_TYPE","Interface,InternalJavaType,ConnectedInternalJavaType",16,""
"GenericDeclaration,Member,Method","RETURNS","GenericDeclaration,Interface,InternalJavaType,ConnectedInternalJavaType",16,""
"Class,InternalJavaType,ConnectedInternalJavaType","DECLARES","Member,Method,Lambda",16,""
"Member,Method,Lambda","THROWS","Throwable,JavaType",15,""
"Bound","OF_RAW_TYPE","Class,InternalJavaType,ConnectedInternalJavaType,Interface",15,""
"Class,InternalJavaType,ConnectedInternalJavaType,GenericDeclaration,Interface","DECLARES","Member,Method",15,""
"Class,GenericDeclaration,InternalJavaType,ConnectedInternalJavaType","DEPENDS_ON","ResolvedDuplicateType,JavaType",15,""
"Member,Field,Parameter","OF_TYPE","Interface,InternalJavaType,ConnectedInternalJavaType",15,""
"Member,Field","OF_TYPE","GenericDeclaration,Interface,InternalJavaType,ConnectedInternalJavaType",15,""
"Bound,ParameterizedType","OF_RAW_TYPE","GenericDeclaration,Interface,InternalJavaType,ConnectedInternalJavaType",15,""
"Artifact,Jar,Archive,Zip","CONTAINS","Interface",15,""
"Bound,ParameterizedType","OF_RAW_TYPE","GenericDeclaration,Interface,InternalJavaType,ConnectedInternalJavaType,Class",14,""
"Class,GenericDeclaration,InternalJavaType,ConnectedInternalJavaType","DEPENDS_ON","ResolvedDuplicateType",14,""
"Member,Method,Lambda","RETURNS","Throwable,JavaType",14,""
"Class,GenericDeclaration,InternalJavaType,ConnectedInternalJavaType,Interface,Record","DEPENDS_ON","JavaType",14,""
"Member,Constructor,Method","THROWS","Throwable,JavaType",14,""
"Member,Field","OF_GENERIC_TYPE","TypeVariable,Bound",14,""
"Class,InternalJavaType,ConnectedInternalJavaType,GenericDeclaration,Interface","DECLARES","Member,Method",14,""
"Document,Xml,Pom,Maven","HAS_ROOT_ELEMENT","Xml,Element",14,""
"GenericDeclaration,Member,Method","THROWS","Class,Throwable,InternalJavaType,ConnectedInternalJavaType",14,""
"Class,InternalJavaType,ConnectedInternalJavaType","DECLARES","Member,Field",14,""
"Bound","OF_RAW_TYPE","Interface,InternalJavaType,ConnectedInternalJavaType",14,""
"Parameter","OF_TYPE","Interface,InternalJavaType,ConnectedInternalJavaType",14,""
"Member,Method","RETURNS","Interface,InternalJavaType,ConnectedInternalJavaType,Class",14,""
"Interface,InternalJavaType,ConnectedInternalJavaType","DECLARES","GenericDeclaration,Member,Method",14,""
"Class,InternalJavaType,ConnectedInternalJavaType","DEPENDS_ON","ExternalType",14,""
"Git","RESOLVES_TO","Class,InternalJavaType",14,""
"Bound,WildcardType","HAS_UPPER_BOUND","Bound,ParameterizedType",13,""
"Class,InternalJavaType,ConnectedInternalJavaType,Record,GenericDeclaration,Interface","DECLARES","Member,Method",13,""
"Throwable,ResolvedDuplicateType","DECLARES","Member,Constructor,Method",13,""
"Parameter","OF_TYPE","Interface,InternalJavaType,ConnectedInternalJavaType,Class",13,""
"Class,InternalJavaType,ConnectedInternalJavaType,GenericDeclaration","DEPENDS_ON","JavaType",13,""
"Maven,PluginExecution","HAS_GOAL","Maven,ExecutionGoal",13,""
"Maven,Plugin","HAS_EXECUTION","Maven,PluginExecution",13,""
"Directory","CONTAINS","ServiceLoader",13,""
"Artifact,Jar,Archive,Zip","REQUIRES","Throwable,JavaType",13,""
"Member,Method","HAS","Parameter",13,""
"Member,Method,Lambda","CATCHES","Throwable,JavaType",13,""
"Parameter","ANNOTATED_BY","Value,Annotation",13,""
"Bound,ParameterizedType","OF_RAW_TYPE","GenericDeclaration,Interface,InternalJavaType,ConnectedInternalJavaType",13,""
"Member,Method","RETURNS","Interface,InternalJavaType,ConnectedInternalJavaType",13,""
"Class,InternalJavaType,ConnectedInternalJavaType","DEPENDS_ON","ResolvedDuplicateType,ExternalType",13,""
"Member,Field","OF_TYPE","Interface,InternalJavaType,ConnectedInternalJavaType,GenericDeclaration",13,""
"Bound","OF_RAW_TYPE","Interface,InternalJavaType,ConnectedInternalJavaType,Class,Record",13,""
"Class,InternalJavaType,ConnectedInternalJavaType","DECLARES","Member,Field,Method,Lambda",13,""
"GenericDeclaration,Member,Method","INVOKES","Member,Method",13,""
"Value,Annotation","HAS","Value,Class",12,""
"Class,GenericDeclaration,InternalJavaType,ConnectedInternalJavaType","DECLARES","Member,Method,Lambda",12,""
"Record,InternalJavaType,ConnectedInternalJavaType,Class,GenericDeclaration,Interface","DECLARES","Member,Method",12,""
"Class,InternalJavaType,ConnectedInternalJavaType,Record,GenericDeclaration,Interface","DEPENDS_ON","JavaType",12,""
"Member,Method","INVOKES","Member,Constructor,Method",12,""
"Member,Method","RETURNS","Interface,InternalJavaType,ConnectedInternalJavaType,GenericDeclaration,Class",12,""
"Artifact,Jar,Archive,Zip","REQUIRES","ExternalAnnotation,ExternalType",12,""
"Class,GenericDeclaration,InternalJavaType,ConnectedInternalJavaType","DEPENDS_ON","ResolvedDuplicateType",12,""
"Parameter","OF_TYPE","GenericDeclaration,Interface,InternalJavaType,ConnectedInternalJavaType",12,""
"TypeVariable,Bound","HAS_UPPER_BOUND","TypeVariable,Bound",12,""
"Bound","OF_RAW_TYPE","Interface,InternalJavaType,ConnectedInternalJavaType,Class",12,""
"Class,InternalJavaType,ConnectedInternalJavaType","DECLARES","GenericDeclaration,Member,Method,Field",12,""
"Member,Field,Parameter","OF_TYPE","Interface,InternalJavaType,ConnectedInternalJavaType",12,""
"GenericDeclaration,Member,Method","RETURNS","GenericDeclaration,Interface,InternalJavaType,ConnectedInternalJavaType",12,""
"Member,Method","THROWS","Class,Throwable,InternalJavaType,ConnectedInternalJavaType",12,""
"Bound,ParameterizedType","OF_RAW_TYPE","GenericDeclaration,Interface,InternalJavaType,ConnectedInternalJavaType",12,""
"Value,Annotation","OF_TYPE","Annotation,InternalJavaType,ConnectedInternalJavaType",12,""
"Manifest","DECLARES","ManifestSection",11,""
"Class,GenericDeclaration,InternalJavaType,ConnectedInternalJavaType,Record,Interface","DECLARES","Member,Method",11,""
"Parameter","OF_TYPE","Interface,InternalJavaType,ConnectedInternalJavaType,Class,GenericDeclaration",11,""
"Bound","OF_RAW_TYPE","Record,InternalJavaType,ConnectedInternalJavaType,Class",11,""
"Class,GenericDeclaration,InternalJavaType,ConnectedInternalJavaType,Record,Annotation","DEPENDS_ON","JavaType",11,""
"Class,InternalJavaType,ConnectedInternalJavaType,GenericDeclaration","DEPENDS_ON","ResolvedDuplicateType",11,""
"Member,Field","OF_TYPE","Throwable,JavaType",11,""
"Member,Method","RETURNS","Class,InternalJavaType,ConnectedInternalJavaType,Interface,GenericDeclaration",11,""
"Document,Xml,Pom,Maven","DESCRIBES","Artifact,Maven",11,""
"Document,Xml,Pom,Maven","HAS_PARENT","Artifact,Maven",11,""
"Maven,Plugin","HAS_CONFIGURATION","Maven,Configuration",11,""
"Artifact,Jar,Archive,Zip","CONTAINS","Interface",11,""
"Directory","CONTAINS","Manifest,Properties,Document,Xml,Pom,Maven",11,""
"GenericDeclaration,Member,Method","RETURNS","PrimitiveType",11,""
"Class,InternalJavaType,ConnectedInternalJavaType","DEPENDS_ON","ExternalType",11,""
"Artifact,Jar,Archive,Zip","REQUIRES","JavaType,ExternalAnnotation,ExternalType",11,""
"Class,GenericDeclaration,InternalJavaType,ConnectedInternalJavaType","DECLARES","Member,Field",11,""
"Class,InternalJavaType,ConnectedInternalJavaType","DECLARES","Member,Method,Lambda",11,""
"Member,Method,Lambda","RETURNS","Interface,InternalJavaType,ConnectedInternalJavaType",11,""
"Interface,InternalJavaType,ConnectedInternalJavaType,Class","DECLARES","GenericDeclaration,Member,Method",11,""
"Bound,ParameterizedType","OF_RAW_TYPE","GenericDeclaration,Interface,InternalJavaType,ConnectedInternalJavaType",11,""
"Member,Method,Lambda","INVOKES","GenericDeclaration,Member,Method",11,""
"StronglyConnectedComponent,ArtifactMembers","IN_WEAKLY_CONNECTED_COMPONENT","ArtifactMembers,WeaklyConnectedComponent",11,""
"Interface,InternalJavaType,ConnectedInternalJavaType,GenericDeclaration,Class,Record,Enum","DECLARES","Member,Method",10,""
"Class,GenericDeclaration,InternalJavaType,ConnectedInternalJavaType,Annotation,Interface,Record","DEPENDS_ON","JavaType",10,""
"Bound","OF_RAW_TYPE","Interface,InternalJavaType,ConnectedInternalJavaType,Class",10,""
"Class,InternalJavaType,ConnectedInternalJavaType","DEPENDS_ON","ResolvedDuplicateType,ExternalType",10,""
"Parameter","OF_TYPE","GenericDeclaration,Interface,InternalJavaType,ConnectedInternalJavaType,Class",10,""
"Class,InternalJavaType,ConnectedInternalJavaType","DECLARES","Member,Field",10,""
"Artifact,Jar,Archive,Zip","REQUIRES","ExternalType,Throwable,JavaType",10,""
"Member,Method","READS","Member,Field",10,""
"Member,Method","INVOKES","Member,Method,GenericDeclaration",10,""
"Member,Method","RETURNS","GenericDeclaration,Interface,InternalJavaType,ConnectedInternalJavaType,Class",10,""
"Artifact,Jar,Archive,Zip","CONTAINS","Directory,Interface",10,""
"GenericDeclaration,Member,Method","RETURNS","GenericDeclaration,Interface,InternalJavaType,ConnectedInternalJavaType",10,""
"Member,Field","OF_TYPE","GenericDeclaration,Interface,InternalJavaType,ConnectedInternalJavaType",10,""
"Record,InternalJavaType,ConnectedInternalJavaType","DECLARES","Member,Constructor,Method",10,""
"Interface,InternalJavaType,ConnectedInternalJavaType,Class,GenericDeclaration","DECLARES","Member,Method,Lambda",10,""
"Bound,WildcardType","HAS_LOWER_BOUND","Bound,ParameterizedType",10,""
"Member,Method,Lambda","RETURNS","Interface,InternalJavaType,ConnectedInternalJavaType",10,""
"Bound,ParameterizedType","OF_RAW_TYPE","GenericDeclaration,Interface,InternalJavaType,ConnectedInternalJavaType",10,""
"Member,Method","RESOLVES_TO","Member,Method",10,""
"Member,Constructor,Method","INVOKES","GenericDeclaration,Member,Method",10,""
"Git","RESOLVES_TO","ExternalType",10,""
"Class,GenericDeclaration,InternalJavaType,ConnectedInternalJavaType,Annotation,Record,Interface","DEPENDS_ON","JavaType",9,""
"Class,GenericDeclaration,InternalJavaType,ConnectedInternalJavaType,Record","DECLARES","Member,Field",9,""
"Value,Class","IS","JavaType,ExternalType",9,""
"TypeVariable,Bound","OF_RAW_TYPE","ResolvedDuplicateType,GenericDeclaration,Interface,InternalJavaType,ConnectedInternalJavaType",9,""
"Interface,InternalJavaType,ConnectedInternalJavaType,Class,GenericDeclaration,Record","DECLARES","Member,Method",9,""
"Class,InternalJavaType,ConnectedInternalJavaType,GenericDeclaration","DEPENDS_ON","ResolvedDuplicateType,ExternalType",9,""
"Artifact,Jar,Archive,Zip","REQUIRES","ExternalAnnotation,ExternalType",9,""
"Document,Xml,Pom,Maven","USES_LICENSE","Maven,License",9,""
"Parameter","OF_TYPE","GenericDeclaration,Interface,InternalJavaType,ConnectedInternalJavaType,Class",9,""
"GenericDeclaration,Member,Constructor,Method","INVOKES","Member,Constructor,Method",9,""
"GenericDeclaration,Member,Constructor,Method","RETURNS_GENERIC","Bound",9,""
"GenericDeclaration,Member,Constructor,Method","RETURNS","Void",9,""
"GenericDeclaration,Member,Constructor,Method","DECLARES_TYPE_PARAMETER","TypeVariable,Bound",9,""
"Member,Method","RETURNS","GenericDeclaration,Interface,InternalJavaType,ConnectedInternalJavaType,Class",9,""
"Bound","OF_RAW_TYPE","Interface,InternalJavaType,ConnectedInternalJavaType",9,""
"Bound,ParameterizedType","OF_RAW_TYPE","Class,GenericDeclaration,InternalJavaType,ConnectedInternalJavaType",9,""
"Member,Field","OF_TYPE","Class,InternalJavaType,ConnectedInternalJavaType,Interface",9,""
"Class,InternalJavaType,ConnectedInternalJavaType","DECLARES","Member,Method,Lambda",9,""
"Member,Method,Lambda","RETURNS","GenericDeclaration,Interface,InternalJavaType,ConnectedInternalJavaType",9,""
"Class,GenericDeclaration,InternalJavaType,ConnectedInternalJavaType,Interface","DECLARES","GenericDeclaration,Member,Method",9,""
"Class,GenericDeclaration,InternalJavaType,ConnectedInternalJavaType,Record,Enum","DECLARES","Member,Field",8,""
"Annotation,InternalJavaType,ConnectedInternalJavaType,Class,GenericDeclaration,Record,Interface","DEPENDS_ON","JavaType",8,""
"Parameter","OF_TYPE","Interface,InternalJavaType,ConnectedInternalJavaType,GenericDeclaration,Record,Enum,Class",8,""
"Class,GenericDeclaration,InternalJavaType,ConnectedInternalJavaType","DECLARES","Member,Method,Lambda",8,""
"Class,GenericDeclaration,InternalJavaType,ConnectedInternalJavaType","DEPENDS_ON","ResolvedDuplicateType",8,""
"Class,GenericDeclaration,InternalJavaType,ConnectedInternalJavaType,Interface,Record,Enum","DECLARES","Member,Method",8,""
"Member,Method","RETURNS","Interface,InternalJavaType,ConnectedInternalJavaType,Record,Class",8,""
"Class,InternalJavaType,ConnectedInternalJavaType","DEPENDS_ON","ExternalAnnotation,ExternalType",8,""
"Member,Method","HAS","Parameter",8,""
"Member,Method","INVOKES","Member,Method,Lambda,GenericDeclaration",8,""
"Maven,Configuration","CONTAINS","Value,Property",8,""
"Member,Field","OF_TYPE","Interface,InternalJavaType,ConnectedInternalJavaType",8,""
"Artifact,Jar,Archive,Zip","REQUIRES","ResolvedDuplicateType",8,""
"Bound,ParameterizedType","OF_RAW_TYPE","GenericDeclaration,Interface,InternalJavaType,ConnectedInternalJavaType,Record,Class",8,""
"Artifact,Jar,Archive,Zip","CONTAINS","Package,Directory",8,""
"Bound","OF_RAW_TYPE","Interface,InternalJavaType,ConnectedInternalJavaType,Class",8,""
"Member,Method","THROWS","Class,Throwable,InternalJavaType,ConnectedInternalJavaType",8,""
"Class,InternalJavaType,ConnectedInternalJavaType","DECLARES","Member,Constructor,Method,GenericDeclaration",8,""
"TypeVariable,Bound","OF_RAW_TYPE","Interface,InternalJavaType,ConnectedInternalJavaType,GenericDeclaration",8,""
"Member,Method,Lambda","RETURNS","Interface,InternalJavaType,ConnectedInternalJavaType,GenericDeclaration",8,""
"ResolvedDuplicateType","RESOLVES_TO","Interface,InternalJavaType,ConnectedInternalJavaType,Class",8,""
"Member,Method","RESOLVES_TO","GenericDeclaration,Member,Method",8,""
"Member,Method,Lambda","INVOKES","GenericDeclaration,Member,Method",8,""
"Interface,InternalJavaType,ConnectedInternalJavaType,Class,Record,GenericDeclaration,Enum","DECLARES","Member,Method",7,""
"Class,GenericDeclaration,InternalJavaType,ConnectedInternalJavaType,Interface","DEPENDS_ON","ResolvedDuplicateType",7,""
"Member,Method","RETURNS_GENERIC","Bound,GenericArrayType",7,""
"Value,Class","IS","ResolvedDuplicateType",7,""
"Class,InternalJavaType,ConnectedInternalJavaType,GenericDeclaration,Record,Annotation,Enum","DECLARES","Member,Field",7,""
"Member,Method","HAS","Parameter",7,""
"Parameter","OF_TYPE","Record,InternalJavaType,ConnectedInternalJavaType,Class,GenericDeclaration,Interface",7,""
"GenericDeclaration,Interface,InternalJavaType,ConnectedInternalJavaType,Annotation,Class,Record,Enum","DEPENDS_ON","JavaType",7,""
"Bound","OF_RAW_TYPE","Interface,InternalJavaType,ConnectedInternalJavaType,Record,Class,GenericDeclaration,Enum",7,""
"Member,Method","RETURNS","Interface,InternalJavaType,ConnectedInternalJavaType,GenericDeclaration,Class",7,""
"Class,InternalJavaType,ConnectedInternalJavaType,GenericDeclaration","DECLARES","Member,Method,Lambda",7,""
"Bound,ParameterizedType","OF_RAW_TYPE","GenericDeclaration,Interface,InternalJavaType,ConnectedInternalJavaType",7,""
"ServiceLoader","OF_TYPE","ResolvedDuplicateType",7,""
"Maven,PluginExecution","HAS_CONFIGURATION","Maven,Configuration",7,""
"Member,Field","OF_TYPE","Enum,InternalJavaType,ConnectedInternalJavaType,Interface",7,""
"Artifact,Jar,Archive,Zip","REQUIRES","Throwable,JavaType",7,""
"Class,InternalJavaType,ConnectedInternalJavaType","DEPENDS_ON","ExternalType",7,""
"Member,Method","INVOKES","Member,Method,GenericDeclaration",7,""
"Artifact,Jar,Archive,Zip","CONTAINS","Interface",7,""
"Interface,InternalJavaType,ConnectedInternalJavaType,Class","DECLARES","GenericDeclaration,Member,Method",7,""
"Class,InternalJavaType,ConnectedInternalJavaType","DECLARES","Member,Constructor,Method",7,""
"GenericDeclaration,Member,Method","INVOKES","Member,Method",7,""
"Member,Method,Lambda","RETURNS","Class,InternalJavaType,ConnectedInternalJavaType,Interface",7,""
"GenericDeclaration,Member,Method","RETURNS","GenericDeclaration,Interface,InternalJavaType,ConnectedInternalJavaType",7,""
"TypeVariable,Bound","OF_RAW_TYPE","Throwable,JavaType",7,""
"Git","RESOLVES_TO","Properties",7,""
"ResolvedDuplicateType","RESOLVES_TO","Annotation,InternalJavaType,ConnectedInternalJavaType",7,""
"Member,Method","RESOLVES_TO","GenericDeclaration,Member,Method",7,""
"Bound","OF_RAW_TYPE","Interface,InternalJavaType,ConnectedInternalJavaType,Record,Class",6,""
"Class,GenericDeclaration,InternalJavaType,ConnectedInternalJavaType,Enum","DECLARES","Member,Field",6,""
"Class,InternalJavaType,ConnectedInternalJavaType,GenericDeclaration,Interface","DEPENDS_ON","ResolvedDuplicateType",6,""
"Parameter","OF_TYPE","Class,InternalJavaType,ConnectedInternalJavaType,Interface,Record,GenericDeclaration,Enum",6,""
"GenericDeclaration,Record,InternalJavaType,ConnectedInternalJavaType,Interface,Class,Enum","DECLARES","Member,Method",6,""
"Record,InternalJavaType,ConnectedInternalJavaType,Class,GenericDeclaration,Interface","DEPENDS_ON","JavaType",6,""
"Member,Method","INVOKES","Member,Method,Lambda",6,""
"Member,Method","RETURNS","GenericDeclaration,Interface,InternalJavaType,ConnectedInternalJavaType,Void,Class,Enum",6,""
"Class,InternalJavaType,ConnectedInternalJavaType","DEPENDS_ON","ExternalType,ExternalAnnotation",6,""
"Throwable,ExternalType,Class,InternalJavaType,ConnectedInternalJavaType","DECLARES","Member,Constructor,Method",6,""
"Class,InternalJavaType,ConnectedInternalJavaType,GenericDeclaration","DEPENDS_ON","Throwable,JavaType",6,""
"Artifact,Jar,Archive,Zip","REQUIRES","ResolvedDuplicateType,Throwable,ExternalType",6,""
"Member,Method","THROWS","Class,Throwable,InternalJavaType,ConnectedInternalJavaType",6,""
"Class,GenericDeclaration,InternalJavaType,ConnectedInternalJavaType,Interface","DECLARES","Member,Method,Lambda",6,""
"Bound,ParameterizedType","OF_RAW_TYPE","GenericDeclaration,Interface,InternalJavaType,ConnectedInternalJavaType",6,""
"Member,Method,Lambda","RETURNS","Interface,InternalJavaType,ConnectedInternalJavaType",6,""
"Value,Annotation","OF_TYPE","Annotation,InternalJavaType,ConnectedInternalJavaType",6,""
"Member,Field","OF_TYPE","Interface,InternalJavaType,ConnectedInternalJavaType",6,""
"GenericDeclaration,Member,Method","HAS","Parameter",6,""
"GenericDeclaration,Member,Method","INVOKES","GenericDeclaration,Member,Method",6,""
"Class,GenericDeclaration,InternalJavaType,ConnectedInternalJavaType","DECLARES","GenericDeclaration,Member,Method",6,""
"GenericDeclaration,Member,Method","RETURNS","Class,GenericDeclaration,InternalJavaType,ConnectedInternalJavaType",6,""
"Class,GenericDeclaration,InternalJavaType,ConnectedInternalJavaType","IMPLEMENTS","ExternalType",6,""
"Class,GenericDeclaration,InternalJavaType,ConnectedInternalJavaType","IMPLEMENTS_GENERIC","Bound,ParameterizedType",6,""
"ResolvedDuplicateType","RESOLVES_TO","Interface,InternalJavaType,ConnectedInternalJavaType",6,""
"Class,InternalJavaType,ConnectedInternalJavaType,GenericDeclaration,Interface","CHANGED_TOGETHER_WITH","ServiceLoader",6,""
"ServiceLoader","CHANGED_TOGETHER_WITH","Class,InternalJavaType,ConnectedInternalJavaType",6,""
"Class,GenericDeclaration,InternalJavaType,ConnectedInternalJavaType,Annotation,Record,Interface,Enum","DECLARES","Member,Method",5,""
"Bound,ParameterizedType","OF_RAW_TYPE","Class,GenericDeclaration,InternalJavaType,ConnectedInternalJavaType,Interface",5,""
"Member,Field","OF_TYPE","Interface,InternalJavaType,ConnectedInternalJavaType,GenericDeclaration,Class,Enum",5,""
"Parameter","OF_TYPE","Class,GenericDeclaration,InternalJavaType,ConnectedInternalJavaType,Record,Interface",5,""
"Bound","OF_RAW_TYPE","Class,GenericDeclaration,InternalJavaType,ConnectedInternalJavaType,Record,Interface,Enum",5,""
"Member,Method","INVOKES","Member,Method,Lambda",5,""
"Class,GenericDeclaration,InternalJavaType,ConnectedInternalJavaType,Record,Enum","DECLARES","Member,Field",5,""
"Class,InternalJavaType,ConnectedInternalJavaType,Interface","DECLARES","Member,Method,Lambda",5,""
"Interface,InternalJavaType,ConnectedInternalJavaType,Record,Class,GenericDeclaration,Throwable","DEPENDS_ON","JavaType",5,""
"Member,Method","RETURNS","Class,InternalJavaType,ConnectedInternalJavaType,Interface,Record,Void,Enum,GenericDeclaration",5,""
"Class,InternalJavaType,ConnectedInternalJavaType,GenericDeclaration,Record","DECLARES","Member,Constructor,Method",5,""
"Class,InternalJavaType,ConnectedInternalJavaType,Interface,GenericDeclaration","DEPENDS_ON","Throwable,JavaType",5,""
"Class,GenericDeclaration,InternalJavaType,ConnectedInternalJavaType","IMPLEMENTS_GENERIC","Bound,ParameterizedType",5,""
"Artifact,Jar,Archive,Zip","CONTAINS","Directory,Interface,Package",5,""
"GenericDeclaration,Member,Method","CATCHES","Throwable,ExternalType",5,""
"Member,Method","CATCHES","Throwable,JavaType",5,""
"Class,InternalJavaType,ConnectedInternalJavaType","DEPENDS_ON","ExternalAnnotation,ExternalType",5,""
"Class,InternalJavaType,ConnectedInternalJavaType,GenericDeclaration,Interface","DEPENDS_ON","ResolvedDuplicateType",5,""
"GenericDeclaration,Member,Method","RETURNS","Class,GenericDeclaration,InternalJavaType,ConnectedInternalJavaType,Interface",5,""
"Interface,InternalJavaType,ConnectedInternalJavaType,GenericDeclaration","DECLARES","GenericDeclaration,Member,Method",5,""
"Class,InternalJavaType,ConnectedInternalJavaType,GenericDeclaration,Member,Method,Annotation","ANNOTATED_BY","Value,Annotation",5,""
"Artifact,Jar,Archive,Zip","REQUIRES","PrimitiveType",5,""
"Value,Annotation","OF_TYPE","Annotation,InternalJavaType,ConnectedInternalJavaType",5,""
"Member,Method,Lambda","RETURNS","Class,InternalJavaType,ConnectedInternalJavaType,Interface,Throwable,Record",5,""
"Class,InternalJavaType","EXTENDS","JavaType",5,""
"Class,InternalJavaType","DEPENDS_ON","Void",5,""
"GenericDeclaration,Member,Constructor,Method","WRITES","Member,Field",5,""
"GenericDeclaration,Member,Method","HAS","Parameter",5,""
"GenericDeclaration,Member,Method","THROWS","Throwable,JavaType",5,""
"ResolvedDuplicateType","RESOLVES_TO","Interface,InternalJavaType,ConnectedInternalJavaType,Class,GenericDeclaration,Record",5,""
"Class,InternalJavaType,ConnectedInternalJavaType,GenericDeclaration,Record,Interface","DEPENDS_ON","ResolvedDuplicateType",4,""
"Bound,ParameterizedType","OF_RAW_TYPE","Class,GenericDeclaration,InternalJavaType,ConnectedInternalJavaType,Interface",4,""
"Member,Field","OF_GENERIC_TYPE","Bound,GenericArrayType",4,""
"Class,InternalJavaType,ConnectedInternalJavaType,GenericDeclaration,Interface","DECLARES","Member,Method,Lambda,GenericDeclaration",4,""
"Annotation,InternalJavaType,ConnectedInternalJavaType,Class","ANNOTATED_BY","Value,Annotation",4,""
"Bound","OF_RAW_TYPE","Interface,InternalJavaType,ConnectedInternalJavaType,Record,Class",4,""
"Class,InternalJavaType,ConnectedInternalJavaType,Record,GenericDeclaration,Enum","DECLARES","Member,Field",4,""
"Class,InternalJavaType,ConnectedInternalJavaType,GenericDeclaration,Interface,Record,Annotation,Throwable","DECLARES","Member,Method",4,""
"Class,InternalJavaType,ConnectedInternalJavaType,GenericDeclaration,Record,Interface,Throwable","DEPENDS_ON","JavaType",4,""
"Member,Method","RETURNS","Interface,InternalJavaType,ConnectedInternalJavaType,Class,Void,GenericDeclaration,Enum,Record",4,""
"Member,Method","THROWS","Class,Throwable,InternalJavaType,ConnectedInternalJavaType",4,""
"Class,InternalJavaType,ConnectedInternalJavaType,Throwable,Record,GenericDeclaration","DECLARES","Member,Constructor,Method",4,""
"Class,InternalJavaType,ConnectedInternalJavaType,GenericDeclaration,Record","DEPENDS_ON","ExternalType",4,""
"Class,InternalJavaType,ConnectedInternalJavaType,GenericDeclaration","DEPENDS_ON","PrimitiveType",4,""
"Class,InternalJavaType,ConnectedInternalJavaType","DEPENDS_ON","Throwable,JavaType,ExternalType,ExternalAnnotation",4,""
"Parameter","OF_TYPE","Class,InternalJavaType,ConnectedInternalJavaType,Record,GenericDeclaration,Interface",4,""
"Artifact,Jar,Archive,Zip","REQUIRES","PrimitiveType,Throwable,ResolvedDuplicateType,JavaType",4,""
"Member,Method","CATCHES","Throwable,JavaType",4,""
"Artifact,Jar,Archive,Zip","CONTAINS","Package,Directory,Interface,ServiceLoader,Class,InternalJavaType",4,""
"GenericDeclaration,Member,Method","RETURNS","Interface,InternalJavaType,ConnectedInternalJavaType,ResolvedDuplicateType,GenericDeclaration",4,""
"Member,Method,Lambda","RETURNS","Throwable,ResolvedDuplicateType,Class,InternalJavaType,ConnectedInternalJavaType,GenericDeclaration,Interface",4,""
"Member,Method","READS","Member,Field",4,""
"GenericDeclaration,Member,Method","THROWS","Throwable,ResolvedDuplicateType",4,""
"Member,Field","OF_TYPE","GenericDeclaration,Interface,InternalJavaType,ConnectedInternalJavaType,Record,Class,Enum",4,""
"Member,Field,Parameter","OF_TYPE","GenericDeclaration,Interface,InternalJavaType,ConnectedInternalJavaType,Class",4,""
"Maven,Dependency","EXCLUDES","Maven,Exclusion",4,""
"Value,Annotation","OF_TYPE","Annotation,InternalJavaType,ConnectedInternalJavaType",4,""
"Member,Constructor,Method","THROWS","Class,Throwable,InternalJavaType,ConnectedInternalJavaType",4,""
"TypeVariable,Bound","OF_RAW_TYPE","Interface,InternalJavaType,ConnectedInternalJavaType",4,""
"GenericDeclaration,Member,Method","DECLARES_TYPE_PARAMETER","TypeVariable,Bound",4,""
