"codeUnitName","shortName","topologicalSortIndex","maxDistanceFromSource","overallMaxDistanceFromSource","incomingDependencies","outgoingDependencies","Source Cypher File: domains/internal-dependencies/queries/topological-sort/Topological_Sort_Query.cypher"
"/axon-tracing-opentelemetry-5.1.1.jar","axon-tracing-opentelemetry-5.1.1",0,0,6,0,2,""
"/axon-test-5.1.1.jar","axon-test-5.1.1",1,0,6,0,3,""
"/axon-metrics-micrometer-5.1.1.jar","axon-metrics-micrometer-5.1.1",2,0,6,0,2,""
"/axon-update-5.1.1.jar","axon-update-5.1.1",3,0,6,0,1,""
"/axoniq-spring-boot-autoconfigure-5.1.1.jar","axoniq-spring-boot-autoconfigure-5.1.1",4,0,6,0,4,""
"/axon-server-connector-5.1.1.jar","axon-server-connector-5.1.1",5,1,6,1,5,""
"/axon-eventsourcing-5.1.1.jar","axon-eventsourcing-5.1.1",6,2,6,2,4,""
"/axon-modelling-5.1.1.jar","axon-modelling-5.1.1",7,3,6,2,3,""
"/axon-messaging-5.1.1.jar","axon-messaging-5.1.1",8,4,6,7,2,""
"/axon-conversion-5.1.1.jar","axon-conversion-5.1.1",9,5,6,5,1,""
"/axon-common-5.1.1.jar","axon-common-5.1.1",10,6,6,10,0,""
