"sourceProject","sourceScan","sourceRootProject","isDifferentTargetProject","isDifferentTargetScan","isDifferentTargetRootProject","distance","distanceTotalPairCount","distanceTotalSourceCount","distanceTotalTargetCount","pairCount","sourceNodeCount","targetNodeCount","examples","exampleProjects","exampleScans","Source Cypher File: domains/internal-dependencies/queries/path-finding/Path_Finding_5_All_pairs_shortest_path_distribution_per_project.cypher"
,,,,,,1,27,10,6,27,10,6,"/axon-server-connector-5.1.2.jar -> /axon-modelling-5.1.2.jar,/axon-eventsourcing-5.1.2.jar -> /axon-modelling-5.1.2.jar,/axoniq-spring-boot-autoconfigure-5.1.2.jar -> /axon-server-connector-5.1.2.jar,/axon-modelling-5.1.2.jar -> /axon-common-5.1.2.jar","","",""
,,,,,,2,6,4,3,6,4,3,"/axon-test-5.1.2.jar -> /axon-modelling-5.1.2.jar,/axoniq-spring-boot-autoconfigure-5.1.2.jar -> /axon-modelling-5.1.2.jar,/axoniq-spring-boot-autoconfigure-5.1.2.jar -> /axon-eventsourcing-5.1.2.jar,/axon-test-5.1.2.jar -> /axon-conversion-5.1.2.jar","","",""
