"artifactName","dependentArtifactName","fullPackageName","fullDependentPackageName","dependentTypes","dependentPackageTypes","typeUsagePercentage","dependentTypeNameExamples","Source Cypher File: domains/internal-dependencies/queries/internal-dependencies/How_many_classes_compared_to_all_existing_in_the_same_package_are_used_by_dependent_packages_across_different_artifacts.cypher"
"axon-modelling-5.0.3","axon-messaging-5.0.3","org.axonframework.modelling.entity","org.axonframework.messaging.core",7,80,0.0875,"org.axonframework.messaging.core.MessageStream$Single,org.axonframework.messaging.core.QualifiedName,org.axonframework.messaging.core.MessageHandler,org.axonframework.messaging.core.DelayedMessageStream,org.axonframework.messaging.core.MessageStream$Empty,org.axonframework.messaging.core.MessageType,org.axonframework.messaging.core.MessageStream",""
"axon-modelling-5.0.3","axon-common-5.0.3","org.axonframework.modelling.entity.child","org.axonframework.common",3,34,0.0882,"org.axonframework.common.StringUtils,org.axonframework.common.ReflectionUtils,org.axonframework.common.BuilderUtils",""
"axon-messaging-5.0.3","axon-common-5.0.3","org.axonframework.messaging.commandhandling.annotation","org.axonframework.common",3,34,0.0882,"org.axonframework.common.StringUtils,org.axonframework.common.ReflectionUtils,org.axonframework.common.AxonConfigurationException",""
"axon-messaging-5.0.3","axon-common-5.0.3","org.axonframework.messaging.eventhandling.annotation","org.axonframework.common",3,34,0.0882,"org.axonframework.common.StringUtils,org.axonframework.common.Priority,org.axonframework.common.FutureUtils",""
"axon-test-5.0.3","axon-common-5.0.3","org.axonframework.test.matchers","org.axonframework.common",3,34,0.0882,"org.axonframework.common.ReflectionUtils,org.axonframework.common.AxonNonTransientException,org.axonframework.common.BuilderUtils",""
"axon-eventsourcing-5.0.3","axon-common-5.0.3","org.axonframework.eventsourcing.annotation.reflection","org.axonframework.common",3,34,0.0882,"org.axonframework.common.ReflectionUtils,org.axonframework.common.ObjectUtils,org.axonframework.common.AxonConfigurationException",""
"axon-messaging-5.0.3","axon-common-5.0.3","org.axonframework.messaging.commandhandling.distributed","org.axonframework.common",3,34,0.0882,"org.axonframework.common.AxonThreadFactory,org.axonframework.common.BuilderUtils,org.axonframework.common.FutureUtils",""
"axon-messaging-5.0.3","axon-common-5.0.3","org.axonframework.messaging.eventhandling.processing.streaming.token.store.jpa","org.axonframework.common",3,34,0.0882,"org.axonframework.common.DateTimeUtils,org.axonframework.common.ClassUtils,org.axonframework.common.BuilderUtils",""
"axon-messaging-5.0.3","axon-common-5.0.3","org.axonframework.messaging.eventhandling.processing.streaming.token.store.jdbc","org.axonframework.common",3,34,0.0882,"org.axonframework.common.DateTimeUtils,org.axonframework.common.ClassUtils,org.axonframework.common.BuilderUtils",""
"axon-messaging-5.0.3","axon-common-5.0.3","org.axonframework.messaging.eventhandling.replay","org.axonframework.common",3,34,0.0882,"org.axonframework.common.ObjectUtils,org.axonframework.common.AxonNonTransientException,org.axonframework.common.TypeReference",""
"axon-server-connector-5.0.3","axon-common-5.0.3","org.axonframework.axonserver.connector.command","org.axonframework.common",3,34,0.0882,"org.axonframework.common.ObjectUtils,org.axonframework.common.Assert,org.axonframework.common.FutureUtils",""
"axon-eventsourcing-5.0.3","axon-common-5.0.3","org.axonframework.eventsourcing.configuration","org.axonframework.common",3,34,0.0882,"org.axonframework.common.ConstructorUtils,org.axonframework.common.TypeReference,org.axonframework.common.FutureUtils",""
"axon-modelling-5.0.3","axon-common-5.0.3","org.axonframework.modelling","org.axonframework.common",3,34,0.0882,"org.axonframework.common.AxonTransientException,org.axonframework.common.Assert,org.axonframework.common.BuilderUtils",""
"axon-messaging-5.0.3","axon-common-5.0.3","org.axonframework.messaging.eventhandling.configuration","org.axonframework.common",3,34,0.0882,"org.axonframework.common.Assert,org.axonframework.common.BuilderUtils,org.axonframework.common.AxonConfigurationException",""
"axon-server-connector-5.0.3","axon-common-5.0.3","org.axonframework.axonserver.connector.query","org.axonframework.common",3,34,0.0882,"org.axonframework.common.AxonException,org.axonframework.common.FutureUtils,org.axonframework.common.Registration",""
"axon-modelling-5.0.3","axon-messaging-5.0.3","org.axonframework.modelling.entity.annotation","org.axonframework.messaging.commandhandling.annotation",1,11,0.0909,"org.axonframework.messaging.commandhandling.annotation.CommandHandlingMember",""
"axon-spring-boot-autoconfigure-5.0.3","axon-messaging-5.0.3","org.axonframework.extension.springboot.autoconfig","org.axonframework.messaging.queryhandling.distributed",1,11,0.0909,"org.axonframework.messaging.queryhandling.distributed.DistributedQueryBusConfiguration",""
"axon-modelling-5.0.3","axon-messaging-5.0.3","org.axonframework.modelling.annotation","org.axonframework.messaging.core.interception.annotation",1,11,0.0909,"org.axonframework.messaging.core.interception.annotation.MessageHandlerInterceptorMemberChain",""
"axon-spring-boot-autoconfigure-5.0.3","axon-messaging-5.0.3","org.axonframework.extension.springboot.autoconfig","org.axonframework.messaging.core.interception",2,21,0.0952,"org.axonframework.messaging.core.interception.HandlerInterceptorRegistry,org.axonframework.messaging.core.interception.DispatchInterceptorRegistry",""
"axon-spring-boot-autoconfigure-5.0.3","axon-messaging-5.0.3","org.axonframework.extension.springboot.autoconfig","org.axonframework.messaging.commandhandling.distributed",1,10,0.1,"org.axonframework.messaging.commandhandling.distributed.DistributedCommandBusConfiguration",""
"axon-eventsourcing-5.0.3","axon-messaging-5.0.3","org.axonframework.eventsourcing.eventstore","org.axonframework.messaging.core",8,80,0.1,"org.axonframework.messaging.core.Metadata,org.axonframework.messaging.core.MessageDispatchInterceptor,org.axonframework.messaging.core.DefaultMessageDispatchInterceptorChain,org.axonframework.messaging.core.Context$ResourceKey,org.axonframework.messaging.core.Context,org.axonframework.messaging.core.MessageStream$Empty,org.axonframework.messaging.core.MessageStream,org.axonframework.messaging.core.MessageStream$Entry",""
"axon-eventsourcing-5.0.3","axon-modelling-5.0.3","org.axonframework.eventsourcing.configuration","org.axonframework.modelling.annotation",1,10,0.1,"org.axonframework.modelling.annotation.EntityIdResolverDefinition",""
"axon-eventsourcing-5.0.3","axon-modelling-5.0.3","org.axonframework.eventsourcing.annotation","org.axonframework.modelling.annotation",1,10,0.1,"org.axonframework.modelling.annotation.EntityIdResolverDefinition",""
