"codeUnitName","shortCodeUnitName","projectName","localClusteringCoefficient","pageRank","degree","incomingDependencies","outgoingDependencies","Source Cypher File: domains/archetypes/queries/AnomalyDetectionOverReferencesUtilities.cypher"
"org.axonframework.common","common","axon-common-5.1.0",0.14285714285714285,11.616163415031838,1006,975,31,""
"org.axonframework.messaging.core","core","axon-messaging-5.1.0",0.1469583048530417,6.270230446286461,13782,13384,398,""
"org.axonframework.common.annotation","annotation","axon-common-5.1.0",0.1581173982020095,2.7505531713282867,4323,4318,5,""
"org.axonframework.messaging.core.unitofwork","unitofwork","axon-messaging-5.1.0",0.16021825396825398,1.5699893815021881,11910,11801,109,""
"org.axonframework.common.infra","infra","axon-common-5.1.0",0.15265700483091788,0.7635797504432399,1360,1333,27,""
