"nodeLabel","nodesWithThatLabel","nodesWithThatLabelPercent","Source Cypher File: domains/overview/queries/overview/Node_label_count.cypher"
"Git",108572,52.0322242084126,""
"TS",94446,45.26245668853606,""
"Type",88506,42.41576129931995,""
"Change",88356,42.34387505211753,""
"Update",58796,28.177491936759274,""
"NotIdentified",54184,25.967229456108655,""
"Create",17448,8.361808274586295,""
"Declared",10990,5.266865711697809,""
"Commit",10881,5.214628372064046,""
"Primitive",9683,4.640496877740663,""
"Delete",9106,4.3639744468353285,""
"File",6685,3.2037304169881575,""
"Union",5463,2.618097123112387,""
"Json",4249,2.0362977624207454,""
"Literal",3641,1.7449188404269085,""
"Value",3221,1.5436373482601133,""
"Rename",2926,1.4022610620953402,""
"Key",1996,0.9565663294402936,""
"Object",1977,0.9474607381279863,""
"ObjectMember",1858,0.8904309820140609,""
"Scalar",1729,0.8286088094199738,""
"Person",1670,0.8003335521870193,""
"Function",1321,0.6330782170293727,""
"Author",1307,0.6263688339571462,""
"NPM",1280,0.6134293094607094,""
"Tag",1279,0.6129500678126931,""
"Parameter",1202,0.5760484609154474,""
"ExternalDeclaration",1010,0.484034064496341,""
"Dependency",911,0.43658914134273924,""
"FunctionParameter",730,0.3498464030518108,""
"Property",586,0.280835605737481,""
"Committer",361,0.17300623493384068,""
"TypeAlias",337,0.16150443538145237,""
"Variable",274,0.1313122115564331,""
"Script",241,0.11549723717189919,""
"TypeParameter",227,0.10878785409967268,""
"Local",213,0.10207847102744617,""
"ExternalModule",182,0.08722197993894462,""
"TypeParameterReference",171,0.08195032181076664,""
"Module",159,0.0761994220345725,""
"Interface",141,0.06757307237028126,""
"Intersection",132,0.06325989753813566,""
"Method",124,0.059425964354006225,""
"ModuleMembers",105,0.05032037304169882,""
"Call",99,0.04744492315360174,""
"Member",96,0.0460071982095532,""
"StronglyConnectedComponent",91,0.04361098996947231,""
"Complex",83,0.03977705678534288,""
"Copy",80,0.03833933184129434,""
"Array",69,0.03306767371311636,""
"Package",65,0.031150707121051648,""
"Directory",45,0.02156587416072806,""
"Tuple",45,0.02156587416072806,""
"Engine",33,0.015814974384533914,""
"Null",25,0.01198104120040448,""
"jQAssistant",20,0.009584832960323584,""
"Concept",19,0.009105591312307405,""
"Rule",19,0.009105591312307405,""
"AccessorProperty",17,0.008147108016275047,""
"Getter",17,0.008147108016275047,""
"WeaklyConnectedComponent",14,0.006709383072226508,""
"Class",13,0.006230141424210329,""
"Scan",13,0.006230141424210329,""
"Constructor",12,0.00575089977619415,""
"Repository",12,0.00575089977619415,""
"Project",11,0.005271658128177971,""
"BugTracker",9,0.004313174832145613,""
"EnumMember",9,0.004313174832145613,""
"NpmNonDevPackage",7,0.003354691536113254,""
"Export",5,0.002396208240080896,""
"Binary",3,0.0014377249440485375,""
"Enum",3,0.0014377249440485375,""
"NpmDevPackage",2,0.0009584832960323584,""
"TestEnvironment",2,0.0009584832960323584,""
"TestRelated",2,0.0009584832960323584,""
"Analyze",1,0.0004792416480161792,""
"Branch",1,0.0004792416480161792,""
"Setter",1,0.0004792416480161792,""
"Task",1,0.0004792416480161792,""
