"artifactName","fullQualifiedName","name","distance","abstractness","instability","elementsCount","Source Cypher File: Metrics/Calculate_distance_between_abstractness_and_instability_for_Java_including_subpackages.cypher"
"axon-common-5.0.0","org.axonframework.common.lifecycle","lifecycle",0.8333333333333334,0,0.16666666666666666,5,""
"axon-conversion-5.0.0","org.axonframework.conversion","conversion",0.7753988245172124,0.16666666666666666,0.05793450881612091,30,""
"axon-common-5.0.0","org.axonframework.common.infra","infra",0.7458437240232751,0.25,0.004156275976724855,8,""
"axon-messaging-5.0.0","org.axonframework.messaging.eventhandling.processing.streaming.token","token",0.7184253690541279,0.12903225806451613,0.15254237288135594,31,""
"axon-messaging-5.0.0","org.axonframework.messaging.core","core",0.6928390069225249,0.2857142857142857,0.021446707363189457,217,""
"axon-update-5.0.0","org.axonframework.update.api","api",0.6842105263157895,0,0.3157894736842105,6,""
"axon-messaging-5.0.0","org.axonframework.messaging.queryhandling.configuration","configuration",0.6710526315789473,0.75,0.9210526315789473,4,""
"axon-test-5.0.0","org.axonframework.test.server","server",0.6666666666666667,0,0.3333333333333333,2,""
"axon-messaging-5.0.0","org.axonframework.messaging.commandhandling.configuration","configuration",0.6666666666666665,0.75,0.9166666666666666,4,""
"axon-messaging-5.0.0","org.axonframework.messaging.core.unitofwork","unitofwork",0.6212770599878434,0.36363636363636365,0.015086576375792903,22,""
"axon-common-5.0.0","org.axonframework.common.util","util",0.5757575757575758,0.3333333333333333,0.09090909090909091,6,""
"axon-messaging-5.0.0","org.axonframework.messaging.tracing","tracing",0.5309597523219814,0.2631578947368421,0.20588235294117646,19,""
"axon-messaging-5.0.0","org.axonframework.messaging.queryhandling.annotation","annotation",0.5226480836236933,0.5714285714285714,0.9512195121951219,7,""
"axon-common-5.0.0","org.axonframework.common.configuration","configuration",0.5002102692803364,0.4782608695652174,0.021528861154446178,46,""
"axon-spring-boot-autoconfigure-5.0.0","org.axonframework.extension.springboot.util.jpa","jpa",0.5,0,0.5,1,""
"axon-update-5.0.0","org.axonframework.update.common","common",0.5,0,0.5,1,""
"axon-common-5.0.0","org.axonframework.common.annotation","annotation",0.4989053092501369,0.5,0.0010946907498631637,4,""
"axon-eventsourcing-5.0.0","org.axonframework.eventsourcing.annotation","annotation",0.4732142857142856,0.5625,0.9107142857142857,16,""
"axon-messaging-5.0.0","org.axonframework.messaging.eventhandling","eventhandling",0.4472023272826253,0.313953488372093,0.23884418434528165,172,""
"axon-update-5.0.0","org.axonframework.update.detection","detection",0.4444444444444444,0,0.5555555555555556,4,""
"axon-messaging-5.0.0","org.axonframework.messaging.eventhandling.processing.errorhandling","errorhandling",0.4358974358974359,0.3333333333333333,0.23076923076923078,3,""
"axon-messaging-5.0.0","org.axonframework.messaging.core.annotation","annotation",0.43555836261003433,0.32653061224489793,0.2379110251450677,49,""
"axon-common-5.0.0","org.axonframework.common.property","property",0.41666666666666674,0.3333333333333333,0.25,9,""
"axon-modelling-5.0.0","org.axonframework.modelling.configuration","configuration",0.41517386722866156,0.5384615384615384,0.8767123287671232,13,""
"axon-spring-boot-autoconfigure-5.0.0","org.axonframework.extension.springboot.actuator.axonserver","axonserver",0.4,0,0.6,2,""
"axon-messaging-5.0.0","org.axonframework.messaging.queryhandling.gateway","gateway",0.3999999999999999,0.5,0.9,2,""
"axon-messaging-5.0.0","org.axonframework.messaging.eventstreaming","eventstreaming",0.3994565217391304,0.4375,0.16304347826086957,16,""
"axon-messaging-5.0.0","org.axonframework.messaging.eventhandling.configuration","configuration",0.3772691397000789,0.7142857142857143,0.6629834254143646,14,""
"axon-messaging-5.0.0","org.axonframework.messaging.core.conversion","conversion",0.363013698630137,0.5,0.136986301369863,2,""
"axon-messaging-5.0.0","org.axonframework.messaging.commandhandling","commandhandling",0.3603689567430026,0.375,0.26463104325699743,64,""
"axon-messaging-5.0.0","org.axonframework.messaging.eventhandling.processing.streaming.segmenting","segmenting",0.35162601626016254,0.25,0.3983739837398374,12,""
"axon-spring-boot-autoconfigure-5.0.0","org.axonframework.extension.springboot.actuator","actuator",0.33333333333333337,0.3333333333333333,0.3333333333333333,3,""
"axon-messaging-5.0.0","org.axonframework.messaging.core.configuration.reflection","reflection",0.33333333333333337,0,0.6666666666666666,3,""
"axon-messaging-5.0.0","org.axonframework.messaging.eventhandling.replay","replay",0.33150183150183143,0.35714285714285715,0.9743589743589743,14,""
"axon-common-5.0.0","org.axonframework.common.jdbc","jdbc",0.3212121212121213,0.5454545454545454,0.13333333333333333,11,""
"axon-messaging-5.0.0","org.axonframework.messaging.eventhandling.annotation","annotation",0.308904109589041,0.35,0.958904109589041,20,""
"axon-eventsourcing-5.0.0","org.axonframework.eventsourcing.annotation.reflection","reflection",0.30208333333333326,0.3333333333333333,0.96875,6,""
"axon-server-connector-5.0.0","org.axonframework.axonserver.connector.util","util",0.29230769230769227,0.3076923076923077,0.4,13,""
"axon-messaging-5.0.0","org.axonframework.messaging.core.interception.annotation","annotation",0.2909090909090908,0.45454545454545453,0.8363636363636363,11,""
"axon-test-5.0.0","org.axonframework.test.matchers","matchers",0.29061784897025167,0.13043478260869565,0.5789473684210527,23,""
"axon-test-5.0.0","org.axonframework.test","test",0.2887116351655974,0.3013698630136986,0.9873417721518988,73,""
"axon-common-5.0.0","org.axonframework.common.jpa","jpa",0.2777777777777778,0.5,0.2222222222222222,2,""
"axon-modelling-5.0.0","org.axonframework.modelling.entity.annotation","annotation",0.265625,0.3333333333333333,0.9322916666666666,18,""
"axon-test-5.0.0","org.axonframework.test.util","util",0.2592592592592593,0.3333333333333333,0.9259259259259259,12,""
"axon-spring-boot-autoconfigure-5.0.0","org.axonframework.extension.springboot.util","util",0.25,0.5,0.25,8,""
"axon-messaging-5.0.0","org.axonframework.messaging.commandhandling.gateway","gateway",0.2467948717948718,0.375,0.8717948717948718,8,""
"axon-messaging-5.0.0","org.axonframework.messaging.core.retry","retry",0.24102564102564106,0.3076923076923077,0.9333333333333333,13,""
"axon-messaging-5.0.0","org.axonframework.messaging.eventhandling.gateway","gateway",0.24,0.4,0.84,5,""
"axon-messaging-5.0.0","org.axonframework.messaging.eventhandling.processing.streaming.pooled","pooled",0.2329787234042553,0.25,0.9829787234042553,24,""
"axon-messaging-5.0.0","org.axonframework.messaging.commandhandling.distributed","distributed",0.2301886792452832,0.4,0.8301886792452831,10,""
"axon-messaging-5.0.0","org.axonframework.messaging.commandhandling.annotation","annotation",0.2298850574712643,0.3333333333333333,0.896551724137931,12,""
"axon-messaging-5.0.0","org.axonframework.messaging.eventhandling.processing.streaming","streaming",0.2235782279716867,0.20588235294117646,0.5705394190871369,68,""
"axon-messaging-5.0.0","org.axonframework.messaging.queryhandling.distributed","distributed",0.2227912932138283,0.36363636363636365,0.8591549295774648,11,""
"axon-modelling-5.0.0","org.axonframework.modelling","modelling",0.21370672338414276,0.3763440860215054,0.8373626373626374,93,""
"axon-modelling-5.0.0","org.axonframework.modelling.entity","entity",0.2126984126984126,0.35555555555555557,0.8571428571428571,45,""
"axon-messaging-5.0.0","org.axonframework.messaging.core.timeout","timeout",0.2068965517241379,0,0.7931034482758621,8,""
"axon-conversion-5.0.0","org.axonframework.conversion.json","json",0.19999999999999996,0,0.8,5,""
"axon-modelling-5.0.0","org.axonframework.modelling.annotation","annotation",0.18679245283018875,0.3,0.8867924528301887,10,""
"axon-messaging-5.0.0","org.axonframework.messaging.eventhandling.conversion","conversion",0.17999999999999994,0.5,0.32,2,""
"axon-eventsourcing-5.0.0","org.axonframework.eventsourcing.eventstore.inmemory","inmemory",0.1791666666666667,0.2,0.9791666666666666,5,""
