"nodeLabels","nodesWithThatLabels","nodesWithThatLabelsPercent","Source Cypher File: Overview/Node_label_combination_count.cypher"
"Git,Change,Update",55754,27.464348168764317,""
"Type,TS,NotIdentified",54204,26.70082017684294,""
"Git,Change,Create",16816,8.28353981429029,""
"Type,TS,Declared",11182,5.508238713332184,""
"Git,Commit",10586,5.214649885470801,""
"Type,TS,Primitive",9016,4.441269919460112,""
"Git,Change,Delete",8830,4.349646560429546,""
"File,Git",6135,3.0220930518952733,""
"Type,TS,Union",5549,2.7334302110785447,""
"Type,TS,Literal",3382,1.6659688185020074,""
"Git,Change,Rename",2850,1.4039063077264107,""
"Type,TS,ObjectMember",1902,0.9369227358932046,""
"Json,Key",1894,0.9329819462574813,""
"Json,Value,Scalar",1642,0.8088470727321988,""
"Type,Object,TS",1527,0.7521982217186769,""
"Author,Git,Person",1279,0.6300337430112559,""
"Git,Tag",1180,0.5812664712691805,""
"TS,Parameter",1135,0.5590995295682373,""
"TS,ExternalDeclaration",1010,0.49752469151006135,""
"NPM,Dependency",865,0.4260978793625773,""
"TS,Property",593,0.2921110317479865,""
"TS,Function",550,0.270929287455974,""
"Type,TS,FunctionParameter",470,0.2315213910987414,""
"Json,Value,Object",402,0.19802467919509373,""
"Type,TS,Function",400,0.1970394817861629,""
"Committer,Git,Person",361,0.177828132312012,""
"TS,TypeAlias",332,0.1635427698825152,""
"TS,Variable",264,0.13004605797886754,""
"Value,TS,Declared",242,0.11920888648062856,""
"TS,TypeParameter",227,0.11181990591364745,""
"Value,TS,Literal",226,0.11132730720918205,""
"NPM,Script",218,0.1073865175734588,""
"TS,ExternalModule",179,0.0881751680993079,""
"Type,TS,TypeParameterReference",171,0.08423437846358464,""
"Type,TS,Intersection",169,0.08324918105465383,""
"File,TS,Local,Module",154,0.07586020048767272,""
"TS,Interface",142,0.06994901603408782,""
"TS,Method",121,0.05960444324031428,""
"Value,TS,Call",100,0.049259870446540725,""
"Value,TS,Member",95,0.046796876924213686,""
"Value,TS,ObjectMember",95,0.046796876924213686,""
"Value,TS,Function",89,0.04384128469742125,""
"Value,TS,Complex",88,0.04334868599295584,""
"File,Directory",72,0.03546710672150932,""
"Git,Change,Copy",72,0.03546710672150932,""
"Package,File,Json,NPM",60,0.02955592226792443,""
"Type,TS,Tuple",48,0.02364473781433955,""
"File,Directory,Local",43,0.021181744292012514,""
"Json,Value,Array",37,0.018226152065220068,""
"NPM,Engine",31,0.015270559838427625,""
"Value,Array,TS",29,0.014285362429496809,""
"Value,TS,Null",23,0.011329770202704367,""
"jQAssistant,Rule,Concept",19,0.009359375384842737,""
"Value,Object,TS",17,0.008374177975911924,""
"File,TS,Scan",13,0.006403783158050294,""
"TS,Class",12,0.005911184453584887,""
"Repository,NPM",11,0.00541858574911948,""
"Project,TS",11,0.00541858574911948,""
"File,Local",11,0.00541858574911948,""
"TS,AccessorProperty",11,0.00541858574911948,""
"TS,Getter",11,0.00541858574911948,""
"TS,Constructor",11,0.00541858574911948,""
"NPM,BugTracker",9,0.004433388340188665,""
"TS,EnumMember",9,0.004433388340188665,""
"File,NPM,Export",5,0.0024629935223270364,""
"NPM,Binary",3,0.0014777961133962219,""
"TS,Enum",3,0.0014777961133962219,""
"NPM,Overrides",2,0.0009851974089308145,""
"File,TS,Local,Module,TestRelated,TestEnvironment",2,0.0009851974089308145,""
"Repository,File,Git",1,0.0004925987044654072,""
"Git,Branch",1,0.0004925987044654072,""
"TS,Setter",1,0.0004925987044654072,""
"Analyze,Task,jQAssistant",1,0.0004925987044654072,""
