"relationshipType","nodesWithThatRelationshipType","nodesWithThatRelationshipTypePercent","Source Cypher File: Overview/Relationship_type_count.cypher"
"CONTAINS_CHANGE",84322,19.546672600999564,""
"MODIFIES",84322,19.546672600999564,""
"CONTAINS",74051,17.165753335744157,""
"UPDATES",55754,12.92432798316133,""
"COMMITTED",21172,4.907878754160987,""
"CREATES",19738,4.575463387947741,""
"DELETES",11680,2.7075393844984097,""
"HAS_PARENT",11643,2.6989624189824473,""
"HAS_COMMIT",10586,2.4539393770804936,""
"DEPENDS_ON",9786,2.2684914740326576,""
"HAS_FILE",6135,1.4221536064980946,""
"OF_TYPE",5700,1.3213163092158335,""
"HAS_TYPE_ARGUMENT",5481,1.2705499457564884,""
"CHANGED_TOGETHER_WITH",3408,0.7900080669837826,""
"REFERENCES",3350,0.7765630940128144,""
"RENAMES",2850,0.6606581546079168,""
"DECLARES",2275,0.5273674742922845,""
"HAS_MEMBER",1997,0.46292432798316135,""
"HAS_KEY",1894,0.4390479104657524,""
"HAS_VALUE",1894,0.4390479104657524,""
"EXPORTS",1884,0.43672981167765446,""
"HAS_NEW_NAME",1688,0.3912950754309346,""
"HAS_PARAMETER",1493,0.3460921490630245,""
"HAS_AUTHOR",1279,0.29648483499772826,""
"HAS_TAG",1180,0.27353565699555854,""
"ON_COMMIT",1180,0.27353565699555854,""
"RETURNS",1082,0.25081828887219854,""
"DECLARES_DEV_DEPENDENCY",444,0.10292358619154914,""
"DECLARES_DEPENDENCY",394,0.09133309225105937,""
"HAS_COMMITTER",361,0.08368336625033612,""
"INITIALIZED_WITH",268,0.06212504752102515,""
"CONSTRAINED_BY",227,0.052620842489823544,""
"RESOLVES_TO",227,0.052620842489823544,""
"DECLARES_SCRIPT",218,0.05053455358053539,""
"USES",179,0.04149396830695337,""
"IS_DESCRIBED_IN_NPM_PACKAGE",144,0.03338062254861053,""
"CONTAINS_VALUE",127,0.02943985460884401,""
"HAS",112,0.025962706426697083,""
"PROVIDED_BY_NPM_DEPENDENCY",107,0.0248036570326481,""
"HAS_ARGUMENT",104,0.024108227396218717,""
"CALLS",100,0.023180987880979536,""
"MEMBER",95,0.02202193848693056,""
"PARENT",95,0.02202193848693056,""
"COPIES",72,0.016690311274305265,""
"COPY_OF",42,0.009736014910011406,""
"EXTENDS",38,0.008808775394772223,""
"DECLARES_ENGINE",31,0.0071861062431036555,""
"REQUIRES_CONCEPT",28,0.006490676606674271,""
"DECLARES_PEER_DEPENDENCY",27,0.006258866727864475,""
"INCLUDES_CONCEPT",19,0.004404387697386112,""
"HAS_EXPORT",15,0.00347714818214693,""
"CONTAINS_PROJECT",11,0.002549908666907749,""
"DESCRIBED_BY_GETTER",11,0.002549908666907749,""
"HAS_CONFIG",11,0.002549908666907749,""
"HAS_NPM_PACKAGE",11,0.002549908666907749,""
"HAS_ROOT",11,0.002549908666907749,""
"IN_REPOSITORY",11,0.002549908666907749,""
"HAS_BUG_TRACKER",9,0.002086288909288158,""
"REQUIRES",5,0.0011590493940489767,""
"HAS_BINARY",3,0.0006954296364293861,""
"HAS_HEAD",2,0.00046361975761959073,""
"HAS_OVERRIDES",2,0.00046361975761959073,""
"DESCRIBED_BY_SETTER",1,0.00023180987880979536,""
"HAS_BRANCH",1,0.00023180987880979536,""
"IMPLEMENTS",1,0.00023180987880979536,""
