"resolved","extension","gitFileCount","fileLabels","gitFileExamples","Source Cypher File: domains/git-history/queries/statistics/List_git_files_by_resolved_label_and_extension.cypher"
false,"java",13838,"File,Git","extensions/spring/spring-boot-autoconfigure/src/test/java/org/axonframework/extension/springboot/autoconfig/EventProcessorPropertiesAndDefinitionInteractionTest.java,extensions/spring/spring-boot-autoconfigure/src/test/java/org/axonframework/extension/springboot/eventsourcing/eventstore/jpa/AggregateBasedJpaEventStorageEngineIT.java,integrationtests/src/test/java/org/axonframework/integrationtests/queryhandling/AbstractSubscriptionQueryTestSuite.java,messaging/src/test/java/org/axonframework/messaging/core/CloseCallbackMessageStreamTest.java,messaging/src/test/java/org/axonframework/messaging/core/ConcatenatingMessageStreamTest.java,messaging/src/test/java/org/axonframework/messaging/core/DelayedMessageStreamTest.java,messaging/src/test/java/org/axonframework/messaging/core/EmptyMessageStreamTest.java,messaging/src/test/java/org/axonframework/messaging/core/FluxMessageStreamTest.java,messaging/src/test/java/org/axonframework/messaging/core/MessageStreamGenericsTest.java",""
false,"xml",521,"File,Git","axon-server-connector/pom.xml,extensions/kotlin/kotlin-test/pom.xml,extensions/kotlin/kotlin/pom.xml,extensions/kotlin/pom.xml,extensions/pom.xml,pom.xml,build/parent/pom.xml,examples/pom.xml,examples/university-java-springboot-3/pom.xml",""
false,"adoc",494,"File,Git","docs/reference-guide/modules/monitoring/pages/index.adoc,docs/reference-guide/modules/monitoring/pages/tracing.adoc,docs/reference-guide/modules/monitoring/partials/nav.adoc,docs/reference-guide/modules/queries/pages/infrastructure.adoc,docs/reference-guide/modules/release-notes/partials/nav.adoc,docs/reference-guide/modules/sagas/pages/associations.adoc,docs/reference-guide/modules/sagas/pages/implementation.adoc,docs/reference-guide/modules/sagas/pages/index.adoc,docs/reference-guide/modules/sagas/pages/infrastructure.adoc",""
false,"png",199,"File,Git","examples/university-demo-kotlin/docs/images/AxonServer_DCBContext_Creation.png,examples/university-demo-kotlin/docs/images/EventModeling_GWT_SubscribeStudent.png,examples/university-demo-kotlin/docs/images/FacultyContext_EventModeling.png,docs/reference-guide/modules/commands/images/distributed-command-bus.png,docs/getting-started/modules/ROOT/images/AxonServer_DCBContext_Creation.png,docs/af5-getting-started/modules/ROOT/images/AxonServer_DCBContext_Creation.png,docs/af5-getting-started/modules/ROOT/images/AxonServer_DCBEvents_Search.png,docs/getting-started/modules/ROOT/images/AxonServer_DCBEvents_Search.png,docs/getting-started/modules/ROOT/images/EventModeling_CreateCourse_Done.png",""
false,"xsl",160,"File,Git","documentation/src/main/docbook/styles/docbook/VERSION.xsl,documentation/src/main/docbook/styles/docbook/common/autoidx-kimber.xsl,documentation/src/main/docbook/styles/docbook/common/autoidx-kosek.xsl,documentation/src/main/docbook/styles/docbook/common/charmap.xsl,documentation/src/main/docbook/styles/docbook/common/common.xsl,documentation/src/main/docbook/styles/docbook/common/gentext.xsl,documentation/src/main/docbook/styles/docbook/common/insertfile.xsl,documentation/src/main/docbook/styles/docbook/common/l10n.xsl,documentation/src/main/docbook/styles/docbook/common/labels.xsl",""
false,"properties",159,"File,Git","examples/university-demo-kotlin/src/test/resources/application.properties,extensions/spring/spring-boot-autoconfigure/src/test/resources/application-custom.properties,extensions/spring/spring-boot-autoconfigure/src/test/resources/log4j2.properties,extensions/spring/spring-boot-autoconfigure/src/test/resources/test.jgroups.application.properties,extensions/spring/spring-boot-autoconfigure/src/test/resources/test.metrics.application.properties,extensions/spring/spring-boot-autoconfigure/src/test/resources/test.springcloud.application.properties,integrationtests/src/test/resources/log4j2.properties,axon-server-connector/src/test/resources/junit-platform.properties,axon-server-connector/src/test/resources/log4j2.properties",""
false,"as",97,"File,Git","sample/addressbook/flex-ui/swf/src/main/flex/org/axonframework/examples/addressbook/commands/RemoveAddressCommand.as,sample/addressbook/flex-ui/swf/src/main/flex/org/axonframework/examples/addressbook/commands/RemoveContactCommand.as,sample/addressbook/flex-ui/swf/src/main/flex/org/axonframework/examples/addressbook/controllers/BaseController.as,sample/addressbook/flex-ui/swf/src/main/flex/org/axonframework/examples/addressbook/NotificationImagesCollection.as,sample/addressbook/flex-ui/swf/src/main/flex/org/axonframework/examples/addressbook/commands/ChangeContactNameCommand.as,sample/addressbook/flex-ui/swf/src/main/flex/org/axonframework/examples/addressbook/commands/CreateContactCommand.as,sample/addressbook/flex-ui/swf/src/main/flex/org/axonframework/examples/addressbook/commands/RegisterAddressCommand.as,sample/addressbook/flex-ui/swf/src/main/flex/org/axonframework/examples/addressbook/controllers/RemoveContactController.as,sample/addressbook/flex-ui/swf/src/main/flex/org/axonframework/examples/addressbook/controllers/RemovedItemController.as",""
false,"svg",65,"File,Git",".idea/icon.svg,documentation/src/main/resources/images/callouts/11.svg,documentation/src/main/resources/images/callouts/12.svg,documentation/src/main/resources/images/callouts/1.svg,documentation/src/main/resources/images/callouts/10.svg,documentation/src/main/resources/images/callouts/15.svg,documentation/src/main/resources/images/callouts/16.svg,documentation/src/main/resources/images/callouts/17.svg,documentation/src/main/resources/images/callouts/18.svg",""
false,"yml",62,"File,Git",".github/workflows/pullrequest.yml,.github/workflows/slack-release-notification.yml,docs/_reference-guide-preview/antora.yml,docs/getting-started/antora.yml,docs/identifier-generation-guide/antora.yml,docs/message-handler-customization-guide/antora.yml,docs/meta-annotations-guide/antora.yml,docs/reference-guide/antora.yml,examples/university-demo-kotlin/src/main/resources/application.yml",""
false,"md",58,"File,Git","README.md,CLAUDE.md,.claude/rules/completablefuture-blocking.md,.claude/rules/type-safety.md,.claude/skills/issue-from-notes/SKILL.md,.claude/skills/issue-from-notes/references/examples.md,AGENTS.md,axon-5/api-changes.md,docs/AGENTS.md",""
false,"kt",47,"File,Git","examples/university-demo-kotlin/src/main/kotlin/UniversityKotlinApplication.kt,examples/university-demo-kotlin/src/main/kotlin/faculty/FacultyTags.kt,examples/university-demo-kotlin/src/main/kotlin/faculty/events/CourseCreated.kt,examples/university-demo-kotlin/src/main/kotlin/faculty/events/CourseRenamed.kt,examples/university-demo-kotlin/src/main/kotlin/faculty/events/FacultyEvent.kt,examples/university-demo-kotlin/src/main/kotlin/faculty/events/StudentEnrolledInFaculty.kt,examples/university-demo-kotlin/src/main/kotlin/faculty/events/StudentSubscribedToCourse.kt,examples/university-demo-kotlin/src/main/kotlin/faculty/write/create_course/CreateCourse.kt,examples/university-demo-kotlin/src/main/kotlin/faculty/write/create_course/CreateCourseState.kt",""
false,"gif",17,"File,Git","docs/reference-guide/modules/messaging-concepts/images/axoniq-console-flow.gif,docs/old-reference-guide/modules/messaging-concepts/images/axoniq-console-flow.gif,reference-guide/src/main/resources/images/callouts/12.gif,reference-guide/src/main/resources/images/callouts/13.gif,reference-guide/src/main/resources/images/callouts/14.gif,reference-guide/src/main/resources/images/callouts/15.gif,reference-guide/src/main/resources/images/callouts/1.gif,reference-guide/src/main/resources/images/callouts/10.gif,reference-guide/src/main/resources/images/callouts/11.gif",""
false,"proto",17,"File,Git","axon-server-api/src/main/proto/common.proto,axon-server-api/src/main/proto/control.proto,axon-server-api/src/main/proto/event.proto,axon-server-api/src/main/proto/query.proto,axon-server-api/src/main/proto/command.proto,axon-server-api/src/main/proto/messaging_api.proto,axon-server-api/src/main/proto/messaging_messages.proto,axon-server-api/src/main/proto/platform_api.proto,axon-server-api/src/main/proto/common_messages.proto",""
