"codeUnitName","shortName","topologicalSortIndex","maxDistanceFromSource","overallMaxDistanceFromSource","incomingDependencies","outgoingDependencies","Source Cypher File: Topological_Sort/Topological_Sort_Query.cypher"
"/axon-update-5.0.0.jar","axon-update-5.0.0",0,0,6,0,1,""
"/axon-spring-boot-autoconfigure-5.0.0.jar","axon-spring-boot-autoconfigure-5.0.0",1,0,6,0,6,""
"/axon-tracing-opentelemetry-5.0.0.jar","axon-tracing-opentelemetry-5.0.0",2,0,6,0,2,""
"/axon-metrics-micrometer-5.0.0.jar","axon-metrics-micrometer-5.0.0",3,0,6,0,2,""
"/axon-test-5.0.0.jar","axon-test-5.0.0",4,1,6,1,3,""
"/axon-server-connector-5.0.0.jar","axon-server-connector-5.0.0",5,1,6,1,4,""
"/axon-eventsourcing-5.0.0.jar","axon-eventsourcing-5.0.0",6,2,6,3,4,""
"/axon-modelling-5.0.0.jar","axon-modelling-5.0.0",7,3,6,2,3,""
"/axon-messaging-5.0.0.jar","axon-messaging-5.0.0",8,4,6,7,2,""
"/axon-conversion-5.0.0.jar","axon-conversion-5.0.0",9,5,6,4,1,""
"/axon-common-5.0.0.jar","axon-common-5.0.0",10,6,6,10,0,""
