"artifactName","dependentArtifactName","packageName","dependentPackage.fqn","dependentTypes","dependentPackageTypes","typeUsagePercentage","dependentTypeNames","Source Cypher File: Internal_Dependencies/How_many_classes_compared_to_all_existing_in_the_same_package_are_used_by_dependent_packages_across_different_artifacts.cypher"
"axon-test-5.0.2","axon-messaging-5.0.2","org.axonframework.test.matchers","org.axonframework.messaging.core",1,80,0.0125,"org.axonframework.messaging.core.Message",""
"axon-modelling-5.0.2","axon-messaging-5.0.2","org.axonframework.modelling.repository","org.axonframework.messaging.core",1,80,0.0125,"org.axonframework.messaging.core.Context$ResourceKey",""
"axon-eventsourcing-5.0.2","axon-messaging-5.0.2","org.axonframework.eventsourcing.eventstore.jdbc","org.axonframework.messaging.core",1,80,0.0125,"org.axonframework.messaging.core.Context$ResourceKey",""
"axon-eventsourcing-5.0.2","axon-messaging-5.0.2","org.axonframework.eventsourcing.configuration","org.axonframework.messaging.core",1,80,0.0125,"org.axonframework.messaging.core.MessageTypeResolver",""
"axon-eventsourcing-5.0.2","axon-messaging-5.0.2","org.axonframework.eventsourcing.configuration","org.axonframework.messaging.core.annotation",1,50,0.02,"org.axonframework.messaging.core.annotation.ParameterResolverFactory",""
"axon-spring-boot-autoconfigure-5.0.2","axon-messaging-5.0.2","org.axonframework.extension.springboot.autoconfig","org.axonframework.messaging.core.annotation",1,50,0.02,"org.axonframework.messaging.core.annotation.HandlerEnhancerDefinition",""
"axon-eventsourcing-5.0.2","axon-common-5.0.2","org.axonframework.eventsourcing.annotation","org.axonframework.common.configuration",1,46,0.021739130434782608,"org.axonframework.common.configuration.Configuration",""
"axon-eventsourcing-5.0.2","axon-common-5.0.2","org.axonframework.eventsourcing.annotation.reflection","org.axonframework.common.configuration",1,46,0.021739130434782608,"org.axonframework.common.configuration.Configuration",""
"axon-messaging-5.0.2","axon-common-5.0.2","org.axonframework.messaging.core","org.axonframework.common.configuration",1,46,0.021739130434782608,"org.axonframework.common.configuration.Configuration",""
"axon-modelling-5.0.2","axon-common-5.0.2","org.axonframework.modelling.entity.annotation","org.axonframework.common.configuration",1,46,0.021739130434782608,"org.axonframework.common.configuration.Configuration",""
"axon-messaging-5.0.2","axon-common-5.0.2","org.axonframework.messaging.core.unitofwork","org.axonframework.common.configuration",1,46,0.021739130434782608,"org.axonframework.common.configuration.ComponentNotFoundException",""
"axon-tracing-opentelemetry-5.0.2","axon-messaging-5.0.2","org.axonframework.extension.tracing.opentelemetry","org.axonframework.messaging.core",2,80,0.025,"org.axonframework.messaging.core.Message,org.axonframework.messaging.core.Metadata",""
"axon-metrics-micrometer-5.0.2","axon-messaging-5.0.2","org.axonframework.extension.metrics.micrometer","org.axonframework.messaging.core",2,80,0.025,"org.axonframework.messaging.core.Message,org.axonframework.messaging.core.Metadata",""
"axon-eventsourcing-5.0.2","axon-common-5.0.2","org.axonframework.eventsourcing.annotation","org.axonframework.common",1,34,0.029411764705882353,"org.axonframework.common.ReflectionUtils",""
"axon-spring-boot-autoconfigure-5.0.2","axon-common-5.0.2","org.axonframework.extension.springboot.autoconfig","org.axonframework.common",1,34,0.029411764705882353,"org.axonframework.common.AxonConfigurationException",""
"axon-messaging-5.0.2","axon-common-5.0.2","org.axonframework.messaging.core.interception.annotation","org.axonframework.common",1,34,0.029411764705882353,"org.axonframework.common.AxonConfigurationException",""
"axon-test-5.0.2","axon-common-5.0.2","org.axonframework.test.util","org.axonframework.common",1,34,0.029411764705882353,"org.axonframework.common.ObjectUtils",""
"axon-update-5.0.2","axon-common-5.0.2","org.axonframework.update","org.axonframework.common",1,34,0.029411764705882353,"org.axonframework.common.ObjectUtils",""
"axon-messaging-5.0.2","axon-common-5.0.2","org.axonframework.messaging.monitoring.configuration","org.axonframework.common",1,34,0.029411764705882353,"org.axonframework.common.TypeReference",""
"axon-messaging-5.0.2","axon-common-5.0.2","org.axonframework.messaging.core.timeout","org.axonframework.common",1,34,0.029411764705882353,"org.axonframework.common.AxonThreadFactory",""
"axon-messaging-5.0.2","axon-common-5.0.2","org.axonframework.messaging.eventhandling.processing","org.axonframework.common",1,34,0.029411764705882353,"org.axonframework.common.AxonException",""
"axon-messaging-5.0.2","axon-common-5.0.2","org.axonframework.messaging.eventhandling.processing.streaming.token.store","org.axonframework.common",1,34,0.029411764705882353,"org.axonframework.common.AxonTransientException",""
"axon-conversion-5.0.2","axon-common-5.0.2","org.axonframework.conversion.avro","org.axonframework.common",1,34,0.029411764705882353,"org.axonframework.common.BuilderUtils",""
"axon-tracing-opentelemetry-5.0.2","axon-common-5.0.2","org.axonframework.extension.tracing.opentelemetry","org.axonframework.common",1,34,0.029411764705882353,"org.axonframework.common.BuilderUtils",""
"axon-messaging-5.0.2","axon-common-5.0.2","org.axonframework.messaging.queryhandling.tracing","org.axonframework.common",1,34,0.029411764705882353,"org.axonframework.common.BuilderUtils",""
"axon-metrics-micrometer-5.0.2","axon-common-5.0.2","org.axonframework.extension.metrics.micrometer","org.axonframework.common",1,34,0.029411764705882353,"org.axonframework.common.BuilderUtils",""
"axon-messaging-5.0.2","axon-common-5.0.2","org.axonframework.messaging.eventhandling.tracing","org.axonframework.common",1,34,0.029411764705882353,"org.axonframework.common.BuilderUtils",""
"axon-messaging-5.0.2","axon-common-5.0.2","org.axonframework.messaging.eventhandling.sequencing","org.axonframework.common",1,34,0.029411764705882353,"org.axonframework.common.BuilderUtils",""
"axon-messaging-5.0.2","axon-common-5.0.2","org.axonframework.messaging.commandhandling.tracing","org.axonframework.common",1,34,0.029411764705882353,"org.axonframework.common.BuilderUtils",""
"axon-messaging-5.0.2","axon-common-5.0.2","org.axonframework.messaging.eventstreaming","org.axonframework.common",1,34,0.029411764705882353,"org.axonframework.common.Assert",""
"axon-messaging-5.0.2","axon-common-5.0.2","org.axonframework.messaging.monitoring","org.axonframework.common",1,34,0.029411764705882353,"org.axonframework.common.Assert",""
"axon-messaging-5.0.2","axon-common-5.0.2","org.axonframework.messaging.eventhandling.processing.streaming.segmenting","org.axonframework.common",1,34,0.029411764705882353,"org.axonframework.common.Assert",""
"axon-test-5.0.2","axon-common-5.0.2","org.axonframework.test.server","org.axonframework.common",1,34,0.029411764705882353,"org.axonframework.common.Assert",""
"axon-modelling-5.0.2","axon-common-5.0.2","org.axonframework.modelling.repository","org.axonframework.common",1,34,0.029411764705882353,"org.axonframework.common.FutureUtils",""
"axon-messaging-5.0.2","axon-common-5.0.2","org.axonframework.messaging.queryhandling.configuration","org.axonframework.common",1,34,0.029411764705882353,"org.axonframework.common.FutureUtils",""
"axon-messaging-5.0.2","axon-common-5.0.2","org.axonframework.messaging.commandhandling.configuration","org.axonframework.common",1,34,0.029411764705882353,"org.axonframework.common.FutureUtils",""
"axon-messaging-5.0.2","axon-common-5.0.2","org.axonframework.messaging.commandhandling.retry","org.axonframework.common",1,34,0.029411764705882353,"org.axonframework.common.FutureUtils",""
"axon-messaging-5.0.2","axon-common-5.0.2","org.axonframework.messaging.eventhandling.gateway","org.axonframework.common",1,34,0.029411764705882353,"org.axonframework.common.FutureUtils",""
"axon-messaging-5.0.2","axon-common-5.0.2","org.axonframework.messaging.core.unitofwork.annotation","org.axonframework.common",1,34,0.029411764705882353,"org.axonframework.common.Priority",""
"axon-messaging-5.0.2","axon-common-5.0.2","org.axonframework.messaging.core.configuration.reflection","org.axonframework.common",1,34,0.029411764705882353,"org.axonframework.common.Priority",""
"axon-spring-boot-autoconfigure-5.0.2","axon-server-connector-5.0.2","org.axonframework.extension.springboot.actuator.axonserver","org.axonframework.axonserver.connector",1,28,0.03571428571428571,"org.axonframework.axonserver.connector.AxonServerConnectionManager",""
"axon-spring-boot-autoconfigure-5.0.2","axon-server-connector-5.0.2","org.axonframework.extension.springboot","org.axonframework.axonserver.connector",1,28,0.03571428571428571,"org.axonframework.axonserver.connector.TagsConfiguration",""
"axon-server-connector-5.0.2","axon-messaging-5.0.2","org.axonframework.axonserver.connector","org.axonframework.messaging.core",3,80,0.0375,"org.axonframework.messaging.core.Message,org.axonframework.messaging.core.HandlerExecutionException,org.axonframework.messaging.core.EventPublicationFailedException",""
"axon-modelling-5.0.2","axon-messaging-5.0.2","org.axonframework.modelling","org.axonframework.messaging.core",3,80,0.0375,"org.axonframework.messaging.core.Message,org.axonframework.messaging.core.QualifiedName,org.axonframework.messaging.core.MessageType",""
"axon-spring-boot-autoconfigure-5.0.2","axon-messaging-5.0.2","org.axonframework.extension.springboot.autoconfig","org.axonframework.messaging.core",3,80,0.0375,"org.axonframework.messaging.core.Message,org.axonframework.messaging.core.MessageDispatchInterceptor,org.axonframework.messaging.core.MessageHandlerInterceptor",""
"axon-eventsourcing-5.0.2","axon-messaging-5.0.2","org.axonframework.eventsourcing","org.axonframework.messaging.core",3,80,0.0375,"org.axonframework.messaging.core.Context$ResourceKey,org.axonframework.messaging.core.MessageStream$Entry,org.axonframework.messaging.core.MessageStream",""
"axon-test-5.0.2","axon-messaging-5.0.2","org.axonframework.test","org.axonframework.messaging.core.annotation",2,50,0.04,"org.axonframework.messaging.core.annotation.ParameterResolverFactory,org.axonframework.messaging.core.annotation.ParameterResolver",""
"axon-metrics-micrometer-5.0.2","axon-common-5.0.2","org.axonframework.extension.metrics.micrometer","org.axonframework.common.configuration",2,46,0.043478260869565216,"org.axonframework.common.configuration.ComponentRegistry,org.axonframework.common.configuration.ConfigurationEnhancer",""
"axon-test-5.0.2","axon-eventsourcing-5.0.2","org.axonframework.test.fixture","org.axonframework.eventsourcing.eventstore",2,45,0.044444444444444446,"org.axonframework.eventsourcing.eventstore.EventStoreTransaction,org.axonframework.eventsourcing.eventstore.EventStore",""
"axon-server-connector-5.0.2","axon-eventsourcing-5.0.2","org.axonframework.axonserver.connector","org.axonframework.eventsourcing.eventstore",2,45,0.044444444444444446,"org.axonframework.eventsourcing.eventstore.EventStorageEngine,org.axonframework.eventsourcing.eventstore.EventStoreException",""
"axon-test-5.0.2","axon-messaging-5.0.2","org.axonframework.test.util","org.axonframework.messaging.core",4,80,0.05,"org.axonframework.messaging.core.Message,org.axonframework.messaging.core.QualifiedName,org.axonframework.messaging.core.MessageType,org.axonframework.messaging.core.Metadata",""
"axon-test-5.0.2","axon-messaging-5.0.2","org.axonframework.test.matchers","org.axonframework.messaging.commandhandling",1,19,0.05263157894736842,"org.axonframework.messaging.commandhandling.CommandMessage",""
"axon-eventsourcing-5.0.2","axon-messaging-5.0.2","org.axonframework.eventsourcing","org.axonframework.messaging.eventhandling",1,19,0.05263157894736842,"org.axonframework.messaging.eventhandling.EventMessage",""
"axon-eventsourcing-5.0.2","axon-messaging-5.0.2","org.axonframework.eventsourcing.annotation.reflection","org.axonframework.messaging.eventhandling",1,19,0.05263157894736842,"org.axonframework.messaging.eventhandling.EventMessage",""
"axon-modelling-5.0.2","axon-messaging-5.0.2","org.axonframework.modelling.entity","org.axonframework.messaging.eventhandling",1,19,0.05263157894736842,"org.axonframework.messaging.eventhandling.EventMessage",""
"axon-modelling-5.0.2","axon-messaging-5.0.2","org.axonframework.modelling","org.axonframework.messaging.eventhandling",1,19,0.05263157894736842,"org.axonframework.messaging.eventhandling.EventMessage",""
"axon-modelling-5.0.2","axon-messaging-5.0.2","org.axonframework.modelling.entity.annotation","org.axonframework.messaging.eventhandling",1,19,0.05263157894736842,"org.axonframework.messaging.eventhandling.EventMessage",""
"axon-modelling-5.0.2","axon-messaging-5.0.2","org.axonframework.modelling.entity.child","org.axonframework.messaging.eventhandling",1,19,0.05263157894736842,"org.axonframework.messaging.eventhandling.EventMessage",""
"axon-test-5.0.2","axon-messaging-5.0.2","org.axonframework.test.matchers","org.axonframework.messaging.eventhandling",1,19,0.05263157894736842,"org.axonframework.messaging.eventhandling.EventMessage",""
"axon-modelling-5.0.2","axon-messaging-5.0.2","org.axonframework.modelling.annotation","org.axonframework.messaging.eventhandling",1,19,0.05263157894736842,"org.axonframework.messaging.eventhandling.EventMessage",""
"axon-spring-boot-autoconfigure-5.0.2","axon-messaging-5.0.2","org.axonframework.extension.springboot.autoconfig","org.axonframework.messaging.eventhandling",1,19,0.05263157894736842,"org.axonframework.messaging.eventhandling.EventMessage",""
"axon-eventsourcing-5.0.2","axon-messaging-5.0.2","org.axonframework.eventsourcing.configuration","org.axonframework.messaging.eventhandling",1,19,0.05263157894736842,"org.axonframework.messaging.eventhandling.SimpleEventBus",""
"axon-eventsourcing-5.0.2","axon-messaging-5.0.2","org.axonframework.eventsourcing.annotation","org.axonframework.messaging.eventhandling.annotation",1,19,0.05263157894736842,"org.axonframework.messaging.eventhandling.annotation.EventHandler",""
"axon-eventsourcing-5.0.2","axon-messaging-5.0.2","org.axonframework.eventsourcing.configuration","org.axonframework.messaging.core.interception",1,19,0.05263157894736842,"org.axonframework.messaging.core.interception.DispatchInterceptorRegistry",""
"axon-eventsourcing-5.0.2","axon-modelling-5.0.2","org.axonframework.eventsourcing.annotation","org.axonframework.modelling.entity.annotation",1,18,0.05555555555555555,"org.axonframework.modelling.entity.annotation.AnnotatedEntityIdResolverDefinition",""
"axon-eventsourcing-5.0.2","axon-modelling-5.0.2","org.axonframework.eventsourcing.configuration","org.axonframework.modelling.entity.annotation",1,18,0.05555555555555555,"org.axonframework.modelling.entity.annotation.AnnotatedEntityMetamodel",""
"axon-messaging-5.0.2","axon-common-5.0.2","org.axonframework.messaging.queryhandling.annotation","org.axonframework.common",2,34,0.058823529411764705,"org.axonframework.common.ReflectionUtils,org.axonframework.common.StringUtils",""
"axon-modelling-5.0.2","axon-common-5.0.2","org.axonframework.modelling.annotation","org.axonframework.common",2,34,0.058823529411764705,"org.axonframework.common.ReflectionUtils,org.axonframework.common.ConstructorUtils",""
"axon-messaging-5.0.2","axon-common-5.0.2","org.axonframework.messaging.core.unitofwork","org.axonframework.common",2,34,0.058823529411764705,"org.axonframework.common.DirectExecutor,org.axonframework.common.FutureUtils",""
"axon-messaging-5.0.2","axon-common-5.0.2","org.axonframework.messaging.eventhandling.configuration","org.axonframework.common",2,34,0.058823529411764705,"org.axonframework.common.AxonConfigurationException,org.axonframework.common.BuilderUtils",""
"axon-test-5.0.2","axon-common-5.0.2","org.axonframework.test.fixture","org.axonframework.common",2,34,0.058823529411764705,"org.axonframework.common.Registration,org.axonframework.common.FutureUtils",""
"axon-messaging-5.0.2","axon-common-5.0.2","org.axonframework.messaging.eventhandling.processing.streaming.token.store.inmemory","org.axonframework.common",2,34,0.058823529411764705,"org.axonframework.common.ObjectUtils,org.axonframework.common.FutureUtils",""
"axon-server-connector-5.0.2","axon-common-5.0.2","org.axonframework.axonserver.connector.util","org.axonframework.common",2,34,0.058823529411764705,"org.axonframework.common.ObjectUtils,org.axonframework.common.AxonException",""
"axon-modelling-5.0.2","axon-common-5.0.2","org.axonframework.modelling.configuration","org.axonframework.common",2,34,0.058823529411764705,"org.axonframework.common.TypeReference,org.axonframework.common.FutureUtils",""
"axon-messaging-5.0.2","axon-common-5.0.2","org.axonframework.messaging.core.interception","org.axonframework.common",2,34,0.058823529411764705,"org.axonframework.common.TypeReference,org.axonframework.common.AxonNonTransientException",""
"axon-server-connector-5.0.2","axon-common-5.0.2","org.axonframework.axonserver.connector.event","org.axonframework.common",2,34,0.058823529411764705,"org.axonframework.common.StringUtils,org.axonframework.common.FutureUtils",""
"axon-messaging-5.0.2","axon-common-5.0.2","org.axonframework.messaging.core.retry","org.axonframework.common",2,34,0.058823529411764705,"org.axonframework.common.AxonNonTransientException,org.axonframework.common.FutureUtils",""
"axon-conversion-5.0.2","axon-common-5.0.2","org.axonframework.conversion","org.axonframework.common",2,34,0.058823529411764705,"org.axonframework.common.AxonNonTransientException,org.axonframework.common.Assert",""
