"artifactName","packageName","dependentArtifactName","dependentPackageName","dependency","forwardToBackwardBalance","numberForward","numberBackward","Source Cypher File: Cyclic_Dependencies/Cyclic_Dependencies_Breakdown.cypher"
"axon-messaging-5.0.1","org.axonframework.messaging.core.annotation","axon-messaging-5.0.1","org.axonframework.messaging.core","HandlerAttributes<-SimpleHandlerAttributes",0.9591836734693877,48,1,""
"axon-messaging-5.0.1","org.axonframework.messaging.core.annotation","axon-messaging-5.0.1","org.axonframework.messaging.core","MessageHandlingMember->Message",0.9591836734693877,48,1,""
"axon-messaging-5.0.1","org.axonframework.messaging.core.annotation","axon-messaging-5.0.1","org.axonframework.messaging.core","MessageHandlingMember->MessageStream",0.9591836734693877,48,1,""
"axon-messaging-5.0.1","org.axonframework.messaging.core.annotation","axon-messaging-5.0.1","org.axonframework.messaging.core","HandlerDefinition->MessageStream",0.9591836734693877,48,1,""
"axon-messaging-5.0.1","org.axonframework.messaging.core.annotation","axon-messaging-5.0.1","org.axonframework.messaging.core","Message->Message",0.9591836734693877,48,1,""
"axon-messaging-5.0.1","org.axonframework.messaging.core.annotation","axon-messaging-5.0.1","org.axonframework.messaging.core","ChainedMessageHandlerInterceptorMember->Message",0.9591836734693877,48,1,""
"axon-messaging-5.0.1","org.axonframework.messaging.core.annotation","axon-messaging-5.0.1","org.axonframework.messaging.core","ChainedMessageHandlerInterceptorMember->MessageStream",0.9591836734693877,48,1,""
"axon-messaging-5.0.1","org.axonframework.messaging.core.annotation","axon-messaging-5.0.1","org.axonframework.messaging.core","AnnotatedHandlerAttributes->SimpleHandlerAttributes",0.9591836734693877,48,1,""
"axon-messaging-5.0.1","org.axonframework.messaging.core.annotation","axon-messaging-5.0.1","org.axonframework.messaging.core","SourceIdParameterResolverFactory$SourceIdParameterResolver->LegacyResources",0.9591836734693877,48,1,""
"axon-messaging-5.0.1","org.axonframework.messaging.core.annotation","axon-messaging-5.0.1","org.axonframework.messaging.core","SourceIdParameterResolverFactory$SourceIdParameterResolver->Context$ResourceKey",0.9591836734693877,48,1,""
"axon-messaging-5.0.1","org.axonframework.messaging.core.annotation","axon-messaging-5.0.1","org.axonframework.messaging.core","MessageIdentifierParameterResolverFactory$MessageIdentifierParameterResolver->Message",0.9591836734693877,48,1,""
"axon-messaging-5.0.1","org.axonframework.messaging.core.annotation","axon-messaging-5.0.1","org.axonframework.messaging.core","DefaultParameterResolverFactory$AnnotatedMetadataParameterResolver->Metadata",0.9591836734693877,48,1,""
"axon-messaging-5.0.1","org.axonframework.messaging.core.annotation","axon-messaging-5.0.1","org.axonframework.messaging.core","DefaultParameterResolverFactory$AnnotatedMetadataParameterResolver->Message",0.9591836734693877,48,1,""
"axon-messaging-5.0.1","org.axonframework.messaging.core.annotation","axon-messaging-5.0.1","org.axonframework.messaging.core","MultiHandlerDefinition->MessageStream",0.9591836734693877,48,1,""
"axon-messaging-5.0.1","org.axonframework.messaging.core.annotation","axon-messaging-5.0.1","org.axonframework.messaging.core","WrappedMessageHandlingMember->MessageStream",0.9591836734693877,48,1,""
"axon-messaging-5.0.1","org.axonframework.messaging.core.annotation","axon-messaging-5.0.1","org.axonframework.messaging.core","WrappedMessageHandlingMember->Message",0.9591836734693877,48,1,""
"axon-messaging-5.0.1","org.axonframework.messaging.core.annotation","axon-messaging-5.0.1","org.axonframework.messaging.core","AnnotatedMessageHandlingMemberDefinition->MessageStream",0.9591836734693877,48,1,""
"axon-messaging-5.0.1","org.axonframework.messaging.core.annotation","axon-messaging-5.0.1","org.axonframework.messaging.core","AnnotatedMessageHandlingMemberDefinition->Message",0.9591836734693877,48,1,""
"axon-messaging-5.0.1","org.axonframework.messaging.core.annotation","axon-messaging-5.0.1","org.axonframework.messaging.core","MethodInvokingMessageHandlingMember->MessageStream$Empty",0.9591836734693877,48,1,""
"axon-messaging-5.0.1","org.axonframework.messaging.core.annotation","axon-messaging-5.0.1","org.axonframework.messaging.core","MethodInvokingMessageHandlingMember->DelayedMessageStream",0.9591836734693877,48,1,""
"axon-messaging-5.0.1","org.axonframework.messaging.core.annotation","axon-messaging-5.0.1","org.axonframework.messaging.core","MethodInvokingMessageHandlingMember->Message",0.9591836734693877,48,1,""
"axon-messaging-5.0.1","org.axonframework.messaging.core.annotation","axon-messaging-5.0.1","org.axonframework.messaging.core","MethodInvokingMessageHandlingMember->MessageStream",0.9591836734693877,48,1,""
"axon-messaging-5.0.1","org.axonframework.messaging.core.annotation","axon-messaging-5.0.1","org.axonframework.messaging.core","MethodInvokingMessageHandlingMember->MessageStream$Entry",0.9591836734693877,48,1,""
"axon-messaging-5.0.1","org.axonframework.messaging.core.annotation","axon-messaging-5.0.1","org.axonframework.messaging.core","MethodInvokingMessageHandlingMember->MessageStream$Single",0.9591836734693877,48,1,""
"axon-messaging-5.0.1","org.axonframework.messaging.core.annotation","axon-messaging-5.0.1","org.axonframework.messaging.core","MessageHandler->Message",0.9591836734693877,48,1,""
"axon-messaging-5.0.1","org.axonframework.messaging.core.annotation","axon-messaging-5.0.1","org.axonframework.messaging.core","AnnotationMessageTypeResolver->ClassBasedMessageTypeResolver",0.9591836734693877,48,1,""
"axon-messaging-5.0.1","org.axonframework.messaging.core.annotation","axon-messaging-5.0.1","org.axonframework.messaging.core","AnnotationMessageTypeResolver->MessageTypeResolver",0.9591836734693877,48,1,""
"axon-messaging-5.0.1","org.axonframework.messaging.core.annotation","axon-messaging-5.0.1","org.axonframework.messaging.core","AnnotationMessageTypeResolver->MessageType",0.9591836734693877,48,1,""
"axon-messaging-5.0.1","org.axonframework.messaging.core.annotation","axon-messaging-5.0.1","org.axonframework.messaging.core","AnnotatedHandlerInspector->MessageStream",0.9591836734693877,48,1,""
"axon-messaging-5.0.1","org.axonframework.messaging.core.annotation","axon-messaging-5.0.1","org.axonframework.messaging.core","AnnotatedHandlerInspector->Message",0.9591836734693877,48,1,""
"axon-messaging-5.0.1","org.axonframework.messaging.core.annotation","axon-messaging-5.0.1","org.axonframework.messaging.core","MessageStreamResolverUtils->MessageTypeResolver",0.9591836734693877,48,1,""
"axon-messaging-5.0.1","org.axonframework.messaging.core.annotation","axon-messaging-5.0.1","org.axonframework.messaging.core","MessageStreamResolverUtils->MessageStream$Single",0.9591836734693877,48,1,""
"axon-messaging-5.0.1","org.axonframework.messaging.core.annotation","axon-messaging-5.0.1","org.axonframework.messaging.core","MessageStreamResolverUtils->MonoUtils",0.9591836734693877,48,1,""
"axon-messaging-5.0.1","org.axonframework.messaging.core.annotation","axon-messaging-5.0.1","org.axonframework.messaging.core","MessageStreamResolverUtils->GenericMessage",0.9591836734693877,48,1,""
"axon-messaging-5.0.1","org.axonframework.messaging.core.annotation","axon-messaging-5.0.1","org.axonframework.messaging.core","MessageStreamResolverUtils->FluxUtils",0.9591836734693877,48,1,""
"axon-messaging-5.0.1","org.axonframework.messaging.core.annotation","axon-messaging-5.0.1","org.axonframework.messaging.core","MessageStreamResolverUtils->MessageStream",0.9591836734693877,48,1,""
"axon-messaging-5.0.1","org.axonframework.messaging.core.annotation","axon-messaging-5.0.1","org.axonframework.messaging.core","MessageStreamResolverUtils->MessageStream$Empty",0.9591836734693877,48,1,""
"axon-messaging-5.0.1","org.axonframework.messaging.core.annotation","axon-messaging-5.0.1","org.axonframework.messaging.core","AggregateTypeParameterResolverFactory$AggregateTypeParameterResolver->Context$ResourceKey",0.9591836734693877,48,1,""
"axon-messaging-5.0.1","org.axonframework.messaging.core.annotation","axon-messaging-5.0.1","org.axonframework.messaging.core","AggregateTypeParameterResolverFactory$AggregateTypeParameterResolver->LegacyResources",0.9591836734693877,48,1,""
"axon-messaging-5.0.1","org.axonframework.messaging.core.annotation","axon-messaging-5.0.1","org.axonframework.messaging.core","InterceptorChainParameterResolverFactory->Context$ResourceKey",0.9591836734693877,48,1,""
"axon-messaging-5.0.1","org.axonframework.messaging.core.annotation","axon-messaging-5.0.1","org.axonframework.messaging.core","InterceptorChainParameterResolverFactory->Message",0.9591836734693877,48,1,""
"axon-messaging-5.0.1","org.axonframework.messaging.core.annotation","axon-messaging-5.0.1","org.axonframework.messaging.core","InterceptorChainParameterResolverFactory->MessageHandlerInterceptorChain",0.9591836734693877,48,1,""
"axon-messaging-5.0.1","org.axonframework.messaging.core.annotation","axon-messaging-5.0.1","org.axonframework.messaging.core","InterceptorChainParameterResolverFactory->MessageStream",0.9591836734693877,48,1,""
"axon-messaging-5.0.1","org.axonframework.messaging.core.annotation","axon-messaging-5.0.1","org.axonframework.messaging.core","DefaultParameterResolverFactory->Message",0.9591836734693877,48,1,""
"axon-messaging-5.0.1","org.axonframework.messaging.core.annotation","axon-messaging-5.0.1","org.axonframework.messaging.core","DefaultParameterResolverFactory->Metadata",0.9591836734693877,48,1,""
"axon-messaging-5.0.1","org.axonframework.messaging.core.annotation","axon-messaging-5.0.1","org.axonframework.messaging.core","PayloadParameterResolver->Message",0.9591836734693877,48,1,""
"axon-messaging-5.0.1","org.axonframework.messaging.core.annotation","axon-messaging-5.0.1","org.axonframework.messaging.core","DefaultParameterResolverFactory$MessageParameterResolver->Message",0.9591836734693877,48,1,""
"axon-messaging-5.0.1","org.axonframework.messaging.core.annotation","axon-messaging-5.0.1","org.axonframework.messaging.core","DefaultParameterResolverFactory$MetadataParameterResolver->Message",0.9591836734693877,48,1,""
"axon-messaging-5.0.1","org.axonframework.messaging.core.annotation","axon-messaging-5.0.1","org.axonframework.messaging.core","DefaultParameterResolverFactory$MetadataParameterResolver->Metadata",0.9591836734693877,48,1,""
