"projectName","shortCodeUnitName","codeUnitName","anomalyRank","anomalyScore","bridgeRank","outlierRank","degreeRank","topFeature1","topFeature2","topFeature3","topFeature1Score","topFeature2Score","topFeature3Score","Source Cypher File: domains/anomaly-detection/labels/AnomalyDetectionTopAnomalies.cypher"
"axon-messaging-5.0.3","TrackingToken","org.axonframework.messaging.eventhandling.processing.streaming.token.TrackingToken",14,0.044049068130588565,0,0,82,"articleRank","incomingDependencies","pageRank",-0.248104862463502,-0.1759270950984408,-0.14930122822668437,""
"axon-common-5.0.3","Configuration","org.axonframework.common.configuration.Configuration",15,0.04302144942468883,0,0,72,"articleRank","pageRank","incomingDependencies",-0.23783467454724888,-0.15932887136791213,-0.1571650864686007,""
"axon-common-5.0.3","TypeReference$1","org.axonframework.common.TypeReference$1",16,0.042778893181115774,0,0,132,"articleRank","pageRank","pageToArticleRankDifference",-0.3133423367506726,-0.1875296746034669,-0.17950037935169946,""
"axon-common-5.0.3","TypeReference$2","org.axonframework.common.TypeReference$2",16,0.042778893181115774,0,0,132,"articleRank","pageRank","pageToArticleRankDifference",-0.3133423367506726,-0.1875296746034669,-0.17950037935169946,""
"axon-messaging-5.0.3","ParameterResolver","org.axonframework.messaging.core.annotation.ParameterResolver",17,0.040450919249052475,0,0,90,"articleRank","incomingDependencies","degree",-0.189721799206979,-0.18611028294269785,-0.1449029005875768,""
"axon-messaging-5.0.3","Metadata","org.axonframework.messaging.core.Metadata",18,0.04026037486866468,0,0,94,"articleRank","pageRank","incomingDependencies",-0.23920106910790379,-0.15439853395726508,-0.1518794796969914,""
"axon-messaging-5.0.3","CommandMessage","org.axonframework.messaging.commandhandling.CommandMessage",19,0.039793902604190634,0,0,77,"articleRank","incomingDependencies","pageRank",-0.24814277761084064,-0.17518961245169395,-0.14347113246379753,""
"axon-messaging-5.0.3","Context","org.axonframework.messaging.core.Context",20,0.03882715923654084,0,0,106,"articleRank","pageRank","pageToArticleRankDifference",-0.284629285484775,-0.18693752702615574,-0.1743370099236223,""
"axon-messaging-5.0.3","MessageType","org.axonframework.messaging.core.MessageType",21,0.03766319587311434,0,0,83,"articleRank","incomingDependencies","degree",-0.23276609095444428,-0.16778403460391406,-0.122685300016813,""
"axon-conversion-5.0.3","ContentTypeConverter","org.axonframework.conversion.ContentTypeConverter",22,0.03736324668982921,0,0,115,"articleRank","pageRank","pageToArticleRankDifference",-0.22183677145694697,-0.15106494379209273,-0.10724363596018638,""
"axon-common-5.0.3","Assert","org.axonframework.common.Assert",23,0.036305949046249675,0,0,100,"articleRank","pageRank","pageToArticleRankDifference",-0.273307351192961,-0.16120016625889133,-0.14723867930561024,""
"axon-messaging-5.0.3","MessageStream$Single","org.axonframework.messaging.core.MessageStream$Single",24,0.03575445013205231,0,0,87,"articleRank","incomingDependencies","pageRank",-0.23743928266309314,-0.17609499260058117,-0.1361181360747887,""
"axon-messaging-5.0.3","MessageHandlingMember","org.axonframework.messaging.core.annotation.MessageHandlingMember",25,0.028125168100126052,0,0,93,"articleRank","incomingDependencies","pageRank",-0.24162621369002046,-0.1638722522841607,-0.1418672151769874,""
"axon-messaging-5.0.3","MessageStream$Entry","org.axonframework.messaging.core.MessageStream$Entry",26,0.02721358432412141,0,0,82,"articleRank","incomingDependencies","pageRank",-0.2498505409254651,-0.1719480355012454,-0.14775145136491227,""
"axon-common-5.0.3","AxonNonTransientException","org.axonframework.common.AxonNonTransientException",27,0.026081831993627846,0,0,118,"articleRank","pageRank","pageToArticleRankDifference",-0.29602068110629176,-0.19918197928745202,-0.19173799335021724,""
"axon-messaging-5.0.3","MessageStream$Empty","org.axonframework.messaging.core.MessageStream$Empty",28,0.023534378641720977,0,7,86,"incomingDependencies","degree","articleRank",-0.2028320546228645,-0.17156045734833072,-0.16818100334507236,""
"axon-common-5.0.3","AxonConfigurationException","org.axonframework.common.AxonConfigurationException",29,0.022028540053970425,0,0,110,"articleRank","pageRank","pageToArticleRankDifference",-0.2929660477388891,-0.1636839005710871,-0.1482916506302566,""
"axon-messaging-5.0.3","MessageHandlerInterceptor","org.axonframework.messaging.core.MessageHandlerInterceptor",30,0.02175574461274149,0,0,96,"incomingDependencies","degree","betweenness",-0.22661597478948517,-0.15883938136098869,-0.04921687903776558,""
"axon-common-5.0.3","ReflectionUtils","org.axonframework.common.ReflectionUtils",31,0.021125164429002863,0,0,104,"articleRank","pageRank","pageToArticleRankDifference",-0.1746245850356545,-0.13916643460042066,-0.09855107871810354,""
"axon-modelling-5.0.3","ManagedEntity","org.axonframework.modelling.repository.ManagedEntity",32,0.02059707017400042,0,0,122,"nodeEmbeddingPCA_12","nodeEmbeddingPCA_19","pageToArticleRankDifference",-0.08749034670840772,-0.07145013863918871,-0.05290711847797965,""
"axon-test-5.0.3","AxonTestPhase$Then","org.axonframework.test.fixture.AxonTestPhase$Then",33,0.01949337130762646,0,0,111,"pageRank","nodeEmbeddingPCA_20","incomingDependencies",-0.10834460697967936,-0.09562655449667394,-0.06567388433384744,""
"axon-messaging-5.0.3","MessageMonitor$MonitorCallback","org.axonframework.messaging.monitoring.MessageMonitor$MonitorCallback",34,0.014706426437582742,0,0,112,"articleRank","pageRank","incomingDependencies",-0.19960008016422978,-0.10630653893122573,-0.0675234609642377,""
"axon-messaging-5.0.3","Tag","org.axonframework.messaging.eventstreaming.Tag",35,0.014619043166694545,0,0,109,"articleRank","pageRank","pageToArticleRankDifference",-0.29378156762008373,-0.16045099089170328,-0.133190807474134,""
"axon-test-5.0.3","AxonTestPhase$Then$Nothing","org.axonframework.test.fixture.AxonTestPhase$Then$Nothing",36,0.014410831848536476,10,0,125,"nodeEmbeddingPCA_20","nodeEmbeddingPCA_16","pageToArticleRankDifference",-0.07351269143896366,-0.043523128538236186,-0.04262653175393915,""
"axon-test-5.0.3","AxonTestPhase$When","org.axonframework.test.fixture.AxonTestPhase$When",37,0.014291390250561531,7,0,117,"nodeEmbeddingPCA_20","pageRank","pageToArticleRankDifference",-0.14519225159446836,-0.06125388405914809,-0.054364577588127454,""
"axon-common-5.0.3","Registration","org.axonframework.common.Registration",38,0.014224036691114217,0,9,111,"nodeEmbeddingPCA_20","incomingDependencies","nodeEmbeddingPCA_21",-0.11267642035606804,-0.0970458293388274,-0.046263008369072205,""
"axon-messaging-5.0.3","CommandResultMessage","org.axonframework.messaging.commandhandling.CommandResultMessage",39,0.013684804993950694,0,0,94,"articleRank","incomingDependencies","degree",-0.17453969532273939,-0.1739590892947279,-0.1447704307527939,""
"axon-update-5.0.3","UsagePropertyProvider","org.axonframework.update.configuration.UsagePropertyProvider",40,0.013580413619460996,0,0,116,"pageRank","nodeEmbeddingPCA_21","pageToArticleRankDifference",-0.1077746879048059,-0.05910840078413851,-0.051222635696170936,""
"axon-eventsourcing-5.0.3","EventTags","org.axonframework.eventsourcing.annotation.EventTags",41,0.012649270225298548,8,0,131,"nodeEmbeddingPCA_18","pageToArticleRankDifference","nodeEmbeddingPCA_34",-0.11888243862157158,-0.10767598568277412,-0.1033068192549532,""
"axon-messaging-5.0.3","EventTypeRestrictableEventCriteria","org.axonframework.messaging.eventstreaming.EventTypeRestrictableEventCriteria",42,0.012641424136707713,6,0,124,"nodeEmbeddingPCA_19","nodeEmbeddingPCA_11","pageToArticleRankDifference",-0.16237054000946421,-0.06917031102956289,-0.06325542789087993,""
"axon-messaging-5.0.3","ParameterResolverFactory","org.axonframework.messaging.core.annotation.ParameterResolverFactory",43,0.01259625789319846,0,0,93,"articleRank","incomingDependencies","degree",-0.21263305451568829,-0.20829798601523314,-0.15484641596526155,""
"axon-common-5.0.3","FutureUtils","org.axonframework.common.FutureUtils",44,0.010719774100626356,0,0,93,"incomingDependencies","degree","topologicalComponentLayer",-0.22958884901352236,-0.1798615104821654,-0.07287164611829142,""
"axon-modelling-5.0.3","ChildEntityFieldDefinition","org.axonframework.modelling.entity.child.ChildEntityFieldDefinition",45,0.00880212224698046,9,0,122,"nodeEmbeddingPCA_18","pageToArticleRankDifference","pageRank",-0.12702377097870432,-0.11454633746862189,-0.10548560676525057,""
"axon-messaging-5.0.3","Span","org.axonframework.messaging.tracing.Span",46,0.007260668897209721,0,0,111,"articleRank","pageRank","incomingDependencies",-0.2331704935481196,-0.09176419669569143,-0.07943640157221074,""
"axon-common-5.0.3","Lock","org.axonframework.common.lock.Lock",47,0.006639073699252596,3,0,129,"nodeEmbeddingPCA_18","nodeEmbeddingPCA_24","nodeEmbeddingPCA_15",-0.14150262132194794,-0.11785462073443338,-0.10593337229220419,""
"axon-test-5.0.3","AxonTestPhase$When$Nothing","org.axonframework.test.fixture.AxonTestPhase$When$Nothing",48,0.005661055592077413,1,0,127,"nodeEmbeddingPCA_20","nodeEmbeddingPCA_16","nodeEmbeddingPCA_26",-0.15595894226022752,-0.06003165426726961,-0.05009621375347744,""
"axon-messaging-5.0.3","QueryMessage","org.axonframework.messaging.queryhandling.QueryMessage",49,0.005133987638430648,0,0,90,"articleRank","incomingDependencies","degree",-0.2523078532567692,-0.19657563853927204,-0.15337936902122196,""
