"codeUnitName","shortCodeUnitName","projectName","betweenness","degree","incomingDependencies","outgoingDependencies","Source Cypher File: /home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/domains/anomaly-detection/queries/AnomalyDetectionSilentCoordinators.cypher"
"org.axonframework.extension.springboot.autoconfig.AxonServerAutoConfiguration$1","AxonServerAutoConfiguration$1","axon-spring-boot-autoconfigure-5.0.3",390.56190476190477,5,1,4,""
"org.axonframework.modelling.annotation.AnnotationBasedEntityEvolvingComponent","AnnotationBasedEntityEvolvingComponent","axon-modelling-5.0.3",351.16666666666663,18,1,17,""
"org.axonframework.eventsourcing.EventSourcingRepository","EventSourcingRepository","axon-eventsourcing-5.0.3",348,17,1,16,""
"org.axonframework.messaging.core.EmptyMessageStream","EmptyMessageStream","axon-messaging-5.0.3",347.2261904761904,7,1,6,""
"org.axonframework.messaging.queryhandling.annotation.AnnotatedQueryHandlingComponent","AnnotatedQueryHandlingComponent","axon-messaging-5.0.3",305.8333333333333,24,1,23,""
"org.axonframework.messaging.commandhandling.annotation.AnnotatedCommandHandlingComponent","AnnotatedCommandHandlingComponent","axon-messaging-5.0.3",287.5833333333333,23,1,22,""
"org.axonframework.messaging.eventhandling.processing.streaming.pooled.PooledStreamingEventProcessorsConfigurer","PooledStreamingEventProcessorsConfigurer","axon-messaging-5.0.3",273.93333333333334,17,1,16,""
"org.axonframework.test.fixture.AxonTestGiven","AxonTestGiven","axon-test-5.0.3",233.16666666666669,22,1,21,""
"org.axonframework.test.extension.ProvidedAxonTestFixture","ProvidedAxonTestFixture","axon-test-5.0.3",210.49999999999997,2,1,1,""
"org.axonframework.messaging.core.annotation.MultiHandlerDefinition","MultiHandlerDefinition","axon-messaging-5.0.3",201,9,1,8,""
"org.axonframework.common.configuration.DecoratedComponent","DecoratedComponent","axon-common-5.0.3",188.66666666666657,9,1,8,""
"org.axonframework.common.configuration.DecoratorDefinition$1","DecoratorDefinition$1","axon-common-5.0.3",175.00000000000009,6,1,5,""
"org.axonframework.common.configuration.DecoratorDefinition$2","DecoratorDefinition$2","axon-common-5.0.3",175.00000000000009,6,1,5,""
"org.axonframework.test.fixture.AxonTestThenCommand","AxonTestThenCommand","axon-test-5.0.3",167.6,14,1,13,""
"org.axonframework.common.configuration.ComponentDefinition$2","ComponentDefinition$2","axon-common-5.0.3",163.58888888888887,8,1,7,""
"org.axonframework.common.configuration.ComponentDefinition$1","ComponentDefinition$1","axon-common-5.0.3",163.58888888888887,7,1,6,""
"org.axonframework.messaging.eventhandling.processing.subscribing.SubscribingEventProcessorsConfigurer","SubscribingEventProcessorsConfigurer","axon-messaging-5.0.3",163.43333333333334,15,1,14,""
"org.axonframework.messaging.core.ConversionCache","ConversionCache","axon-messaging-5.0.3",161,4,1,3,""
"org.axonframework.test.fixture.AxonTestThenEvent","AxonTestThenEvent","axon-test-5.0.3",159.16666666666666,11,1,10,""
"org.axonframework.eventsourcing.annotation.reflection.AnnotationBasedEventSourcedEntityFactoryDefinition","AnnotationBasedEventSourcedEntityFactoryDefinition","axon-eventsourcing-5.0.3",151.08333333333334,8,1,7,""
