"codeUnitName","shortCodeUnitName","projectName","localClusteringCoefficient","pageRank","degree","incomingDependencies","outgoingDependencies","Source Cypher File: /home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/domains/anomaly-detection/queries/AnomalyDetectionOverReferencesUtilities.cypher"
"org.axonframework.common.TypeReference","TypeReference","axon-common-5.0.3",0.0696969696969697,55.72396354031643,47,45,2,""
"org.axonframework.common.TypeReference$2","TypeReference$2","axon-common-5.0.3",0,23.830790162613173,2,1,1,""
"org.axonframework.common.TypeReference$1","TypeReference$1","axon-common-5.0.3",0,23.830790162613173,2,1,1,""
"org.axonframework.messaging.core.Message","Message","axon-messaging-5.0.3",0.030696490270958356,18.990384377853424,235,229,6,""
"org.axonframework.messaging.core.unitofwork.ProcessingContext","ProcessingContext","axon-messaging-5.0.3",0.02202392253654832,16.836430298013376,232,227,5,""
"org.axonframework.common.infra.DescribableComponent","DescribableComponent","axon-common-5.0.3",0.04440333024976873,11.313026504022579,47,46,1,""
"org.axonframework.messaging.core.Metadata","Metadata","axon-messaging-5.0.3",0.07692307692307693,8.208688129171758,41,40,1,""
"org.axonframework.common.configuration.Configuration","Configuration","axon-common-5.0.3",0.04309842748980781,7.614834344393477,102,99,3,""
"org.axonframework.messaging.core.Metadata$MetadataCollector","Metadata$MetadataCollector","axon-messaging-5.0.3",0,7.12679438357824,2,1,1,""
"org.axonframework.common.AxonNonTransientException","AxonNonTransientException","axon-common-5.0.3",0,6.7783131520069935,16,15,1,""
"org.axonframework.messaging.core.MessageStream","MessageStream","axon-messaging-5.0.3",0.0467104577207799,5.476201486692345,155,134,21,""
"org.axonframework.messaging.eventhandling.EventMessage","EventMessage","axon-messaging-5.0.3",0.027886710239651415,5.253871730923538,136,133,3,""
"org.axonframework.common.Assert","Assert","axon-common-5.0.3",0.04634581105169341,4.2979338355488785,34,33,1,""
"org.axonframework.messaging.core.QualifiedName","QualifiedName","axon-messaging-5.0.3",0.05868544600938967,4.093587432020519,72,69,3,""
"org.axonframework.eventsourcing.eventstore.StartPosition","StartPosition","axon-eventsourcing-5.0.3",0,3.84865767751738,2,1,1,""
"org.axonframework.messaging.eventhandling.processing.streaming.token.TrackingToken","TrackingToken","axon-messaging-5.0.3",0.07441016333938294,3.78342045004596,60,56,4,""
"org.axonframework.messaging.commandhandling.CommandMessage","CommandMessage","axon-messaging-5.0.3",0.05331510594668489,3.4600005146316435,77,74,3,""
"org.axonframework.common.AxonConfigurationException","AxonConfigurationException","axon-common-5.0.3",0.06884057971014493,2.927184249681844,24,23,1,""
"org.axonframework.messaging.eventhandling.processing.streaming.token.store.jdbc.TokenSchema$Builder","TokenSchema$Builder","axon-messaging-5.0.3",0,2.8293876182505744,2,1,1,""
"org.axonframework.messaging.core.annotation.ParameterResolver","ParameterResolver","axon-messaging-5.0.3",0.06648936170212766,2.3292934498302205,48,47,1,""
