"codeUnitName","shortCodeUnitName","projectName","betweenness","articleRank","degree","incomingDependencies","outgoingDependencies","Source Cypher File: /home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/domains/anomaly-detection/queries/AnomalyDetectionDependencyHungryOrchestrators.cypher"
"org.axonframework.messaging.core.Message","Message","axon-messaging-5.0.1",9904.698556998557,8.619596212150226,221,215,6,""
"org.axonframework.messaging.core.unitofwork.ProcessingContext","ProcessingContext","axon-messaging-5.0.1",6663.669047619047,7.369573899532311,234,229,5,""
"org.axonframework.common.TypeReference","TypeReference","axon-common-5.0.1",1366,4.829337006541791,43,41,2,""
"org.axonframework.conversion.Converter","Converter","axon-conversion-5.0.1",781.9999999999999,4.412441905481767,38,37,1,""
"org.axonframework.messaging.core.MessageStream","MessageStream","axon-messaging-5.0.1",9548.800162908987,3.3710417943235815,153,132,21,""
"org.axonframework.messaging.core.Context","Context","axon-messaging-5.0.1",2024.6833333333338,3.2446427298343172,28,24,4,""
"org.axonframework.messaging.eventhandling.EventMessage","EventMessage","axon-messaging-5.0.1",2006.4198412698413,2.8708754396339464,139,136,3,""
"org.axonframework.messaging.core.QualifiedName","QualifiedName","axon-messaging-5.0.1",4736.492908072321,2.1536808383170327,71,68,3,""
"org.axonframework.messaging.commandhandling.CommandMessage","CommandMessage","axon-messaging-5.0.1",742.945238095238,1.713288210592346,74,71,3,""
"org.axonframework.common.infra.DescribableComponent","DescribableComponent","axon-common-5.0.1",654.25,1.6497851907889034,46,45,1,""
"org.axonframework.messaging.core.annotation.MessageHandlingMember","MessageHandlingMember","axon-messaging-5.0.1",1212.6166666666663,1.4416984912167212,42,38,4,""
"org.axonframework.common.AxonNonTransientException","AxonNonTransientException","axon-common-5.0.1",586.6333333333333,1.3692742470275683,16,15,1,""
"org.axonframework.messaging.core.MessageStream$Single","MessageStream$Single","axon-messaging-5.0.1",1357.5440476190477,1.3346495227122168,53,45,8,""
"org.axonframework.messaging.core.MessageType","MessageType","axon-messaging-5.0.1",4157.451031321621,1.2538868100098621,58,55,3,""
"org.axonframework.messaging.core.Metadata","Metadata","axon-messaging-5.0.1",642,1.2152958293789184,39,38,1,""
"org.axonframework.messaging.eventstreaming.EventCriteria","EventCriteria","axon-messaging-5.0.1",1385.5277777777776,1.1732295059640596,36,28,8,""
"org.axonframework.common.AxonConfigurationException","AxonConfigurationException","axon-common-5.0.1",1104.6499999999999,1.1102960204800723,24,23,1,""
"org.axonframework.common.BuilderUtils","BuilderUtils","axon-common-5.0.1",486.25757575757575,0.9357053532225802,35,32,3,""
"org.axonframework.messaging.core.MessageStream$Empty","MessageStream$Empty","axon-messaging-5.0.1",676.451929443106,0.8021815993432823,53,48,5,""
"org.axonframework.messaging.commandhandling.CommandResultMessage","CommandResultMessage","axon-messaging-5.0.1",628.3500000000001,0.79700474038991,41,37,4,""
