"projectName","shortCodeUnitName","codeUnitName","pageRank","articleRank","normalizedPageRankToArticleRankDifference","rank","Source Cypher File: /home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/domains/anomaly-detection/labels/AnomalyDetectionArchetypeAuthority.cypher"
"axon-common-5.0.1","TypeReference","org.axonframework.common.TypeReference",34.576332600528154,4.829337006541791,0.4475135662513692,1,""
"axon-common-5.0.1","TypeReference$2","org.axonframework.common.TypeReference$2",14.843833201658306,1.3005320863030525,0.2909769773591444,2,""
"axon-common-5.0.1","TypeReference$1","org.axonframework.common.TypeReference$1",14.843833201658306,1.3005320863030525,0.2909769773591444,3,""
"axon-common-5.0.1","DescribableComponent","org.axonframework.common.infra.DescribableComponent",12.029266029107719,1.6497851907889034,0.1679846485755137,4,""
"axon-common-5.0.1","ComponentDescriptor","org.axonframework.common.infra.ComponentDescriptor",11.890884182582418,1.4765896968627923,0.18441408257785333,5,""
"axon-common-5.0.1","AxonException","org.axonframework.common.AxonException",9.385056520897797,1.5362531314368457,0.10458154831789315,6,""
"axon-messaging-5.0.1","Metadata","org.axonframework.messaging.core.Metadata",8.067559498840005,1.2152958293789187,0.10420674198790136,7,""
"axon-messaging-5.0.1","Metadata$MetadataCollector","org.axonframework.messaging.core.Metadata$MetadataCollector",7.006841190053883,0.5522811617983518,0.1516772257017061,8,""
"axon-common-5.0.1","AxonNonTransientException","org.axonframework.common.AxonNonTransientException",6.467258723614441,1.3692742470275683,0.03954181712550253,9,""
"axon-common-5.0.1","StringUtils","org.axonframework.common.StringUtils",6.049967552096881,1.0267700646051308,0.06785979597440171,10,""
