"nodeLabels","nodesWithThatLabels","nodesWithThatLabelsPercent","Source Cypher File: Overview/Node_label_combination_count.cypher"
"Git,Change",261797,74.09796440539806,""
"Java,ByteCode,Member,Method",13527,3.828627388823476,""
"Java,ByteCode,Parameter",13296,3.7632460827823566,""
"Git,Commit",12887,3.64748437641518,""
"File,Git",10887,3.081412462639254,""
"Java,ByteCode,Bound,ParameterizedType",7279,2.0602187301874832,""
"Java,ByteCode,Bound",7235,2.047765148084413,""
"Java,ByteCode,Member,Field",3602,1.019495516710443,""
"Java,ByteCode,Bound,WildcardType",2947,0.8341069649488272,""
"Java,Value,ByteCode,Annotation",2931,0.8295783896386197,""
"Xml,Element",2162,0.6119237387917761,""
"Java,ByteCode,Member,Constructor,Method",2129,0.6025835522144734,""
"Xml,Text",1450,0.41040213748754645,""
"Java,ByteCode,TypeVariable,Bound",1111,0.31445294810252694,""
"Java,ByteCode,Member,Method,Lambda",972,0.2751109500951001,""
"Type,File,Java,ByteCode,ResolvedDuplicateType",888,0.2513359297165112,""
"Type,File,Java,Class,ByteCode",846,0.23944841952721674,""
"Json,Key",702,0.19869124173535008,""
"Value,Json,Scalar",685,0.19387963046825468,""
"Java,Value,ByteCode,Primitive",672,0.19020016302871118,""
"Type,File,Java,ByteCode,JavaType",649,0.183690336020288,""
"Java,ByteCode,Member,Method,GenericDeclaration",578,0.16359478308124265,""
"Type,File,Java,ByteCode,ExternalType",411,0.11632777828095281,""
"Author,Git,Person",298,0.08434471515261298,""
"Value,Array",287,0.08123131962684539,""
"Committer,Git,Person",252,0.07132506113576668,""
"Type,File,Java,Class,ByteCode,GenericDeclaration",237,0.06707952178244724,""
"Value,Property",211,0.0597205869033602,""
"Type,File,Java,ByteCode,Interface",190,0.053776831808712976,""
"Java,Value,Class,ByteCode",189,0.053493795851825024,""
"Value,Json,Object",174,0.049248256498505574,""
"Git,Tag",170,0.04811611267095372,""
"Java,ByteCode,Bound,GenericArrayType",166,0.04698396884340186,""
"Maven,Dependency",165,0.0467009328865139,""
"Java,Value,ByteCode,Enum",153,0.043304501403858345,""
"Package,File,Directory,Java",141,0.03990806992120279,""
"Value,ManifestEntry",120,0.03396431482655556,""
"Type,File,Java,ByteCode,Throwable,JavaType",105,0.02971877547323612,""
"Type,File,Java,ByteCode,ExternalType,ExternalAnnotation",95,0.026888415904356488,""
"Artifact,Maven",93,0.02632234399058056,""
"Type,File,Java,ByteCode,GenericDeclaration,Interface",85,0.02405805633547686,""
"Type,File,Java,Class,ByteCode,Throwable",55,0.015566977628837967,""
"File,Directory",48,0.013585725930622227,""
"Git,Branch",45,0.012736618059958337,""
"Type,File,Java,ByteCode,Annotation",44,0.012453582103070373,""
"Xml,Namespace",36,0.010189294447966669,""
"Type,File,Java,ByteCode,PrimitiveType",30,0.00849107870663889,""
"Type,File,Java,ByteCode,Enum",28,0.007925006792862966,""
"Type,File,Java,ByteCode,Throwable,ResolvedDuplicateType",22,0.0062267910515351865,""
"Maven,Plugin",21,0.005943755094647224,""
"Maven,Configuration",21,0.005943755094647224,""
"Type,File,Java,ByteCode,Throwable,ExternalType",21,0.005943755094647224,""
"jQAssistant,Rule,Concept",19,0.005377683180871298,""
"Xml,Attribute",18,0.005094647223983334,""
"Maven,PluginExecution",16,0.004528575310207409,""
"Maven,ExecutionGoal",16,0.004528575310207409,""
"File,Java,Properties",12,0.0033964314826555567,""
"File,Java,ServiceLoader",10,0.00283035956887963,""
"Artifact,File,Jar,Archive,Zip,Java",9,0.002547323611991667,""
"File,Java,Manifest",9,0.002547323611991667,""
"Java,ManifestSection",9,0.002547323611991667,""
"File,Maven,Xml,Pom,Document",9,0.002547323611991667,""
"Type,File,Java,ByteCode,Void",9,0.002547323611991667,""
"Dependency,NPM",7,0.0019812516982157416,""
"Value,Array,Json",6,0.0016982157413277783,""
"Maven,Exclusion",5,0.001415179784439815,""
"Java,ByteCode,Member,Constructor,Method,GenericDeclaration",4,0.0011321438275518523,""
"File",3,0.0008491078706638892,""
"File,Json",2,0.0005660719137759262,""
"Package,File,Json,NPM",1,0.0002830359568879631,""
"File,TS,Scan",1,0.0002830359568879631,""
"Repository,File,Git",1,0.0002830359568879631,""
"Analyze,Task,jQAssistant",1,0.0002830359568879631,""
