"artifactName","numberOfTypesInArtifact","numberOfExternalTypesInArtifact","numberOfExternalPackagesInArtifact","externalTypeRate","numberOfExternalTypeCaller","numberOfExternalTypeCalls","numberOfExternalPackages","top5ExternalPackages","someExternalTypes","Source Cypher File: External_Dependencies/External_package_usage_per_artifact_sorted_top.cypher"
"axon-tracing-opentelemetry-4.12.1",5,16,6,320,26,89,6,"io.opentelemetry.context.propagation,io.opentelemetry.api.trace,javax.annotation,io.opentelemetry.context","TextMapGetter,TextMapSetter,TextMapPropagator,ContextPropagators,SpanBuilder,Tracer,SpanKind,Span,StatusCode",""
"axon-spring-boot-autoconfigure-4.12.1",90,116,55,128.88888888888889,352,783,55,"org.springframework.boot.autoconfigure.condition,org.springframework.boot.autoconfigure,org.springframework.context.annotation,org.springframework.boot.context.properties","ConditionalOnProperty,ConditionalOnBean,ConditionalOnMissingBean,ConditionalOnClass,ConditionalOnMissingClass,ConditionalOnExpression,AllNestedConditions,ConditionOutcome,SpringBootCondition",""
"axon-server-connector-4.12.1",147,119,26,80.95238095238095,377,1487,26,"io.grpc,io.axoniq.axonserver.grpc,io.axoniq.axonserver.grpc.query,org.slf4j","ManagedChannelBuilder,ClientInterceptor,Metadata$Key,CallOptions,ClientCall,Channel,Metadata$AsciiMarshaller,MethodDescriptor,Metadata",""
"axon-disruptor-4.12.1",22,13,5,59.09090909090909,33,93,5,"org.slf4j,com.lmax.disruptor,javax.annotation,com.lmax.disruptor.dsl","Logger,LoggerFactory,RingBuffer,EventHandler,LifecycleAware,BlockingWaitStrategy,WaitStrategy,ExceptionHandler,Nonnull",""
"axon-test-4.12.1",87,28,13,32.183908045977006,99,501,13,"org.hamcrest,javax.annotation,org.testcontainers.utility,org.slf4j","BaseMatcher,Description,Matcher,CoreMatchers,StringDescription,TypeSafeMatcher,Matchers,Nonnull,MountableFile",""
"axon-modelling-4.12.1",158,35,5,22.151898734177216,99,356,5,"javax.annotation,javax.persistence,jakarta.persistence,org.slf4j","Nonnull,Nullable,LockModeType,EntityManager,TypedQuery,EntityManagerFactory,EntityNotFoundException,Query,Lob",""
"axon-messaging-4.12.1",830,179,50,21.566265060240962,817,3233,50,"javax.annotation,org.slf4j,com.fasterxml.jackson.annotation,javax.persistence","Nonnull,Nullable,Logger,LoggerFactory,JsonProperty,JsonCreator,JsonGetter,JsonTypeInfo,JsonTypeInfo$Id",""
"axon-eventsourcing-4.12.1",133,25,4,18.796992481203006,74,238,4,"javax.annotation,org.slf4j,jakarta.persistence,javax.persistence","Nonnull,PreDestroy,Nullable,Logger,LoggerFactory,EntityExistsException,Entity,MappedSuperclass,Id",""
"axon-configuration-4.12.1",43,5,3,11.627906976744187,27,141,3,"javax.annotation,org.slf4j,jakarta.annotation","Nonnull,Nullable,Logger,LoggerFactory,Nonnull",""
