"localClusteringCoefficient","memberCount","memberNameExamples","Source Cypher File: domains/graph-algorithms/queries/community-detection/Community_Detection_10d_LocalClusteringCoefficient_Stream_Aggregated.cypher"
0.68,2,"org.axonframework.messaging.eventhandling.configuration.EventProcessorModule$CustomizationPhase,org.axonframework.messaging.eventhandling.processing.streaming.pooled.WorkPackage$BatchProcessor",""
0.67,93,"org.axonframework.eventsourcing.snapshot.api.SnapshotPolicy$1,org.axonframework.eventsourcing.snapshot.api.SnapshotPolicy$2,org.axonframework.eventsourcing.snapshot.inmemory.InMemorySnapshotStore,org.axonframework.eventsourcing.eventstore.EventCoordinator$1,org.axonframework.eventsourcing.eventstore.SourcingStrategy,org.axonframework.eventsourcing.eventstore.PayloadBasedTagResolver,org.axonframework.eventsourcing.eventstore.jpa.AggregateBasedJpaEventStorageEngine$TokenAndEvent,org.axonframework.eventsourcing.eventstore.AbstractConsistencyMarker,org.axonframework.eventsourcing.eventstore.jpa.JpaPollingEventCoordinator$1",""
0.64,2,"org.axonframework.common.configuration.ApplicationConfigurer,org.axonframework.messaging.eventstreaming.TrackingTokenSource",""
0.62,5,"org.axonframework.eventsourcing.configuration.EventSourcedEntityModule$EntityFactoryPhase,org.axonframework.modelling.entity.PolymorphicEntityMetamodel$Builder,org.axonframework.messaging.core.GenericResultMessage,org.axonframework.messaging.core.FluxMessageStream,org.axonframework.messaging.eventstreaming.EventCriterion",""
0.61,4,"org.axonframework.messaging.eventhandling.configuration.EventProcessorModule$EventHandlingPhase,org.axonframework.messaging.core.EmptyMessageStream,org.axonframework.messaging.queryhandling.interception.InterceptingQueryBus$InterceptingHandler,org.axonframework.messaging.queryhandling.interception.QueryMessageHandlerInterceptorChain$InterceptingHandler",""
0.6,30,"org.axonframework.eventsourcing.eventstore.DefaultSourcingCondition,org.axonframework.eventsourcing.eventstore.EmptyAppendTransaction,org.axonframework.eventsourcing.eventstore.AggregateBasedConsistencyMarker$AggregateSequencer,org.axonframework.eventsourcing.eventstore.inmemory.InMemoryEventStorageEngine$MapBackedStreamingEventMessageStream,org.axonframework.eventsourcing.annotation.EventSourcedEntityFactoryDefinition,org.axonframework.eventsourcing.annotation.AnnotationBasedEventCriteriaResolverDefinition,org.axonframework.eventsourcing.annotation.CriteriaResolverDefinition,org.axonframework.eventsourcing.configuration.EventSourcedEntityModule$MessagingModelPhase,org.axonframework.update.UpdateCheckerReporter",""
0.58,2,"org.axonframework.modelling.entity.PolymorphicEntityMetamodelBuilder,org.axonframework.messaging.core.MessageDispatchInterceptorChain",""
0.57,8,"org.axonframework.common.configuration.ComponentFactory,org.axonframework.modelling.entity.child.SingleEntityChildMetamodel$Builder,org.axonframework.modelling.entity.child.SingleEntityChildMetamodel,org.axonframework.modelling.entity.child.ListEntityChildMetamodel$Builder,org.axonframework.modelling.entity.child.ListEntityChildMetamodel,org.axonframework.messaging.core.MessageStreamUtils,org.axonframework.messaging.core.correlation.CorrelationDataProviderRegistry,org.axonframework.messaging.core.CompletionCallbackMessageStream",""
0.56,4,"org.axonframework.modelling.entity.ConcreteEntityMetamodel$Builder,org.axonframework.messaging.commandhandling.interception.InterceptingCommandBus$InterceptingHandler,org.axonframework.messaging.commandhandling.interception.CommandMessageHandlerInterceptorChain$InterceptingHandler,org.axonframework.messaging.eventhandling.interception.EventMessageHandlerInterceptorChain",""
0.54,5,"org.axonframework.test.util.RecordingMessageMonitor$1,org.axonframework.messaging.core.unitofwork.transaction.TransactionalExecutorProvider,org.axonframework.messaging.queryhandling.QueryHandlingComponent,org.axonframework.messaging.queryhandling.interception.InterceptingQueryBus$SubscriptionQueryInterceptingDispatcher,org.axonframework.messaging.queryhandling.interception.InterceptingQueryBus$SubscribeToUpdatesInterceptingDispatcher",""
0.53,8,"org.axonframework.eventsourcing.eventstore.SnapshotEventMessage,org.axonframework.eventsourcing.eventstore.jpa.AggregateBasedJpaEventStorageEngine$2,org.axonframework.common.configuration.ConfigurationExtension,org.axonframework.test.fixture.AxonTestPhase$Setup,org.axonframework.modelling.configuration.StateBasedEntityModule,org.axonframework.messaging.eventhandling.EventHandler,org.axonframework.messaging.eventhandling.replay.ResetHandler,org.axonframework.messaging.eventhandling.processing.streaming.pooled.ClaimTask",""
0.52,8,"org.axonframework.eventsourcing.configuration.EventSourcedEntityModule,org.axonframework.common.configuration.DecoratorDefinition$PartialDecoratorDefinition,org.axonframework.test.fixture.AxonTestPhase$Then$Command,org.axonframework.modelling.annotation.EntityIdResolverDefinition,org.axonframework.messaging.eventhandling.gateway.EventPublishingUtils,org.axonframework.messaging.eventhandling.processing.streaming.token.WrappedToken,org.axonframework.messaging.core.sequencing.SequentialPerAggregatePolicy,org.axonframework.messaging.queryhandling.QueryHandlerRegistry",""
0.51,1,"org.axonframework.messaging.eventhandling.processing.streaming.segmenting.SequencingEventHandlingComponent",""
0.5,45,"org.axonframework.eventsourcing.eventstore.InterceptingEventStore$InterceptingAppender,org.axonframework.eventsourcing.snapshot.api.EvolutionResult,org.axonframework.eventsourcing.eventstore.jpa.GapAwareTrackingTokenOperations,org.axonframework.eventsourcing.eventstore.jpa.AggregateBasedJpaEventStorageEngine$AggregateSource,org.axonframework.eventsourcing.eventstore.jpa.AggregateEventEntry,org.axonframework.eventsourcing.eventstore.GenericTaggedEventMessage,org.axonframework.eventsourcing.annotation.AnnotationBasedEventCriteriaResolver$WrappedEventCriteriaBuilderMethod,org.axonframework.update.api.Artifact,org.axonframework.common.caching.JCacheAdapter",""
0.49,3,"org.axonframework.messaging.core.interception.LoggingInterceptor,org.axonframework.messaging.queryhandling.GenericQueryResponseMessage,org.axonframework.messaging.queryhandling.interception.QueryMessageHandlerInterceptorChain",""
0.48,12,"org.axonframework.test.fixture.AxonTestWhen$Command,org.axonframework.test.fixture.AxonTestWhen$Event,org.axonframework.test.fixture.AxonTestWhen$Nothing,org.axonframework.modelling.entity.annotation.EntityMember,org.axonframework.modelling.configuration.StateBasedEntityModule$RepositoryPhase,org.axonframework.modelling.configuration.StateBasedEntityModule$MessagingMetamodelPhase,org.axonframework.messaging.commandhandling.interception.CommandMessageHandlerInterceptorChain,org.axonframework.messaging.core.conversion.DelegatingMessageConverter,org.axonframework.messaging.core.unitofwork.ResourceOverridingProcessingContext",""
0.47,19,"org.axonframework.update.api.UpdateCheckRequest,org.axonframework.common.caching.Cache,org.axonframework.common.jpa.EntityManagerExecutor,org.axonframework.common.configuration.ComponentLifecycleHandler,org.axonframework.test.fixture.AxonTestPhase$Then$Message,org.axonframework.extension.metrics.micrometer.MessageTimerMonitor,io.axoniq.framework.axonserver.connector.query.AxonServerQueryBusConnector$AxonServerUpdateCallback,org.axonframework.modelling.entity.annotation.SingleEntityChildModelDefinition,org.axonframework.modelling.entity.child.AbstractEntityChildMetamodel$Builder",""
0.46,4,"org.axonframework.eventsourcing.annotation.reflection.AnnotationBasedEventSourcedEntityFactory$ScannedEntityCreator,org.axonframework.common.configuration.Components,org.axonframework.test.fixture.AxonTestThenNothing,org.axonframework.messaging.queryhandling.interception.InterceptingQueryBus$InterceptingResponseUpdateDispatcher",""
0.44,3,"org.axonframework.messaging.core.DelayedMessageStream,org.axonframework.messaging.commandhandling.gateway.CommandGateway,org.axonframework.messaging.eventhandling.tracing.TracingEventHandlingComponent",""
0.43,12,"org.axonframework.eventsourcing.eventstore.SourcingStrategy$Absolute,org.axonframework.eventsourcing.configuration.EventSourcedEntityModule$OptionalPhase,org.axonframework.update.api.UpdateCheckResponse,org.axonframework.common.configuration.ComponentDefinition$ComponentCreator,org.axonframework.extension.metrics.micrometer.EventProcessorLatencyMonitor,org.axonframework.messaging.commandhandling.tracing.TracingCommandBus$TracingHandler,org.axonframework.messaging.core.interception.annotation.MessageHandlerInterceptorMemberChain,org.axonframework.messaging.commandhandling.configuration.CommandHandlingModule,org.axonframework.messaging.eventhandling.conversion.DelegatingEventConverter",""
0.42,10,"org.axonframework.eventsourcing.eventstore.inmemory.InMemoryEventStorageEngine$1,org.axonframework.common.configuration.DecoratedComponent,org.axonframework.common.configuration.DefaultComponentRegistry$LocalConfiguration,org.axonframework.test.fixture.RecordingEventSink,org.axonframework.messaging.commandhandling.interception.InterceptingCommandBus$InterceptingDispatcher,org.axonframework.messaging.commandhandling.CommandHandlerRegistry,org.axonframework.messaging.commandhandling.GenericCommandMessage,org.axonframework.messaging.core.annotation.HandlerDefinition,org.axonframework.messaging.eventstreaming.EventTypeRestrictableEventCriteria",""
0.41,1,"org.axonframework.messaging.core.annotation.WrappedMessageHandlingMember",""
0.4,42,"org.axonframework.eventsourcing.eventstore.InterceptingEventStore$InterceptingEventStoreTransaction,org.axonframework.eventsourcing.eventstore.jpa.JpaPollingEventCoordinator,org.axonframework.common.function.ThrowingFunction,org.axonframework.common.caching.EhCacheAdapter,org.axonframework.common.configuration.SearchScope,org.axonframework.common.lock.Lock,org.axonframework.common.configuration.BaseModule,org.axonframework.test.fixture.Reporter,org.axonframework.conversion.GeneralConverter",""
0.39,8,"org.axonframework.eventsourcing.eventstore.AggregateBasedEventStorageEngineUtils,org.axonframework.test.fixture.AxonTestPhase$Then$MessageAssertions,org.axonframework.conversion.ChainingContentTypeConverter,io.axoniq.framework.axonserver.connector.event.EventProcessorInfoUtils,org.axonframework.messaging.eventhandling.InterceptingEventSink,org.axonframework.messaging.eventhandling.configuration.EventProcessingConfigurer,org.axonframework.messaging.core.QueueMessageStream,org.axonframework.messaging.core.annotation.AnnotatedMessageHandlingMemberDefinition",""
0.38,17,"org.axonframework.eventsourcing.eventstore.EventStoreTransaction,org.axonframework.eventsourcing.eventstore.EventCoordinator$Handle,org.axonframework.eventsourcing.snapshot.api.Snapshot,org.axonframework.eventsourcing.handler.EntityLifecycleHandler,org.axonframework.extension.tracing.opentelemetry.OpenTelemetrySpanFactory,io.axoniq.framework.springboot.autoconfig.DeadLetterQueueAutoConfiguration,io.axoniq.framework.axonserver.connector.event.AxonServerMessageStream,io.axoniq.framework.axonserver.connector.query.QueryUpdateMessageStream,io.axoniq.framework.axonserver.connector.query.AxonServerQueryBusConnector$LocalSegmentAdapter",""
0.36,21,"org.axonframework.common.configuration.ComponentDecorator,org.axonframework.common.configuration.DefaultDecoratorDefinition,org.axonframework.test.fixture.AxonTestPhase,io.axoniq.framework.axonserver.connector.event.StreamingEventMessageStream,io.axoniq.framework.axonserver.connector.query.QueryResponseMessageStream,org.axonframework.modelling.entity.annotation.RoutingKeyCommandTargetResolverDefinition,org.axonframework.modelling.entity.annotation.RoutingKeyEventTargetMatcherDefinition,org.axonframework.messaging.core.DefaultMessageDispatchInterceptorChain,org.axonframework.messaging.eventhandling.InterceptingEventSink$InterceptingPublisher",""
0.35,6,"org.axonframework.eventsourcing.eventstore.inmemory.InMemoryEventStorageEngine$MapBackedSourcingEventMessageStream,org.axonframework.messaging.commandhandling.CommandHandlingComponent,org.axonframework.messaging.eventhandling.processing.streaming.token.store.TokenStore,org.axonframework.messaging.eventhandling.processing.streaming.pooled.WorkPackage$Builder,org.axonframework.messaging.eventhandling.processing.streaming.pooled.DefaultWorkPackageEventFilter,org.axonframework.messaging.monitoring.configuration.MessageMonitorRegistry",""
0.34,1,"org.axonframework.messaging.eventhandling.processing.streaming.pooled.Coordinator$Builder",""
0.33,102,"org.axonframework.eventsourcing.eventstore.MetadataBasedTagResolver,org.axonframework.eventsourcing.eventstore.ConsistencyMarkers$OriginConsistencyMarker,org.axonframework.eventsourcing.eventstore.ConsistencyMarkers$InfinityConsistencyMarker,org.axonframework.eventsourcing.eventstore.TerminalEventMessage,org.axonframework.eventsourcing.eventstore.TagResolver,org.axonframework.eventsourcing.eventstore.EventCoordinator,org.axonframework.eventsourcing.eventstore.ContinuousMessageStream,org.axonframework.eventsourcing.handler.SourcingHandler,org.axonframework.eventsourcing.eventstore.inmemory.InMemoryEventStorageEngine$MapBackedMessageStream",""
0.32,11,"org.axonframework.eventsourcing.snapshot.api.SnapshotPolicy,org.axonframework.eventsourcing.eventstore.EventStorageEngine,org.axonframework.modelling.EntityEvolver,org.axonframework.modelling.entity.annotation.AnnotatedEntityIdResolverDefinition,org.axonframework.messaging.eventhandling.replay.ResetContext,org.axonframework.messaging.commandhandling.annotation.MethodCommandHandlerDefinition$MethodCommandHandlingMember,org.axonframework.messaging.eventhandling.configuration.EventHandlingComponentsConfigurer$RequiredComponentPhase,org.axonframework.messaging.eventhandling.processing.streaming.pooled.Coordinator,org.axonframework.messaging.monitoring.NoOpMessageMonitor",""
0.31,11,"org.axonframework.test.fixture.RecordingComponentsRegistry,org.axonframework.modelling.repository.SimpleRepository,org.axonframework.messaging.commandhandling.tracing.TracingCommandBus,org.axonframework.messaging.commandhandling.gateway.CommandDispatcher,org.axonframework.messaging.eventhandling.processing.streaming.segmenting.EventTrackerStatus,org.axonframework.messaging.eventhandling.processing.streaming.pooled.WorkPackage,org.axonframework.messaging.core.interception.DispatchInterceptorRegistry,org.axonframework.messaging.eventhandling.annotation.MethodEventHandlerDefinition$MethodEventMessageHandlingMember,org.axonframework.messaging.core.unitofwork.transaction.jpa.JpaTransactionalExecutorProvider",""
0.3,16,"org.axonframework.eventsourcing.eventstore.jpa.AggregateBasedJpaEventStorageEngineConfiguration,org.axonframework.eventsourcing.EventSourcingRepository,org.axonframework.common.infra.JacksonComponentDescriptor,org.axonframework.common.jdbc.JdbcUtils,org.axonframework.common.lock.PessimisticLockFactory$DisposableLock,org.axonframework.test.fixture.AxonTestPhase$When,org.axonframework.conversion.DelegatingGeneralConverter,org.axonframework.messaging.core.configuration.reflection.ParameterResolverFactoryUtils,org.axonframework.messaging.eventhandling.replay.ReplayStatus",""
0.29,21,"org.axonframework.eventsourcing.handler.InitializingEntityEvolver,org.axonframework.update.LoggingUpdateCheckerReporter,org.axonframework.common.configuration.InstantiatedComponentDefinition,org.axonframework.common.configuration.DefaultAxonApplication,io.axoniq.framework.axonserver.connector.query.FlowControlledResponseSender,io.axoniq.framework.axonserver.connector.query.AbstractQueryResponseMessageStream,org.axonframework.modelling.entity.child.EntityChildMetamodel,org.axonframework.modelling.entity.annotation.AnnotatedEntityIdResolver,org.axonframework.messaging.core.annotation.ClasspathHandlerDefinition",""
0.28,8,"org.axonframework.common.configuration.LazyInitializedComponentDefinition,org.axonframework.test.fixture.RecordingEventBus,io.axoniq.framework.axonserver.connector.shared.ExceptionConverter,org.axonframework.modelling.StateManager,org.axonframework.modelling.annotation.InjectEntityParameterResolver,org.axonframework.messaging.eventhandling.EventHandlingComponent,org.axonframework.messaging.eventhandling.processing.EventProcessor,org.axonframework.messaging.eventhandling.processing.streaming.pooled.EventSchedulingProcessingContext",""
0.27,26,"org.axonframework.eventsourcing.eventstore.SourcingStrategy$Snapshot,org.axonframework.eventsourcing.eventstore.GlobalIndexConsistencyMarker,org.axonframework.eventsourcing.eventstore.GlobalIndexPosition,org.axonframework.extension.tracing.opentelemetry.OpenTelemetrySpanFactory$Builder,org.axonframework.common.lock.PessimisticLockFactory,org.axonframework.common.configuration.Module,org.axonframework.test.fixture.AxonTestPhase$Then,org.axonframework.test.fixture.AxonTestPhase$Given,org.axonframework.test.fixture.RecordingCommandBus",""
0.26,10,"org.axonframework.eventsourcing.eventstore.EventStorageEngine$AppendTransaction,org.axonframework.eventsourcing.configuration.EventSourcingConfigurer,org.axonframework.update.UpdateChecker,org.axonframework.common.tx.TransactionalExecutor,org.axonframework.common.configuration.DecoratorDefinition,io.axoniq.framework.axonserver.connector.event.SourcingEventMessageStream,org.axonframework.modelling.annotation.AnnotationBasedEntityEvolvingComponent,org.axonframework.messaging.core.GenericMessage,org.axonframework.messaging.eventhandling.processing.ProcessorEventHandlingComponents",""
0.25,17,"org.axonframework.eventsourcing.EventSourcedEntityFactory,org.axonframework.eventsourcing.eventstore.AggregateBasedConsistencyMarker,org.axonframework.eventsourcing.annotation.EventSourcedEntity,org.axonframework.eventsourcing.annotation.reflection.AnnotationBasedEventSourcedEntityFactoryDefinition,org.axonframework.common.property.Property,org.axonframework.common.configuration.Component,org.axonframework.common.configuration.LifecycleRegistry,org.axonframework.conversion.avro.SpecificRecordBaseConverterStrategy,io.axoniq.framework.axonserver.connector.event.AxonServerEventStorageEngineFactory",""
0.24,15,"org.axonframework.eventsourcing.CriteriaResolver,org.axonframework.eventsourcing.snapshot.store.SnapshotStore,org.axonframework.eventsourcing.eventstore.EventStore,org.axonframework.eventsourcing.eventstore.AppendCondition,org.axonframework.common.configuration.AxonConfiguration,org.axonframework.conversion.avro.AvroConverter,org.axonframework.modelling.repository.Repository,org.axonframework.modelling.entity.EntityCommandHandler,org.axonframework.modelling.entity.child.EventTargetMatcher",""
0.23,13,"org.axonframework.eventsourcing.handler.SimpleEntityLifecycleHandler,org.axonframework.eventsourcing.eventstore.TaggedEventMessage,org.axonframework.common.configuration.ComponentDefinition$IncompleteComponentDefinition,org.axonframework.test.fixture.AxonTestFixture$Customization,io.axoniq.framework.axonserver.connector.event.TaggedEventConverter,io.axoniq.framework.axonserver.connector.event.ConditionConverter,org.axonframework.modelling.entity.child.AbstractEntityChildMetamodel,org.axonframework.messaging.commandhandling.SimpleCommandHandlingComponent,org.axonframework.messaging.commandhandling.annotation.AnnotatedCommandHandlingComponent",""
0.22,19,"org.axonframework.eventsourcing.eventstore.InterceptingEventStore,org.axonframework.common.caching.Cache$EntryListener,org.axonframework.common.configuration.ComponentDefinition,org.axonframework.test.fixture.AxonTestThenCommand,org.axonframework.test.fixture.AxonTestGiven,org.axonframework.modelling.entity.child.CommandTargetResolver,org.axonframework.messaging.commandhandling.CommandHandler,org.axonframework.messaging.core.sequencing.SequencingPolicy,org.axonframework.messaging.commandhandling.gateway.CommandResult",""
0.21,12,"org.axonframework.eventsourcing.eventstore.SourcingCondition,org.axonframework.eventsourcing.eventstore.DefaultEventStoreTransaction,org.axonframework.test.fixture.CommandValidator,io.axoniq.framework.axonserver.connector.command.CommandConverter,io.axoniq.framework.axonserver.connector.query.QueryConverter,org.axonframework.modelling.SimpleEntityEvolvingComponent,org.axonframework.messaging.core.unitofwork.UnitOfWork,org.axonframework.messaging.core.SubscribableEventSource,org.axonframework.messaging.eventhandling.replay.annotation.ReplayParameterResolverFactory$ReplayParameterResolver",""
0.2,27,"org.axonframework.eventsourcing.eventstore.AggregateSequenceNumberPosition,org.axonframework.common.StringUtils,org.axonframework.common.property.AbstractMethodPropertyAccessStrategy,org.axonframework.common.jpa.EntityManagerProvider,org.axonframework.test.matchers.DeepEqualsMatcher,org.axonframework.test.fixture.MessagesRecordingConfigurationEnhancer,io.axoniq.framework.axonserver.connector.api.AxonServerConnectionManager,io.axoniq.framework.axonserver.connector.shared.MetadataConverter,org.axonframework.modelling.entity.annotation.RoutingKeyUtils",""
0.19,12,"org.axonframework.common.DateTimeUtils,org.axonframework.test.fixture.AxonTestWhen,io.axoniq.framework.axonserver.connector.snapshot.AxonServerSnapshotStore,org.axonframework.modelling.entity.ConcreteEntityMetamodel,org.axonframework.modelling.entity.PolymorphicEntityMetamodel,org.axonframework.modelling.annotation.AnnotationBasedEntityIdResolver,org.axonframework.messaging.commandhandling.CommandBus,org.axonframework.messaging.eventhandling.processing.subscribing.SubscribingEventProcessorConfiguration,org.axonframework.messaging.eventhandling.GenericEventMessage",""
0.18,18,"org.axonframework.eventsourcing.eventstore.ConsistencyMarker,org.axonframework.update.UpdateCheckerConfigurationEnhancer,org.axonframework.common.infra.FilesystemStyleComponentDescriptor,org.axonframework.test.fixture.AxonTestThenMessage,org.axonframework.test.fixture.RecordingEventStore,org.axonframework.test.fixture.AxonTestFixture,io.axoniq.framework.axonserver.connector.event.EventProcessorControlService,io.axoniq.framework.axonserver.connector.event.AxonServerEventStorageEngine,org.axonframework.modelling.entity.EntityMetamodel",""
0.17,23,"org.axonframework.eventsourcing.eventstore.StorageEngineBackedEventStore,org.axonframework.eventsourcing.annotation.reflection.AnnotationBasedEventSourcedEntityFactory,io.axoniq.framework.springboot.autoconfig.JpaDeadLetterQueueAutoConfiguration,io.axoniq.framework.springboot.autoconfig.JdbcDeadLetterQueueAutoConfiguration,io.axoniq.framework.springboot.service.connection.AxonServerConnectionDetails,org.axonframework.common.property.MethodAccessedProperty,org.axonframework.common.configuration.ModuleBuilder,org.axonframework.test.util.RecordingCommandBus,org.axonframework.conversion.jackson2.Jackson2Converter",""
0.16,12,"org.axonframework.eventsourcing.eventstore.Position,org.axonframework.eventsourcing.eventstore.inmemory.InMemoryEventStorageEngine,org.axonframework.eventsourcing.configuration.EventSourcingConfigurationDefaults,org.axonframework.conversion.jackson.JacksonConverter,org.axonframework.modelling.entity.annotation.AnnotatedEntityModelRoutingKeyMatcher,org.axonframework.modelling.entity.EntityCommandHandlingComponent,org.axonframework.modelling.SimpleStateManager,org.axonframework.messaging.eventhandling.configuration.EventProcessorConfiguration,org.axonframework.messaging.eventhandling.processing.streaming.pooled.PooledStreamingEventProcessorModule",""
0.15,8,"org.axonframework.eventsourcing.annotation.AnnotationBasedEventCriteriaResolver,org.axonframework.messaging.core.unitofwork.UnitOfWorkFactory,org.axonframework.messaging.core.annotation.MessageHandlingMember,org.axonframework.messaging.eventhandling.processing.streaming.segmenting.Segment,org.axonframework.messaging.monitoring.MessageMonitor,org.axonframework.messaging.eventstreaming.EventCriteria,org.axonframework.messaging.eventhandling.configuration.EventHandlingComponentsConfigurer$ComponentsPhase,org.axonframework.messaging.queryhandling.SubscriptionQueryUpdateMessage",""
0.14,5,"org.axonframework.eventsourcing.eventstore.AnnotationBasedTagResolver,org.axonframework.test.matchers.FieldFilter,org.axonframework.test.extension.ProvidedAxonTestFixtureUtils,org.axonframework.messaging.eventhandling.conversion.EventConverter,org.axonframework.messaging.eventstreaming.Tag",""
0.13,10,"org.axonframework.eventsourcing.eventstore.SnapshotCapableEventStorageEngine,io.axoniq.framework.springboot.autoconfig.AxonServerAutoConfiguration,org.axonframework.common.caching.WeakReferenceCache,org.axonframework.common.configuration.Component$Identifier,org.axonframework.common.configuration.DefaultAxonApplication$AxonConfigurationImpl,io.axoniq.framework.axonserver.connector.query.AxonServerQueryBusConnector,org.axonframework.modelling.annotation.InjectEntityParameterResolverFactory,org.axonframework.messaging.eventhandling.EventBus,org.axonframework.messaging.eventhandling.replay.annotation.ReplayAwareMessageHandlerWrapper",""
0.12,6,"org.axonframework.eventsourcing.handler.SnapshottingEntityLifecycleHandler,org.axonframework.common.configuration.DefaultComponentRegistry,org.axonframework.common.configuration.ComponentBuilder,org.axonframework.extension.metrics.micrometer.MetricsConfigurationEnhancer,org.axonframework.modelling.configuration.SimpleStateBasedEntityModule,org.axonframework.messaging.core.MessageStream$Single",""
0.11,11,"org.axonframework.common.configuration.ConfigurationEnhancer,io.axoniq.framework.axonserver.connector.event.AggregateBasedAxonServerEventStorageEngine,io.axoniq.framework.axonserver.connector.command.AxonServerCommandBusConnector,org.axonframework.modelling.entity.annotation.AnnotatedEntityMetamodel,org.axonframework.messaging.commandhandling.CommandResultMessage,org.axonframework.messaging.core.MessageStream$Empty,org.axonframework.messaging.eventhandling.processing.streaming.token.store.inmemory.InMemoryTokenStore,org.axonframework.messaging.eventhandling.processing.streaming.pooled.PooledStreamingEventProcessorConfiguration,org.axonframework.messaging.eventhandling.processing.streaming.token.store.jpa.JpaTokenStore",""
0.1,9,"org.axonframework.eventsourcing.configuration.AnnotatedEventSourcedEntityModule,org.axonframework.common.annotation.PriorityAnnotationComparator,org.axonframework.common.jdbc.PersistenceExceptionResolver,io.axoniq.framework.axonserver.connector.configuration.AxonServerConfigurationEnhancer,org.axonframework.modelling.entity.child.FieldChildEntityFieldDefinition,org.axonframework.modelling.configuration.EntityModule,org.axonframework.messaging.core.conversion.MessageConverter,org.axonframework.messaging.tracing.Span,org.axonframework.messaging.core.annotation.HandlerTypeResolver",""
0.09,5,"org.axonframework.common.AxonConfigurationException,org.axonframework.common.configuration.ComponentRegistry,org.axonframework.messaging.core.MessageStream$Entry,org.axonframework.messaging.monitoring.MessageMonitor$MonitorCallback,org.axonframework.messaging.eventhandling.processing.streaming.token.store.jdbc.JdbcTokenStore",""
