"propertyName","propertyValue","codeUnits","codeUnitNames","shortCodeUnitNames","Source Cypher File: scripts/../cypher/Dependencies_Projection/Dependencies_8_Stream_Mutated_Grouped.cypher"
"communityKCoreDecompositionValue",7,78,"org.axonframework.test.fixture.AxonTestPhase$Then,org.axonframework.test.fixture.AxonTestPhase$Then$Nothing,org.axonframework.test.fixture.AxonTestPhase$Then$Event,org.axonframework.test.fixture.AxonTestPhase$When$Nothing,org.axonframework.test.fixture.AxonTestPhase$When,org.axonframework.test.fixture.AxonTestPhase$When$Event,org.axonframework.test.fixture.AxonTestPhase$Then$Message,org.axonframework.test.fixture.AxonTestPhase$Then$Command,org.axonframework.test.fixture.AxonTestPhase$When$Command,org.axonframework.test.fixture.AxonTestPhase$Given,org.axonframework.test.fixture.AxonTestThenEvent,org.axonframework.test.fixture.AxonTestPhase$Then$MessageAssertions,org.axonframework.test.fixture.AxonTestWhen$Command,org.axonframework.test.fixture.AxonTestThenCommand,org.axonframework.test.fixture.AxonTestWhen$Event,org.axonframework.test.fixture.AxonTestThenNothing,org.axonframework.test.fixture.AxonTestFixture$Customization,org.axonframework.test.fixture.AxonTestPhase,org.axonframework.test.fixture.AxonTestWhen$Nothing,org.axonframework.messaging.monitoring.configuration.DefaultMessageMonitorRegistry$GenericMonitorDefinition,org.axonframework.messaging.monitoring.NoOpMessageMonitor,org.axonframework.messaging.core.annotation.ParameterResolver,org.axonframework.messaging.commandhandling.gateway.CommandDispatcher,org.axonframework.messaging.core.sequencing.SequencingPolicy,org.axonframework.messaging.commandhandling.distributed.DelegatingCommandBusConnector,org.axonframework.messaging.commandhandling.distributed.PayloadConvertingCommandBusConnector,org.axonframework.messaging.commandhandling.gateway.ContextAwareCommandDispatcher,org.axonframework.messaging.commandhandling.tracing.TracingCommandBus$TracingHandler,org.axonframework.messaging.commandhandling.gateway.CommandGateway,org.axonframework.messaging.eventhandling.EventSubscribers,org.axonframework.messaging.eventhandling.replay.GenericResetContext,org.axonframework.messaging.core.SubscribableEventSource,org.axonframework.messaging.core.conversion.DelegatingMessageConverter,org.axonframework.messaging.eventhandling.gateway.EventPublishingUtils,org.axonframework.messaging.eventhandling.gateway.DefaultEventGateway,org.axonframework.messaging.eventhandling.conversion.DelegatingEventConverter,org.axonframework.messaging.eventhandling.processing.streaming.token.store.jdbc.JdbcTokenStore,org.axonframework.messaging.eventhandling.processing.streaming.token.store.jpa.JpaTokenStore,org.axonframework.messaging.eventstreaming.TrackingTokenSource,org.axonframework.messaging.eventhandling.processing.streaming.pooled.DefaultWorkPackageEventFilter,org.axonframework.messaging.eventhandling.configuration.EventHandlingComponentsConfigurer$RequiredComponentPhase,org.axonframework.messaging.eventhandling.configuration.DefaultEventHandlingComponentsConfigurer,org.axonframework.messaging.eventhandling.processing.streaming.pooled.WorkPackage$EventFilter,org.axonframework.messaging.eventhandling.processing.streaming.pooled.WorkPackage$BatchProcessor,org.axonframework.messaging.eventhandling.tracing.TracingEventHandlingComponent,org.axonframework.messaging.queryhandling.distributed.PayloadConvertingQueryBusConnector$1,org.axonframework.messaging.queryhandling.distributed.QueryBusConnector$UpdateCallback,org.axonframework.messaging.queryhandling.interception.InterceptingQueryBus$QueryInterceptingDispatcher,org.axonframework.messaging.core.FluxUtils,org.axonframework.messaging.core.annotation.ChainedMessageHandlerInterceptorMember,org.axonframework.messaging.core.interception.annotation.NoMoreInterceptors,org.axonframework.messaging.core.annotation.MessageStreamResolverUtils,org.axonframework.messaging.core.annotation.AnnotatedMessageHandlingMemberDefinition,org.axonframework.messaging.core.unitofwork.ResourceOverridingProcessingContext,org.axonframework.messaging.core.EmptyMessageStream,org.axonframework.messaging.core.annotation.InterceptorChainParameterResolverFactory,org.axonframework.messaging.core.unitofwork.LegacyMessageSupportingContext,org.axonframework.messaging.core.interception.annotation.ResultParameterResolverFactory,org.axonframework.messaging.core.interception.DefaultDispatchInterceptorRegistry$GenericInterceptorDefinition,org.axonframework.messaging.core.interception.DefaultHandlerInterceptorRegistry$GenericInterceptorDefinition,org.axonframework.messaging.core.DefaultMessageDispatchInterceptorChain$InterceptingDispatcher,org.axonframework.messaging.core.sequencing.ExtractionSequencingPolicy,org.axonframework.eventsourcing.annotation.AnnotationBasedEventCriteriaResolver,org.axonframework.axonserver.connector.query.AxonServerQueryBusConnector$LocalSegmentAdapter,org.axonframework.axonserver.connector.query.AxonServerQueryBusConnector$AxonServerUpdateCallback,org.axonframework.common.annotation.AnnotationUtils,org.axonframework.common.configuration.DefaultAxonApplication,org.axonframework.common.configuration.ComponentDefinition$2,org.axonframework.common.configuration.ApplicationConfigurer,org.axonframework.common.configuration.DefaultAxonApplication$AxonConfigurationImpl,org.axonframework.common.configuration.InstantiatedComponentDefinition,org.axonframework.common.configuration.Components,org.axonframework.common.configuration.ComponentDefinition$1,org.axonframework.common.configuration.DecoratorDefinition$PartialDecoratorDefinition,org.axonframework.common.configuration.ComponentDecorator,org.axonframework.common.configuration.DecoratedComponent,org.axonframework.modelling.EntityIdResolver,org.axonframework.modelling.SimpleEntityEvolvingComponent","AxonTestPhase$Then,AxonTestPhase$Then$Nothing,AxonTestPhase$Then$Event,AxonTestPhase$When$Nothing,AxonTestPhase$When,AxonTestPhase$When$Event,AxonTestPhase$Then$Message,AxonTestPhase$Then$Command,AxonTestPhase$When$Command,AxonTestPhase$Given,AxonTestThenEvent,AxonTestPhase$Then$MessageAssertions,AxonTestWhen$Command,AxonTestThenCommand,AxonTestWhen$Event,AxonTestThenNothing,AxonTestFixture$Customization,AxonTestPhase,AxonTestWhen$Nothing,DefaultMessageMonitorRegistry$GenericMonitorDefinition,NoOpMessageMonitor,ParameterResolver,CommandDispatcher,SequencingPolicy,DelegatingCommandBusConnector,PayloadConvertingCommandBusConnector,ContextAwareCommandDispatcher,TracingCommandBus$TracingHandler,CommandGateway,EventSubscribers,GenericResetContext,SubscribableEventSource,DelegatingMessageConverter,EventPublishingUtils,DefaultEventGateway,DelegatingEventConverter,JdbcTokenStore,JpaTokenStore,TrackingTokenSource,DefaultWorkPackageEventFilter,EventHandlingComponentsConfigurer$RequiredComponentPhase,DefaultEventHandlingComponentsConfigurer,WorkPackage$EventFilter,WorkPackage$BatchProcessor,TracingEventHandlingComponent,PayloadConvertingQueryBusConnector$1,QueryBusConnector$UpdateCallback,InterceptingQueryBus$QueryInterceptingDispatcher,FluxUtils,ChainedMessageHandlerInterceptorMember,NoMoreInterceptors,MessageStreamResolverUtils,AnnotatedMessageHandlingMemberDefinition,ResourceOverridingProcessingContext,EmptyMessageStream,InterceptorChainParameterResolverFactory,LegacyMessageSupportingContext,ResultParameterResolverFactory,DefaultDispatchInterceptorRegistry$GenericInterceptorDefinition,DefaultHandlerInterceptorRegistry$GenericInterceptorDefinition,DefaultMessageDispatchInterceptorChain$InterceptingDispatcher,ExtractionSequencingPolicy,AnnotationBasedEventCriteriaResolver,AxonServerQueryBusConnector$LocalSegmentAdapter,AxonServerQueryBusConnector$AxonServerUpdateCallback,AnnotationUtils,DefaultAxonApplication,ComponentDefinition$2,ApplicationConfigurer,DefaultAxonApplication$AxonConfigurationImpl,InstantiatedComponentDefinition,Components,ComponentDefinition$1,DecoratorDefinition$PartialDecoratorDefinition,ComponentDecorator,DecoratedComponent,EntityIdResolver,SimpleEntityEvolvingComponent",""
"communityKCoreDecompositionValue",4,165,"org.axonframework.test.matchers.FieldFilter,org.axonframework.test.FixtureExecutionException,org.axonframework.test.fixture.Reporter,org.axonframework.test.extension.ProvidedAxonTestFixtureUtils,org.axonframework.test.FixtureResourceParameterResolverFactory$FailingParameterResolver,org.axonframework.test.FixtureResourceParameterResolverFactory,org.axonframework.test.matchers.DeepEqualsMatcher,org.axonframework.messaging.commandhandling.distributed.DistributedCommandBusConfiguration,org.axonframework.messaging.core.MessageHandler,org.axonframework.messaging.commandhandling.distributed.PayloadConvertingCommandBusConnector$ConvertingResultMessageCallback,org.axonframework.messaging.commandhandling.RoutingStrategy,org.axonframework.messaging.commandhandling.tracing.DefaultCommandBusSpanFactory$Builder,org.axonframework.messaging.commandhandling.gateway.ConvertingCommandGateway$ConvertingCommandResult,org.axonframework.messaging.eventhandling.EventHandlerRegistry,org.axonframework.messaging.core.sequencing.HierarchicalSequencingPolicy,org.axonframework.messaging.eventhandling.replay.ResetContext,org.axonframework.messaging.eventhandling.annotation.SequenceNumberParameterResolverFactory,org.axonframework.messaging.eventhandling.annotation.SequenceNumberParameterResolverFactory$SequenceNumberParameterResolver,org.axonframework.messaging.eventhandling.annotation.TimestampParameterResolverFactory,org.axonframework.messaging.eventhandling.annotation.MethodSequencingPolicyEventHandlerDefinition,org.axonframework.messaging.eventhandling.annotation.EventHandlingMember,org.axonframework.messaging.eventhandling.processing.streaming.token.annotation.TrackingTokenParameterResolverFactory,org.axonframework.messaging.eventhandling.processing.streaming.token.store.UnableToClaimTokenException,org.axonframework.messaging.eventhandling.processing.streaming.token.store.UnableToInitializeTokenException,org.axonframework.messaging.eventhandling.processing.EventProcessingException,org.axonframework.messaging.eventhandling.processing.streaming.token.GapAwareTrackingToken,org.axonframework.messaging.eventhandling.processing.streaming.token.MergedTrackingToken,org.axonframework.messaging.eventhandling.processing.streaming.pooled.WorkPackage$BatchProcessingEntry,org.axonframework.messaging.eventhandling.processing.streaming.pooled.WorkPackage$ProcessingEntry,org.axonframework.messaging.eventhandling.processing.streaming.pooled.PooledStreamingEventProcessorModule$Customization,org.axonframework.messaging.eventhandling.processing.streaming.pooled.WorkPackage$DefaultProcessingEntry,org.axonframework.messaging.eventhandling.processing.errorhandling.PropagatingErrorHandler,org.axonframework.messaging.eventhandling.processing.subscribing.SubscribingEventProcessorModule$Customization,org.axonframework.messaging.eventhandling.tracing.DefaultEventBusSpanFactory,org.axonframework.messaging.eventhandling.tracing.DefaultEventBusSpanFactory$Builder,org.axonframework.messaging.eventhandling.tracing.DefaultEventProcessorSpanFactory,org.axonframework.messaging.eventhandling.tracing.DefaultEventProcessorSpanFactory$Builder,org.axonframework.messaging.eventhandling.configuration.EventHandlingComponentsConfigurer$AdditionalComponentPhase,org.axonframework.messaging.eventhandling.configuration.EventHandlingComponentsConfigurer,org.axonframework.messaging.queryhandling.annotation.QueryHandlingMember,org.axonframework.messaging.queryhandling.distributed.DistributedQueryBusConfiguration,org.axonframework.messaging.queryhandling.DuplicateQueryHandlerSubscriptionException,org.axonframework.messaging.core.ConcatenatingMessageStream,org.axonframework.messaging.core.DelayedMessageStream$Empty,org.axonframework.messaging.queryhandling.tracing.DefaultQueryBusSpanFactory$Builder,org.axonframework.messaging.queryhandling.tracing.DefaultQueryUpdateEmitterSpanFactory$Builder,org.axonframework.messaging.queryhandling.tracing.DefaultQueryUpdateEmitterSpanFactory,org.axonframework.messaging.queryhandling.tracing.QueryBusSpanFactory,org.axonframework.messaging.core.annotation.MessageIdentifierParameterResolverFactory$MessageIdentifierParameterResolver,org.axonframework.messaging.core.annotation.MultiParameterResolverFactory,org.axonframework.messaging.core.annotation.ClasspathParameterResolverFactory,org.axonframework.messaging.core.annotation.DefaultParameterResolverFactory$MessageParameterResolver,org.axonframework.messaging.core.annotation.HierarchicalParameterResolverFactory,org.axonframework.messaging.core.annotation.MessageIdentifierParameterResolverFactory,org.axonframework.messaging.core.annotation.MultiHandlerEnhancerDefinition,org.axonframework.messaging.core.annotation.AggregateTypeParameterResolverFactory,org.axonframework.messaging.core.reflection.HierarchicalParameterResolverFactoryConfigurationEnhancer,org.axonframework.messaging.core.annotation.SimpleResourceParameterResolverFactory,org.axonframework.messaging.core.annotation.SourceIdParameterResolverFactory$SourceIdParameterResolver,org.axonframework.messaging.core.annotation.SourceIdParameterResolverFactory,org.axonframework.messaging.core.annotation.FixedValueParameterResolver,org.axonframework.messaging.core.MessageStreamUtils$FirstResult,org.axonframework.messaging.core.interception.annotation.ResultParameterResolverFactory$ExceptionResultParameterResolver,org.axonframework.messaging.core.interception.annotation.MessageHandlerInterceptorDefinition,org.axonframework.messaging.core.correlation.MessageOriginProvider,org.axonframework.messaging.core.AbstractMessage,org.axonframework.messaging.core.IteratorMessageStream,org.axonframework.messaging.core.OnErrorContinueMessageStream,org.axonframework.messaging.core.MessageStreamUtils$Reducer,org.axonframework.messaging.core.FluxUtils$FluxStreamAdapter,org.axonframework.messaging.core.sequencing.PropertySequencingPolicy,org.axonframework.messaging.core.sequencing.NoOpSequencingPolicy,org.axonframework.messaging.core.unitofwork.annotation.ProcessingContextParameterResolverFactory,org.axonframework.messaging.core.unitofwork.TransactionalUnitOfWorkFactory,org.axonframework.messaging.core.retry.MaxAttemptsPolicy,org.axonframework.messaging.core.retry.ExponentialBackOffRetryPolicy,org.axonframework.messaging.core.retry.FilteringRetryPolicy,org.axonframework.messaging.core.unitofwork.UnitOfWork$UnitOfWorkProcessingContext$CauseAndPhase,org.axonframework.messaging.core.retry.RetryPolicy,org.axonframework.messaging.core.retry.RetryPolicy$Outcome,org.axonframework.messaging.core.unitofwork.transaction.jdbc.JdbcTransactionalExecutorProvider$1,org.axonframework.messaging.core.unitofwork.transaction.jpa.JpaTransactionalExecutorProvider$1,org.axonframework.messaging.core.configuration.reflection.ConfigurationParameterResolverFactory,org.axonframework.messaging.core.configuration.reflection.ConfigurationParameterResolverConfigurationEnhancer,org.axonframework.messaging.core.NamespaceMessageTypeResolver,org.axonframework.messaging.core.NamespaceMessageTypeResolver$Builder,org.axonframework.messaging.tracing.MultiSpanFactory,org.axonframework.messaging.tracing.TracingHandlerEnhancerDefinition$Builder,org.axonframework.messaging.tracing.NoOpSpanFactory,org.axonframework.messaging.tracing.SpanAttributesProvider,org.axonframework.extension.springboot.autoconfig.UpdateCheckerAutoConfiguration,org.axonframework.extension.springboot.autoconfig.JpaAutoConfiguration,org.axonframework.extension.springboot.autoconfig.JpaEventStoreAutoConfiguration,org.axonframework.extension.tracing.opentelemetry.OpenTelemetrySpanFactory,org.axonframework.extension.tracing.opentelemetry.OpenTelemetrySpanFactory$Builder,org.axonframework.eventsourcing.eventstore.EventCoordinator$1,org.axonframework.eventsourcing.eventstore.GlobalIndexPosition,org.axonframework.eventsourcing.eventstore.EventCoordinator,org.axonframework.eventsourcing.eventstore.EventCoordinator$Handle,org.axonframework.eventsourcing.eventstore.AggregateSequenceNumberPosition,org.axonframework.eventsourcing.eventstore.MetadataBasedTagResolver,org.axonframework.eventsourcing.eventstore.NoAppendCondition,org.axonframework.eventsourcing.eventstore.DefaultAppendCondition,org.axonframework.eventsourcing.eventstore.DefaultSourcingCondition,org.axonframework.eventsourcing.eventstore.jpa.JpaPollingEventCoordinator,org.axonframework.eventsourcing.eventstore.jpa.JpaPollingEventCoordinator$1,org.axonframework.eventsourcing.eventstore.jpa.AggregateBasedJpaEventStorageEngine$AggregateSource,org.axonframework.eventsourcing.eventstore.jpa.GapAwareTrackingTokenOperations,org.axonframework.eventsourcing.eventstore.jpa.AggregateBasedJpaEventStorageEngineConfiguration,org.axonframework.eventsourcing.configuration.SimpleEventSourcedEntityModule$1,org.axonframework.eventsourcing.configuration.SimpleEventSourcedEntityModule$2,org.axonframework.eventsourcing.configuration.SimpleEventSourcedEntityModule$4,org.axonframework.eventsourcing.configuration.SimpleEventSourcedEntityModule$5,org.axonframework.eventsourcing.configuration.SimpleEventSourcedEntityModule$3,org.axonframework.axonserver.connector.util.GrpcMessageSizeInterceptor,org.axonframework.axonserver.connector.AxonServerConfiguration$Eventhandling$ProcessorSettings,org.axonframework.axonserver.connector.MetadataConverter,org.axonframework.axonserver.connector.AxonServerConfiguration$Eventhandling,org.axonframework.axonserver.connector.util.GrpcMessageSizeInterceptor$1,org.axonframework.axonserver.connector.util.GrpcMessageSizeInterceptor$1$1,org.axonframework.axonserver.connector.event.AggregateBasedAxonServerEventStorageEngine$AggregateSource,org.axonframework.axonserver.connector.event.EventProcessorControlService$AxonProcessorInstructionHandler,org.axonframework.update.LoggingUpdateCheckerReporter,org.axonframework.update.api.UpdateCheckResponse,org.axonframework.update.UpdateCheckerReporter,org.axonframework.update.api.UpdateCheckRequest,org.axonframework.update.api.DetectedVulnerability,org.axonframework.update.api.DetectedVulnerabilitySeverity,org.axonframework.update.configuration.PropertyFileUsagePropertyProvider,org.axonframework.update.configuration.DefaultUsagePropertyProvider,org.axonframework.common.AxonThreadFactory,org.axonframework.common.AxonTransientException,org.axonframework.common.jdbc.ConnectionExecutor,org.axonframework.common.Priority,org.axonframework.common.AxonNonTransientException,org.axonframework.common.annotation.PriorityAnnotationComparator,org.axonframework.common.function.ThrowingFunction,org.axonframework.common.property.PropertyAccessStrategy,org.axonframework.common.jdbc.PersistenceExceptionResolver,org.axonframework.common.util.ExecutorServiceFactory,org.axonframework.common.property.Property,org.axonframework.common.ConstructorUtils,org.axonframework.common.infra.FilesystemStyleComponentDescriptor,org.axonframework.common.infra.JacksonComponentDescriptor,org.axonframework.common.lifecycle.ShutdownLatch,org.axonframework.common.lifecycle.ShutdownLatch$ActivityHandle,org.axonframework.common.jpa.EntityManagerProvider,org.axonframework.common.jpa.EntityManagerExecutor,org.axonframework.common.configuration.LifecycleHandler,org.axonframework.common.configuration.AbstractComponent$HandlerRegistration,org.axonframework.common.configuration.HierarchicalConfiguration,org.axonframework.modelling.EntityEvolvingComponent,org.axonframework.modelling.entity.annotation.EntityChildModelDefinition,org.axonframework.modelling.annotation.InjectEntityParameterResolverFactoryConfigurationEnhancer,org.axonframework.modelling.entity.annotation.AnnotatedEntityMetamodelFactory,org.axonframework.modelling.configuration.SimpleStateBasedEntityModule$1,org.axonframework.modelling.configuration.SimpleStateBasedEntityModule$3,org.axonframework.modelling.configuration.SimpleStateBasedEntityModule$2,org.axonframework.conversion.avro.AvroConverterStrategy,org.axonframework.conversion.avro.SpecificRecordBaseConverterStrategy,org.axonframework.conversion.avro.AvroConverterConfiguration,org.axonframework.conversion.avro.AvroConverterStrategyConfiguration,org.axonframework.extension.metrics.micrometer.TagsUtil,org.axonframework.extension.metrics.micrometer.CapacityMonitor,org.axonframework.extension.metrics.micrometer.MessageCountingMonitor","FieldFilter,FixtureExecutionException,Reporter,ProvidedAxonTestFixtureUtils,FixtureResourceParameterResolverFactory$FailingParameterResolver,FixtureResourceParameterResolverFactory,DeepEqualsMatcher,DistributedCommandBusConfiguration,MessageHandler,PayloadConvertingCommandBusConnector$ConvertingResultMessageCallback,RoutingStrategy,DefaultCommandBusSpanFactory$Builder,ConvertingCommandGateway$ConvertingCommandResult,EventHandlerRegistry,HierarchicalSequencingPolicy,ResetContext,SequenceNumberParameterResolverFactory,SequenceNumberParameterResolverFactory$SequenceNumberParameterResolver,TimestampParameterResolverFactory,MethodSequencingPolicyEventHandlerDefinition,EventHandlingMember,TrackingTokenParameterResolverFactory,UnableToClaimTokenException,UnableToInitializeTokenException,EventProcessingException,GapAwareTrackingToken,MergedTrackingToken,WorkPackage$BatchProcessingEntry,WorkPackage$ProcessingEntry,PooledStreamingEventProcessorModule$Customization,WorkPackage$DefaultProcessingEntry,PropagatingErrorHandler,SubscribingEventProcessorModule$Customization,DefaultEventBusSpanFactory,DefaultEventBusSpanFactory$Builder,DefaultEventProcessorSpanFactory,DefaultEventProcessorSpanFactory$Builder,EventHandlingComponentsConfigurer$AdditionalComponentPhase,EventHandlingComponentsConfigurer,QueryHandlingMember,DistributedQueryBusConfiguration,DuplicateQueryHandlerSubscriptionException,ConcatenatingMessageStream,DelayedMessageStream$Empty,DefaultQueryBusSpanFactory$Builder,DefaultQueryUpdateEmitterSpanFactory$Builder,DefaultQueryUpdateEmitterSpanFactory,QueryBusSpanFactory,MessageIdentifierParameterResolverFactory$MessageIdentifierParameterResolver,MultiParameterResolverFactory,ClasspathParameterResolverFactory,DefaultParameterResolverFactory$MessageParameterResolver,HierarchicalParameterResolverFactory,MessageIdentifierParameterResolverFactory,MultiHandlerEnhancerDefinition,AggregateTypeParameterResolverFactory,HierarchicalParameterResolverFactoryConfigurationEnhancer,SimpleResourceParameterResolverFactory,SourceIdParameterResolverFactory$SourceIdParameterResolver,SourceIdParameterResolverFactory,FixedValueParameterResolver,MessageStreamUtils$FirstResult,ResultParameterResolverFactory$ExceptionResultParameterResolver,MessageHandlerInterceptorDefinition,MessageOriginProvider,AbstractMessage,IteratorMessageStream,OnErrorContinueMessageStream,MessageStreamUtils$Reducer,FluxUtils$FluxStreamAdapter,PropertySequencingPolicy,NoOpSequencingPolicy,ProcessingContextParameterResolverFactory,TransactionalUnitOfWorkFactory,MaxAttemptsPolicy,ExponentialBackOffRetryPolicy,FilteringRetryPolicy,UnitOfWork$UnitOfWorkProcessingContext$CauseAndPhase,RetryPolicy,RetryPolicy$Outcome,JdbcTransactionalExecutorProvider$1,JpaTransactionalExecutorProvider$1,ConfigurationParameterResolverFactory,ConfigurationParameterResolverConfigurationEnhancer,NamespaceMessageTypeResolver,NamespaceMessageTypeResolver$Builder,MultiSpanFactory,TracingHandlerEnhancerDefinition$Builder,NoOpSpanFactory,SpanAttributesProvider,UpdateCheckerAutoConfiguration,JpaAutoConfiguration,JpaEventStoreAutoConfiguration,OpenTelemetrySpanFactory,OpenTelemetrySpanFactory$Builder,EventCoordinator$1,GlobalIndexPosition,EventCoordinator,EventCoordinator$Handle,AggregateSequenceNumberPosition,MetadataBasedTagResolver,NoAppendCondition,DefaultAppendCondition,DefaultSourcingCondition,JpaPollingEventCoordinator,JpaPollingEventCoordinator$1,AggregateBasedJpaEventStorageEngine$AggregateSource,GapAwareTrackingTokenOperations,AggregateBasedJpaEventStorageEngineConfiguration,SimpleEventSourcedEntityModule$1,SimpleEventSourcedEntityModule$2,SimpleEventSourcedEntityModule$4,SimpleEventSourcedEntityModule$5,SimpleEventSourcedEntityModule$3,GrpcMessageSizeInterceptor,AxonServerConfiguration$Eventhandling$ProcessorSettings,MetadataConverter,AxonServerConfiguration$Eventhandling,GrpcMessageSizeInterceptor$1,GrpcMessageSizeInterceptor$1$1,AggregateBasedAxonServerEventStorageEngine$AggregateSource,EventProcessorControlService$AxonProcessorInstructionHandler,LoggingUpdateCheckerReporter,UpdateCheckResponse,UpdateCheckerReporter,UpdateCheckRequest,DetectedVulnerability,DetectedVulnerabilitySeverity,PropertyFileUsagePropertyProvider,DefaultUsagePropertyProvider,AxonThreadFactory,AxonTransientException,ConnectionExecutor,Priority,AxonNonTransientException,PriorityAnnotationComparator,ThrowingFunction,PropertyAccessStrategy,PersistenceExceptionResolver,ExecutorServiceFactory,Property,ConstructorUtils,FilesystemStyleComponentDescriptor,JacksonComponentDescriptor,ShutdownLatch,ShutdownLatch$ActivityHandle,EntityManagerProvider,EntityManagerExecutor,LifecycleHandler,AbstractComponent$HandlerRegistration,HierarchicalConfiguration,EntityEvolvingComponent,EntityChildModelDefinition,InjectEntityParameterResolverFactoryConfigurationEnhancer,AnnotatedEntityMetamodelFactory,SimpleStateBasedEntityModule$1,SimpleStateBasedEntityModule$3,SimpleStateBasedEntityModule$2,AvroConverterStrategy,SpecificRecordBaseConverterStrategy,AvroConverterConfiguration,AvroConverterStrategyConfiguration,TagsUtil,CapacityMonitor,MessageCountingMonitor",""
