"propertyName","propertyValue","codeUnits","codeUnitNames","shortCodeUnitNames","Source Cypher File: scripts/../cypher/Dependencies_Projection/Dependencies_8_Stream_Mutated_Grouped.cypher"
"communityMaximumKCutId",0,47,"org.axonframework.modelling.PropertyBasedEntityIdResolver,org.axonframework.modelling.annotation.InjectEntityParameterResolverFactoryConfigurationEnhancer,org.axonframework.modelling.entity.child.EventTargetMatcher,org.axonframework.modelling.entity.PolymorphicEntityMetamodel,org.axonframework.modelling.entity.ConcreteEntityMetamodel,io.axoniq.framework.axonserver.connector.api.query.AxonServerRemoteQueryHandlingException,org.axonframework.update.configuration.PropertyFileUsagePropertyProvider,org.axonframework.common.Priority,org.axonframework.common.property.DirectPropertyAccessStrategy,org.axonframework.common.TypeReference$1,org.axonframework.common.digest.Digester,org.axonframework.common.configuration.Component,org.axonframework.common.configuration.ApplicationConfigurer,org.axonframework.common.lock.NoOpLock,org.axonframework.test.fixture.AxonTestFixture$Customization,org.axonframework.test.util.CallbackBehavior,org.axonframework.eventsourcing.handler.EntityLifecycleHandler,org.axonframework.eventsourcing.eventstore.EventStore,org.axonframework.eventsourcing.eventstore.SourcingStrategy,org.axonframework.eventsourcing.eventstore.SnapshotCapableEventStorageEngine,org.axonframework.eventsourcing.configuration.EventSourcedEntityModule$OptionalPhase,org.axonframework.conversion.DelegatingGeneralConverter,org.axonframework.conversion.jackson.JsonNodeToObjectNodeConverter,org.axonframework.messaging.core.unitofwork.ProcessingLifecycle$ErrorHandler,org.axonframework.messaging.commandhandling.annotation.CommandDispatcherParameterResolverFactory$1,org.axonframework.messaging.core.MessageHandler,org.axonframework.messaging.core.annotation.WrappedMessageHandlingMember,org.axonframework.messaging.monitoring.configuration.MessageMonitorFactory,org.axonframework.messaging.core.GenericResultMessage,org.axonframework.messaging.eventhandling.replay.annotation.ReplayParameterResolverFactory,org.axonframework.messaging.eventhandling.replay.ResetContext,org.axonframework.messaging.eventhandling.replay.ReplayStatusChanged,org.axonframework.messaging.core.annotation.SequencingPolicy,org.axonframework.messaging.eventhandling.interception.EventMessageHandlerInterceptorChain$InterceptingHandler,org.axonframework.messaging.eventhandling.processing.streaming.pooled.WorkPackage,org.axonframework.messaging.eventhandling.configuration.EventHandlingComponentsConfigurer$RequiredComponentPhase,org.axonframework.messaging.eventstreaming.Tag,org.axonframework.messaging.eventstreaming.DefaultStreamingCondition,org.axonframework.messaging.queryhandling.QueryHandlerRegistry,org.axonframework.messaging.queryhandling.NoHandlerForQueryException,org.axonframework.messaging.queryhandling.annotation.QueryResponse,org.axonframework.messaging.queryhandling.SimpleQueryUpdateEmitter,org.axonframework.messaging.queryhandling.tracing.DefaultQueryBusSpanFactory$Builder,org.axonframework.messaging.core.annotation.MethodInvokingMessageHandlingMember,org.axonframework.messaging.core.annotation.DefaultParameterResolverFactory$MessageParameterResolver,org.axonframework.messaging.core.interception.annotation.MessageHandlerInterceptorDefinition,org.axonframework.messaging.core.CompletionCallbackMessageStream","PropertyBasedEntityIdResolver,InjectEntityParameterResolverFactoryConfigurationEnhancer,EventTargetMatcher,PolymorphicEntityMetamodel,ConcreteEntityMetamodel,AxonServerRemoteQueryHandlingException,PropertyFileUsagePropertyProvider,Priority,DirectPropertyAccessStrategy,TypeReference$1,Digester,Component,ApplicationConfigurer,NoOpLock,AxonTestFixture$Customization,CallbackBehavior,EntityLifecycleHandler,EventStore,SourcingStrategy,SnapshotCapableEventStorageEngine,EventSourcedEntityModule$OptionalPhase,DelegatingGeneralConverter,JsonNodeToObjectNodeConverter,ProcessingLifecycle$ErrorHandler,CommandDispatcherParameterResolverFactory$1,MessageHandler,WrappedMessageHandlingMember,MessageMonitorFactory,GenericResultMessage,ReplayParameterResolverFactory,ResetContext,ReplayStatusChanged,SequencingPolicy,EventMessageHandlerInterceptorChain$InterceptingHandler,WorkPackage,EventHandlingComponentsConfigurer$RequiredComponentPhase,Tag,DefaultStreamingCondition,QueryHandlerRegistry,NoHandlerForQueryException,QueryResponse,SimpleQueryUpdateEmitter,DefaultQueryBusSpanFactory$Builder,MethodInvokingMessageHandlingMember,DefaultParameterResolverFactory$MessageParameterResolver,MessageHandlerInterceptorDefinition,CompletionCallbackMessageStream",""
"communityMaximumKCutId",66,12,"org.axonframework.modelling.annotation.InjectEntityParameterResolver,org.axonframework.modelling.entity.annotation.AnnotatedEntityModelRoutingKeyMatcher,org.axonframework.modelling.annotation.InjectEntity,org.axonframework.modelling.configuration.EntityMetamodelConfigurationBuilder,org.axonframework.common.jdbc.ConnectionProvider,org.axonframework.common.infra.DescribableComponent,org.axonframework.eventsourcing.handler.SnapshottingEntityLifecycleHandler,org.axonframework.eventsourcing.eventstore.ConsistencyMarkers$OriginConsistencyMarker,org.axonframework.eventsourcing.eventstore.AggregateBasedEventStorageEngineUtils,org.axonframework.conversion.jackson2.JsonNodeToByteArrayConverter,org.axonframework.messaging.eventhandling.processing.streaming.pooled.WorkPackage$EventFilter,org.axonframework.messaging.core.AbstractMessage","InjectEntityParameterResolver,AnnotatedEntityModelRoutingKeyMatcher,InjectEntity,EntityMetamodelConfigurationBuilder,ConnectionProvider,DescribableComponent,SnapshottingEntityLifecycleHandler,ConsistencyMarkers$OriginConsistencyMarker,AggregateBasedEventStorageEngineUtils,JsonNodeToByteArrayConverter,WorkPackage$EventFilter,AbstractMessage",""
"communityMaximumKCutId",34,12,"org.axonframework.modelling.annotation.AnnotationBasedEntityIdResolverDefinition,org.axonframework.modelling.entity.child.EntityChildMetamodel,io.axoniq.framework.axonserver.connector.query.AxonServerQueryBusConnector,org.axonframework.common.ClassUtils,org.axonframework.common.configuration.DecoratorDefinition$2,org.axonframework.eventsourcing.annotation.EventSourcedEntityFactoryDefinition,org.axonframework.messaging.monitoring.configuration.DefaultMessageMonitorRegistry,org.axonframework.messaging.core.DefaultMessageDispatchInterceptorChain,org.axonframework.messaging.core.DelayedMessageStream,org.axonframework.messaging.core.correlation.MultiCorrelationDataProvider,org.axonframework.messaging.core.SimpleContext,org.axonframework.messaging.core.timeout.AxonTimeoutException","AnnotationBasedEntityIdResolverDefinition,EntityChildMetamodel,AxonServerQueryBusConnector,ClassUtils,DecoratorDefinition$2,EventSourcedEntityFactoryDefinition,DefaultMessageMonitorRegistry,DefaultMessageDispatchInterceptorChain,DelayedMessageStream,MultiCorrelationDataProvider,SimpleContext,AxonTimeoutException",""
"communityMaximumKCutId",7,13,"org.axonframework.modelling.annotation.InjectEntityParameterResolverFactory,org.axonframework.modelling.entity.annotation.RoutingKeyUtils,io.axoniq.framework.axonserver.connector.shared.ExceptionFactory$1,org.axonframework.common.property.DirectlyAccessedProperty,org.axonframework.common.configuration.LazyInitializedComponentDefinition,org.axonframework.test.util.RecordingMessageMonitor,org.axonframework.eventsourcing.eventstore.AggregateSequenceNumberPosition,org.axonframework.eventsourcing.eventstore.EventStorageEngine$AppendTransaction,org.axonframework.messaging.core.annotation.AnnotatedHandlerInspector,org.axonframework.messaging.eventstreaming.TagFilteredEventCriteria,org.axonframework.messaging.queryhandling.annotation.MethodQueryHandlerDefinition,org.axonframework.messaging.queryhandling.QueryUpdateEmitterParameterResolverFactory$1,org.axonframework.messaging.core.correlation.DefaultCorrelationDataProviderRegistry","InjectEntityParameterResolverFactory,RoutingKeyUtils,ExceptionFactory$1,DirectlyAccessedProperty,LazyInitializedComponentDefinition,RecordingMessageMonitor,AggregateSequenceNumberPosition,EventStorageEngine$AppendTransaction,AnnotatedHandlerInspector,TagFilteredEventCriteria,MethodQueryHandlerDefinition,QueryUpdateEmitterParameterResolverFactory$1,DefaultCorrelationDataProviderRegistry",""
"communityMaximumKCutId",1,25,"org.axonframework.modelling.LoadedEntityNotOfExpectedTypeException,org.axonframework.modelling.entity.annotation.RoutingKeyEventTargetMatcherDefinition,org.axonframework.modelling.entity.child.SingleEntityChildMetamodel,org.axonframework.modelling.entity.ChildEntityNotFoundException,org.axonframework.common.annotation.Internal,org.axonframework.common.configuration.AbstractComponent,org.axonframework.common.configuration.ComponentBuilder,org.axonframework.common.BuilderUtils,org.axonframework.test.fixture.AxonTestPhase$Then,org.axonframework.test.fixture.AxonTestWhen,org.axonframework.eventsourcing.configuration.EventSourcingConfigurationDefaults,org.axonframework.conversion.avro.ByteArrayToGenericRecordConverter,org.axonframework.messaging.monitoring.interception.MonitoringEventHandlerInterceptor,org.axonframework.messaging.commandhandling.annotation.CommandDispatcherParameterResolverFactoryConfigurationEnhancer,org.axonframework.messaging.core.MessageStream$Single,org.axonframework.messaging.commandhandling.gateway.CommandDispatcher,org.axonframework.messaging.tracing.SpanFactory,org.axonframework.messaging.core.ApplicationContext,org.axonframework.messaging.eventhandling.processing.streaming.pooled.WorkPackage$BatchProcessor,org.axonframework.messaging.eventhandling.processing.streaming.pooled.WorkPackage$DefaultProcessingEntry,org.axonframework.messaging.eventstreaming.TagAndTypeFilteredEventCriteria,org.axonframework.messaging.queryhandling.SimpleQueryHandlingComponent,org.axonframework.messaging.core.annotation.InterceptorChainParameterResolverFactory,org.axonframework.messaging.core.interception.annotation.ResultParameterResolverFactory,org.axonframework.messaging.core.sequencing.RoutingKeySequencingPolicy","LoadedEntityNotOfExpectedTypeException,RoutingKeyEventTargetMatcherDefinition,SingleEntityChildMetamodel,ChildEntityNotFoundException,Internal,AbstractComponent,ComponentBuilder,BuilderUtils,AxonTestPhase$Then,AxonTestWhen,EventSourcingConfigurationDefaults,ByteArrayToGenericRecordConverter,MonitoringEventHandlerInterceptor,CommandDispatcherParameterResolverFactoryConfigurationEnhancer,MessageStream$Single,CommandDispatcher,SpanFactory,ApplicationContext,WorkPackage$BatchProcessor,WorkPackage$DefaultProcessingEntry,TagAndTypeFilteredEventCriteria,SimpleQueryHandlingComponent,InterceptorChainParameterResolverFactory,ResultParameterResolverFactory,RoutingKeySequencingPolicy",""
"communityMaximumKCutId",5,7,"org.axonframework.modelling.HierarchicalStateManager,io.axoniq.framework.axonserver.connector.event.TaggedEventConverter,io.axoniq.framework.axonserver.connector.event.EventProcessorControlService,org.axonframework.test.fixture.AxonTestPhase$When$Event,org.axonframework.eventsourcing.eventstore.jpa.AggregateBasedJpaEventStorageEngine$1,org.axonframework.messaging.core.sequencing.SequentialPolicy,org.axonframework.messaging.eventhandling.processing.subscribing.SubscribingEventProcessorModule$Customization","HierarchicalStateManager,TaggedEventConverter,EventProcessorControlService,AxonTestPhase$When$Event,AggregateBasedJpaEventStorageEngine$1,SequentialPolicy,SubscribingEventProcessorModule$Customization",""
"communityMaximumKCutId",74,14,"org.axonframework.modelling.RepositoryAlreadyRegisteredException,org.axonframework.modelling.entity.child.AbstractEntityChildMetamodel$Builder,org.axonframework.modelling.configuration.SimpleStateBasedEntityModule$2,org.axonframework.common.lock.PessimisticLockFactory$PubliclyOwnedReentrantLock,org.axonframework.test.fixture.CommandValidator,org.axonframework.test.fixture.AxonTestPhase$Setup,org.axonframework.eventsourcing.eventstore.AnnotationBasedTagResolver,org.axonframework.eventsourcing.eventstore.StartPosition,org.axonframework.messaging.eventhandling.processing.streaming.pooled.PooledStreamingEventProcessor,org.axonframework.messaging.eventhandling.processing.streaming.pooled.Coordinator$CoordinationTask,org.axonframework.messaging.queryhandling.CompletedEmitterException,org.axonframework.messaging.core.ConversionCache$Target,org.axonframework.messaging.core.MonoUtils,org.axonframework.messaging.core.interception.DefaultHandlerInterceptorRegistry$1","RepositoryAlreadyRegisteredException,AbstractEntityChildMetamodel$Builder,SimpleStateBasedEntityModule$2,PessimisticLockFactory$PubliclyOwnedReentrantLock,CommandValidator,AxonTestPhase$Setup,AnnotationBasedTagResolver,StartPosition,PooledStreamingEventProcessor,Coordinator$CoordinationTask,CompletedEmitterException,ConversionCache$Target,MonoUtils,DefaultHandlerInterceptorRegistry$1",""
"communityMaximumKCutId",12,18,"org.axonframework.modelling.ConcurrencyException,io.axoniq.framework.axonserver.connector.api.query.AxonServerNonTransientRemoteQueryHandlingException,org.axonframework.common.jdbc.ConnectionExecutor,org.axonframework.common.lock.PessimisticLockFactory$Builder,org.axonframework.test.fixture.AxonTestThenMessage,org.axonframework.extension.tracing.opentelemetry.OpenTelemetrySpanFactory,org.axonframework.eventsourcing.eventstore.inmemory.InMemoryEventStorageEngine$1,org.axonframework.eventsourcing.eventstore.StreamSpliterator,org.axonframework.eventsourcing.eventstore.MultiTagResolver,org.axonframework.conversion.jackson.JsonNodeToByteArrayConverter,org.axonframework.messaging.core.ResultMessage,org.axonframework.messaging.commandhandling.gateway.CommandGateway,org.axonframework.messaging.commandhandling.MetadataRoutingStrategy,org.axonframework.messaging.eventhandling.replay.GenericResetContext,org.axonframework.messaging.eventhandling.configuration.EventProcessorModule,org.axonframework.messaging.core.interception.CorrelationDataInterceptor,org.axonframework.messaging.core.unitofwork.transaction.jpa.EntityManagerTransactionManager$1,org.axonframework.messaging.core.timeout.AxonTimeLimitedTask","ConcurrencyException,AxonServerNonTransientRemoteQueryHandlingException,ConnectionExecutor,PessimisticLockFactory$Builder,AxonTestThenMessage,OpenTelemetrySpanFactory,InMemoryEventStorageEngine$1,StreamSpliterator,MultiTagResolver,JsonNodeToByteArrayConverter,ResultMessage,CommandGateway,MetadataRoutingStrategy,GenericResetContext,EventProcessorModule,CorrelationDataInterceptor,EntityManagerTransactionManager$1,AxonTimeLimitedTask",""
"communityMaximumKCutId",55,16,"org.axonframework.modelling.entity.annotation.AnnotatedEntityIdResolverDefinition,io.axoniq.framework.axonserver.connector.api.query.AxonServerQueryDispatchException,org.axonframework.common.lock.PessimisticLockFactory,org.axonframework.common.configuration.ComponentOverrideException,org.axonframework.test.matchers.MatchAllFieldFilter,org.axonframework.test.fixture.RecordingEventStore,org.axonframework.test.fixture.AxonTestPhase,org.axonframework.conversion.ChainedConverter$Route,org.axonframework.messaging.monitoring.configuration.DefaultMessageMonitorRegistry$1,org.axonframework.messaging.commandhandling.configuration.CommandHandlingModule,org.axonframework.messaging.eventhandling.processing.streaming.token.store.UnableToRetrieveIdentifierException,org.axonframework.messaging.core.interception.HandlerInterceptorRegistry,org.axonframework.messaging.eventhandling.configuration.EventHandlingComponentsConfigurer,org.axonframework.messaging.eventhandling.tracing.DefaultEventProcessorSpanFactory,org.axonframework.messaging.core.SingleValueMessageStream,org.axonframework.messaging.core.sequencing.FallbackSequencingPolicy","AnnotatedEntityIdResolverDefinition,AxonServerQueryDispatchException,PessimisticLockFactory,ComponentOverrideException,MatchAllFieldFilter,RecordingEventStore,AxonTestPhase,ChainedConverter$Route,DefaultMessageMonitorRegistry$1,CommandHandlingModule,UnableToRetrieveIdentifierException,HandlerInterceptorRegistry,EventHandlingComponentsConfigurer,DefaultEventProcessorSpanFactory,SingleValueMessageStream,FallbackSequencingPolicy",""
"communityMaximumKCutId",60,15,"org.axonframework.modelling.entity.annotation.ListEntityChildModelDefinition,org.axonframework.modelling.entity.PolymorphicEntityMetamodelBuilder,org.axonframework.modelling.entity.ConcreteEntityMetamodel$Builder,io.axoniq.framework.axonserver.connector.event.EventProcessorInfoUtils,io.axoniq.framework.axonserver.connector.command.AxonServerCommandBusConnector$FutureResultCallback,org.axonframework.test.matchers.NonTransientFieldsFilter,org.axonframework.eventsourcing.eventstore.AppendCondition,org.axonframework.eventsourcing.eventstore.jpa.AggregateBasedJpaEventStorageEngineConfiguration,org.axonframework.messaging.monitoring.configuration.DefaultMessageMonitorRegistry$3,org.axonframework.messaging.eventhandling.annotation.TimestampParameterResolverFactory,org.axonframework.messaging.eventhandling.processing.streaming.segmenting.TrackerStatus,org.axonframework.messaging.eventhandling.processing.subscribing.SubscribingEventProcessorsConfigurer,org.axonframework.messaging.core.annotation.ClasspathParameterResolverFactory,org.axonframework.messaging.core.annotation.AggregateType,org.axonframework.messaging.tracing.attributes.MessageTypeSpanAttributesProvider","ListEntityChildModelDefinition,PolymorphicEntityMetamodelBuilder,ConcreteEntityMetamodel$Builder,EventProcessorInfoUtils,AxonServerCommandBusConnector$FutureResultCallback,NonTransientFieldsFilter,AppendCondition,AggregateBasedJpaEventStorageEngineConfiguration,DefaultMessageMonitorRegistry$3,TimestampParameterResolverFactory,TrackerStatus,SubscribingEventProcessorsConfigurer,ClasspathParameterResolverFactory,AggregateType,MessageTypeSpanAttributesProvider",""
